SSC_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SSC40153,0,18,9,17,0,47,3,3,26,27,51,0,104,0,0,3,4,3,0,13,0,0,3,7,28,0,33,0,0,0,0,13,5,26,13,5,96,96,347,23,583
SSC40154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7
SSC40155,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,13
SSC40156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40157,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,0,19
SSC40158,32,111,27,21,0,215,36,21,147,51,34,0,287,3,0,10,3,14,0,26,3,0,9,8,34,0,54,3,0,7,10,8,0,31,158,98,524,245,391,30,1448
SSC40159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8
SSC40160,15,73,22,13,3,180,37,14,105,42,40,8,239,0,3,11,3,8,0,26,3,0,9,8,21,0,43,3,0,7,3,8,3,29,144,69,386,211,329,37,1181
SSC40161,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,10,0,27
SSC40162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,0,19
SSC40163,0,0,0,0,0,3,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,13,12,44,0,66
SSC40164,18,101,16,25,0,192,36,17,131,47,39,7,277,3,0,3,4,7,0,17,4,0,14,9,35,0,57,3,0,8,6,17,8,42,172,65,544,234,418,53,1490
SSC40165,15,74,9,9,0,160,28,23,130,30,28,4,241,0,3,18,4,9,0,38,8,5,16,6,21,3,52,0,0,14,0,14,7,34,169,80,590,145,295,46,1320
SSC40166,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,3,10,0,19
SSC40167,11,64,20,13,3,148,30,12,114,47,61,10,277,0,0,14,8,3,3,20,6,0,15,21,41,0,80,3,0,14,4,20,11,52,176,57,520,255,479,51,1537
SSC40168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC40170,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,7,0,25
SSC40171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,10
SSC40172,0,3,0,0,0,8,0,5,0,3,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,15,14,33,6,60
SSC40173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40174,0,4,0,3,0,10,0,0,4,3,4,0,10,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,3,3,24,26,76,6,139
SSC40175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9
SSC40176,0,0,0,0,0,3,0,0,4,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,3,0,8,13,16,3,38
SSC40177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,9
SSC40178,0,5,0,0,0,11,0,3,0,3,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,14,7,12,10,50
SSC40179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,12
SSC40180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,14
SSC40181,0,9,0,0,0,15,0,0,6,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,8,0,26,10,25,8,76
SSC40182,0,0,0,0,0,3,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,13,0,38
SSC40183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,14
SSC40184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40186,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,11
SSC40187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40188,0,0,0,0,0,3,0,0,5,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,3,25
SSC40189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4
SSC40190,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,4,0,3,0,0,3,7,26,3,41
SSC40191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40192,12,47,16,4,0,123,40,11,103,21,22,5,187,3,0,3,0,4,0,9,6,0,7,0,16,0,35,5,0,8,5,5,0,25,197,56,466,135,139,20,1010
SSC40193,0,7,7,5,0,16,3,0,8,9,13,4,31,0,0,0,0,0,0,3,0,0,3,4,14,0,15,0,0,0,7,9,0,14,4,3,41,43,122,23,235
SSC40194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40195,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,19,3,30
SSC40196,0,43,16,25,3,97,7,11,61,70,104,4,264,5,0,0,0,3,0,9,0,0,3,7,69,6,89,3,0,5,4,23,15,47,40,22,232,223,808,66,1397
SSC40197,0,0,0,3,0,4,0,0,9,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,4,30,3,56
SSC40198,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,8,0,17
SSC40199,0,0,0,0,0,3,0,0,0,3,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,36,3,62
SSC40200,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,0,13
SSC40201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40203,0,12,3,5,0,20,0,0,4,9,13,0,26,0,0,0,0,0,0,0,0,0,0,3,6,0,12,0,0,0,3,3,3,6,3,3,26,38,96,20,185
SSC40204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10
SSC40205,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,3,0,29,3,37
SSC40206,0,0,3,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,0,24
SSC40207,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC40208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,9
SSC40209,0,0,3,3,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,3,4,0,7,11,42,4,64
SSC40210,11,41,10,12,0,99,31,5,103,41,46,7,233,3,0,6,5,7,0,29,3,4,5,6,33,3,52,0,0,4,0,7,4,22,123,44,360,178,333,36,1071
SSC40211,29,98,42,14,8,260,57,18,180,75,97,9,431,0,0,4,3,3,0,12,12,3,22,10,70,3,117,11,0,22,12,13,11,61,316,80,777,360,632,88,2247
SSC40212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,11
SSC40213,0,0,0,0,0,0,0,0,3,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,8,31,3,50
SSC40214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC40215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,12
SSC40216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3
SSC40217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
SSC40218,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,14
SSC40219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11
SSC40220,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,12,20,11,43
SSC40221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6
SSC40222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40224,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7
SSC40225,0,9,0,4,3,22,8,0,11,5,5,0,23,0,0,0,0,0,0,3,0,0,0,0,3,0,7,0,0,0,0,4,0,7,29,10,43,24,46,7,151
SSC40226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9
SSC40227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,11,3,17
SSC40228,0,3,0,0,0,5,0,6,0,0,5,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,4,0,0,8,6,3,15,15,42,6,89
SSC40229,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,11
SSC40230,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,0,28
SSC40231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40232,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8
SSC40233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
SSC40234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40235,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,9,0,16
SSC40236,8,43,3,12,0,75,3,3,26,25,40,0,99,0,0,0,0,3,0,7,0,0,0,0,18,0,27,0,0,0,0,5,3,16,7,15,100,69,235,32,452
SSC40237,0,3,0,0,0,3,0,0,0,4,5,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,10,7,24,0,44
SSC40238,0,0,0,0,0,3,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,4,6,25,0,40
SSC40239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,10
SSC40240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
SSC40241,3,12,6,3,0,26,7,3,15,11,3,3,48,0,0,0,0,0,0,0,0,0,0,3,9,0,8,0,0,0,3,3,0,5,20,16,60,63,96,9,264
SSC40242,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,14,5,14,0,38
SSC40243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,6
SSC40244,3,15,0,0,0,22,0,0,4,8,5,3,32,0,0,0,0,3,0,3,0,0,0,0,10,0,8,0,0,0,0,3,3,6,5,7,45,35,88,10,193
SSC40245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC40246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC40247,3,40,8,13,0,75,10,3,47,24,35,9,129,0,0,4,3,5,0,13,0,0,4,4,20,0,35,0,0,0,3,11,0,16,40,19,188,115,273,25,656
SSC40248,0,19,3,0,0,24,3,0,24,4,0,3,40,0,0,0,3,0,0,4,0,0,0,4,6,0,13,0,0,0,0,0,0,3,8,6,79,42,62,3,208
SSC40249,0,0,0,0,0,4,4,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,7,0,15,10,14,3,49
SSC40250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40254,0,14,14,22,0,57,0,10,38,44,88,12,185,0,0,4,0,6,0,8,0,0,0,7,44,4,55,3,0,0,3,25,5,37,18,16,110,126,543,44,869
SSC40255,8,56,24,32,4,145,11,15,68,75,90,11,275,0,0,11,0,6,4,18,3,0,3,10,44,3,65,4,0,9,3,19,12,49,57,39,259,237,642,67,1297
SSC40256,15,56,10,4,0,108,13,9,59,24,17,3,123,0,0,4,3,0,0,9,0,3,3,0,7,0,16,0,0,6,0,3,0,12,78,54,245,90,118,4,594
SSC40257,19,53,6,16,3,102,6,11,51,36,46,5,157,0,0,0,0,0,0,3,3,0,5,7,38,0,53,0,3,7,3,17,6,31,22,45,225,126,442,29,893
SSC40258,9,62,11,10,0,107,18,13,82,20,18,3,155,0,0,0,6,3,0,9,4,0,4,8,16,3,34,0,0,3,0,3,3,16,100,57,334,142,216,26,872
SSC40259,15,57,16,7,0,145,29,15,80,30,21,0,172,0,0,12,3,3,0,13,0,0,4,11,15,3,35,6,0,3,0,9,9,25,159,57,377,166,193,29,974
SSC40260,5,13,3,0,0,25,3,5,15,10,7,0,35,0,0,0,0,0,0,3,0,0,0,0,9,0,11,0,0,0,3,9,0,10,23,16,44,47,95,4,228
SSC40261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
SSC40262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40263,0,0,0,3,0,7,3,0,0,3,10,0,17,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,6,3,3,13,41,3,68
SSC40264,8,42,14,13,3,96,25,10,99,42,46,4,235,0,0,0,3,4,0,9,9,0,8,17,33,0,60,3,0,11,5,4,3,18,114,32,379,198,353,32,1105
SSC40265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SSC40266,0,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,16
SSC40267,0,12,11,7,0,33,0,0,15,14,6,0,37,0,0,0,0,0,0,0,0,0,0,0,15,0,17,0,0,0,0,3,0,5,8,3,44,46,133,16,241
SSC40268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
SSC40269,0,0,0,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,7,6,21,0,38
SSC40270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,10
SSC40271,11,36,15,14,0,94,38,17,109,30,53,12,260,0,0,5,0,0,0,4,0,0,5,3,18,0,29,0,0,3,0,13,7,23,117,38,357,154,302,33,995
SSC40272,0,3,3,4,0,14,0,0,0,6,9,0,19,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,3,0,3,0,3,9,23,49,5,95
SSC40273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40274,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,6,5,12,4,24
SSC40275,5,14,5,5,0,29,0,0,10,5,5,3,27,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,3,13,0,14,8,4,59,53,102,7,240
SSC40276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,3,19
SSC40277,0,6,4,0,0,6,0,0,0,7,3,0,16,0,0,0,0,0,0,0,0,0,3,0,6,0,8,0,0,0,0,0,0,0,0,4,20,20,77,13,137
SSC40278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,3,21
SSC40279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,12
SSC40280,11,16,6,0,0,35,26,3,42,10,7,0,90,0,0,3,0,0,0,8,0,0,3,0,3,0,4,0,0,4,0,3,0,11,63,23,141,38,29,3,303
SSC40281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,11
SSC40282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40284,9,38,3,3,0,69,32,14,59,12,13,3,123,0,0,3,0,0,0,6,0,0,8,3,7,0,21,3,0,7,0,0,3,13,95,34,237,77,106,21,564
SSC40285,23,92,34,17,3,217,33,23,120,37,26,3,248,3,0,3,3,6,0,19,3,3,6,3,20,0,39,3,0,9,3,14,0,35,145,90,541,230,311,24,1335
SSC40286,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,7
SSC40287,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,14
SSC40288,0,3,0,0,0,5,0,3,5,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,10,12,27,5,55
SSC40289,7,10,3,8,0,24,3,0,8,4,16,0,26,0,0,0,0,0,0,0,0,0,0,4,9,0,17,0,0,0,0,9,0,8,5,10,21,39,150,5,228
SSC40290,0,0,0,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,6,3,21,5,37
SSC40291,0,0,0,0,0,0,0,0,3,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,3,0,20
SSC40292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,16
SSC40293,0,20,10,9,3,49,12,7,18,32,21,4,91,0,0,0,0,4,0,4,0,0,3,0,4,0,10,0,0,0,3,4,12,24,25,11,90,87,161,31,405
SSC40294,0,3,0,3,0,5,3,0,0,3,0,0,8,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,6,8,27,3,50
SSC40295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,3,16
SSC40296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40297,0,0,4,0,0,9,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,12,41,5,73
SSC40298,0,0,0,0,0,5,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15,6,29
SSC40299,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,13,3,22
SSC40300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7
SSC40301,0,3,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,3,8,8,21,5,47
SSC40302,0,3,3,3,0,10,0,0,3,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,12,22,43,3,77
SSC40303,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,3,23
SSC40304,0,0,4,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,13,21,3,55
