SSC_CODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
SSC40040,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,0,3
SSC40041,0,0,0,0,0,0,0,0,0,8,9,0,11,0,0,0,11,4,0,17
SSC40042,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,8,0,9
SSC40043,0,0,0,0,0,0,4,0,0,42,42,3,87,3,3,9,95,58,0,154
SSC40044,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,7,0,0,8
SSC40045,0,0,0,0,0,0,0,0,0,12,3,0,14,0,0,0,15,11,0,29
SSC40046,0,0,0,0,0,0,0,0,0,5,3,0,10,0,0,0,14,3,0,15
SSC40047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40048,0,6,0,0,0,6,3,0,8,114,73,7,196,0,4,4,195,102,0,303
SSC40049,0,0,0,0,0,0,0,3,4,25,21,5,54,0,5,8,59,64,3,121
SSC40050,0,0,0,0,0,0,0,0,0,4,4,0,10,0,0,0,10,5,0,12
SSC40051,0,0,0,0,0,0,0,0,0,8,4,0,10,0,0,0,10,4,0,15
SSC40052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40056,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,3
SSC40057,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,3,0,3
SSC40058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40061,0,0,0,0,0,0,0,0,3,19,16,3,34,3,0,6,43,43,3,85
SSC40062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40065,0,0,0,0,0,0,0,0,0,15,21,3,37,0,0,0,36,14,0,53
SSC40066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40069,0,0,0,0,0,0,0,0,0,41,28,3,70,3,3,11,80,35,0,115
SSC40070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40072,0,3,0,0,0,3,3,3,8,33,31,4,61,3,6,10,80,80,5,159
SSC40073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40078,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,4
SSC40079,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,5
SSC40080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40081,0,0,0,0,0,0,0,0,0,3,5,0,8,0,0,0,6,3,0,14
SSC40082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40084,0,0,0,0,0,0,0,0,0,20,14,0,39,3,0,3,45,17,0,57
SSC40085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40086,0,0,0,0,0,0,0,0,0,6,7,0,16,3,0,3,18,22,0,39
SSC40087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40088,0,0,0,0,0,0,0,0,0,51,27,3,80,3,0,3,78,38,0,118
SSC40089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40091,0,0,0,0,0,0,0,0,3,29,17,0,51,3,0,3,48,31,0,83
SSC40092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40094,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,4
SSC40095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40096,0,3,0,0,0,0,3,0,9,46,43,3,99,11,6,22,118,110,3,231
SSC40097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40098,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC40099,0,0,0,0,0,0,0,0,0,23,13,3,42,3,0,3,44,16,0,65
SSC40100,0,0,0,0,0,0,0,0,0,19,18,5,45,0,0,0,43,33,0,75
SSC40101,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,3
SSC40102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40107,0,0,0,0,0,0,0,0,0,10,12,0,24,0,0,0,27,10,0,39
SSC40108,0,0,0,0,0,0,0,0,0,37,26,7,70,4,0,6,72,33,0,110
SSC40109,0,0,0,0,0,0,0,0,3,15,10,7,31,4,0,3,39,27,0,63
SSC40110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40112,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC40113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40117,0,0,0,0,0,0,0,0,3,54,52,6,112,0,3,5,113,50,3,166
SSC40118,0,0,0,0,0,0,5,3,12,36,42,3,73,6,6,11,88,145,3,231
SSC40119,0,0,0,0,0,0,0,3,5,133,99,12,239,19,17,38,277,146,7,426
SSC40120,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,3,0,6
SSC40121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40122,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,10,0,12
SSC40123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40127,0,0,0,0,0,0,0,0,0,7,8,0,14,0,0,0,10,7,0,20
SSC40128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40131,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,7,0,0,4
SSC40132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40135,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,6,3,0,9
SSC40136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40138,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,6
SSC40139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40141,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC40142,0,0,0,0,0,0,0,0,0,15,25,0,45,3,0,5,52,27,0,80
SSC40143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40145,0,0,0,0,0,0,0,0,0,10,9,4,20,0,0,0,21,0,0,19
SSC40146,0,0,0,0,0,0,0,0,0,10,8,0,23,0,0,0,21,18,0,40
SSC40147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SSC40149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC40151,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4
SSC40152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40153,0,0,0,0,0,0,0,0,0,53,39,3,98,14,7,24,125,118,0,242
SSC40154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40158,0,0,0,0,0,0,0,0,0,70,47,4,119,3,3,6,126,40,0,166
SSC40159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40160,0,0,0,0,0,0,0,0,0,66,28,3,99,4,0,4,102,46,0,148
SSC40161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40162,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4
SSC40163,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,6
SSC40164,0,0,0,0,0,0,3,0,3,36,26,9,72,4,5,8,80,54,0,138
SSC40165,0,0,0,0,0,0,5,0,3,40,16,3,64,7,3,11,71,61,0,135
SSC40166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40167,0,0,0,0,0,0,3,0,3,48,61,4,112,3,0,5,114,75,0,186
SSC40168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40170,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,4
SSC40171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40172,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,3,0,3
SSC40173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40174,0,0,0,0,0,0,0,0,0,0,5,0,13,0,0,0,13,4,0,10
SSC40175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40178,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,0,4
SSC40179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40181,0,0,0,0,0,0,0,0,0,3,4,0,8,0,0,0,8,5,0,15
SSC40182,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SSC40183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC40184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40188,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,9
SSC40189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40190,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,6
SSC40191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40192,0,0,0,0,0,0,0,0,3,23,32,3,55,7,0,8,68,25,0,91
SSC40193,0,0,0,0,0,0,0,0,3,3,10,0,21,0,0,0,18,13,0,34
SSC40194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40195,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC40196,0,6,0,0,0,6,0,3,10,89,84,17,187,15,22,35,226,157,3,389
SSC40197,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,9,11,0,25
SSC40198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40199,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,4,0,15
SSC40200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40203,0,0,0,0,0,0,0,0,0,3,5,0,12,0,0,0,15,9,0,21
SSC40204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40205,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,6
SSC40206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
SSC40207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40209,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,4,5,0,15
SSC40210,0,0,0,0,0,0,0,0,3,40,31,4,68,3,3,10,82,39,0,118
SSC40211,0,3,0,0,0,3,0,0,5,63,77,11,150,7,9,17,167,150,9,322
SSC40212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC40214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40220,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,3,7,0,12
SSC40221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40225,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC40226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40228,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,8,0,10
SSC40229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40236,3,3,0,0,0,3,0,5,9,35,19,7,59,0,0,0,59,25,7,95
SSC40237,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4
SSC40238,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,5
SSC40239,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,0,0,5
SSC40240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40241,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,7,4,0,11
SSC40242,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC40243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40244,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,8,3,0,9
SSC40245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40247,0,0,0,0,0,0,0,0,0,35,25,0,62,3,6,5,66,33,0,102
SSC40248,0,0,0,0,0,0,0,0,0,3,5,0,8,0,0,0,8,5,0,12
SSC40249,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,5
SSC40250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40254,0,0,0,0,0,0,11,6,13,50,64,13,131,26,17,34,166,208,8,386
SSC40255,0,7,0,0,0,7,5,6,11,84,81,10,175,24,18,40,210,162,6,378
SSC40256,0,0,0,0,0,0,0,0,0,18,11,0,31,0,0,0,30,11,0,40
SSC40257,0,0,0,0,0,0,0,0,0,33,44,9,80,3,0,3,91,39,0,126
SSC40258,0,0,0,0,0,0,0,0,0,28,24,3,51,0,4,7,53,22,0,75
SSC40259,0,0,0,0,0,0,0,0,0,33,27,0,59,4,0,4,62,34,0,101
SSC40260,0,0,0,0,0,0,0,0,0,3,6,0,9,0,0,0,13,5,0,20
SSC40261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40263,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,13,4,0,15
SSC40264,0,0,0,0,0,0,0,0,0,38,35,6,74,9,3,8,84,80,0,163
SSC40265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40267,0,0,0,0,0,0,0,0,0,7,7,0,12,0,0,0,14,3,0,18
SSC40268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40271,0,0,0,0,0,0,0,0,0,25,35,3,70,3,3,4,70,64,0,138
SSC40272,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,6,0,15
SSC40273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40275,0,0,0,0,0,0,0,0,0,8,3,0,10,0,0,0,10,0,0,15
SSC40276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40277,0,0,0,0,0,0,0,0,0,4,6,0,12,0,0,3,14,9,0,21
SSC40278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40280,0,0,0,0,0,0,0,0,0,3,11,0,16,0,0,0,18,3,0,17
SSC40281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40284,0,0,0,0,0,0,0,0,0,14,8,0,15,0,0,0,15,13,3,37
SSC40285,0,0,0,0,0,0,0,0,0,44,21,0,67,0,0,3,72,30,0,98
SSC40286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40288,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
SSC40289,0,0,0,0,0,0,0,0,0,3,5,0,8,0,0,0,8,3,0,8
SSC40290,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SSC40291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40293,0,0,0,0,0,0,3,0,6,17,11,5,35,3,3,3,34,28,0,61
SSC40294,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC40295,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,5,0,0,5
SSC40296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40297,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,3,0,6
SSC40298,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5
SSC40299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40301,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,6
SSC40302,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,10,0,10
SSC40303,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,4
SSC40304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40308,0,0,0,0,0,0,0,4,4,0,0,0,0,3,0,3,3,0,4,5
SSC40309,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC40310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40311,0,0,0,0,0,0,0,3,4,58,48,4,114,0,3,4,115,27,3,148
SSC40312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40314,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,7,0,9
SSC40315,0,0,0,0,0,0,0,0,0,18,16,0,33,0,0,3,31,42,0,74
SSC40316,0,0,0,0,0,0,0,0,0,4,7,0,9,0,0,3,13,8,0,24
SSC40317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40319,0,0,0,0,0,0,0,0,0,20,16,0,43,0,0,0,43,10,0,53
SSC40320,0,0,0,0,0,0,0,0,0,9,21,0,30,0,0,0,33,10,0,42
SSC40321,0,0,0,0,0,0,0,0,0,22,16,0,39,0,0,0,39,8,0,43
SSC40322,0,3,0,0,0,3,4,0,10,145,143,24,309,26,19,41,352,209,3,564
SSC40323,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,8,6,0,10
SSC40324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40325,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,5
SSC40326,0,0,0,0,0,0,0,0,0,19,4,0,26,3,0,4,32,22,0,55
SSC40327,0,0,0,0,0,0,3,3,7,41,42,5,93,6,6,5,97,98,3,198
SSC40328,0,0,0,0,0,0,0,0,0,7,10,7,27,0,5,5,33,22,0,55
SSC40329,0,0,0,0,0,0,0,0,0,4,4,0,12,0,0,0,12,3,0,12
SSC40330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40332,0,0,0,0,0,0,0,0,0,35,20,7,60,0,3,3,59,25,0,84
SSC40333,0,0,0,0,0,0,0,0,0,6,11,0,20,0,0,0,20,14,0,27
SSC40334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SSC40336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
