SSC_CODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
SSC40338,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,3
SSC40339,0,0,0,0,0,0,0,0,0,6,8,0,14,0,0,0,14,0,0,11
SSC40340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40342,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC40343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40346,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC40347,0,0,0,0,0,0,0,0,0,17,16,0,31,0,4,4,35,16,0,48
SSC40348,0,0,0,0,0,0,0,5,5,0,0,0,3,3,0,3,4,0,5,12
SSC40349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40350,0,0,3,0,3,3,17,12,28,63,81,7,147,36,32,66,216,343,16,570
SSC40351,0,0,0,0,0,0,0,0,6,39,37,4,77,3,6,9,86,37,0,128
SSC40352,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,4,0,0,4
SSC40353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40357,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3
SSC40358,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,3,0,4
SSC40359,0,0,0,0,0,0,0,0,0,45,34,0,81,6,0,5,83,52,0,133
SSC40360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40361,0,0,0,0,0,0,0,0,0,13,6,0,19,3,0,5,28,13,0,40
SSC40362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40363,0,0,0,0,0,0,0,0,0,13,15,0,28,0,0,0,29,17,0,47
SSC40364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40367,0,0,0,0,0,0,0,0,0,46,42,0,91,3,7,11,99,54,0,159
SSC40368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40369,0,0,0,0,0,0,0,0,0,7,3,0,10,0,0,0,10,7,0,19
SSC40370,0,0,0,0,0,0,0,0,0,8,3,0,10,0,0,0,10,7,0,14
SSC40371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40373,0,0,0,0,0,0,0,0,0,3,7,0,11,0,0,0,12,30,0,43
SSC40374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40375,0,0,0,0,0,0,0,0,0,14,15,0,33,0,0,0,33,21,0,48
SSC40376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40377,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,7,3,0,4
SSC40378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5
SSC40380,0,0,0,0,0,0,0,0,0,10,10,0,15,0,0,0,20,9,0,28
SSC40381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40383,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,5,0,10
SSC40384,0,0,0,0,0,0,0,0,0,8,11,0,17,3,0,3,19,12,0,31
SSC40385,0,0,0,0,0,0,0,0,0,45,20,0,67,3,0,3,71,33,0,111
SSC40386,0,0,0,0,0,0,0,0,0,4,0,3,6,0,0,0,6,3,0,11
SSC40387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40390,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,3,9,4,0,11
SSC40391,0,0,0,0,0,0,0,0,4,57,40,3,105,7,4,12,119,97,0,217
SSC40392,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,7
SSC40393,0,0,0,0,0,0,3,0,4,11,10,0,17,6,3,7,29,29,0,55
SSC40394,0,5,0,0,0,5,10,0,12,59,78,17,152,19,24,44,197,241,4,438
SSC40395,0,0,0,0,0,0,4,9,9,56,56,5,114,10,8,21,142,181,8,323
SSC40396,3,3,0,0,0,3,5,0,14,22,26,7,56,12,9,19,81,116,3,194
SSC40397,0,0,0,0,0,0,11,3,11,28,35,0,68,19,14,29,95,194,3,294
SSC40398,0,3,0,0,0,3,4,0,7,38,46,4,94,15,10,33,125,186,3,314
SSC40399,0,0,0,0,0,0,5,0,11,20,34,5,58,13,11,26,77,182,3,263
SSC40400,0,0,0,0,0,4,5,0,9,35,42,5,86,19,14,29,117,165,0,284
SSC40401,0,0,0,0,0,0,0,0,0,3,9,0,6,0,0,0,6,4,0,8
SSC40402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40406,0,0,0,0,3,4,3,0,4,22,56,0,83,4,8,14,93,59,0,154
SSC40407,0,0,0,0,0,3,6,0,9,62,52,3,114,4,10,17,134,117,5,251
SSC40408,0,0,0,0,0,0,0,0,0,8,7,0,20,0,0,3,23,16,0,34
SSC40409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40411,0,0,0,0,0,3,4,0,3,25,24,3,57,0,3,10,64,37,0,98
SSC40412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC40413,0,0,0,0,0,0,0,0,0,7,12,0,14,7,0,7,21,17,0,34
SSC40414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40416,0,0,0,0,0,0,0,0,0,18,11,0,33,0,0,0,35,17,0,50
SSC40417,0,0,0,0,0,0,3,0,3,32,50,5,92,5,5,18,108,69,0,180
SSC40418,0,0,0,0,0,0,0,0,3,30,53,9,87,4,4,13,100,52,3,150
SSC40419,3,8,0,0,0,8,0,0,8,86,59,13,156,10,6,18,175,52,0,221
SSC40420,0,0,0,0,0,0,0,0,0,4,8,3,16,0,0,0,19,5,0,21
SSC40421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40422,0,0,0,0,0,0,0,0,0,9,11,0,20,0,0,0,24,12,0,37
SSC40423,0,0,0,0,0,0,6,0,6,25,12,0,40,4,3,5,46,23,0,74
SSC40424,0,0,0,0,0,0,3,0,3,60,43,3,105,0,0,0,102,46,0,154
SSC40425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40427,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,9
SSC40428,0,0,0,0,0,0,0,0,3,16,18,0,35,4,4,8,45,46,0,90
SSC40429,0,0,0,0,0,0,7,0,3,45,46,0,89,8,7,12,104,118,0,223
SSC40430,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,4
SSC40431,0,0,0,0,0,0,3,0,4,88,68,13,168,4,10,13,182,174,0,354
SSC40432,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,6
SSC40433,0,0,0,0,0,0,0,0,0,17,12,0,38,0,4,4,38,21,0,55
SSC40434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC40437,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,11,3,0,13
SSC40438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40439,0,0,0,0,0,0,0,0,0,124,89,12,219,3,5,6,230,75,0,301
SSC40440,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4
SSC40441,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,3
SSC40442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40443,0,0,0,0,0,0,0,0,0,51,44,3,96,3,3,9,99,95,4,203
SSC40444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40447,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,3
SSC40448,0,0,0,0,0,0,0,0,0,24,10,0,36,3,0,3,34,13,0,49
SSC40449,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,8,0,0,8
SSC40450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40460,0,0,0,0,0,0,3,0,4,21,26,4,52,0,0,3,56,32,0,93
SSC40461,0,0,0,0,0,0,0,0,0,14,6,4,24,0,0,0,28,7,0,36
SSC40462,0,0,0,0,0,0,0,0,0,29,24,0,57,0,0,3,55,38,0,93
SSC40463,3,4,0,0,0,4,0,0,7,58,56,8,121,4,5,8,128,91,0,226
SSC40464,0,0,0,0,0,0,0,0,0,57,40,3,94,0,0,0,99,40,0,133
SSC40465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40469,0,0,0,0,0,0,0,0,0,3,3,0,12,0,3,3,14,10,0,22
SSC40470,0,0,0,0,0,0,0,0,0,7,7,0,14,3,0,3,19,10,0,27
SSC40471,0,4,0,0,0,4,3,0,4,62,53,9,129,13,6,19,145,70,0,216
SSC40472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40473,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SSC40474,0,0,0,0,0,0,0,0,3,33,28,4,70,11,5,14,82,54,0,138
SSC40475,0,0,0,0,0,0,3,0,0,14,14,0,26,5,3,6,38,34,0,70
SSC40476,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,3
SSC40477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
SSC40478,0,0,0,0,0,0,0,0,0,3,7,0,12,0,0,0,7,25,0,36
SSC40479,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3
SSC40480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40482,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC40483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40487,0,0,0,0,0,0,0,0,0,19,5,3,20,0,0,0,20,8,0,31
SSC40488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40489,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,5
SSC40490,0,0,0,0,0,0,0,0,5,36,46,10,88,3,4,7,100,93,3,197
SSC40491,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3
SSC40492,0,0,0,0,0,0,0,0,0,5,4,0,14,0,0,3,13,12,0,24
SSC40493,0,0,0,0,0,0,0,0,0,40,28,3,71,0,4,3,79,38,0,113
SSC40494,0,0,0,0,0,0,0,0,0,10,10,0,19,0,0,3,20,15,0,35
SSC40495,0,0,0,0,0,0,0,0,0,25,5,3,33,0,0,4,37,22,0,63
SSC40496,0,0,0,0,0,0,0,0,0,14,27,0,45,0,0,0,45,14,3,65
SSC40497,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,7,0,0,10
SSC40498,0,0,0,0,0,0,0,0,0,5,3,0,6,0,0,0,12,10,0,13
SSC40499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40500,0,0,0,0,0,0,0,0,3,23,22,4,50,10,3,8,61,32,0,94
SSC40501,0,0,0,0,0,0,0,0,0,47,45,3,96,3,5,7,106,28,0,135
SSC40502,0,3,0,0,0,3,0,0,3,68,66,6,144,3,6,8,153,75,0,229
SSC40503,0,0,0,0,0,0,0,0,0,26,32,3,60,0,0,0,63,23,0,81
SSC40504,0,0,0,0,0,0,0,0,3,70,67,4,145,5,3,12,150,64,0,215
SSC40505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40506,0,0,0,0,0,0,0,0,0,21,28,3,51,3,4,4,57,37,0,90
SSC40507,0,0,0,0,0,0,0,0,0,26,14,3,41,0,0,0,40,21,0,62
SSC40508,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,9,6,0,13
SSC40509,0,0,0,0,0,0,0,0,0,7,10,0,17,0,3,3,17,17,0,35
SSC40510,0,0,0,0,0,0,0,0,0,13,13,3,35,0,0,4,34,32,0,71
SSC40511,0,5,0,0,0,5,5,3,9,164,124,3,293,7,10,14,307,103,3,417
SSC40512,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,4,5,0,7
SSC40513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40515,0,0,0,0,0,0,0,0,0,27,19,0,54,3,0,4,53,27,0,87
SSC40516,0,0,0,0,0,0,0,0,3,17,18,4,40,0,3,3,38,35,3,78
SSC40517,0,0,0,0,0,0,0,0,0,17,21,0,39,0,0,0,40,45,0,90
SSC40518,0,0,0,0,0,0,0,0,0,11,3,5,19,0,0,0,21,20,0,42
SSC40519,0,0,0,0,0,0,0,0,0,5,14,3,20,0,0,0,24,28,0,53
SSC40520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40521,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,9,0,0,6
SSC40522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC40523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40524,0,0,0,0,0,3,0,0,3,57,55,7,119,9,3,11,125,66,0,193
SSC40525,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,0,5
SSC40526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40528,0,0,0,0,0,0,0,0,0,35,25,5,68,10,3,17,85,60,3,141
SSC40529,0,0,0,0,0,0,0,0,0,5,5,0,6,0,0,0,8,4,0,14
SSC40530,0,0,0,0,0,0,0,0,0,10,9,0,15,0,0,0,15,6,0,25
SSC40531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40532,0,3,0,0,0,3,0,3,4,165,125,8,299,9,3,15,312,97,3,415
SSC40533,0,0,0,0,0,0,0,0,0,46,38,5,91,0,4,4,95,18,0,114
SSC40534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40536,0,0,0,0,0,0,0,0,0,6,9,0,18,0,0,0,15,11,0,31
SSC40537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40538,0,0,0,0,0,3,0,0,0,50,70,11,128,10,5,11,138,108,0,256
SSC40539,0,0,0,0,0,0,3,5,6,51,54,10,114,8,7,17,129,153,6,288
SSC40540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40541,0,0,0,0,0,0,0,0,0,9,3,0,8,0,0,0,7,9,0,18
SSC40542,0,0,0,0,0,0,0,0,0,34,20,0,61,0,4,4,60,21,0,79
SSC40543,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC40544,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,0,0,4
SSC40545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40548,0,0,0,0,0,3,0,3,10,152,119,20,285,16,15,27,305,143,6,458
SSC40549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40552,0,0,0,0,0,0,0,0,0,4,12,0,21,0,0,0,23,19,0,37
SSC40553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40555,0,0,0,0,0,0,0,0,0,15,12,3,33,0,0,3,32,24,0,58
SSC40556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40558,0,0,0,0,0,0,0,5,4,148,128,13,283,11,8,20,307,103,7,411
SSC40559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40561,0,0,0,0,0,0,0,0,0,3,5,0,9,0,0,0,9,4,0,13
SSC40562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40563,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,8
SSC40564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SSC40566,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,3,5
SSC40567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40568,0,0,0,0,0,0,0,0,0,23,27,0,44,4,0,7,53,16,0,64
SSC40569,0,0,0,0,0,0,0,0,0,42,26,0,75,0,0,0,76,30,0,101
SSC40570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40572,0,3,0,0,0,3,0,0,3,16,22,3,40,0,4,3,41,36,0,86
SSC40573,0,0,0,0,0,0,0,0,0,22,17,0,41,0,0,0,38,16,0,53
SSC40574,0,0,0,0,0,0,0,0,0,11,8,0,15,0,0,0,16,12,0,31
SSC40575,0,0,0,0,0,0,0,0,0,5,3,0,13,0,0,0,13,0,0,14
SSC40576,0,0,0,0,0,0,0,0,0,54,41,6,97,8,7,10,105,79,0,186
SSC40577,0,0,0,0,0,0,0,0,0,11,13,0,25,0,0,0,25,26,0,49
SSC40578,0,0,0,0,0,0,0,0,3,71,55,4,130,5,0,7,136,63,0,198
SSC40579,0,0,0,0,0,0,0,0,0,39,30,5,68,0,3,5,77,25,0,106
SSC40580,0,0,0,0,0,0,0,3,3,29,22,0,53,0,0,0,56,26,3,81
SSC40581,0,0,0,0,0,0,0,0,0,78,64,6,145,5,3,8,158,78,0,234
SSC40582,0,0,0,0,0,0,0,0,0,28,9,0,37,0,0,0,33,13,0,53
SSC40583,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,6,5,0,9
SSC40584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40585,0,3,0,0,0,3,0,0,6,66,60,4,128,5,7,10,137,63,0,202
SSC40586,0,0,0,0,0,0,0,0,0,49,32,3,79,7,6,11,90,71,0,160
SSC40587,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,8,4,0,17
SSC40588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40589,0,0,0,0,0,0,0,0,0,13,5,0,21,0,0,0,25,9,0,34
SSC40590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40591,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,8,0,0,5
SSC40592,0,0,0,0,0,0,0,0,0,5,12,0,19,0,3,3,24,13,0,37
SSC40593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40594,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,9,3,0,13
SSC40595,0,0,0,0,0,0,0,0,0,47,46,3,93,3,0,5,103,65,3,170
SSC40596,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3
SSC40597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40599,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3
SSC40600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40601,0,0,0,0,0,0,0,3,6,86,94,7,182,11,6,19,201,101,3,298
SSC40602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40605,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,7,0,0,7
SSC40606,0,0,0,0,0,0,0,0,0,32,18,8,62,3,0,3,63,33,0,100
SSC40607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SSC40608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,11
SSC40610,0,0,0,0,0,0,6,4,7,53,62,11,126,19,12,25,152,143,6,295
SSC40611,0,0,0,0,0,0,0,0,0,32,12,6,47,0,0,0,55,24,0,76
SSC40612,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,8,0,0,6
SSC40613,0,0,0,0,0,0,3,0,5,105,114,18,229,17,18,34,263,222,0,487
SSC40614,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,7
SSC40615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40618,0,0,0,0,0,0,0,0,0,5,6,0,14,0,0,0,14,3,0,17
SSC40619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40621,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,7
SSC40622,0,0,0,0,0,0,0,0,0,7,0,0,11,0,0,0,11,0,0,10
SSC40623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40626,0,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,12,9,0,16
SSC40627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40629,0,0,0,0,0,0,0,0,0,14,14,0,27,0,0,0,27,21,3,55
SSC40630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40632,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,6,0,12
SSC40633,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,0,13,0,0,14
SSC40634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
