SSC_CODE_2016,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
SSC41264,3,0,10,0,3,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,9,42,55,85,42,35,19,27,21,5,324
SSC41265,3,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,76,235,27,26,67,23,5,11,6,486
SSC41266,9,0,46,10,12,15,0,6,0,98,0,0,0,0,0,0,0,0,0,3,6,5,4,0,4,3,0,0,4,30,10,6,7,3,12,10,0,5,3,62,346,927,302,221,299,143,31,104,41,2415
SSC41267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,9,0,4,3,0,6,3,54
SSC41268,0,0,24,5,9,10,11,17,3,82,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,8,0,4,14,0,4,11,3,3,0,8,4,5,45,101,273,481,80,109,39,209,77,39,1412
SSC41269,10,3,26,13,3,9,3,6,0,77,0,0,0,0,0,0,0,0,0,3,3,4,3,0,3,0,3,0,0,17,3,3,12,6,5,0,6,9,0,34,77,179,189,107,115,54,34,71,6,827
SSC41270,3,0,6,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,71,222,43,29,48,20,4,12,8,468
SSC41271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,3,0,24
SSC41272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,6
SSC41273,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,9,13,23,15,8,6,8,23,0,107
SSC41274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41275,7,0,42,16,7,13,3,21,0,114,0,0,0,0,0,0,0,3,3,6,0,5,0,0,3,0,3,4,0,18,0,3,12,4,0,10,3,14,8,65,87,241,285,267,171,100,98,202,35,1482
SSC41276,11,0,24,10,9,9,9,15,0,82,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,4,0,0,9,4,0,10,6,3,7,4,8,15,59,80,212,208,244,127,88,93,106,36,1182
SSC41277,6,4,66,23,22,15,6,17,0,160,0,0,0,3,0,0,0,4,0,9,0,0,3,3,5,3,10,0,4,24,7,0,11,3,6,7,4,10,6,53,150,335,454,345,266,145,119,157,37,2008
SSC41278,13,0,36,11,17,15,9,11,0,114,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,10,4,7,8,3,5,5,8,5,4,47,206,322,345,217,244,105,65,96,24,1614
SSC41279,11,0,43,24,11,13,8,20,0,129,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,8,0,0,22,3,0,10,13,11,7,10,19,7,71,111,197,329,369,219,112,145,177,26,1695
SSC41280,5,0,13,4,9,0,0,7,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,3,0,0,3,0,13,49,87,108,89,61,22,26,39,5,495
SSC41281,0,0,6,0,0,4,0,7,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,27,52,54,52,20,13,17,24,3,257
SSC41282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,5
SSC41284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,3,0,3,0,0,0,0,25
SSC41285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,4
SSC41286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,15,3,0,4,4,0,0,0,44
SSC41287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,12
SSC41288,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,4,0,0,0,0,24
SSC41289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,0,0,0,0,3,0,23
SSC41290,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,3,0,0,0,0,0,27
SSC41291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3
SSC41292,5,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,27,8,15,3,4,4,0,97
SSC41293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,6,3,3,3,0,0,0,25
SSC41294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,12
SSC41295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,13
SSC41296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41297,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,32,14,6,9,3,6,0,0,78
SSC41298,4,3,15,7,0,5,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,9,3,3,3,0,0,3,0,0,3,15,123,303,90,67,74,54,6,21,9,753
SSC41299,10,3,12,10,7,6,0,8,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,7,3,0,4,0,0,0,17,120,304,156,99,90,52,20,36,14,890
SSC41300,10,0,21,10,7,6,0,4,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,4,0,5,0,0,4,0,4,0,17,85,247,121,166,92,71,23,46,6,858
SSC41301,3,0,13,3,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,0,0,3,0,0,0,0,3,3,15,63,134,84,59,54,29,19,21,6,465
SSC41302,10,3,24,8,6,13,3,6,0,66,0,0,0,0,0,0,0,0,0,3,4,3,4,4,0,0,0,0,0,16,0,0,5,0,4,3,3,3,4,24,107,250,238,177,111,71,51,84,12,1097
SSC41303,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,21
SSC41304,5,0,41,11,8,19,3,12,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,16,0,0,3,0,3,3,4,4,5,24,111,248,256,190,174,105,62,57,13,1209
SSC41305,9,4,44,18,12,21,4,9,3,119,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,4,3,18,3,0,10,4,8,7,0,8,4,48,161,356,373,313,216,116,62,117,26,1739
SSC41306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41307,11,5,87,37,24,21,5,16,0,205,0,0,0,0,0,0,0,0,3,8,6,0,3,4,3,5,9,3,0,34,6,10,10,16,14,12,3,15,11,93,245,686,486,362,382,171,108,193,38,2671
SSC41308,4,0,18,8,3,3,0,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,13,0,3,4,6,0,6,0,4,8,24,98,262,156,126,100,55,21,42,24,874
SSC41309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,11
SSC41310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,5,5,3,0,3,4,3,29
SSC41311,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,9,4,0,4,3,3,7,0,40
SSC41312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,5,0,0,0,4,0,30
SSC41313,4,0,9,3,3,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,3,0,11,53,151,41,50,44,28,11,25,6,409
SSC41314,7,0,11,7,9,8,0,3,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,6,0,0,3,4,4,0,5,0,0,24,74,126,163,106,77,59,41,58,16,720
SSC41315,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,11,25,22,11,9,9,9,5,9,3,92
SSC41316,7,7,8,11,6,7,3,4,0,49,0,0,0,0,0,0,0,0,0,0,5,3,0,3,3,4,0,0,0,21,5,3,4,5,8,0,0,5,4,27,170,355,107,117,95,43,34,43,17,982
SSC41317,6,5,29,9,3,4,3,3,0,65,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,0,0,4,7,5,4,10,4,8,47,150,320,204,151,148,62,48,55,22,1162
SSC41318,0,0,4,6,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,52,134,56,29,35,23,8,7,3,350
SSC41319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,6,0,3,3,4,0,4,0,44
SSC41320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,8,4,5,0,0,3,3,57
SSC41321,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,4,4,3,0,7,0,5,0,43
SSC41322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8
SSC41323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,13,10,4,3,0,3,0,0,39
SSC41324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,12
SSC41325,10,6,56,30,14,17,7,13,0,157,0,4,0,0,0,0,0,0,0,4,0,12,6,0,0,3,0,0,0,28,4,0,8,6,6,9,0,3,10,56,265,603,480,379,316,166,68,112,27,2417
SSC41326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,3,3
SSC41327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,13
SSC41328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,4,3,0,0,0,0,27
SSC41329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
SSC41331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,17,46,10,7,5,3,0,4,4,100
SSC41332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,3,0,12
SSC41333,0,0,17,3,4,10,0,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,5,6,18,27,47,72,80,48,24,26,46,9,361
SSC41334,3,0,12,15,0,5,0,6,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,0,3,11,0,22,17,35,64,86,39,27,32,70,8,375
SSC41335,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,27,12,6,3,3,0,0,5,0,51
SSC41336,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,6,8,17,4,4,9,6,0,68
SSC41337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,3,0,17
SSC41338,3,0,3,0,0,5,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,6,11,26,43,34,15,13,21,19,5,193
SSC41339,23,0,19,11,19,4,0,5,0,81,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,3,0,0,18,0,9,0,0,4,0,0,0,3,24,315,690,183,200,232,95,32,60,15,1836
SSC41340,3,3,10,4,3,4,0,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,3,9,0,6,0,0,0,0,20,116,313,103,81,107,43,14,37,6,816
SSC41341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC41342,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,7
SSC41343,10,0,33,20,8,4,5,9,4,97,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,18,3,3,7,0,3,0,0,3,4,28,141,441,214,202,203,87,42,90,8,1427
SSC41344,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15,6,13,0,0,15,0,72
SSC41345,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,7,6,7,0,3,11,4,57
SSC41346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,18
SSC41348,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,9,8,0,3,0,0,3,3,38
SSC41349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,3,0,3,0,0,0,26
SSC41350,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,85,9,7,18,13,0,0,4,180
SSC41351,0,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,33,36,38,24,14,10,13,22,0,181
SSC41352,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,9
SSC41353,3,0,19,11,5,10,3,7,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,3,0,13,5,10,3,4,0,3,38,132,324,247,195,213,83,51,61,22,1330
SSC41354,0,0,21,10,4,3,0,4,0,39,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,16,0,0,3,0,0,0,3,7,0,13,87,267,100,91,97,42,24,35,8,749
SSC41355,7,0,3,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,113,281,30,28,60,22,0,12,12,554
SSC41356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7
SSC41357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC41358,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,4,0,17
SSC41359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,9
SSC41360,9,0,19,3,3,0,0,5,0,39,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,9,0,0,6,0,0,0,3,0,0,13,83,273,144,114,98,43,27,73,5,861
SSC41361,4,0,13,5,0,4,0,9,0,30,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,3,4,3,0,3,0,14,70,187,63,53,70,25,7,31,3,510
SSC41362,9,0,16,4,0,0,0,3,0,38,0,0,0,0,0,0,0,0,0,0,9,9,0,3,0,0,0,0,0,24,0,0,0,5,0,0,0,0,0,10,203,625,108,85,138,52,10,28,13,1278
SSC41363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,11
SSC41364,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,13,32,22,22,12,23,8,7,16,0,130
SSC41365,0,0,9,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,22,16,22,20,9,8,8,9,3,110
SSC41366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,0,0,7
SSC41367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41369,0,3,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,8,49,178,36,23,45,18,3,3,3,368
SSC41370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,3,0,0,3,0,21
SSC41371,9,0,12,4,7,4,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,8,5,0,3,0,0,0,0,15,8,0,0,0,3,0,0,0,0,17,203,517,80,68,118,47,10,21,15,1085
SSC41372,0,0,10,5,0,8,0,3,0,23,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,10,4,4,3,3,3,0,6,3,0,28,61,127,129,103,75,35,55,31,10,617
SSC41373,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,11,10,18,3,7,5,7,5,0,58
SSC41374,0,0,9,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,17,25,31,16,17,10,3,27,0,144
SSC41375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,16
SSC41378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11
SSC41379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0,3,9,4,0,9,0,38
SSC41380,3,0,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,3,0,0,3,0,0,0,0,6,97,231,21,26,41,30,3,12,4,469
SSC41381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC41382,13,3,45,17,13,14,3,13,4,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,17,3,3,8,4,5,7,9,11,5,58,181,374,324,269,215,120,91,129,19,1724
SSC41383,7,0,15,3,0,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,4,0,3,0,0,6,0,5,4,21,53,79,69,41,31,28,11,29,6,359
SSC41384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,13
SSC41385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
