SSC_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SSC41292,87,79,165,6,6,9,0,0,0,0,0,0,0,3,4,38,40,76,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,41,44,80,0,0,0,0,0,0,47,50,99,7,13,17,145,144,286
SSC41293,38,39,79,7,3,9,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,0,0,0,0,0,0,7,11,16,3,6,8,55,50,107
SSC41294,12,12,24,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,3,6,5,0,7,16,18,32
SSC41295,17,9,25,0,0,0,0,0,0,0,0,0,0,0,0,9,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,0,0,3,0,0,0,9,8,17,0,0,0,27,14,39
SSC41296,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8
SSC41297,69,73,138,6,4,10,0,0,3,0,0,0,0,0,0,17,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,29,0,0,0,0,0,0,26,15,43,3,5,8,100,95,187
SSC41298,514,550,1059,42,43,85,10,15,19,9,8,12,7,8,15,200,219,419,3,0,7,0,0,0,7,3,9,7,0,7,0,0,0,238,252,488,46,56,103,4,11,16,334,357,691,63,57,116,904,967,1872
SSC41299,628,672,1301,44,42,87,16,18,32,3,13,16,10,13,15,280,300,581,5,4,10,0,3,3,3,7,10,0,3,3,0,0,0,316,353,671,52,61,108,11,13,23,424,461,886,51,55,113,1104,1192,2295
SSC41300,587,709,1295,49,55,104,8,9,17,15,23,37,8,16,18,324,426,751,3,3,8,0,0,0,4,7,13,0,0,0,0,0,0,364,478,844,181,172,355,8,4,13,599,715,1317,92,90,182,1280,1518,2794
SSC41301,457,491,949,21,18,38,0,4,4,0,3,5,3,0,7,137,126,258,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,142,137,280,26,30,49,6,3,6,191,187,372,33,26,61,677,702,1386
SSC41302,1123,1156,2282,186,191,381,21,19,39,10,18,28,17,12,28,427,502,934,6,6,13,0,0,0,7,4,8,3,0,4,0,0,0,480,570,1052,56,51,102,16,16,26,736,828,1560,155,182,335,2012,2167,4179
SSC41303,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,23,23,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,49,0,0,0,0,0,0,27,27,50,4,3,9,29,27,51
SSC41304,381,394,776,246,255,500,19,24,40,11,21,33,21,22,46,759,826,1582,4,10,13,7,5,8,3,3,8,0,0,0,0,0,0,829,905,1733,103,96,198,18,14,31,1191,1270,2460,91,83,173,1664,1752,3413
SSC41305,1503,1660,3169,267,322,590,19,25,41,11,17,28,17,22,40,526,586,1112,9,10,24,3,8,12,17,12,34,0,0,0,0,0,0,607,686,1286,170,148,315,17,23,38,1056,1177,2234,140,134,270,2702,2971,5668
SSC41306,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
SSC41307,2766,3029,5792,190,237,424,33,34,62,24,25,47,21,24,42,1099,1229,2328,9,17,23,0,0,3,3,12,14,6,5,9,0,0,0,1190,1339,2533,179,182,355,24,22,51,1582,1782,3368,301,323,628,4651,5139,9786
SSC41308,839,863,1701,33,44,81,3,7,11,13,16,28,7,4,7,255,236,488,3,8,9,0,0,0,0,3,7,3,4,3,0,0,0,288,275,560,26,32,54,6,8,21,353,358,710,38,53,88,1226,1273,2500
SSC41309,24,18,45,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,3,3,10,3,0,3,30,25,51
SSC41310,42,41,84,9,8,18,0,0,0,0,0,0,3,0,3,22,26,43,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,25,49,0,0,0,0,0,0,34,37,68,0,3,6,75,80,158
SSC41311,76,60,132,3,0,5,0,0,5,0,0,0,0,0,0,13,17,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,37,0,0,0,0,0,0,17,26,45,13,17,29,106,94,206
SSC41312,33,32,65,0,4,6,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,4,7,0,0,0,9,8,19,10,3,12,52,43,92
SSC41313,346,379,721,26,25,49,10,3,10,4,8,13,0,3,7,108,96,209,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,128,114,243,41,46,81,3,0,4,191,185,374,20,26,44,552,582,1143
SSC41314,613,585,1195,95,119,214,29,16,40,10,15,22,19,6,24,299,310,606,3,5,10,8,3,8,3,15,21,0,0,0,0,0,0,361,362,724,28,32,59,10,4,14,498,522,1013,112,87,201,1216,1197,2412
SSC41315,106,88,189,0,0,3,0,0,0,0,3,5,6,5,10,25,30,58,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,38,40,73,0,3,4,0,0,0,42,44,88,8,3,17,152,140,293
SSC41316,785,777,1565,77,84,158,22,22,48,20,23,48,15,15,27,228,245,472,8,3,6,0,3,3,6,11,10,3,3,5,0,0,0,308,315,620,31,33,68,12,11,23,424,444,864,118,93,208,1324,1316,2638
SSC41317,1143,1285,2423,92,93,182,12,13,29,17,21,38,22,13,30,415,479,899,0,3,3,3,3,3,6,9,15,0,3,4,0,0,0,470,550,1020,52,51,105,21,21,40,639,714,1354,132,169,298,1911,2160,4073
SSC41318,266,282,547,36,31,68,6,8,16,7,0,6,0,3,5,100,108,207,0,0,3,3,0,7,6,3,12,0,0,3,0,0,0,123,125,246,21,20,44,3,0,5,179,185,364,22,27,43,463,493,958
SSC41319,49,40,93,0,3,5,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,3,8,13,4,5,12,61,51,111
SSC41320,38,34,72,0,0,3,0,0,0,7,4,8,3,3,4,10,18,24,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,24,39,0,0,0,0,0,0,19,23,42,6,8,16,69,65,130
SSC41321,41,33,69,4,0,4,0,0,0,0,0,0,0,0,0,13,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,28,0,0,0,0,0,0,19,11,32,6,3,8,63,52,114
SSC41322,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,0,0,0,10,3,14,0,0,0,15,7,18
SSC41323,51,46,90,3,3,4,0,0,0,0,0,0,0,0,0,16,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,21,0,0,0,3,0,4,18,14,33,0,0,3,71,55,124
SSC41324,10,7,19,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,0,0,0,0,0,0,4,8,10,3,0,3,21,15,29
SSC41325,1955,2012,3964,151,149,308,17,21,37,9,18,33,11,18,30,657,710,1369,11,6,17,3,4,6,6,8,15,0,3,0,0,0,0,721,783,1505,85,93,179,12,8,20,971,1031,2006,94,85,178,3020,3135,6156
SSC41326,17,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,20,13,31
SSC41327,32,26,55,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,0,0,0,39,26,64
SSC41328,31,20,49,11,4,13,0,0,0,0,0,0,0,0,0,4,10,13,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,11,7,17,0,0,0,0,0,3,21,15,33,5,3,11,59,42,93
SSC41329,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11
SSC41330,8,10,23,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,14,11,31
SSC41331,90,101,192,7,4,13,0,0,3,3,0,3,0,0,0,18,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,40,0,5,7,3,0,3,34,30,66,14,14,22,137,140,278
SSC41332,23,17,35,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,25,22,46
SSC41333,521,552,1071,38,78,119,3,4,11,14,4,15,5,4,6,302,322,622,3,3,12,3,3,3,3,3,6,0,0,0,0,0,0,333,344,676,42,55,94,3,8,10,415,480,898,116,120,234,1055,1154,2206
SSC41334,548,543,1087,117,146,262,29,18,41,4,4,10,3,10,13,364,404,767,0,6,4,0,4,4,4,9,8,0,0,0,0,0,0,406,442,847,35,28,64,10,9,19,571,625,1195,157,135,290,1278,1295,2577
SSC41335,81,71,150,8,3,15,0,0,0,0,0,0,3,0,3,28,20,47,0,3,3,0,0,0,3,4,3,0,0,0,0,0,0,28,28,59,4,3,7,0,0,0,44,35,74,23,12,37,141,124,262
SSC41336,143,137,279,24,31,54,0,0,5,0,0,0,0,0,3,32,34,61,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,42,45,83,0,0,0,0,5,3,67,75,140,15,7,20,227,221,444
SSC41337,21,25,49,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,23,29,49
SSC41338,286,289,579,78,90,167,10,6,16,5,3,5,9,3,10,51,59,107,3,3,8,0,0,3,0,0,7,0,0,0,0,0,0,71,75,150,8,4,20,6,0,3,168,177,345,69,66,136,528,531,1054
SSC41339,1354,1535,2889,179,217,391,31,33,67,38,26,61,16,15,26,607,658,1265,8,10,19,3,3,8,14,6,20,3,4,12,0,0,0,721,753,1473,105,113,222,17,10,21,1017,1085,2108,141,173,312,2512,2799,5314
SSC41340,662,725,1388,57,58,115,13,22,36,10,13,23,8,13,19,248,287,532,0,0,0,3,0,4,0,3,9,3,5,9,0,0,0,289,337,627,39,49,95,12,11,15,394,453,849,64,80,141,1114,1261,2376
SSC41341,9,6,22,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,3,7,6,3,4,3,15,18,35
SSC41342,12,13,25,6,3,8,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,12,9,19,0,3,5,26,20,46
SSC41343,1023,1159,2182,79,80,160,20,27,45,17,13,30,4,9,15,494,513,1007,4,5,9,0,0,3,7,12,12,4,0,4,0,0,0,556,574,1124,122,151,279,13,6,22,772,811,1583,64,93,163,1857,2069,3928
SSC41344,97,87,186,9,15,24,0,0,0,0,0,3,3,4,10,14,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,33,0,0,4,0,0,0,30,29,59,6,4,12,131,121,255
SSC41345,85,74,162,10,13,23,0,0,0,0,0,0,3,0,8,26,30,58,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,31,37,72,0,0,0,0,0,0,46,47,94,8,9,13,138,126,268
SSC41346,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4
SSC41347,25,18,43,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,4,3,10,0,0,0,28,22,46
SSC41348,25,27,54,3,3,4,0,0,0,0,0,0,0,0,0,16,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,29,4,3,3,0,0,0,18,17,40,4,0,7,50,46,95
SSC41349,18,20,42,0,0,0,0,0,0,0,0,0,0,0,0,5,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,16,0,0,0,0,0,0,5,10,16,0,0,0,25,26,56
SSC41350,173,176,351,6,14,17,0,3,6,0,3,7,0,0,0,30,44,74,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,43,48,87,7,10,19,0,3,0,55,73,125,13,13,31,247,258,510
SSC41351,197,196,398,23,19,40,0,0,0,0,0,3,0,3,5,73,56,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,61,136,4,0,4,0,0,0,99,77,178,34,34,71,332,310,644
SSC41352,10,11,21,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,7,0,8,3,3,5,19,16,31
SSC41353,1225,1309,2531,62,72,134,10,12,30,6,6,12,8,12,16,426,498,922,8,3,9,3,0,3,0,3,3,0,0,0,0,0,0,458,536,989,42,52,95,8,11,19,575,664,1239,72,76,150,1873,2047,3916
SSC41354,83,78,166,42,47,95,22,14,34,17,15,32,17,12,32,464,450,914,3,6,11,0,3,3,4,0,3,0,0,0,0,0,0,522,502,1024,115,115,234,10,3,13,686,678,1360,42,23,65,816,779,1595
SSC41355,398,444,841,32,30,68,3,9,10,10,9,14,7,7,13,201,204,406,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,220,236,456,71,72,141,3,0,3,331,339,671,24,27,51,746,811,1559
SSC41356,9,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,30
SSC41357,6,3,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,9,10
SSC41358,25,22,45,0,0,0,0,0,0,0,0,0,0,0,0,15,6,19,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,7,27,0,0,0,0,0,0,12,7,25,0,0,0,45,27,75
SSC41359,23,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,7,0,0,3,25,17,42
SSC41360,616,650,1267,52,48,100,9,3,12,12,7,25,8,7,15,334,312,646,3,4,7,0,0,0,4,5,11,0,0,0,0,0,0,373,336,709,168,173,344,5,4,9,595,564,1159,65,79,143,1277,1288,2568
SSC41361,396,468,859,13,14,34,5,0,5,4,4,4,7,8,16,156,170,326,0,0,0,0,0,3,3,7,6,0,0,0,0,0,0,181,186,370,45,53,104,3,3,3,251,260,508,24,31,56,668,752,1424
SSC41362,887,908,1799,57,71,134,16,19,34,23,25,51,10,13,20,318,322,641,0,3,5,0,0,0,12,11,21,3,0,0,0,0,0,380,389,775,116,113,224,4,8,15,562,585,1145,65,63,129,1507,1556,3068
SSC41363,6,9,19,3,0,3,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,8,3,9,0,3,3,16,12,30
SSC41364,101,98,203,35,32,69,0,0,0,0,0,0,0,0,0,33,37,63,0,0,3,0,4,4,0,0,0,0,0,0,0,0,0,37,39,75,0,0,3,3,0,3,75,75,151,16,16,31,199,193,394
SSC41365,195,182,377,41,35,79,0,0,0,0,0,0,0,0,4,51,61,111,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,55,61,117,0,3,3,0,0,3,101,106,201,22,20,40,322,301,624
SSC41366,9,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,15,12,22
SSC41367,7,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,15
SSC41368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41369,201,235,435,13,17,28,11,12,18,0,9,17,3,0,4,93,109,200,0,4,3,0,0,0,0,0,0,3,0,3,0,0,0,109,133,243,26,35,62,3,3,6,157,189,343,32,17,43,389,437,821
SSC41370,26,23,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,3,0,0,0,0,5,4,12,0,0,3,29,31,65
SSC41371,864,924,1789,78,92,166,31,34,61,17,19,36,20,16,33,227,243,473,7,7,12,0,0,0,7,3,5,0,0,4,0,0,0,305,320,617,31,51,86,4,6,11,416,460,881,74,76,148,1354,1462,2816
SSC41372,637,606,1244,177,223,396,0,5,3,0,3,5,0,3,5,85,90,167,7,3,11,0,0,0,3,5,5,0,0,0,0,0,0,93,111,199,0,5,3,5,0,4,273,332,608,591,59,651,1503,1005,2507
SSC41373,87,82,174,0,0,0,0,0,0,0,0,0,0,0,0,24,26,46,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,24,31,54,0,0,0,0,0,0,24,31,59,14,16,26,129,133,255
SSC41374,159,157,309,11,3,13,8,3,9,3,5,4,3,0,3,31,32,58,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,43,39,84,0,0,0,0,0,0,55,44,94,5,9,19,218,204,420
SSC41375,7,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,11,5,20
SSC41376,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7
SSC41377,19,20,38,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,27,18,45
SSC41378,9,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,0,0,0,0,0,0,4,6,9,0,0,0,12,14,24
SSC41379,48,40,88,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,7,3,7,3,0,4,60,43,99
SSC41380,347,381,730,29,27,55,0,8,8,0,11,13,4,3,6,114,108,224,0,5,3,0,0,3,0,0,0,0,0,3,0,0,0,127,138,257,31,39,71,0,0,0,190,202,389,23,17,43,563,598,1159
SSC41381,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,0,0,0,3,4,6
SSC41382,1588,1738,3326,325,374,699,24,24,47,27,25,54,23,27,51,641,727,1367,22,22,41,4,4,4,16,24,35,0,0,3,0,0,0,752,848,1599,41,44,89,21,22,44,1135,1289,2430,182,208,389,2910,3238,6145
SSC41383,417,359,776,76,94,174,3,0,8,0,4,6,7,3,9,77,81,150,8,3,8,0,0,0,3,8,8,3,3,3,0,0,0,100,100,204,6,4,6,7,4,7,193,201,395,72,55,131,676,622,1301
SSC41384,9,13,24,0,0,0,0,0,0,0,0,0,0,0,0,7,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,15,0,0,0,0,0,0,4,4,10,0,3,5,22,19,43
SSC41385,8,4,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,3,3,0,0,0,8,5,14
SSC41386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41388,582,649,1231,42,38,80,13,8,18,8,9,17,7,6,19,298,308,606,3,4,7,0,0,0,4,9,15,0,0,0,0,0,0,330,349,680,105,110,222,14,11,23,488,505,993,84,89,168,1158,1240,2397
SSC41389,11,8,15,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,9,3,0,3,17,15,23
SSC41390,228,225,450,13,16,31,0,3,6,0,0,0,0,0,0,43,47,95,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,51,56,104,0,0,3,8,0,8,66,77,148,16,27,43,316,325,636
SSC41391,132,105,240,15,9,32,8,3,9,0,0,0,0,3,4,12,14,24,0,0,0,0,0,0,9,4,12,0,0,0,0,0,0,27,22,42,4,3,8,0,0,0,48,35,80,20,17,32,200,157,358
SSC41392,14,15,33,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,3,0,0,0,20,16,33
SSC41393,15,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,5,7,8,0,0,0,0,0,0,5,7,12,0,0,4,21,17,42
SSC41394,25,26,51,0,0,0,3,0,6,0,0,0,0,0,0,15,9,26,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,16,15,33,0,0,0,0,0,0,16,18,34,3,3,11,46,44,97
SSC41395,22,17,37,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,39
SSC41396,1081,1047,2124,51,53,103,11,11,23,8,0,10,6,4,12,286,300,587,3,3,3,0,0,0,3,3,3,0,3,3,0,0,0,319,326,647,32,24,56,10,14,28,408,416,826,57,58,111,1544,1521,3064
SSC41397,14,11,22,0,0,3,0,0,0,0,0,0,0,0,0,8,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,14,0,0,0,0,0,0,6,5,14,0,0,4,19,20,45
SSC41398,192,200,391,27,28,54,0,0,0,0,0,0,3,0,3,35,38,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,34,79,0,0,3,0,0,0,67,65,134,8,10,19,271,280,545
SSC41399,83,80,167,8,7,13,0,0,0,0,0,0,4,0,6,28,20,42,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30,22,53,4,11,13,0,0,0,41,39,78,13,8,21,142,127,275
SSC41400,48,54,99,10,15,24,0,0,0,0,0,3,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,7,0,7,0,0,0,16,16,36,6,3,11,72,72,146
SSC41401,10,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,10,8,21
SSC41402,495,502,997,89,81,166,0,6,6,8,6,16,3,8,10,114,126,239,4,5,12,0,0,0,0,0,3,0,0,0,0,0,0,137,153,288,0,4,8,4,6,11,228,234,463,61,56,117,784,794,1581
SSC41403,7,6,15,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,0,0,0,0,0,0,4,6,8,3,0,4,16,9,25
SSC41404,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8
SSC41405,174,154,324,14,18,39,0,0,0,10,0,10,4,3,9,15,24,41,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30,31,62,4,3,7,3,4,6,50,58,111,23,22,43,245,233,481
SSC41406,1257,1289,2544,215,231,445,16,18,31,19,12,36,20,29,49,380,445,826,5,10,10,3,4,8,3,7,12,3,0,3,0,0,0,449,520,972,38,48,90,7,3,14,715,808,1520,148,145,290,2115,2241,4359
