SSC_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SSC40431,1448,1655,3105,154,161,315,18,15,35,22,25,51,13,13,23,728,774,1505,5,0,3,0,3,3,3,3,8,0,5,5,0,0,0,787,842,1626,210,220,428,11,20,30,1169,1231,2404,154,173,328,2774,3062,5834
SSC40432,94,86,180,6,8,7,5,3,10,0,0,6,0,0,0,27,26,49,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,36,27,66,0,0,3,0,0,0,41,36,77,12,6,20,143,131,273
SSC40433,362,393,751,35,32,69,10,7,13,4,6,12,3,6,12,155,146,302,0,0,0,0,3,3,3,3,4,0,0,0,0,0,0,176,168,347,66,82,146,6,0,6,286,275,562,18,36,51,659,705,1365
SSC40434,21,22,45,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,8,16,0,0,0,0,0,0,6,8,16,0,0,0,22,32,57
SSC40435,29,11,35,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,0,0,0,0,0,0,9,3,13,3,3,6,35,15,54
SSC40436,46,36,85,0,0,0,3,3,3,0,0,0,0,0,0,17,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,35,0,0,0,0,3,0,19,23,39,7,8,11,76,62,140
SSC40437,223,247,470,10,16,30,0,3,6,0,3,3,0,0,0,67,67,135,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,73,79,151,23,19,41,0,0,3,107,114,223,21,28,54,353,394,749
SSC40438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,5,3,4,0,0,0,3,3,3
SSC40439,3103,3074,6178,166,169,336,34,33,67,26,32,63,23,30,51,957,991,1951,18,16,32,3,8,9,7,12,23,3,7,8,0,0,0,1073,1128,2209,161,176,334,14,15,23,1418,1488,2902,208,166,375,4726,4733,9457
SSC40440,57,55,113,0,3,3,0,0,0,0,0,0,0,0,0,15,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,35,0,0,0,0,0,0,16,21,41,6,7,14,83,79,165
SSC40441,77,77,152,16,11,29,0,0,0,3,0,7,0,0,0,9,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,33,0,0,0,0,0,0,31,31,63,18,11,28,124,124,246
SSC40442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40443,1369,1503,2871,95,87,180,11,18,31,16,10,21,10,13,28,500,527,1025,5,3,4,0,0,3,9,4,11,0,3,4,0,0,0,554,571,1128,97,116,215,9,8,15,752,783,1533,91,95,190,2220,2377,4597
SSC40444,17,22,35,0,0,0,0,0,0,0,0,0,0,0,3,10,8,22,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,15,10,30,0,0,3,0,0,0,15,17,28,23,19,34,55,53,103
SSC40445,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,3,3,0,0,0,6,5,14
SSC40446,26,23,48,4,7,9,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,5,6,16,0,0,0,34,31,66
SSC40447,88,78,170,0,3,5,0,3,5,0,0,0,0,0,0,13,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,27,0,3,3,0,0,0,17,18,32,7,7,17,116,103,220
SSC40448,359,362,723,20,26,50,0,4,3,11,3,13,5,10,10,130,159,288,0,4,8,0,0,0,4,3,5,0,0,0,0,0,0,159,179,339,43,58,99,3,3,8,231,263,489,41,37,83,635,665,1298
SSC40449,146,121,264,4,4,11,0,0,0,0,0,0,0,0,0,30,36,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,36,67,3,4,4,0,0,0,38,47,88,11,17,30,191,185,377
SSC40450,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,4,0,7,0,0,0,3,3,15
SSC40451,17,15,29,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,3,3,9,4,0,5,26,16,41
SSC40452,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,4,7,0,0,0,7,9,14
SSC40453,18,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,4,5,9,3,7,11,26,26,50
SSC40454,17,19,35,0,0,0,0,0,0,0,0,3,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,0,0,0,0,0,0,5,3,12,0,0,0,27,24,44
SSC40455,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC40456,28,22,44,3,0,3,0,0,0,9,0,11,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,11,0,0,0,0,0,3,16,4,20,3,7,7,47,29,74
SSC40457,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7
SSC40458,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,3,0,0,0,8,4,13
SSC40459,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3,6
SSC40460,577,550,1128,70,75,147,11,6,14,0,3,3,8,8,18,273,305,577,3,5,4,3,3,8,7,8,9,4,5,11,0,0,0,310,343,650,8,11,15,3,3,7,388,429,821,59,57,112,1021,1042,2056
SSC40461,210,210,424,11,12,22,0,0,0,3,6,13,6,4,10,101,106,207,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,113,125,234,58,46,107,0,0,0,178,184,362,19,23,46,412,422,831
SSC40462,790,851,1641,6,8,16,7,8,11,8,8,12,5,8,10,301,320,618,0,3,6,0,0,0,12,9,18,0,0,0,0,0,0,334,346,681,37,54,92,0,0,0,384,409,792,69,60,126,1239,1322,2562
SSC40463,1874,2017,3895,101,108,211,15,18,34,25,30,57,17,13,35,551,546,1095,7,7,15,3,7,6,0,0,0,0,0,0,0,0,0,624,616,1244,154,155,310,15,6,23,894,895,1789,112,123,234,2878,3032,5912
SSC40464,982,1134,2119,99,122,224,15,16,30,26,29,58,7,10,12,463,618,1084,11,8,15,0,3,3,0,3,3,9,3,11,0,0,0,532,680,1213,156,169,322,3,3,10,794,976,1767,68,103,171,1846,2209,4058
SSC40465,41,34,76,5,5,6,0,0,0,0,0,0,0,0,3,6,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,18,0,0,0,0,0,0,15,11,27,4,3,11,62,53,115
SSC40466,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,0,0,0,0,0,0,5,4,6,0,0,0,12,9,12
SSC40467,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,7,14
SSC40468,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC40469,145,209,355,23,21,48,3,4,4,0,3,0,4,0,7,53,69,126,3,3,6,3,3,6,0,0,0,0,0,0,0,0,0,69,82,150,3,6,9,0,0,0,94,113,202,38,26,69,278,348,628
SSC40470,300,299,599,7,8,24,3,0,5,0,0,0,3,4,6,72,77,147,3,6,3,3,0,5,3,0,3,0,0,0,0,0,0,85,87,174,3,0,3,3,0,4,98,101,196,53,50,109,456,451,902
SSC40471,1407,1399,2814,221,269,485,7,10,17,21,17,35,14,13,28,588,643,1228,9,11,16,0,3,3,13,10,26,3,3,3,0,0,0,655,706,1360,38,45,84,14,8,18,922,1023,1952,158,165,325,2494,2591,5085
SSC40472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40473,43,40,86,0,0,3,0,0,0,0,0,0,0,0,0,13,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,23,0,0,3,0,0,0,15,12,22,3,3,7,63,54,113
SSC40474,649,678,1326,107,134,238,11,6,15,3,4,7,12,10,24,256,281,534,0,3,3,0,3,3,8,4,8,0,0,0,0,0,0,284,311,595,20,15,34,6,3,10,414,461,882,92,90,181,1153,1234,2386
SSC40475,243,273,518,33,37,62,0,0,0,3,5,3,4,0,8,95,106,196,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,100,114,213,8,5,16,0,3,3,138,159,301,45,41,84,425,476,899
SSC40476,26,25,52,0,0,0,0,0,0,0,0,0,0,0,0,13,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,25,0,0,0,0,0,0,17,14,27,3,0,3,45,36,82
SSC40477,61,55,113,5,3,4,5,6,7,0,0,0,0,0,0,5,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,27,0,0,0,0,0,0,18,20,35,4,7,10,82,80,157
SSC40478,187,206,388,15,12,22,0,0,0,0,0,0,0,0,0,38,45,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,51,94,27,23,54,0,0,0,85,83,168,21,19,45,289,312,597
SSC40479,36,41,71,3,3,4,0,0,0,4,0,4,0,0,3,9,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15,0,0,0,0,0,0,16,13,27,4,3,12,50,53,104
SSC40480,4,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
SSC40481,15,13,29,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,0,7,0,0,0,19,17,33
SSC40482,14,7,23,0,0,0,0,0,0,0,0,0,0,0,0,8,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,10,0,0,0,0,0,0,9,5,14,0,0,0,27,12,40
SSC40483,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,7
SSC40484,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,3,3,9
SSC40485,45,4,53,0,0,3,3,0,3,5,0,5,8,0,13,46,3,50,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,67,6,76,6,0,6,0,0,0,80,9,86,32,3,36,154,21,177
SSC40486,15,14,34,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,3,3,0,0,0,20,17,39
SSC40487,372,352,725,24,20,50,0,3,9,12,11,19,4,0,9,174,172,347,3,0,3,0,0,0,3,5,6,0,0,0,0,0,0,196,191,391,59,53,109,8,0,8,284,264,551,64,54,121,724,673,1393
SSC40488,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,0,0,7,10,15,22
SSC40489,26,26,52,3,0,0,0,0,0,0,0,0,0,0,3,11,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,26,3,3,4,0,0,0,15,14,36,3,3,6,48,44,93
SSC40490,839,867,1703,55,58,118,5,14,23,10,7,14,7,4,13,466,488,953,3,8,10,0,0,4,8,0,9,0,0,3,0,0,0,505,520,1020,142,127,270,14,11,25,718,714,1428,102,116,213,1659,1689,3346
SSC40491,22,23,49,5,8,10,0,0,0,0,0,0,0,0,3,5,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,13,0,0,0,0,0,0,10,14,26,3,3,5,42,45,84
SSC40492,248,221,463,33,37,69,0,3,5,0,5,6,5,3,6,45,42,84,0,3,6,3,0,7,4,3,5,0,0,0,0,0,0,59,63,116,0,5,5,3,6,12,90,106,205,29,21,52,368,353,714
SSC40493,780,850,1628,31,36,72,9,12,20,11,17,31,7,4,12,323,282,599,3,0,6,3,0,4,3,5,4,0,3,3,0,0,0,360,322,684,143,125,263,3,10,14,535,496,1030,86,70,158,1401,1422,2823
SSC40494,195,188,385,20,20,37,4,3,3,5,5,10,0,3,3,67,68,134,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,81,75,156,10,12,25,3,0,3,113,107,218,17,17,33,327,312,641
SSC40495,461,543,1000,24,35,56,3,10,15,9,12,23,4,3,9,200,296,494,0,3,3,0,0,0,0,4,8,0,0,3,0,0,0,217,340,554,74,122,196,4,3,6,318,494,815,45,41,94,827,1080,1909
SSC40496,615,682,1294,29,28,56,0,0,4,8,6,14,9,10,16,171,169,335,5,4,14,0,0,4,0,0,3,0,0,0,0,0,0,190,196,384,14,16,28,4,0,7,238,240,479,44,27,68,897,946,1842
SSC40497,96,104,202,23,20,48,0,0,0,14,11,24,0,0,0,26,27,55,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,37,46,80,0,0,0,0,0,0,61,66,129,14,14,22,172,181,357
SSC40498,224,186,406,15,11,30,0,0,0,9,3,8,3,3,10,36,62,98,4,5,8,0,3,4,0,0,0,0,0,0,0,0,0,56,77,127,0,0,0,0,0,0,69,88,159,29,21,42,318,293,614
SSC40499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40500,595,686,1282,154,139,293,34,44,75,30,26,54,33,28,69,374,391,763,9,5,11,0,3,3,6,3,15,5,4,7,0,0,0,498,508,1002,145,143,283,9,14,23,799,804,1603,158,194,353,1554,1685,3232
SSC40501,994,1035,2027,99,107,206,13,31,42,19,22,45,17,19,32,365,421,788,7,7,12,4,3,3,7,6,15,0,3,3,0,0,0,426,517,945,89,97,188,7,10,18,623,734,1359,93,97,186,1711,1861,3575
SSC40502,1456,1513,2969,164,157,318,43,39,84,34,41,78,30,27,57,672,739,1416,15,12,23,4,7,19,14,16,30,0,0,0,0,0,0,809,888,1700,227,218,444,19,17,38,1225,1278,2499,224,233,461,2906,3027,5930
SSC40503,513,613,1129,67,83,150,12,30,42,18,19,35,14,18,36,196,208,401,6,12,21,0,0,0,0,0,0,0,0,4,0,0,0,250,286,538,63,75,135,3,12,13,385,457,840,81,116,189,978,1183,2159
SSC40504,1328,1510,2837,97,122,224,16,25,42,23,17,45,16,14,32,625,705,1335,8,8,15,3,0,5,5,9,11,3,7,3,0,0,0,700,790,1492,86,97,181,49,56,108,936,1068,2001,90,132,229,2352,2708,5064
SSC40505,27,18,46,12,10,27,0,0,0,4,4,11,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,15,0,0,3,0,0,0,22,22,42,0,0,3,48,43,88
SSC40506,434,602,1030,43,44,90,17,14,30,15,13,23,3,7,14,243,333,572,3,0,3,0,3,3,6,6,12,0,0,0,0,0,0,286,375,662,194,211,398,8,8,17,526,642,1167,58,73,127,1019,1309,2325
SSC40507,493,596,1091,34,32,68,14,14,28,16,15,35,0,0,3,218,230,447,3,8,10,0,0,0,3,0,6,0,0,0,0,0,0,262,271,535,77,76,158,5,0,4,378,387,764,29,36,65,904,1017,1917
SSC40508,113,115,230,5,11,18,3,0,7,0,0,0,0,0,0,28,33,61,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,37,41,70,0,0,0,0,0,0,39,46,84,14,4,16,164,166,332
SSC40509,344,307,653,24,25,47,3,5,5,8,0,7,12,3,11,50,45,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,55,123,0,4,9,6,0,4,105,80,183,56,48,100,498,437,933
SSC40510,432,550,987,33,49,84,7,3,9,3,3,3,0,4,7,217,261,477,4,3,10,0,0,0,4,6,6,0,0,0,0,0,0,233,279,511,60,74,126,3,21,22,331,427,754,48,47,93,810,1029,1835
SSC40511,2879,3071,5954,163,183,339,31,48,81,25,25,46,20,14,29,1167,1352,2518,14,16,33,5,11,13,9,5,17,3,4,11,0,0,0,1276,1473,2748,94,95,188,16,15,37,1551,1762,3311,205,259,463,4639,5090,9726
SSC40512,82,82,159,24,21,46,0,0,0,0,0,0,0,0,0,6,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16,0,0,0,0,0,0,31,34,64,15,9,26,125,127,252
SSC40513,19,18,32,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,15,0,0,0,0,0,0,6,4,14,4,3,5,26,28,51
SSC40514,4,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,3,8,0,0,0,6,11,19
SSC40515,648,755,1407,68,60,124,28,18,49,9,11,26,7,15,27,309,366,676,0,3,5,3,12,12,3,3,4,4,3,7,0,0,0,368,434,800,140,156,293,13,6,19,582,658,1243,85,88,174,1322,1501,2822
SSC40516,525,659,1189,155,209,369,10,9,23,6,9,20,8,9,20,184,202,391,10,7,17,3,4,3,8,5,15,0,0,0,0,0,0,227,251,481,5,8,12,11,4,17,394,482,880,99,120,215,1016,1258,2275
SSC40517,550,566,1116,133,152,287,10,10,15,4,5,18,12,8,19,203,197,396,7,8,10,0,4,4,12,6,13,0,0,0,0,0,0,242,239,483,0,7,12,12,11,22,392,404,793,55,52,103,996,1014,2009
SSC40518,248,279,532,62,78,141,5,11,17,3,5,6,6,4,12,91,94,179,3,0,3,3,3,6,0,0,3,0,0,0,0,0,0,113,117,231,3,3,10,0,0,0,177,202,382,38,35,71,470,516,988
SSC40519,259,276,540,55,52,111,5,4,12,6,10,18,4,7,11,71,92,164,5,3,3,4,6,9,3,3,12,0,0,3,0,0,0,99,125,225,0,0,0,3,7,10,157,185,349,37,36,72,456,504,955
SSC40520,8,3,17,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,6,4,13,3,3,5,26,13,37
SSC40521,87,77,168,0,0,3,0,0,0,0,0,0,0,0,0,22,22,43,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,21,45,0,0,0,0,0,0,27,26,51,13,3,18,126,113,235
SSC40522,10,9,20,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,4,3,0,0,0,15,9,22
SSC40523,20,19,38,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,0,0,0,0,0,0,8,3,13,0,0,0,22,26,49
SSC40524,1681,1780,3459,109,136,249,21,17,42,35,31,59,23,31,53,538,646,1182,9,8,14,3,0,3,16,13,26,0,0,0,0,0,0,638,755,1391,96,106,204,16,10,19,855,1010,1862,142,148,293,2678,2936,5614
SSC40525,57,53,105,0,0,0,0,0,0,0,0,4,0,0,0,11,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,33,0,0,3,0,0,0,18,16,40,3,0,4,76,72,148
SSC40526,24,19,46,0,0,0,0,0,0,0,0,0,0,0,0,9,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,20,0,0,0,0,0,0,11,5,19,3,0,3,34,29,61
SSC40527,11,13,29,3,0,6,0,0,0,0,0,0,0,0,0,5,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,13,0,0,0,0,0,0,12,13,16,0,0,0,23,25,45
SSC40528,472,534,1010,75,68,146,24,7,33,17,9,23,4,10,9,386,439,824,8,4,9,0,0,0,8,9,13,0,5,6,0,0,0,445,483,921,160,166,325,10,9,20,688,725,1417,79,83,164,1248,1345,2587
SSC40529,146,139,282,0,0,0,0,0,0,0,0,0,0,0,0,44,45,95,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,50,50,101,0,0,0,3,0,0,49,49,107,3,4,6,201,200,398
SSC40530,324,327,651,26,25,54,3,0,3,0,0,0,3,0,4,106,102,214,0,0,4,0,0,0,7,7,9,0,0,0,0,0,0,118,114,238,5,3,9,3,6,9,151,153,303,28,16,49,508,495,1000
SSC40531,10,10,18,3,0,3,0,0,3,0,3,3,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,15,0,0,0,0,0,0,7,6,17,0,0,3,20,16,39
SSC40532,2771,2876,5651,159,159,317,24,32,62,20,32,50,37,37,71,861,968,1834,14,14,23,0,4,3,20,14,36,5,10,12,0,0,0,988,1107,2095,58,71,124,5,6,16,1215,1340,2559,133,156,285,4126,4372,8499
SSC40533,1231,1210,2444,44,63,108,13,7,25,12,12,22,8,3,12,320,337,658,3,3,5,3,0,3,0,0,0,0,0,0,0,0,0,352,367,721,33,31,59,6,3,10,433,466,901,68,63,137,1740,1738,3476
SSC40534,30,23,57,0,0,0,0,0,0,0,0,0,0,0,0,6,9,20,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,4,15,21,0,0,0,0,0,0,4,15,21,4,0,3,46,40,84
SSC40535,4,7,10,3,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,0,0,0,5,11,20
SSC40536,248,241,493,29,20,49,3,4,3,0,0,0,3,0,3,83,89,173,0,3,3,0,0,0,0,0,6,0,0,3,0,0,0,94,98,190,0,3,3,0,0,0,123,126,245,29,29,53,395,391,790
SSC40537,31,30,58,0,0,0,0,0,0,0,0,3,0,0,0,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,19,0,3,3,0,0,0,14,8,17,0,0,0,39,40,82
SSC40538,1121,1203,2323,57,57,118,9,10,20,9,8,18,17,14,33,456,544,1004,9,3,12,0,3,3,3,3,5,0,0,0,0,0,0,505,592,1099,12,28,41,14,11,21,588,693,1278,91,82,176,1801,1978,3776
SSC40539,1052,1066,2119,39,55,97,7,6,11,12,3,15,4,7,11,344,356,708,5,10,15,0,4,9,0,0,3,0,4,4,0,0,0,378,394,774,5,22,31,16,12,30,443,489,928,148,155,301,1642,1713,3347
SSC40540,11,7,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,3,7,16,15,28
SSC40541,129,121,258,7,4,15,4,7,11,5,3,4,3,0,3,117,60,183,3,0,4,0,0,0,4,0,5,0,0,0,0,0,0,131,71,209,27,20,40,0,0,0,163,96,261,22,13,35,318,235,556
SSC40542,722,750,1467,81,99,181,7,6,16,3,8,16,13,10,24,249,309,558,0,0,3,0,0,3,4,6,13,0,0,0,0,0,0,284,349,632,25,25,53,4,6,12,401,476,879,102,114,218,1224,1341,2564
SSC40543,53,43,97,9,8,21,0,0,3,3,4,10,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,20,0,0,0,0,0,0,16,21,39,5,6,12,68,71,144
SSC40544,69,74,140,3,3,4,0,0,0,0,0,0,0,0,0,6,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,15,0,0,0,0,0,0,8,13,21,15,15,28,97,96,194
SSC40545,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,6,0,5,0,3,3,10,6,18
