SSC_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SSC41265,..,122,122,199,5,201,90,0,90,84,3,89,37,0,37,7,0,7,425,128,554
SSC41266,..,653,653,915,40,953,467,18,482,510,3,515,172,3,175,83,0,80,2141,719,2861
SSC41267,..,13,13,17,0,17,10,0,10,8,0,8,4,0,8,0,0,0,38,12,51
SSC41268,..,258,258,326,32,360,189,3,192,214,3,216,123,0,123,36,0,36,886,288,1177
SSC41269,..,393,393,406,29,437,184,4,193,143,0,143,51,0,52,16,0,16,807,429,1236
SSC41270,..,110,110,133,8,136,74,3,80,82,0,85,36,0,36,4,0,8,331,125,453
SSC41271,..,11,11,13,0,13,5,0,5,3,0,3,0,0,0,0,0,0,23,11,31
SSC41272,..,0,0,3,0,4,0,0,0,0,0,0,5,0,5,0,0,0,14,0,15
SSC41273,..,71,71,81,0,78,17,0,17,16,0,16,13,0,13,3,0,3,126,72,200
SSC41274,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC41275,..,1146,1146,846,99,941,424,14,441,342,5,344,156,3,158,135,0,136,1908,1268,3171
SSC41276,..,585,585,604,53,661,378,9,387,292,4,291,155,0,156,94,0,94,1524,655,2179
SSC41277,..,1041,1041,1112,91,1206,493,16,510,435,0,437,190,0,190,101,0,102,2336,1147,3489
SSC41278,..,259,259,605,15,624,332,3,329,340,0,340,147,0,147,69,0,69,1488,276,1766
SSC41279,..,1046,1046,1021,86,1112,635,17,656,448,8,453,212,0,219,154,0,154,2473,1158,3636
SSC41280,..,234,234,296,24,324,131,0,133,101,0,106,40,0,40,27,0,27,597,262,858
SSC41281,..,140,140,134,9,146,80,3,83,57,0,57,30,0,30,15,0,15,316,147,466
SSC41282,..,11,11,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,11,15
SSC41283,..,5,5,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,6,5,11
SSC41284,..,3,3,9,0,9,4,0,4,4,0,4,3,0,3,0,0,0,16,3,19
SSC41285,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC41286,..,3,3,13,0,17,10,0,10,3,0,3,3,0,3,3,0,3,37,3,41
SSC41287,..,9,9,10,0,10,3,0,3,3,0,3,0,0,0,0,0,0,16,9,21
SSC41288,..,7,7,8,0,8,6,0,6,4,0,4,3,0,3,0,0,0,25,7,31
SSC41289,..,10,10,12,0,12,3,0,3,3,0,3,3,0,3,0,0,0,21,10,31
SSC41290,..,3,3,5,0,5,4,0,4,3,0,3,10,0,10,0,0,0,28,3,34
SSC41291,..,4,4,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14
SSC41292,..,8,8,31,0,31,16,0,16,23,0,23,8,0,8,7,0,7,81,8,94
SSC41293,..,3,3,10,0,10,5,0,5,10,0,10,4,0,4,0,0,0,26,3,34
SSC41294,..,6,6,5,0,5,3,0,3,0,0,0,0,0,0,0,0,0,9,6,13
SSC41295,..,5,5,5,0,5,3,0,3,0,0,0,0,0,0,0,0,0,9,5,17
SSC41296,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41297,..,15,15,29,3,32,17,0,17,11,0,11,3,0,3,4,0,4,60,11,78
SSC41298,..,208,208,278,22,297,128,6,139,104,0,104,30,0,30,9,0,10,551,238,785
SSC41299,..,252,252,352,21,381,148,6,155,138,3,144,42,0,42,14,0,14,694,290,983
SSC41300,..,401,401,397,50,444,195,17,215,131,6,133,36,3,41,21,0,22,782,476,1254
SSC41301,..,115,115,191,12,199,94,3,95,102,0,103,27,0,27,9,0,9,420,130,546
SSC41302,..,440,440,607,47,654,248,6,257,243,0,243,77,0,77,30,0,30,1204,500,1699
SSC41303,..,5,5,13,0,13,5,0,5,3,0,3,0,0,0,0,0,0,15,5,21
SSC41304,..,244,244,407,38,442,291,3,292,249,0,249,99,0,99,34,0,34,1068,289,1355
SSC41305,..,493,493,693,36,730,357,3,362,401,3,399,164,0,164,57,0,64,1672,533,2204
SSC41306,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41307,..,1350,1350,1299,131,1427,680,23,700,490,5,489,185,0,182,75,0,75,2728,1503,4230
SSC41308,..,198,198,352,20,373,175,4,176,171,0,171,51,0,51,27,0,27,782,222,1000
SSC41309,..,3,3,5,0,5,3,0,3,3,0,3,0,0,0,0,0,0,13,3,19
SSC41310,..,21,21,44,3,40,7,0,7,6,0,6,0,0,0,0,0,0,57,26,76
SSC41311,..,26,26,23,3,20,9,0,9,8,0,8,5,0,5,0,0,0,50,31,80
SSC41312,..,12,12,5,0,5,3,0,3,6,0,6,5,0,5,3,0,3,22,16,34
SSC41313,..,135,135,127,16,141,87,4,95,76,3,76,25,0,25,6,0,6,323,159,481
SSC41314,..,256,256,303,20,325,168,0,168,132,0,132,63,0,63,28,0,28,687,277,968
SSC41315,..,18,18,47,3,50,23,0,23,22,0,22,7,0,7,3,0,3,92,24,117
SSC41316,..,349,349,342,40,378,151,7,156,135,0,135,47,0,47,6,0,6,680,396,1075
SSC41317,..,668,668,602,49,649,224,4,232,206,3,212,62,0,62,24,0,24,1119,726,1847
SSC41318,..,151,151,125,13,136,50,0,55,60,0,59,10,0,10,6,0,6,255,165,418
SSC41319,..,0,0,15,0,15,9,0,12,4,0,4,5,0,5,0,0,0,33,3,33
SSC41320,..,7,7,16,0,16,8,0,8,7,0,7,8,0,8,0,0,0,40,7,48
SSC41321,..,10,10,18,0,18,9,0,9,3,0,3,3,0,3,0,0,0,32,8,43
SSC41322,..,5,5,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,5,14
SSC41323,..,6,6,22,0,22,3,0,3,9,0,9,3,0,3,3,0,3,41,6,48
SSC41324,..,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12
SSC41325,..,338,338,651,28,677,465,6,469,530,0,530,187,0,183,59,0,59,1889,374,2258
SSC41326,..,0,0,3,0,3,0,0,0,3,0,3,4,0,4,0,0,0,10,0,12
SSC41327,..,0,0,17,0,17,0,0,0,4,0,4,0,0,0,0,0,0,25,0,27
SSC41328,..,4,4,11,0,11,5,0,5,4,0,4,8,0,8,0,0,0,28,4,26
SSC41329,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
SSC41330,..,6,6,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,6,9,11
SSC41331,..,19,19,41,3,44,15,0,15,12,0,12,5,0,5,4,0,4,84,17,105
SSC41332,..,10,10,4,0,4,4,0,4,3,0,3,0,0,0,0,0,0,10,10,20
SSC41333,..,246,246,261,49,307,131,3,135,102,0,102,42,0,42,36,0,36,576,297,877
SSC41334,..,280,280,264,41,300,179,7,183,107,0,107,59,0,61,65,0,65,669,321,989
SSC41335,..,31,31,42,0,47,10,0,10,11,0,11,3,0,3,0,0,0,70,36,104
SSC41336,..,74,74,75,3,79,17,0,17,19,0,19,11,0,11,3,0,3,121,83,204
SSC41337,..,6,6,6,0,6,5,0,5,4,0,4,4,0,4,0,0,0,13,6,22
SSC41338,..,181,181,145,10,159,46,0,51,35,0,36,17,0,17,10,0,10,256,196,451
SSC41339,..,828,828,706,60,762,248,5,257,278,3,281,115,0,115,24,3,29,1375,901,2275
SSC41340,..,327,327,359,25,376,136,10,150,131,0,131,46,0,46,9,0,9,678,360,1039
SSC41341,..,3,3,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,10,3,11
SSC41342,..,5,5,8,0,10,3,0,3,0,0,0,0,0,0,0,0,0,13,9,26
SSC41343,..,637,637,508,61,566,217,19,240,232,12,242,83,4,81,27,0,30,1062,730,1789
SSC41344,..,33,33,41,0,41,16,0,16,13,0,13,5,0,5,0,0,0,76,33,109
SSC41345,..,30,30,41,4,47,21,0,21,12,0,12,3,0,3,3,0,3,85,38,119
SSC41346,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41347,..,0,0,14,0,14,0,0,0,3,0,3,4,0,4,0,0,0,20,0,22
SSC41348,..,8,8,16,0,16,3,0,3,7,0,7,3,0,3,0,0,0,31,13,40
SSC41349,..,3,3,9,0,9,3,0,3,4,0,4,0,0,0,0,0,0,17,3,20
SSC41350,..,30,30,75,0,74,18,0,24,37,0,37,10,0,10,7,0,7,149,37,188
SSC41351,..,66,66,101,11,108,30,0,30,36,0,36,13,0,13,4,0,4,179,76,259
SSC41352,..,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,10,0,8
SSC41353,..,399,399,552,24,575,253,5,258,231,0,231,73,0,73,30,0,30,1143,433,1572
SSC41354,..,179,179,215,43,250,106,7,113,99,4,102,28,0,28,12,0,9,453,236,692
SSC41355,..,112,112,189,6,195,81,4,88,111,0,115,44,0,44,21,0,21,453,120,577
SSC41356,..,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,3,13
SSC41357,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC41358,..,31,31,5,3,14,3,0,3,0,0,0,0,0,0,0,0,0,13,36,45
SSC41359,..,3,3,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,9,3,17
SSC41360,..,324,324,299,48,348,157,11,167,145,5,153,61,0,61,33,0,34,694,394,1080
SSC41361,..,201,201,146,17,160,89,4,94,106,0,106,34,3,39,3,0,7,387,225,606
SSC41362,..,277,277,356,35,394,178,14,199,220,15,228,70,0,72,23,0,23,846,343,1187
SSC41363,..,3,3,6,0,6,0,0,0,3,0,3,0,0,0,0,0,0,11,3,13
SSC41364,..,24,24,59,3,65,16,0,16,22,0,22,13,0,13,0,0,0,118,24,139
SSC41365,..,83,83,126,0,127,22,0,22,24,0,24,4,0,4,3,0,3,180,83,261
SSC41366,..,3,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,3,15
SSC41367,..,3,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,7,3,7
SSC41368,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41369,..,143,143,119,18,133,44,5,47,47,3,50,17,0,14,0,0,0,220,168,385
SSC41370,..,6,6,11,0,11,0,0,0,7,0,7,3,0,3,0,0,0,19,6,25
SSC41371,..,253,253,402,15,412,140,0,140,204,0,204,85,0,85,21,0,21,841,267,1106
SSC41372,..,153,153,272,9,284,131,0,131,139,0,139,44,0,44,16,0,16,603,168,766
SSC41373,..,31,31,28,7,33,17,0,17,11,0,11,6,0,6,3,0,3,62,39,104
SSC41374,..,19,19,47,3,50,19,0,19,40,0,40,13,0,13,4,0,4,135,20,153
SSC41375,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8
SSC41376,..,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,6,0,6
SSC41377,..,3,3,11,0,11,3,0,3,3,0,3,0,0,0,0,0,0,13,3,17
SSC41378,..,4,4,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,4,11
SSC41379,..,6,6,15,0,15,4,0,4,4,0,4,4,0,4,3,0,3,32,6,42
SSC41380,..,55,55,127,3,130,74,4,80,100,0,100,36,0,36,11,0,11,348,63,405
SSC41381,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC41382,..,626,626,952,44,1001,320,7,329,347,0,347,131,0,138,51,0,51,1805,684,2489
SSC41383,..,158,158,198,9,213,54,0,53,62,0,62,30,0,30,9,0,9,350,168,521
SSC41384,..,3,3,0,0,7,5,0,5,0,0,0,0,0,0,0,0,0,11,6,14
SSC41385,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7
SSC41386,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41387,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41388,..,348,348,323,44,366,136,19,158,112,7,122,43,4,49,13,0,13,635,426,1057
SSC41389,..,9,9,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,9,15
SSC41390,..,40,40,80,0,80,29,0,30,40,0,40,29,0,29,5,0,5,184,41,228
SSC41391,..,39,39,64,0,63,19,0,15,17,0,17,5,0,5,3,0,3,106,47,150
SSC41392,..,3,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,12,3,9
SSC41393,..,6,6,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,6,18
SSC41394,..,5,5,14,0,14,6,0,6,3,0,3,5,0,5,0,0,0,27,5,30
SSC41395,..,3,3,6,0,6,0,0,0,3,0,3,0,0,0,0,0,0,16,3,13
SSC41396,..,268,268,421,29,445,249,3,250,213,0,213,67,0,67,20,0,20,965,299,1259
SSC41397,..,7,7,3,0,4,3,0,3,0,0,0,3,0,3,0,0,0,7,8,17
SSC41398,..,11,11,81,3,83,34,0,34,38,0,38,22,0,22,3,0,3,171,10,188
SSC41399,..,46,46,44,6,47,9,0,9,6,0,6,4,0,4,3,0,3,67,51,115
SSC41400,..,8,8,18,0,18,12,0,12,11,0,11,8,0,8,0,0,0,46,8,50
SSC41401,..,0,0,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3
SSC41402,..,239,239,270,18,288,83,3,79,74,0,74,30,0,30,11,0,11,459,260,721
SSC41403,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7
SSC41404,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC41405,..,45,45,67,3,65,26,0,26,24,0,24,15,0,15,3,0,3,132,48,178
SSC41406,..,542,542,676,22,696,228,9,235,246,0,248,89,0,89,17,0,17,1260,566,1826
SSC41407,..,411,411,378,39,415,189,3,193,151,0,153,56,0,56,25,0,25,804,458,1256
SSC41408,..,4,4,5,0,5,4,0,4,0,0,0,0,0,0,0,0,0,14,4,15
SSC41409,..,3,3,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,11,3,13
SSC41410,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41411,..,3,3,4,0,11,0,0,0,3,0,3,0,0,0,3,0,3,12,5,20
SSC41412,..,25,25,35,0,38,7,0,7,17,0,17,10,0,10,4,0,4,75,28,98
SSC41413,..,7,7,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,3,7,11
SSC41414,..,57,57,72,0,73,24,0,28,21,0,20,7,0,7,3,0,3,124,62,183
SSC41415,..,17,17,27,3,28,11,0,11,14,0,14,4,0,4,4,0,4,60,17,79
SSC41416,..,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
SSC41417,..,13,13,37,0,37,11,0,11,15,0,15,13,0,13,9,0,9,80,13,91
SSC41418,..,303,303,418,24,441,220,0,225,191,0,188,73,0,73,23,0,23,928,332,1255
SSC41419,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41420,..,7,7,17,0,17,6,0,6,3,0,3,8,0,8,0,0,0,32,7,35
SSC41421,..,9,9,4,0,4,6,0,9,8,0,8,5,0,5,6,0,6,30,8,38
SSC41422,..,129,129,186,6,194,60,0,65,53,0,53,15,0,15,11,0,11,326,143,467
SSC41423,..,7,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,7,10
SSC41424,..,55,55,113,7,117,43,0,43,56,0,56,15,0,15,10,0,10,239,61,293
SSC41425,..,26,26,15,3,22,7,0,7,0,0,0,3,0,3,3,0,3,29,26,56
SSC41426,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9
SSC41427,..,19,19,21,0,21,0,0,0,4,0,4,3,0,3,0,0,0,26,19,49
SSC41428,..,13,13,18,3,23,11,0,11,3,0,3,6,0,6,3,0,3,44,14,55
SSC41429,..,252,252,152,27,182,92,26,118,54,9,58,11,4,18,5,0,6,313,322,638
SSC41430,..,53,53,67,0,68,33,0,33,18,0,18,10,0,10,10,0,10,139,54,193
SSC41431,..,3,3,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,5,4,9
SSC41432,..,37,37,36,9,43,4,0,4,3,0,3,5,0,5,0,0,0,50,40,95
SSC41433,..,9,9,19,3,21,10,0,10,12,0,14,7,0,13,4,0,4,43,18,61
SSC41434,..,0,0,5,0,5,0,0,0,3,0,3,0,0,0,0,0,0,14,0,19
SSC41435,..,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
SSC41436,..,12,12,38,0,35,14,0,14,17,0,17,4,0,4,3,0,3,77,9,88
SSC41437,..,17,17,44,0,44,4,0,4,5,0,5,8,0,8,0,0,0,62,17,73
SSC41438,..,26,26,42,3,45,3,0,3,3,0,3,0,0,0,0,0,0,54,29,83
SSC41439,..,3,3,9,0,7,3,0,3,0,0,0,0,0,0,0,0,0,9,3,15
SSC41440,..,50,50,70,0,73,17,0,17,17,0,17,14,0,14,5,0,5,128,50,184
SSC41441,..,6,6,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,6,8
SSC41442,..,3,3,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8
SSC41443,..,18,18,26,3,27,19,0,19,11,0,11,4,0,4,4,0,4,69,18,86
SSC41444,..,9,9,4,0,4,3,0,3,3,0,3,0,0,0,0,0,0,5,9,13
SSC41445,..,264,264,306,13,320,132,3,140,172,0,172,70,3,69,21,0,21,698,279,986
SSC41446,..,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4
SSC41447,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41448,..,265,265,296,26,330,132,5,139,158,0,156,55,0,55,25,0,25,668,298,962
SSC41449,..,6,6,10,0,10,7,0,7,3,0,3,3,0,3,0,0,0,17,6,25
SSC41450,..,419,419,446,78,519,233,39,274,209,21,234,68,10,78,30,3,33,987,565,1551
SSC41451,..,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5
SSC41452,..,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9
SSC41453,..,6,6,10,0,12,12,0,12,5,0,5,4,0,4,0,0,0,26,11,38
SSC41454,..,4,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,4,17
SSC41455,..,371,371,428,26,456,207,14,218,280,5,293,81,0,81,24,0,24,1014,423,1438
SSC41456,..,117,117,127,13,141,77,3,80,101,3,105,22,0,22,5,0,5,329,143,473
SSC41457,..,205,205,355,17,371,223,3,227,209,0,215,53,0,57,21,0,21,862,228,1096
SSC41458,..,37,37,54,6,57,38,0,38,22,0,22,26,0,26,3,0,3,142,43,188
SSC41459,..,14,14,22,0,20,10,0,10,3,0,3,0,0,0,0,0,0,36,14,50
SSC41460,..,267,267,292,16,306,62,0,65,53,0,53,24,0,24,6,0,6,439,285,717
SSC41461,..,36,36,37,4,39,15,0,15,23,0,23,5,0,5,0,0,0,79,39,113
SSC41462,..,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,6
SSC41463,..,126,126,173,5,179,80,3,83,105,3,108,38,0,38,14,0,15,412,139,554
SSC41464,..,177,177,268,19,286,140,3,143,150,0,145,83,0,84,32,0,32,666,202,869
SSC41465,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC41466,..,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4
SSC41467,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41468,..,16,16,40,0,35,20,0,20,25,0,25,8,0,8,3,0,3,87,18,103
SSC41469,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41470,..,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,10,0,7
SSC41471,..,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8
SSC41472,..,278,278,260,40,294,144,9,154,130,3,133,41,0,44,19,0,23,593,331,928
SSC41473,..,11,11,18,3,20,3,0,3,10,0,10,7,0,7,4,0,4,37,9,50
SSC41474,..,537,537,508,77,583,220,38,263,207,11,219,74,3,80,12,3,14,1019,669,1683
SSC41475,..,114,114,180,7,190,63,5,65,97,0,97,41,0,41,14,0,14,394,132,523
SSC41476,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41477,..,13,13,38,0,38,19,0,19,15,0,15,5,0,5,5,0,5,81,13,94
SSC41478,..,55,55,126,6,136,60,0,59,61,0,61,25,0,25,9,0,9,279,64,348
SSC41479,..,52,52,70,0,70,31,0,38,31,0,31,13,0,13,8,0,8,154,57,203
SSC41480,..,0,0,10,0,10,0,0,0,5,0,5,3,0,3,0,0,0,15,0,20
SSC41481,..,91,91,120,0,122,49,0,57,74,0,74,20,0,20,10,0,10,279,94,369
SSC41482,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC41483,..,202,202,297,17,311,127,4,133,136,3,139,51,3,53,20,6,23,623,234,854
SSC41484,..,509,509,803,55,863,378,5,391,332,3,335,139,0,139,57,0,57,1712,571,2282
SSC41485,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC41486,..,11,11,18,0,16,0,0,0,0,0,0,0,0,0,0,0,0,21,10,32
SSC41487,..,21,21,33,0,33,9,0,11,14,0,14,8,0,8,0,0,0,60,18,77
SSC41488,..,8,8,10,0,10,0,0,0,8,0,8,5,0,5,0,0,0,26,8,29
SSC41489,..,773,773,731,35,768,184,0,185,122,0,121,53,0,53,22,0,22,1111,817,1932
SSC41490,..,7,7,9,0,10,0,0,0,7,0,7,4,0,4,0,0,0,23,8,31
SSC41491,..,146,146,157,9,162,106,3,112,107,0,107,49,0,50,27,0,27,452,155,608
SSC41492,..,61,61,161,7,169,54,0,54,56,0,56,22,0,22,6,0,6,300,70,371
SSC41493,..,11,11,11,0,11,3,0,3,0,0,0,4,0,4,0,0,0,16,11,32
SSC41494,..,5,5,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,7,5,8
SSC41495,..,347,347,417,19,433,130,3,128,123,0,123,49,0,45,21,0,21,734,367,1103
SSC41496,..,29,29,56,0,56,13,0,10,14,0,14,0,0,0,0,0,0,90,29,118
SSC41497,..,21,21,20,0,23,0,0,0,0,0,0,0,0,0,0,0,0,27,26,49
SSC41498,..,394,394,320,28,343,117,11,127,140,3,145,53,0,53,17,0,17,642,432,1080
SSC41499,..,268,268,385,13,393,170,0,168,241,0,245,89,0,89,54,0,57,936,278,1210
SSC41500,..,3,3,9,0,9,4,0,4,4,0,4,3,0,3,0,0,0,16,3,26
SSC41501,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9
SSC41502,..,479,479,603,41,651,167,3,177,133,0,133,40,0,40,16,0,16,967,534,1502
SSC41503,..,45,45,60,7,61,30,0,30,9,0,9,11,0,11,6,0,6,112,47,159
SSC41504,..,3,3,7,0,7,0,0,0,7,0,7,0,0,0,0,0,0,16,3,21
SSC41505,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41506,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC41507,..,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9
SSC41508,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41509,..,6,6,8,0,8,3,0,3,3,0,3,0,0,0,0,0,0,14,6,18
SSC41510,..,4,4,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,7,4,11
SSC41511,..,5,5,11,0,11,5,0,5,3,0,3,3,0,3,3,0,3,25,5,30
SSC41512,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
SSC41513,..,15,15,15,0,15,5,0,5,17,0,15,3,0,3,0,0,0,47,20,58
SSC41514,..,40,40,22,0,23,6,0,6,10,0,10,4,0,4,3,0,3,48,35,85
SSC41515,..,13,13,9,0,9,4,0,4,4,0,4,0,0,0,0,0,0,23,13,31
SSC41516,..,10,10,17,0,13,4,0,4,3,0,3,3,0,3,0,0,0,23,10,29
SSC41517,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8
SSC41518,..,3,3,9,0,10,0,0,0,4,0,4,0,0,0,0,0,0,19,3,21
SSC41519,..,6,6,12,0,12,6,0,12,13,0,13,6,0,6,4,0,4,42,5,45
SSC41520,..,6,6,6,3,11,5,0,5,3,0,3,0,0,0,0,0,0,17,6,20
SSC41521,..,14,14,28,0,25,15,0,15,11,0,11,3,0,3,4,0,4,61,13,73
SSC41522,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41523,..,47,47,56,0,54,14,0,14,15,0,15,5,0,5,5,0,5,94,44,144
SSC41524,..,645,645,676,60,730,316,27,341,316,4,321,81,0,87,22,0,22,1409,739,2147
SSC41525,..,15,15,12,0,12,4,0,4,4,0,4,7,0,7,0,0,0,28,15,46
SSC41526,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7
SSC41527,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12
SSC41528,..,48,48,70,0,76,31,0,31,31,0,31,25,0,25,3,0,3,165,52,215
SSC41529,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41530,..,4,4,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,13,4,13
SSC41531,..,6,6,15,0,15,7,0,7,9,0,9,3,0,3,0,0,0,39,6,47
SSC41532,..,6,6,14,0,14,0,0,0,7,0,7,5,0,5,0,0,0,26,6,31
SSC41533,..,119,119,183,15,196,45,0,43,38,0,38,34,0,34,17,0,19,314,131,451
SSC41534,..,18,18,57,0,58,11,0,11,8,0,8,14,0,14,3,0,3,95,21,115
SSC41535,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41536,..,10,10,14,0,14,11,0,11,12,0,12,3,0,3,3,0,3,46,10,50
SSC41537,..,109,109,213,9,222,102,0,109,129,0,129,57,0,56,22,0,22,523,121,638
SSC41538,..,3,3,10,0,10,3,0,3,5,0,5,4,0,4,0,0,0,23,3,22
SSC41539,..,0,0,4,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,3,5
SSC41540,..,3,3,3,0,3,3,0,3,3,0,3,3,0,3,0,0,0,18,3,17
SSC41541,..,188,188,198,52,251,102,17,125,97,3,99,23,0,21,3,0,3,422,267,690
SSC41542,..,13,13,8,0,5,0,0,0,4,0,4,0,0,0,0,0,0,12,13,24
SSC41543,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41544,..,15,15,29,0,28,4,0,4,3,0,3,0,0,0,0,0,0,33,15,55
SSC41545,..,3,3,6,0,6,0,0,3,9,0,9,3,0,3,0,0,0,17,8,26
SSC41546,..,95,95,93,11,107,45,5,50,60,0,60,20,0,20,3,0,3,226,107,333
