SSC_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
SSC40983,26,0,0,0,0,23,3,0,0,0,0,3,0,0,0,0,0,0,26,0,0,0,0,25
SSC40984,53,0,0,4,0,57,5,0,0,0,0,8,0,0,0,0,0,0,59,0,0,3,0,63
SSC40985,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC40986,336,0,0,0,4,336,25,0,0,0,0,25,3,0,0,0,0,3,364,0,0,0,4,367
SSC40987,136,0,0,3,0,139,31,0,0,0,0,29,0,0,0,0,0,0,163,0,0,3,0,167
SSC40988,220,0,0,0,3,223,37,0,0,0,0,38,5,0,0,0,0,5,262,0,0,3,3,272
SSC40989,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17
SSC40990,586,173,136,0,4,894,44,61,58,0,0,162,9,5,11,0,0,22,632,234,201,0,4,1073
SSC40991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40994,487,111,76,3,0,677,58,49,9,0,0,119,8,9,0,0,0,18,555,174,86,3,0,816
SSC40995,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14
SSC40996,1596,22,0,0,3,1628,160,7,0,0,0,167,25,0,0,0,0,28,1787,27,3,0,3,1821
SSC40997,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12
SSC40998,64,0,0,0,0,64,8,0,0,0,0,8,0,0,0,0,0,0,76,0,0,0,0,76
SSC40999,140,0,0,0,0,140,62,0,0,0,0,62,5,0,0,0,0,5,205,0,0,0,0,205
SSC41000,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
SSC41001,182,0,0,4,0,189,50,0,0,3,0,52,3,0,0,0,0,4,234,0,0,9,3,243
SSC41002,1640,40,23,5,4,1720,419,46,28,7,0,489,57,8,4,0,0,64,2110,94,55,6,8,2276
SSC41003,20,0,0,0,3,24,3,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,3,25
SSC41004,48,0,0,0,0,48,12,0,0,0,0,14,5,0,0,0,0,5,61,0,0,0,0,65
SSC41005,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC41006,20,0,0,0,0,20,6,0,0,0,0,6,0,0,0,0,0,0,26,0,0,0,0,26
SSC41007,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC41008,46,0,0,0,0,46,15,0,0,0,0,15,0,0,0,0,0,0,63,0,0,0,0,63
SSC41009,27,0,0,0,0,24,4,0,0,0,0,4,0,0,0,0,0,3,31,0,0,0,3,35
SSC41010,4,0,0,0,0,4,21,0,0,0,0,21,0,0,0,0,0,0,27,0,0,0,0,29
SSC41011,39,0,0,0,0,39,14,0,0,0,0,14,3,0,0,0,0,3,57,0,0,0,0,57
SSC41012,288,110,56,3,3,462,27,7,7,0,0,40,0,0,3,0,0,7,318,117,63,3,3,508
SSC41013,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,14
SSC41014,462,54,17,0,0,531,135,36,8,0,0,175,11,10,0,0,0,23,611,98,24,0,0,729
SSC41015,0,83,226,0,0,309,0,3,30,0,0,29,0,0,4,0,0,8,0,92,259,0,0,347
SSC41016,18,0,0,0,3,24,6,0,0,0,0,6,0,0,0,0,0,0,29,0,0,0,3,29
SSC41017,358,0,0,0,0,358,75,4,0,0,0,85,8,0,0,0,0,8,438,5,0,0,0,450
SSC41018,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC41019,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,18
SSC41020,964,386,91,0,3,1449,238,86,20,0,0,343,21,9,3,0,0,36,1228,486,112,0,3,1831
SSC41021,11,0,0,0,0,11,9,0,0,0,0,9,0,0,0,0,0,0,17,0,0,0,0,17
SSC41022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41023,61,0,0,0,0,62,18,0,0,0,0,18,0,0,0,0,0,0,79,0,0,0,0,75
SSC41024,17,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,23
SSC41025,22,19,31,0,0,69,3,3,4,0,0,8,0,0,0,0,0,0,29,22,30,0,0,86
SSC41026,1063,113,24,0,0,1205,186,67,19,0,0,272,29,4,0,0,0,38,1273,191,43,0,0,1509
SSC41027,10,0,0,4,0,13,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,5,0,18
SSC41028,514,31,3,12,3,558,85,12,8,10,0,114,16,0,0,3,0,19,615,45,12,22,3,693
SSC41029,656,1006,659,16,11,2343,38,118,87,0,0,248,9,34,17,0,8,71,703,1157,766,16,19,2667
SSC41030,161,3,0,0,0,160,39,0,0,0,0,44,6,0,0,0,0,4,205,4,0,0,0,215
SSC41031,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC41032,543,98,18,0,3,664,60,26,0,0,0,89,7,3,0,0,0,12,611,124,19,0,3,757
SSC41033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41034,1393,385,40,18,3,1841,192,117,26,0,5,341,24,16,3,0,0,44,1607,518,71,20,3,2226
SSC41035,92,4,33,0,0,132,35,7,20,0,0,56,3,0,4,0,0,4,131,13,56,0,0,198
SSC41036,682,207,22,0,4,920,167,113,3,0,0,285,21,12,0,0,3,41,866,338,30,0,7,1242
SSC41037,91,0,0,15,0,105,20,0,0,19,0,37,4,0,0,0,0,4,117,0,0,32,0,148
SSC41038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC41039,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC41040,87,0,0,0,0,87,19,0,0,0,0,19,0,0,0,0,0,0,103,0,0,0,0,103
SSC41041,856,221,30,0,7,1115,211,73,9,0,0,296,34,8,0,0,0,47,1107,298,38,0,7,1456
SSC41042,1194,805,49,0,9,2059,65,61,11,0,0,136,15,18,4,0,0,31,1275,878,64,0,6,2226
SSC41043,147,3,0,0,0,146,22,0,0,0,0,22,3,0,0,0,0,3,163,3,0,0,0,168
SSC41044,800,1157,312,10,6,2284,112,162,62,0,5,339,16,29,9,0,0,60,933,1347,379,10,10,2680
SSC41045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC41046,655,121,3,0,0,776,73,89,0,0,0,160,13,13,0,0,0,24,736,220,4,0,0,959
SSC41047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3
SSC41048,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10
SSC41049,1829,143,7,12,7,2002,383,114,0,0,0,503,21,6,0,0,0,35,2239,266,16,17,8,2547
SSC41050,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC41051,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7
SSC41052,830,72,0,0,0,900,105,18,0,0,0,120,20,3,0,0,0,20,949,92,0,0,3,1050
SSC41053,590,45,0,0,0,629,128,16,0,0,0,144,17,7,0,0,0,20,735,62,0,0,0,804
SSC41054,275,3,0,3,3,284,21,0,0,0,0,26,3,0,0,0,0,3,303,3,0,3,0,308
SSC41055,958,159,27,0,0,1139,151,48,26,0,0,224,10,3,0,0,0,17,1123,205,55,0,0,1380
SSC41056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41057,542,638,80,0,10,1270,113,188,48,0,0,349,9,24,5,0,0,42,669,847,131,0,16,1663
SSC41058,120,0,0,0,3,123,22,0,0,0,0,22,4,0,0,0,0,4,144,0,0,0,3,150
SSC41059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC41060,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
SSC41061,436,0,18,0,0,454,61,0,10,0,0,73,11,0,0,0,0,15,510,3,30,0,0,538
SSC41062,986,92,40,0,0,1126,108,25,62,0,0,198,19,0,8,0,0,27,1116,120,109,0,0,1350
SSC41063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41065,322,3,0,0,0,325,27,0,0,0,0,27,3,0,0,0,0,4,344,3,3,0,0,353
SSC41066,770,3,0,3,3,771,53,0,0,0,0,53,11,0,0,0,0,11,831,3,0,3,3,841
SSC41067,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC41068,28,0,0,0,0,28,25,0,0,0,0,25,0,0,0,3,0,3,57,0,0,3,0,59
SSC41069,164,0,0,0,3,172,55,5,0,0,13,67,8,0,0,0,0,5,227,3,0,7,13,247
SSC41070,496,57,24,0,0,578,132,25,23,0,0,183,21,0,5,0,0,27,655,82,50,0,0,785
SSC41071,524,130,21,0,3,678,147,81,15,0,0,235,11,11,0,0,0,24,676,216,30,0,3,933
SSC41072,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC41073,14,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,18
SSC41074,122,83,41,0,0,243,21,17,17,0,0,58,0,0,3,0,0,10,139,103,56,0,0,306
SSC41075,155,0,0,0,0,156,35,0,0,0,0,35,0,0,0,0,0,0,188,0,0,3,0,187
SSC41076,92,0,0,0,0,92,21,0,0,0,0,21,0,0,0,0,0,0,114,0,0,0,0,114
SSC41077,60,0,0,0,0,60,8,0,0,0,0,8,0,0,0,0,0,0,67,0,0,0,0,67
SSC41078,43,0,0,0,0,51,8,0,0,0,0,3,0,0,0,0,0,0,54,0,0,3,0,54
SSC41079,21,0,0,0,0,26,4,0,0,0,0,7,0,0,0,0,0,0,28,0,0,0,0,31
SSC41080,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC41081,14,0,0,0,0,19,6,0,0,0,0,6,0,0,0,0,0,0,25,0,0,0,0,27
SSC41082,51,0,0,4,0,49,16,0,0,0,0,16,4,0,0,0,0,4,71,0,0,4,0,72
SSC41083,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC41084,666,64,8,0,0,739,83,16,8,0,0,110,22,0,0,0,0,20,768,76,18,0,0,872
SSC41085,1954,28,26,0,0,2002,350,0,3,0,0,361,50,0,0,0,0,56,2356,31,27,0,0,2416
SSC41086,731,198,14,0,0,946,151,134,6,0,0,294,22,12,0,0,0,36,906,347,26,0,3,1282
SSC41087,794,94,26,7,0,926,130,47,18,3,0,197,23,5,0,0,0,28,942,144,45,18,0,1149
SSC41088,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,3,0,8
SSC41089,127,0,0,0,0,134,7,0,0,0,0,7,3,0,0,0,0,3,144,0,0,0,0,142
SSC41090,1634,302,93,3,10,2042,333,83,64,0,0,480,36,15,10,0,0,55,2001,403,168,3,10,2579
SSC41091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41092,4263,299,60,0,4,4625,733,166,64,0,0,968,131,16,9,0,0,162,5128,487,138,0,7,5758
SSC41093,4438,139,31,0,3,4612,636,61,20,0,0,722,110,3,6,0,0,121,5185,206,60,0,4,5455
SSC41094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC41095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41096,20,0,0,0,0,20,10,0,0,0,0,10,0,0,0,0,0,0,27,0,0,0,0,27
SSC41097,62,0,0,0,0,60,27,0,0,0,0,27,0,0,0,0,0,0,84,0,0,0,0,83
SSC41098,50,0,0,0,0,50,10,0,0,0,0,10,3,0,0,0,0,3,65,0,0,0,0,65
SSC41099,271,0,14,9,13,307,65,0,8,8,0,83,11,0,0,0,0,11,349,0,22,15,12,399
SSC41100,56,0,0,0,0,56,17,0,0,0,0,17,0,0,0,0,0,0,78,0,0,0,0,78
SSC41101,514,295,98,0,4,907,162,79,37,0,0,283,21,7,8,0,0,35,697,385,140,0,4,1229
SSC41102,915,497,270,0,8,1690,118,48,46,0,7,223,22,7,6,0,0,33,1058,553,325,0,8,1945
SSC41103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41104,36,3,0,3,0,43,12,0,0,0,0,11,4,0,0,0,0,4,51,6,0,3,0,59
SSC41105,31,0,0,0,0,31,4,0,0,0,0,9,0,0,0,0,0,0,35,0,0,0,0,33
SSC41106,13,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,12
SSC41107,787,97,31,0,25,934,191,24,16,0,3,231,22,5,0,0,0,22,994,128,46,0,24,1193
SSC41108,43,0,0,0,0,46,16,0,0,0,0,17,0,0,0,0,0,0,64,0,0,0,3,60
SSC41109,14,0,0,0,0,14,8,0,0,0,0,8,0,0,0,0,0,0,20,0,0,0,0,20
SSC41110,417,182,241,3,0,841,113,40,50,0,0,200,9,5,10,0,0,25,541,224,302,3,0,1071
SSC41111,290,132,96,0,3,519,56,29,25,0,0,111,10,4,5,0,0,18,360,166,127,0,5,648
SSC41112,37,0,0,0,0,37,8,0,0,0,0,8,0,0,0,0,0,0,54,0,0,0,0,51
SSC41113,10,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,17
SSC41114,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC41115,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC41116,20,0,0,0,0,18,5,0,0,0,0,5,0,0,0,0,0,0,29,0,0,0,0,27
SSC41117,24,0,0,0,0,24,5,0,0,0,0,3,0,0,0,0,0,0,27,0,0,0,0,31
SSC41118,19,0,0,0,0,27,10,0,0,0,0,10,4,0,0,0,0,4,30,0,0,0,0,38
SSC41119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41120,249,0,0,0,3,250,92,0,0,0,0,94,9,0,0,0,0,8,347,0,3,0,7,350
SSC41121,74,0,0,0,0,76,24,0,0,0,0,24,0,0,0,0,0,0,95,0,0,0,0,94
SSC41122,84,0,0,0,6,83,17,0,0,0,0,22,5,0,0,0,0,5,105,0,0,0,6,110
SSC41123,697,229,11,4,0,941,191,149,3,0,0,343,24,14,0,0,0,45,908,395,19,3,0,1330
SSC41124,438,19,7,9,3,472,103,16,4,3,0,129,11,0,0,0,0,15,552,38,10,12,3,611
SSC41125,73,0,0,3,0,79,14,0,0,0,0,20,4,0,0,0,0,4,94,3,0,3,0,101
SSC41126,128,0,0,0,0,128,24,0,0,0,0,24,0,0,0,0,0,0,153,0,0,0,0,153
SSC41127,35,0,0,0,0,35,14,0,0,0,0,14,0,0,0,0,0,0,50,0,0,0,0,50
SSC41128,17,0,0,0,0,17,4,0,0,0,0,4,0,0,0,0,0,0,19,0,0,0,0,19
SSC41129,14,0,0,0,0,14,7,0,0,0,0,7,0,0,0,0,0,0,21,0,0,0,0,21
SSC41130,398,5,4,3,0,417,226,12,7,0,0,243,26,0,0,0,0,24,650,20,7,4,0,685
SSC41131,309,70,15,0,0,392,58,37,19,0,0,115,6,3,4,0,0,14,369,114,33,0,0,514
SSC41132,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20
SSC41133,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC41134,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0,13
SSC41135,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
SSC41136,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,31
SSC41137,115,0,0,0,0,115,7,0,0,0,0,7,0,0,0,0,0,0,128,0,0,0,0,128
SSC41138,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC41139,16,0,0,0,0,16,6,0,0,0,0,6,0,0,0,0,0,0,19,0,0,0,0,19
SSC41140,4,0,0,0,0,4,6,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,12
SSC41141,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC41142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41143,18,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,21
SSC41144,28,0,0,0,0,27,13,0,0,0,0,14,0,0,0,0,0,0,37,0,0,0,0,37
SSC41145,32,0,0,0,0,30,8,0,0,0,0,8,0,0,0,0,0,0,35,0,0,0,0,36
SSC41146,15,0,0,0,0,15,5,0,0,0,0,5,0,0,0,0,0,0,21,0,0,0,0,21
SSC41147,22,0,0,0,0,23,5,0,0,0,0,5,0,0,0,0,0,0,27,0,0,0,0,24
SSC41148,23,0,0,0,0,23,10,0,0,0,0,10,0,0,0,0,0,0,33,0,0,0,0,33
SSC41149,185,0,3,3,0,196,72,0,0,7,0,76,3,0,0,3,0,8,267,0,4,9,0,281
SSC41150,9,6,0,0,0,12,23,0,0,0,0,23,0,0,0,0,0,0,36,6,0,0,0,38
SSC41151,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC41152,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC41153,896,348,382,8,6,1631,148,107,63,0,0,319,15,14,15,0,0,37,1061,459,458,13,6,1992
SSC41154,735,201,124,3,11,1070,158,41,54,0,0,256,24,5,7,0,0,35,915,254,191,6,11,1365
SSC41155,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC41156,5,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,9
SSC41157,26,0,0,0,0,25,12,0,0,0,0,12,0,0,0,0,0,0,38,0,0,0,0,36
SSC41158,10,0,0,0,0,10,19,0,0,0,0,19,5,0,0,0,0,3,30,0,0,0,0,33
SSC41159,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC41160,18,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,26,0,0,0,0,26
SSC41161,102,0,0,3,0,107,24,0,0,0,0,28,6,0,0,0,0,7,130,0,0,3,3,135
SSC41162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41163,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15
SSC41164,9,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,9,3,0,0,0,9
SSC41165,17,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,22
SSC41166,14,0,0,0,0,17,4,0,0,0,0,4,0,0,0,0,0,0,21,0,0,0,0,27
SSC41167,16,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,23
SSC41168,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,19
SSC41169,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC41170,44,0,0,0,0,44,14,0,0,0,0,14,5,0,0,0,0,5,58,0,0,0,0,58
SSC41171,1831,247,23,0,5,2106,455,87,17,0,3,562,55,13,6,0,0,70,2337,341,45,0,4,2732
SSC41172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
SSC41173,125,221,44,3,11,398,37,91,6,3,0,136,3,19,0,0,0,24,164,329,49,7,11,565
SSC41174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41175,1337,209,90,6,6,1653,494,203,102,5,4,806,64,29,10,3,0,105,1896,442,198,17,10,2562
SSC41176,922,118,38,8,15,1099,251,59,44,13,3,369,33,17,9,3,0,59,1201,195,82,17,24,1527
SSC41177,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9
SSC41178,322,16,7,7,3,363,128,15,5,4,0,150,10,0,0,3,0,18,467,36,8,16,3,529
SSC41179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41180,668,19,17,3,3,717,114,6,20,0,0,142,18,0,0,0,0,24,804,31,37,8,3,884
SSC41181,24,0,0,0,0,24,4,0,0,0,0,4,0,0,0,0,0,0,28,0,0,0,0,28
SSC41182,119,0,0,0,0,121,47,0,0,0,3,48,0,0,0,0,0,0,166,0,0,0,4,174
SSC41183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC41184,183,0,0,0,0,182,43,0,0,0,0,42,3,0,0,0,0,3,224,0,6,0,0,227
SSC41185,16,0,0,0,0,16,8,0,0,0,0,8,0,0,0,0,0,0,26,0,0,0,0,26
SSC41186,15,0,0,0,0,17,13,0,0,0,0,11,0,0,0,0,0,0,24,0,0,3,0,27
SSC41187,3498,390,168,23,18,4102,750,252,122,14,4,1137,101,36,10,0,7,150,4345,678,302,38,32,5388
SSC41188,211,3,4,0,0,223,71,0,0,0,0,75,7,0,0,0,0,7,291,3,4,0,3,306
SSC41189,61,0,0,0,0,64,36,0,0,0,0,37,3,0,0,0,0,3,97,0,0,0,0,102
SSC41190,21,0,0,0,0,21,7,0,0,0,0,7,0,0,0,0,0,0,33,0,0,0,0,33
SSC41191,67,0,3,0,0,69,22,0,0,3,0,27,3,0,0,0,0,3,88,0,3,3,0,96
SSC41192,761,90,64,3,4,922,113,48,39,0,0,206,14,7,3,0,0,21,890,143,102,0,4,1146
SSC41193,848,3,55,0,3,906,96,0,3,0,0,104,24,3,3,0,0,28,969,6,59,0,3,1042
SSC41194,13,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,0,22,0,0,0,0,22
SSC41195,15,3,0,0,4,23,11,6,0,0,0,15,0,3,0,0,0,3,19,14,0,0,4,41
SSC41196,1006,73,0,0,3,1084,325,105,0,0,0,434,35,3,0,0,0,40,1359,189,0,0,3,1555
SSC41197,630,52,0,4,8,693,314,75,0,0,3,395,25,5,0,0,0,33,965,136,6,4,11,1118
SSC41198,15,0,0,0,0,22,0,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,25
SSC41199,109,0,0,0,0,109,39,0,0,0,0,38,4,0,0,0,0,7,152,0,0,0,0,153
SSC41200,162,8,0,4,0,171,47,8,0,0,0,55,4,0,0,0,0,4,211,12,0,7,0,237
SSC41201,156,8,0,8,3,175,66,5,0,4,0,72,5,0,0,3,0,13,228,12,0,14,3,259
SSC41202,536,12,9,0,6,562,77,3,0,0,0,85,14,0,0,0,3,16,624,20,6,0,10,653
SSC41203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41204,45,0,0,3,0,48,26,0,0,4,0,33,0,0,0,0,0,0,74,0,0,8,0,83
SSC41205,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC41206,3076,662,428,20,20,4199,418,122,91,0,0,635,53,21,14,0,4,96,3547,802,529,21,22,4922
SSC41207,51,0,0,0,0,51,6,0,0,0,0,6,0,0,0,0,0,0,56,0,0,0,0,56
SSC41208,46,7,0,0,0,61,46,0,0,0,0,46,3,0,0,0,0,3,97,7,0,0,0,107
SSC41209,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC41210,10,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,19,0,0,0,0,19
SSC41211,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15
SSC41212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41213,9,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,17,0,0,0,0,17
SSC41214,45,0,0,0,0,42,4,0,0,0,0,4,0,0,0,0,0,0,53,0,0,0,0,52
SSC41215,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC41216,20,0,0,0,0,20,4,0,0,0,0,4,3,0,0,0,0,3,22,0,0,0,0,28
SSC41217,11,0,0,0,0,12,3,0,0,4,0,7,3,0,0,0,0,3,16,0,0,5,0,26
SSC41218,361,209,16,0,0,585,116,125,10,0,0,250,11,14,0,0,0,25,488,349,24,0,0,857
SSC41219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41220,355,10,3,3,0,365,132,10,10,0,0,147,11,0,3,0,0,16,497,16,9,0,0,532
SSC41221,16,0,0,0,0,16,4,0,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,18
SSC41222,45,0,0,0,0,45,8,0,0,0,0,8,0,0,0,0,0,4,61,0,0,0,0,60
SSC41223,36,0,0,0,0,36,10,0,0,0,0,13,0,0,0,0,0,0,43,0,0,0,0,47
SSC41224,21,0,0,0,0,21,4,0,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,26
SSC41225,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,5,0,9
SSC41226,30,0,0,0,0,33,3,0,0,0,0,3,0,0,0,0,0,0,36,0,0,0,0,40
SSC41227,49,0,0,0,0,49,19,0,0,0,0,19,3,0,0,0,0,3,68,0,0,0,0,68
SSC41228,41,0,0,0,0,41,16,0,0,0,0,16,0,0,0,0,0,0,67,0,0,0,0,67
SSC41229,1694,45,0,0,0,1744,173,15,0,0,0,187,32,0,0,0,0,29,1901,54,0,0,3,1959
SSC41230,33,0,0,0,0,33,5,0,0,0,0,5,0,0,0,0,0,0,35,0,0,0,0,35
SSC41231,42,0,0,0,0,42,8,0,0,0,0,8,0,0,0,0,0,0,52,0,0,0,0,52
SSC41232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
