SSC_CODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SSC40430,31,25,54,3,4,9,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,7,5,13,7,10,17,46,37,79
SSC40431,2244,2481,4724,88,100,187,9,8,26,12,11,25,6,4,7,310,314,622,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,341,340,679,63,57,116,5,3,7,488,501,990,210,212,425,2942,3204,6140
SSC40432,124,111,236,3,4,5,0,0,0,0,0,0,0,0,0,14,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,21,0,0,0,0,0,0,12,14,29,10,6,24,152,136,285
SSC40433,554,564,1121,16,14,31,0,0,0,0,4,3,3,0,3,79,75,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,85,169,12,26,36,3,0,3,113,128,236,32,40,70,691,732,1421
SSC40434,26,27,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,3,28,30,59
SSC40435,36,13,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,3,39,15,54
SSC40436,61,51,113,4,3,5,0,0,0,0,0,0,0,0,3,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,3,8,8,17,7,3,11,78,63,140
SSC40437,296,325,620,4,4,12,0,0,0,0,3,3,0,0,0,26,28,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,29,66,4,4,10,0,0,0,44,43,83,31,41,65,367,401,772
SSC40438,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
SSC40439,4198,4186,8389,49,59,103,4,9,13,4,5,9,14,12,27,354,304,657,6,3,9,0,0,0,0,4,5,0,0,0,0,0,0,386,346,732,38,48,91,3,8,15,482,455,937,289,254,539,4969,4902,9863
SSC40440,78,71,144,0,0,0,0,0,0,0,0,0,0,0,0,5,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,13,0,0,0,0,0,0,5,6,12,9,4,13,86,79,168
SSC40441,100,95,200,4,8,16,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,14,0,0,0,0,0,0,11,15,25,17,19,28,129,131,258
SSC40442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40443,1935,2058,3992,44,44,86,8,3,8,5,9,16,4,0,4,188,199,382,0,0,3,3,0,3,0,6,3,0,0,0,0,0,0,204,219,422,29,37,69,3,0,3,278,302,577,124,124,256,2345,2481,4825
SSC40444,25,29,57,0,0,0,3,0,4,0,0,0,0,0,0,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,12,0,0,0,0,0,0,13,8,14,23,19,34,53,50,104
SSC40445,5,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,6,7,11
SSC40446,34,29,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,39,31,69
SSC40447,97,97,193,0,0,3,0,0,0,0,0,0,0,0,0,7,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13,0,0,0,0,0,0,11,7,14,12,10,17,121,113,229
SSC40448,523,534,1052,13,21,31,3,0,7,3,0,8,0,3,7,66,62,131,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,76,73,145,11,20,39,0,0,0,102,111,213,49,53,98,670,696,1372
SSC40449,175,149,324,4,4,7,0,0,0,0,0,0,0,0,0,10,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,23,0,3,3,0,3,3,14,20,34,16,15,30,197,187,388
SSC40450,3,5,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,15
SSC40451,21,12,33,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,6,3,6,0,0,0,26,16,41
SSC40452,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,3,0,0,0,7,9,14
SSC40453,17,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,3,5,7,14,28,24,51
SSC40454,27,24,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,24,53
SSC40455,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC40456,38,26,55,5,0,5,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,3,0,4,14,4,15,3,9,7,46,32,82
SSC40457,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7
SSC40458,12,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,12,9,15
SSC40459,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3,6
SSC40460,880,892,1770,41,50,86,4,6,10,0,0,0,0,0,3,86,100,189,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,95,108,199,3,0,4,4,0,6,137,155,299,64,53,118,1083,1103,2190
SSC40461,332,332,664,3,4,13,0,0,5,3,3,7,0,0,0,46,56,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,58,115,10,10,18,0,0,0,70,73,137,29,31,64,425,437,862
SSC40462,1076,1139,2215,6,7,9,0,4,7,3,0,0,3,3,8,103,120,226,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,111,134,240,16,18,31,0,0,0,132,150,278,85,99,180,1291,1388,2679
SSC40463,2467,2642,5107,49,51,104,11,13,25,3,7,11,7,3,11,256,225,488,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,283,250,539,38,49,80,4,4,13,380,357,735,148,149,300,2988,3149,6140
SSC40464,1476,1754,3227,57,72,130,4,4,10,10,6,19,3,3,11,192,240,431,3,3,3,0,3,3,0,3,3,0,0,0,0,0,0,217,261,478,59,56,114,0,0,0,339,388,725,119,142,261,1926,2285,4212
SSC40465,55,45,103,3,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,6,6,7,4,6,13,67,56,121
SSC40466,6,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,17
SSC40467,3,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,14
SSC40468,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC40469,213,281,500,5,16,21,0,0,0,0,0,0,0,0,3,16,22,40,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,21,25,49,3,3,10,0,0,0,37,40,77,39,34,72,292,354,647
SSC40470,374,377,747,4,3,9,0,0,0,0,0,0,0,0,0,27,29,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,59,0,0,0,0,0,0,29,35,65,70,58,123,467,472,938
SSC40471,2063,2096,4160,71,118,189,7,5,12,9,11,22,7,5,11,228,235,458,3,3,7,0,0,0,3,3,5,0,0,0,0,0,0,258,263,521,4,4,11,12,7,19,342,395,734,198,202,401,2600,2691,5290
SSC40472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40473,50,52,98,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,12,0,11,3,3,7,65,59,125
SSC40474,931,970,1905,42,70,115,0,0,0,0,0,0,3,0,3,115,105,215,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,118,104,222,10,4,14,3,0,3,173,185,349,96,109,205,1201,1263,2461
SSC40475,342,388,722,16,18,33,0,0,0,4,4,4,0,0,0,43,37,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,42,88,3,3,4,0,0,0,65,67,132,43,42,86,449,498,939
SSC40476,44,35,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,45,37,77
SSC40477,76,70,143,3,4,8,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,0,0,0,0,0,5,6,12,10,6,12,83,76,164
SSC40478,247,258,507,11,13,22,0,0,3,0,0,0,0,0,0,20,16,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,43,6,7,10,0,0,0,40,40,80,19,22,44,307,319,620
SSC40479,51,47,100,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,3,4,3,3,3,13,59,57,110
SSC40480,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9
SSC40481,16,13,28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,6,0,0,0,24,17,39
SSC40482,28,11,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,12,41
SSC40483,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,7
SSC40484,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,9
SSC40485,95,10,105,0,0,0,3,0,3,0,0,0,3,0,3,20,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,34,0,0,0,0,0,0,34,3,37,33,3,38,159,21,179
SSC40486,15,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,20,17,39
SSC40487,555,512,1061,8,9,18,3,0,3,3,0,3,0,3,0,84,72,161,4,0,3,0,0,0,0,0,3,0,0,0,0,0,0,99,87,183,20,30,47,0,0,0,125,117,245,65,63,126,739,690,1428
SSC40488,12,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,3,7,0,3,7,10,12,24
SSC40489,43,43,86,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,3,3,3,53,46,100
SSC40490,1388,1390,2784,22,33,56,3,0,4,3,6,9,3,0,3,163,177,337,6,4,9,0,0,0,0,0,0,0,3,4,0,0,0,179,189,368,30,44,76,4,4,6,234,266,501,117,136,252,1750,1787,3538
SSC40491,30,38,64,3,3,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,9,6,0,10,42,49,89
SSC40492,312,295,601,15,16,29,0,0,0,0,3,4,0,0,0,17,24,44,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,22,23,45,0,0,0,0,0,0,37,42,78,27,30,58,381,364,742
SSC40493,1115,1167,2288,25,22,42,4,3,7,3,3,5,4,0,4,140,135,272,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,154,142,289,42,34,80,6,0,11,226,197,427,125,110,232,1471,1471,2942
SSC40494,264,263,527,4,0,6,0,0,0,3,0,7,0,0,0,34,27,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,28,67,4,3,10,0,0,0,44,39,85,31,25,52,335,326,662
SSC40495,696,895,1590,10,6,15,3,5,8,0,3,3,0,0,0,63,106,170,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,68,120,188,21,35,58,0,3,3,100,165,268,63,62,124,862,1117,1986
SSC40496,811,856,1667,9,8,19,0,6,12,0,3,7,0,0,0,59,58,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,75,135,0,3,9,0,0,0,72,89,161,64,52,119,949,990,1940
SSC40497,150,150,299,6,3,11,0,0,0,4,4,13,0,0,0,13,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,31,0,0,0,0,0,0,25,26,46,18,13,31,187,186,373
SSC40498,281,260,534,11,10,14,0,0,0,0,0,3,0,0,0,21,26,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,32,50,0,0,0,0,0,0,28,39,68,34,19,53,336,313,658
SSC40499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40500,1044,1160,2197,60,74,138,12,19,33,13,9,21,11,16,29,191,165,363,3,0,3,0,0,0,0,4,9,3,3,6,0,0,0,241,214,457,54,66,117,3,0,4,359,355,715,198,219,417,1600,1729,3326
SSC40501,1420,1533,2951,57,53,107,10,16,21,10,9,18,5,4,5,136,160,297,4,3,4,0,0,3,0,0,4,0,0,0,0,0,0,165,191,352,23,25,47,0,3,5,245,272,513,125,135,264,1792,1935,3725
SSC40502,2267,2363,4627,85,64,156,15,9,26,21,13,30,10,4,18,261,311,572,7,5,13,3,0,7,3,0,0,6,0,4,0,0,0,323,351,673,71,75,147,5,6,16,485,503,988,275,290,567,3027,3153,6183
SSC40503,779,933,1712,26,28,56,12,6,24,11,8,14,3,6,9,81,89,172,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,109,110,216,15,26,41,3,0,3,147,173,317,89,112,198,1012,1212,2229
SSC40504,1987,2280,4273,42,56,95,9,4,10,6,5,13,3,0,5,244,255,498,3,0,5,0,0,3,0,3,3,0,0,0,0,0,0,258,270,533,18,27,45,15,13,32,339,365,700,144,170,316,2475,2814,5292
SSC40505,49,37,81,8,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,9,0,4,3,53,44,96
SSC40506,782,1017,1797,24,26,48,6,10,17,5,3,12,0,0,0,124,142,264,5,3,8,0,0,0,0,0,3,0,0,0,0,0,0,145,165,306,43,48,85,7,0,7,209,238,444,62,102,168,1052,1355,2409
SSC40507,736,836,1571,12,19,27,10,6,12,3,6,14,3,3,7,104,108,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,125,248,21,19,36,5,0,5,156,158,316,47,54,104,945,1045,1990
SSC40508,147,158,307,0,3,5,0,0,0,0,0,0,0,0,0,7,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,14,0,0,0,0,0,0,6,5,16,13,4,22,174,172,343
SSC40509,430,375,803,7,6,18,0,0,4,3,0,5,3,0,3,19,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,13,42,3,0,3,3,0,5,45,28,67,57,43,106,528,451,976
SSC40510,675,887,1559,21,14,40,0,0,3,0,0,5,0,0,0,82,81,167,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,85,86,175,17,17,27,0,5,3,121,121,241,52,56,115,849,1068,1916
SSC40511,4082,4398,8478,45,49,96,14,24,35,5,15,20,4,3,11,322,385,703,3,4,14,3,4,5,9,3,18,3,4,5,0,0,0,364,450,817,32,34,65,8,7,13,451,540,992,313,366,680,4840,5308,10145
SSC40512,111,100,212,8,7,11,0,0,3,0,0,0,0,0,0,3,3,5,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16,0,0,0,0,0,0,7,16,27,16,14,32,130,135,265
SSC40513,20,22,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,5,25,28,53
SSC40514,4,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,6,11,19
SSC40515,1031,1169,2198,32,39,67,4,4,10,6,11,18,0,0,5,161,167,327,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,175,185,365,34,45,87,4,0,7,250,274,522,109,110,226,1390,1558,2947
SSC40516,800,1005,1800,74,95,168,6,6,9,3,3,6,0,0,0,55,55,111,3,0,5,0,0,0,6,3,10,0,0,0,0,0,0,70,69,141,0,7,8,3,3,8,152,175,320,99,117,217,1048,1294,2339
SSC40517,838,857,1688,49,64,111,0,0,4,3,3,4,0,0,4,56,59,117,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,64,69,132,0,3,4,8,0,7,121,133,253,84,68,149,1040,1057,2094
SSC40518,377,395,771,23,25,51,3,4,9,0,0,0,8,9,15,31,40,74,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,43,52,92,0,0,3,0,0,0,65,85,152,42,45,88,481,527,1004
SSC40519,367,389,752,24,14,37,3,3,3,3,4,4,0,3,3,22,35,62,0,0,4,0,0,0,4,3,6,0,0,0,0,0,0,33,53,80,0,3,3,0,0,3,60,73,126,39,46,86,462,508,969
SSC40520,19,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,5,22,15,40
SSC40521,114,98,215,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,3,0,0,0,5,4,11,14,8,20,130,109,242
SSC40522,14,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,28
SSC40523,22,21,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,27,23,50
SSC40524,2264,2501,4764,55,64,118,10,13,22,12,11,21,15,12,24,214,246,460,0,0,3,3,0,4,3,7,11,0,0,0,0,0,0,259,287,544,26,31,52,3,0,3,339,376,718,203,167,370,2804,3044,5851
SSC40525,66,62,133,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16,0,0,0,0,0,0,10,6,16,3,0,0,82,70,152
SSC40526,18,21,39,3,0,3,0,0,0,0,0,0,0,0,0,11,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,14,0,0,0,0,0,0,12,7,15,3,4,5,37,31,65
SSC40527,20,25,42,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,4,4,24,25,51
SSC40528,975,1074,2050,47,42,92,9,10,18,6,0,3,0,3,3,159,151,309,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,173,169,336,36,42,81,0,0,3,262,253,515,105,108,206,1338,1435,2776
SSC40529,192,180,367,0,0,0,0,0,0,0,0,0,0,0,0,15,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,30,0,0,0,0,0,0,14,18,31,5,10,17,211,209,423
SSC40530,449,439,886,6,6,16,0,0,0,0,0,0,0,0,3,55,47,98,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,56,50,108,0,0,3,0,3,3,66,58,127,32,21,56,554,517,1071
SSC40531,14,13,25,0,0,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,3,4,9,0,0,3,17,16,36
SSC40532,3668,3850,7520,70,63,131,14,17,33,5,5,11,13,12,24,313,339,648,3,4,7,0,0,3,9,4,8,3,3,3,0,0,0,360,390,745,20,35,55,3,3,3,453,485,936,233,234,462,4348,4576,8923
SSC40533,1551,1582,3133,17,19,36,0,0,0,4,7,8,3,0,3,108,113,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,119,231,11,16,28,0,0,0,146,149,300,99,86,181,1793,1814,3610
SSC40534,44,36,78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,4,0,3,48,43,89
SSC40535,9,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,16
SSC40536,346,329,681,12,14,22,0,3,3,0,0,0,0,0,0,27,23,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,33,53,3,0,8,0,0,3,36,48,87,28,32,58,412,410,822
SSC40537,36,34,67,0,0,3,0,0,0,0,0,0,0,0,3,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,0,0,0,0,0,0,4,11,11,3,0,3,44,38,82
SSC40538,1556,1673,3224,28,32,62,3,3,4,0,0,4,3,3,4,181,225,400,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,190,236,426,5,8,15,8,9,18,231,280,515,109,120,236,1900,2078,3975
SSC40539,1379,1425,2803,22,33,48,3,0,3,3,3,8,0,0,0,129,139,266,6,5,9,0,0,0,0,0,3,0,0,0,0,0,0,142,145,291,5,11,11,6,0,10,174,188,359,167,188,355,1723,1797,3515
SSC40540,15,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,13,14,28
SSC40541,233,180,416,0,0,0,3,0,3,0,0,0,3,0,3,41,35,80,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,54,38,93,6,4,4,0,0,0,57,44,103,35,14,48,324,235,561
SSC40542,1008,1106,2111,24,23,42,4,3,6,0,4,4,5,3,10,93,114,211,0,0,3,0,0,3,0,5,4,0,0,0,0,0,0,108,133,237,8,3,17,0,0,0,145,157,302,120,117,234,1277,1376,2648
SSC40543,61,56,122,4,6,9,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,7,8,15,5,6,9,76,75,149
SSC40544,82,84,163,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,3,3,13,15,27,98,104,196
SSC40545,8,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,6,18
