SSC_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SSC41291,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,40,..,56,27
SSC41292,89,269,0,9,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,94,280,3,..,97,280
SSC41293,34,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,91,6,..,44,91
SSC41294,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,23,..,38,30
SSC41295,19,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,35,51,..,70,35
SSC41296,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,..,0,4
SSC41297,78,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,200,9,..,83,200
SSC41298,525,1315,68,128,83,176,149,303,74,115,37,64,0,0,3,4,108,183,0,0,0,0,0,0,6,3,5,4,0,4,785,1811,93,..,878,1811
SSC41299,812,2023,132,210,9,20,146,230,26,39,0,0,0,0,0,0,26,39,0,0,0,0,0,0,0,0,0,0,3,6,983,2305,82,..,1068,2305
SSC41300,663,1521,419,912,152,390,572,1295,9,18,0,0,0,0,0,0,9,18,0,0,0,0,0,0,0,0,0,0,3,15,1254,2852,90,..,1347,2852
SSC41301,540,1381,7,10,3,16,7,19,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,546,1409,55,..,602,1409
SSC41302,1436,3574,174,277,13,17,188,298,71,145,0,0,0,0,0,0,75,142,0,0,0,3,0,0,0,0,0,3,3,6,1699,4025,152,..,1856,4025
SSC41303,21,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,45,0,..,21,45
SSC41304,1195,3364,15,33,44,85,60,117,92,176,0,0,0,0,0,0,92,176,0,0,0,0,0,0,0,0,0,0,3,10,1355,3666,108,..,1461,3666
SSC41305,2069,5605,76,99,7,11,76,109,59,85,0,0,0,0,3,6,60,90,0,5,0,0,0,0,0,0,0,5,0,4,2204,5809,133,..,2336,5809
SSC41306,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,..,3,4
SSC41307,2728,6696,943,1985,156,331,1099,2313,375,646,0,0,0,0,4,5,377,649,0,4,0,0,0,0,10,13,6,18,19,41,4230,9719,446,..,4675,9719
SSC41308,972,2536,27,50,3,10,26,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1000,2594,68,..,1072,2594
SSC41309,19,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,46,0,..,19,46
SSC41310,69,147,3,8,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,154,116,..,192,154
SSC41311,79,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,80,178,24,..,103,178
SSC41312,35,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,85,9,..,49,85
SSC41313,369,946,65,121,3,9,68,128,48,90,0,0,0,0,0,0,48,90,0,0,0,0,0,0,0,0,0,0,0,0,481,1175,55,..,532,1175
SSC41314,936,2318,13,23,17,35,33,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,968,2382,283,..,1248,2382
SSC41315,113,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,3,3,12,0,0,117,290,22,..,132,290
SSC41316,691,1732,170,312,59,132,233,447,123,184,17,30,0,0,0,0,137,215,0,0,0,0,0,0,3,3,3,3,11,9,1075,2406,156,..,1233,2406
SSC41317,964,2351,562,1078,182,349,744,1427,113,167,11,11,0,0,0,0,123,179,9,18,0,0,0,0,0,3,15,23,3,3,1847,3988,214,..,2063,3988
SSC41318,248,655,96,142,39,77,133,223,38,53,0,0,0,0,0,0,38,53,0,0,0,0,0,0,0,0,0,0,3,7,418,936,57,..,479,936
SSC41319,37,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,111,10,..,41,111
SSC41320,43,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,48,124,14,..,61,124
SSC41321,40,104,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,43,114,9,..,57,114
SSC41322,8,5,3,10,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,18,6,..,16,18
SSC41323,46,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,48,124,4,..,54,124
SSC41324,12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,32,56,..,71,32
SSC41325,2241,6403,12,37,0,3,14,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2258,6446,115,..,2376,6446
SSC41326,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,12,29,3,..,15,29
SSC41327,27,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,27,65,20,..,48,65
SSC41328,24,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,86,11,..,37,86
SSC41329,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,..,7,11
SSC41330,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,13,..,27,21
SSC41331,105,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,256,10,..,111,256
SSC41332,19,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,20,42,0,..,20,42
SSC41333,695,1838,155,296,20,36,174,328,7,15,0,0,0,0,0,3,11,17,0,0,0,0,0,0,0,0,0,0,0,0,877,2181,60,..,935,2181
SSC41334,814,2258,95,228,25,68,120,300,49,72,0,0,0,0,0,0,49,72,0,0,0,0,0,0,0,0,0,0,3,17,989,2639,121,..,1109,2639
SSC41335,87,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,28,0,0,15,28,3,3,104,238,75,..,181,238
SSC41336,185,397,6,4,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,11,10,0,0,204,415,32,..,239,415
SSC41337,19,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,22,61,8,..,29,61
SSC41338,414,877,16,19,0,0,16,19,9,8,0,0,0,0,0,0,9,8,12,18,0,0,0,0,0,3,15,25,0,7,451,941,81,..,529,941
SSC41339,1392,3605,405,681,156,298,560,975,220,261,88,113,0,0,3,7,310,375,0,0,0,0,0,0,0,0,0,0,14,30,2275,4991,275,..,2550,4991
SSC41340,732,1793,226,354,38,87,265,441,36,53,0,0,0,0,0,0,36,53,0,0,0,0,0,0,0,0,0,0,0,3,1039,2286,119,..,1159,2286
SSC41341,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,5,..,14,32
SSC41342,26,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,46,8,..,34,46
SSC41343,1071,2709,373,726,30,104,407,827,310,487,0,0,0,0,0,0,310,487,0,0,0,0,0,0,0,6,0,6,8,16,1789,4046,225,..,2017,4046
SSC41344,107,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,109,240,77,..,187,240
SSC41345,111,266,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,119,270,19,..,131,270
SSC41346,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,..,0,4
SSC41347,22,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,51,6,..,27,51
SSC41348,40,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,93,12,..,51,93
SSC41349,22,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,20,58,0,..,19,58
SSC41350,162,464,4,7,9,29,16,36,6,12,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,188,510,16,..,198,510
SSC41351,254,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,259,598,21,..,281,598
SSC41352,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,0,..,8,31
SSC41353,1335,3438,61,114,0,0,61,114,165,261,0,0,0,0,0,0,167,262,0,0,0,0,0,0,0,0,0,0,3,9,1572,3821,117,..,1682,3821
SSC41354,128,364,76,186,368,895,441,1072,31,45,0,0,75,130,0,0,107,173,0,0,0,0,0,0,0,0,0,0,12,15,692,1631,103,..,790,1631
SSC41355,427,1236,88,194,60,149,147,347,3,8,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,577,1583,57,..,632,1583
SSC41356,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,13,21,0,..,11,21
SSC41357,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,..,5,12
SSC41358,39,60,0,0,3,3,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,45,66,6,..,53,66
SSC41359,17,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,44,10,..,26,44
SSC41360,691,1793,245,526,15,38,265,560,57,96,64,203,0,0,0,0,119,302,0,0,0,0,0,0,0,0,0,0,12,11,1080,2662,105,..,1189,2662
SSC41361,380,1053,173,288,16,52,189,338,20,26,11,26,0,0,0,0,33,57,0,0,0,0,0,0,4,10,4,10,0,3,606,1455,67,..,671,1455
SSC41362,862,2404,105,221,21,62,127,284,175,283,16,35,0,0,3,4,191,323,0,0,0,0,0,0,0,0,0,0,3,9,1187,3014,120,..,1314,3014
SSC41363,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,13,30,0,..,12,30
SSC41364,139,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,139,362,32,..,174,362
SSC41365,247,512,6,8,0,3,10,10,3,0,0,0,0,0,0,0,3,0,4,8,3,5,0,0,6,11,13,22,0,0,261,540,263,..,520,540
SSC41366,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,3,..,17,24
SSC41367,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,7,10,13,..,25,10
SSC41368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,3,0
SSC41369,223,559,97,164,6,10,102,172,31,48,7,14,16,21,0,0,61,88,0,0,0,0,0,0,4,8,4,8,0,3,385,826,44,..,430,826
SSC41370,25,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,63,3,..,25,63
SSC41371,1038,2704,43,46,18,39,60,88,7,4,0,0,0,0,0,0,7,4,0,0,0,0,0,4,0,0,0,4,3,3,1106,2809,109,..,1223,2809
SSC41372,748,1948,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,7,8,10,0,0,4,6,18,20,4,6,766,1987,89,..,857,1987
SSC41373,86,212,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,4,3,9,3,3,0,0,0,0,11,7,0,4,104,231,10,..,111,231
SSC41374,151,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,153,458,6,..,166,458
SSC41375,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,..,8,13
SSC41376,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,3,..,4,14
SSC41377,18,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,40,27,..,42,40
SSC41378,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,9,..,19,24
SSC41379,42,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,106,0,..,44,106
SSC41380,378,1095,15,29,16,38,32,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,1167,43,..,449,1167
SSC41381,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,..,4,8
SSC41382,2379,5772,35,54,0,0,35,54,54,68,0,0,0,0,0,0,54,68,10,13,0,5,0,0,12,18,19,31,0,6,2489,5929,215,..,2703,5929
SSC41383,490,1138,20,24,0,0,20,24,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,3,0,4,5,11,0,0,521,1178,200,..,722,1178
SSC41384,14,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,42,5,..,21,42
SSC41385,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,5,..,9,14
SSC41386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC41387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,3,0
SSC41388,662,1578,306,569,91,214,388,789,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,4,6,13,1057,2381,96,..,1160,2381
SSC41389,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,71,..,85,25
SSC41390,221,617,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,228,631,15,..,244,631
SSC41391,142,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,4,0,0,150,342,31,..,184,342
SSC41392,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,4,..,14,27
SSC41393,18,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,34,35,..,51,34
SSC41394,32,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,7,0,0,30,83,81,..,118,83
SSC41395,13,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,40,3,..,18,40
SSC41396,1207,3062,49,88,3,17,57,101,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1259,3161,89,..,1351,3161
SSC41397,17,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,38,3,..,19,38
SSC41398,181,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,5,3,5,188,537,17,..,201,537
SSC41399,117,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,115,247,181,..,299,247
SSC41400,47,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,50,143,4,..,52,143
SSC41401,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,0,..,3,21
SSC41402,660,1448,36,63,0,0,36,63,0,3,0,0,0,0,0,0,0,3,7,5,7,7,0,0,4,13,14,23,0,6,721,1551,115,..,832,1551
SSC41403,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,3,..,16,24
SSC41404,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,..,7,9
SSC41405,177,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,445,17,..,196,445
SSC41406,1637,3898,99,151,8,11,109,161,56,75,0,0,0,0,0,0,56,75,17,24,0,0,0,0,0,0,20,23,8,16,1826,4166,205,..,2030,4166
SSC41407,695,1766,389,811,38,75,432,884,126,238,3,4,0,0,0,0,127,245,0,0,0,0,0,0,0,0,0,0,3,4,1256,2896,139,..,1399,2896
SSC41408,18,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15,36,8,..,25,36
SSC41409,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,29,11,..,29,29
SSC41410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC41411,20,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,53,10,..,25,53
SSC41412,98,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,98,265,12,..,110,265
SSC41413,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,6,..,14,18
SSC41414,176,387,3,7,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,183,394,14,..,198,394
SSC41415,79,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,198,4,..,77,198
SSC41416,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,..,7,4
SSC41417,94,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,91,280,21,..,115,280
SSC41418,1119,2858,54,114,5,13,61,129,79,126,0,0,0,0,0,3,82,126,0,0,0,0,0,0,0,0,0,0,3,3,1255,3116,82,..,1334,3116
SSC41419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,..,61,0
SSC41420,36,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,93,9,..,46,93
SSC41421,34,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,120,4,..,40,120
SSC41422,120,264,20,35,229,602,252,635,92,140,0,0,0,0,0,0,94,143,0,0,0,0,0,0,0,0,0,0,3,7,467,1050,69,..,533,1050
SSC41423,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,3,..,10,24
SSC41424,237,662,41,81,20,36,61,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,780,23,..,320,780
SSC41425,48,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,56,109,28,..,78,109
SSC41426,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,7,..,14,20
SSC41427,50,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,49,88,180,..,232,88
SSC41428,55,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,143,3,..,56,143
SSC41429,388,873,155,301,41,65,191,366,53,83,0,0,0,0,0,0,53,83,0,0,0,0,0,0,6,5,6,5,3,8,638,1340,72,..,716,1340
SSC41430,183,459,7,10,0,0,7,10,9,16,0,0,0,0,0,0,9,16,0,0,0,0,0,0,0,0,0,0,0,0,193,486,46,..,242,486
SSC41431,9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,0,..,11,34
SSC41432,93,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,95,187,55,..,152,187
SSC41433,61,173,3,15,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,186,8,..,64,186
SSC41434,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,36,9,..,24,36
SSC41435,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,..,7,17
SSC41436,89,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,3,0,0,6,16,0,0,88,242,15,..,105,242
SSC41437,74,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,10,73,173,37,..,112,173
SSC41438,82,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,83,152,148,..,230,152
SSC41439,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,31,3,..,15,31
SSC41440,178,449,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,184,455,59,..,243,455
SSC41441,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,0,..,8,27
SSC41442,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,26,3,..,10,26
SSC41443,82,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,0,0,86,217,7,..,88,217
SSC41444,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,13,33,12,..,26,33
SSC41445,652,1892,190,330,63,129,251,460,64,115,0,0,11,16,0,0,80,128,0,0,0,0,0,0,0,0,0,0,0,0,986,2479,102,..,1086,2479
SSC41446,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,..,8,14
SSC41447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC41448,656,1785,104,214,35,80,140,296,167,274,0,0,0,0,0,0,167,274,0,0,0,0,0,0,0,0,0,0,4,13,962,2371,96,..,1056,2371
SSC41449,25,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,56,12,..,29,56
SSC41450,1118,2892,283,571,36,86,318,657,89,187,17,37,0,0,0,0,109,221,0,0,0,0,0,0,0,3,0,3,9,20,1551,3794,204,..,1752,3794
SSC41451,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,0,..,5,21
SSC41452,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,..,9,13
SSC41453,38,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,87,3,..,42,87
SSC41454,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,3,..,14,29
SSC41455,1191,3112,112,245,31,106,145,351,96,183,0,0,0,0,0,0,96,183,0,0,0,0,0,0,0,3,0,3,3,8,1438,3657,118,..,1560,3657
SSC41456,355,964,48,85,9,28,58,117,56,98,0,0,0,0,0,0,56,98,0,0,0,0,0,0,0,0,0,0,0,0,473,1182,29,..,504,1182
