SSC_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SSC41457,1059,2800,13,22,11,20,17,44,15,20,0,0,0,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,5,1096,2876,60,..,1152,2876
SSC41458,182,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,188,506,20,..,204,506
SSC41459,50,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,119,8,..,60,119
SSC41460,612,1297,57,80,0,3,58,81,30,36,0,0,0,0,0,0,30,36,10,10,0,3,0,0,4,7,19,18,10,12,717,1445,206,..,928,1445
SSC41461,110,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,269,16,..,123,269
SSC41462,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,4,..,10,23
SSC41463,393,1140,146,255,16,34,160,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,1423,54,..,609,1423
SSC41464,839,2333,10,12,0,0,10,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,6,9,11,6,14,869,2369,52,..,916,2369
SSC41465,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,..,9,12
SSC41466,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,..,6,10
SSC41467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC41468,103,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,289,11,..,108,289
SSC41469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC41470,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,0,..,11,27
SSC41471,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,4,..,12,31
SSC41472,598,1580,107,211,51,116,158,324,166,318,0,0,0,0,0,0,166,318,0,5,0,0,0,0,0,0,3,3,3,15,928,2234,113,..,1038,2234
SSC41473,50,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,152,13,..,67,152
SSC41474,879,2297,209,418,149,325,356,746,387,694,51,82,0,0,0,0,446,775,0,0,0,0,0,0,0,4,0,4,3,0,1683,3824,211,..,1900,3824
SSC41475,396,1132,19,41,3,8,24,50,101,166,0,0,0,3,0,0,103,169,0,0,0,0,0,0,0,0,0,0,0,0,523,1353,58,..,581,1353
SSC41476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC41477,90,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,94,268,5,..,98,268
SSC41478,333,890,3,6,0,0,3,6,0,0,0,0,0,0,0,0,0,0,11,16,0,0,0,0,0,3,8,19,0,0,348,911,36,..,377,911
SSC41479,183,484,19,18,0,0,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,10,203,521,22,..,228,521
SSC41480,20,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,5,..,25,42
SSC41481,334,867,12,26,14,28,25,53,9,13,0,0,0,0,0,0,9,13,0,0,0,0,0,0,0,0,0,0,0,0,369,928,42,..,411,928
SSC41482,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,..,4,6
SSC41483,694,1806,58,119,60,157,121,276,26,40,0,0,0,0,0,0,23,44,12,20,0,0,0,0,0,6,14,24,3,7,854,2157,91,..,945,2157
SSC41484,2153,5541,32,100,7,24,44,117,78,134,0,0,0,0,0,0,78,134,0,4,0,0,0,0,0,0,0,4,7,14,2282,5814,170,..,2453,5814
SSC41485,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,6,..,10,14
SSC41486,22,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,0,9,15,0,0,32,60,120,..,151,60
SSC41487,75,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,193,5,..,83,193
SSC41488,26,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,29,96,3,..,35,96
SSC41489,1426,3040,352,493,36,59,388,548,60,81,5,10,13,18,0,4,77,111,3,6,19,32,0,0,3,12,30,45,9,11,1932,3757,661,..,2587,3757
SSC41490,31,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,78,0,..,33,78
SSC41491,513,1567,3,10,0,0,3,10,0,5,0,0,0,0,0,0,0,5,45,54,46,61,0,0,0,0,85,115,4,8,608,1702,48,..,656,1702
SSC41492,367,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,920,33,..,404,920
SSC41493,29,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,66,66,..,96,66
SSC41494,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,4,..,19,22
SSC41495,932,2227,114,168,0,0,114,168,33,50,0,0,0,0,0,0,33,50,7,11,0,3,0,0,0,3,10,12,5,20,1103,2473,171,..,1270,2473
SSC41496,119,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,118,277,48,..,171,277
SSC41497,50,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,49,82,176,..,222,82
SSC41498,553,1475,206,325,115,264,326,593,112,171,0,0,81,139,0,0,194,310,0,0,0,0,0,0,3,8,3,8,9,12,1080,2397,147,..,1227,2397
SSC41499,1110,3178,56,74,17,36,68,114,30,38,0,0,0,0,0,0,30,38,0,0,0,0,0,0,0,0,0,0,0,0,1210,3326,73,..,1285,3326
SSC41500,26,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,57,9,..,32,57
SSC41501,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,6,..,7,14
SSC41502,1363,2964,85,132,7,15,92,148,27,32,0,0,0,0,0,0,27,32,6,7,0,0,3,3,3,3,6,16,4,12,1502,3169,545,..,2048,3169
SSC41503,157,370,0,0,0,0,0,0,4,6,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,159,377,16,..,181,377
SSC41504,19,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,21,51,16,..,35,51
SSC41505,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,..,0,4
SSC41506,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,..,3,6
SSC41507,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,26,8,..,16,26
SSC41508,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,..,3,5
SSC41509,18,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,41,21,..,37,41
SSC41510,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,0,..,15,32
SSC41511,30,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,84,12,..,45,84
SSC41512,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,..,6,6
SSC41513,58,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,165,11,..,74,165
SSC41514,79,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,85,167,17,..,100,167
SSC41515,31,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,67,14,..,46,67
SSC41516,29,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,69,13,..,40,69
SSC41517,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,3,..,5,15
SSC41518,20,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,64,13,..,30,64
SSC41519,49,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,45,149,6,..,53,149
SSC41520,19,46,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,54,8,..,26,54
SSC41521,71,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,73,185,8,..,76,185
SSC41522,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,..,3,9
SSC41523,136,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,144,326,53,..,197,326
SSC41524,1457,3624,547,1007,78,198,632,1208,50,89,0,0,0,0,0,0,50,89,0,0,0,0,0,0,3,4,3,4,3,11,2147,4944,177,..,2327,4944
SSC41525,39,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,46,95,16,..,57,95
SSC41526,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,3,..,11,17
SSC41527,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,3,..,13,23
SSC41528,215,559,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,215,570,22,..,238,570
SSC41529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,..,20,0
SSC41530,13,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,38,3,..,14,38
SSC41531,47,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,135,8,..,54,135
SSC41532,31,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,80,8,..,44,80
SSC41533,443,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,451,1082,43,..,494,1082
SSC41534,114,289,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,292,26,..,140,292
SSC41535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC41536,49,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,147,11,..,62,147
SSC41537,555,1584,22,44,33,87,54,132,28,42,0,0,0,0,0,0,28,42,0,0,0,0,0,0,0,0,0,0,0,0,638,1756,72,..,715,1756
SSC41538,22,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,70,3,..,28,70
SSC41539,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,3,..,12,19
SSC41540,17,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,52,11,..,29,52
SSC41541,272,754,70,144,19,35,83,185,258,482,73,151,0,0,0,0,332,630,0,0,0,0,0,0,0,3,0,3,0,0,690,1565,93,..,786,1565
SSC41542,23,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,37,19,..,42,37
SSC41543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC41544,55,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,105,29,..,81,105
SSC41545,26,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,75,9,..,29,75
SSC41546,232,626,57,128,0,0,57,128,44,73,0,0,0,0,0,4,42,71,0,0,0,0,0,0,0,0,0,0,4,3,333,835,40,..,377,835
SSC41547,75,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,5,0,0,0,0,9,10,0,0,83,163,47,..,135,163
SSC41548,65,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,68,134,113,..,180,134
SSC41549,11,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,37,0,..,11,37
SSC41550,1245,3263,95,167,183,456,278,625,373,616,43,62,0,0,0,0,410,676,3,7,0,6,0,0,3,6,9,30,3,17,1952,4611,261,..,2213,4611
SSC41551,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,6,3
SSC41552,1297,3476,127,260,23,54,145,310,52,124,0,0,0,0,3,9,56,129,0,0,0,0,0,0,5,20,5,20,3,12,1506,3948,115,..,1623,3948
SSC41553,417,1079,96,193,9,17,105,206,103,190,0,0,0,4,0,5,100,198,0,0,0,0,0,0,0,0,0,0,3,5,628,1488,73,..,698,1488
SSC41554,1316,3351,446,713,492,1097,939,1809,42,73,12,11,113,205,0,0,167,288,0,0,0,0,0,0,0,0,0,0,3,11,2433,5456,300,..,2732,5456
SSC41555,780,2040,179,325,239,539,415,868,9,18,0,0,0,0,0,0,9,20,0,0,0,0,0,0,0,0,0,0,0,3,1207,2927,120,..,1319,2927
SSC41556,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,3,..,11,21
SSC41557,305,738,75,147,0,0,75,147,10,21,0,0,0,0,0,0,10,21,0,0,0,3,0,0,0,0,0,3,0,4,389,918,41,..,436,918
SSC41558,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,12,..,20,9
SSC41559,635,1825,65,147,8,23,80,171,164,256,0,0,0,0,0,0,164,256,0,0,0,0,0,0,5,3,5,3,0,0,874,2255,79,..,954,2255
SSC41560,40,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,117,9,..,49,117
SSC41561,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,8,18,16,..,25,18
SSC41562,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,0,..,11,17
SSC41563,41,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,104,3,..,41,104
SSC41564,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,4,..,16,17
SSC41565,46,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,0,0,0,0,14,22,0,0,60,131,42,..,107,131
SSC41566,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,..,3,5
SSC41567,17,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,49,3,..,18,49
SSC41568,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,0,..,11,21
SSC41569,109,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,116,287,15,..,125,287
SSC41570,14,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,41,3,..,22,41
SSC41571,1059,2648,262,406,9,18,268,420,52,64,21,30,0,0,3,6,73,102,18,24,0,8,0,0,5,5,17,34,10,9,1430,3216,320,..,1747,3216
SSC41572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC41573,612,1688,15,25,0,0,15,25,39,76,0,0,0,0,0,0,39,76,0,0,0,0,0,0,0,0,0,0,0,6,671,1786,134,..,810,1786
SSC41574,1162,2876,1414,3025,0,0,1414,3025,64,88,0,0,0,0,0,0,64,88,0,0,4,3,0,6,0,0,4,10,7,7,2650,6011,507,..,3160,6011
SSC41575,909,2161,110,152,4,10,110,163,31,41,0,0,0,0,0,0,31,41,0,0,0,0,0,0,0,3,0,3,9,10,1055,2375,179,..,1235,2375
SSC41576,1042,2584,1610,3373,0,0,1610,3373,181,230,0,0,0,0,0,0,181,230,0,0,0,5,0,0,0,3,5,13,4,13,2844,6213,616,..,3463,6213
SSC41577,20,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,44,3,..,22,44
SSC41578,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,5,..,19,29
SSC41579,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,..,3,7
SSC41580,57,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,165,8,..,66,165
SSC41581,37,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,85,11,..,43,85
SSC41582,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,19,0,..,5,19
SSC41583,16,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,46,3,..,23,46
SSC41584,49,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,127,7,..,57,127
SSC41585,20,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,57,3,..,29,57
SSC41586,1174,2757,202,352,4,12,203,359,5,13,0,0,0,0,0,0,5,13,8,19,0,0,0,0,0,0,10,18,6,23,1411,3168,132,..,1546,3168
SSC41587,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,5,7,0,6,9,17,0,..,5,17
SSC41588,909,2537,10,18,0,0,10,18,4,4,0,0,0,0,0,0,4,4,5,8,0,0,0,0,0,3,6,15,8,13,936,2587,72,..,1007,2587
SSC41589,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,6,4,16,0,..,8,16
SSC41590,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,..,7,7
SSC41591,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,..,3,10
SSC41592,11,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,35,3,..,15,35
SSC41593,12,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,34,9,..,19,34
SSC41594,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,..,5,3
SSC41595,836,2175,9,13,0,0,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,848,2200,66,..,919,2200
SSC41596,49,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,148,3,..,55,148
SSC41597,143,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,144,387,22,..,165,387
SSC41598,121,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,355,9,..,132,355
SSC41599,211,486,0,0,0,0,0,0,3,13,0,0,0,0,0,0,3,13,3,3,0,0,0,0,0,3,3,6,4,8,223,516,48,..,274,516
SSC41600,59,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,156,3,..,64,156
SSC41601,1612,4054,323,720,25,79,352,805,66,118,0,0,0,0,0,0,67,119,35,47,12,10,3,3,0,0,49,64,14,39,2095,5073,210,..,2301,5073
SSC41602,166,404,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,17,181,431,30,..,205,431
SSC41603,125,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,317,14,..,144,317
SSC41604,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,..,4,3
SSC41605,9,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,39,0,..,9,39
SSC41606,169,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,3,11,0,7,174,363,72,..,245,363
SSC41607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC41608,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,8,..,19,26
SSC41609,31,59,0,3,0,0,0,3,0,0,22,26,0,0,0,0,23,27,3,8,4,5,0,0,0,0,10,13,0,4,65,102,62,..,126,102
SSC41610,32,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,6,0,0,38,89,14,..,50,89
SSC41611,45,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,101,17,..,59,101
SSC41612,101,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,102,262,9,..,113,262
SSC41613,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,..,3,4
SSC41614,24,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,60,6,..,27,60
SSC41615,68,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,160,0,..,69,160
SSC41616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,..,8,0
SSC41617,33,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,53,47,..,75,53
SSC41618,16,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,19,53,4,..,26,53
SSC41619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC41620,17,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,49,4,..,21,49
SSC41621,88,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,211,7,..,95,211
SSC41622,3598,10018,50,74,5,11,59,82,263,412,0,0,0,0,0,0,263,412,9,10,104,145,0,3,0,7,119,161,7,13,4049,10691,200,..,4247,10691
