SSC_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SSC41078,..,0,3,3,8,11,4,0,0,29,..,0,0,0,4,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,4,..,..,..,..,..,..,..,4,..,3,3,0,0,3,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,14,10,8,18,9,6,3,0,75,..,0,3,11,3,10,6,0,0,30,..,0,3,3,3,0,0,0,0,5,..,0,0,3,0,0,0,0,0,3,12,..,..,..,..,..,..,..,..,12,..,3,..,..,..,..,..,..,..,3,..,3,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41079,..,0,3,3,5,0,9,3,0,18,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,3,9,8,6,7,3,0,37,..,0,0,3,3,5,7,0,0,23,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41080,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41081,..,0,0,4,3,3,4,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,10,3,3,5,3,3,7,3,0,37,..,0,5,0,7,4,3,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41082,..,0,3,0,12,9,10,0,0,28,..,3,3,0,0,0,0,0,0,6,..,0,0,0,3,0,0,0,0,6,22,..,..,..,..,..,..,..,..,22,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,0,3,0,0,5,..,0,0,0,0,3,4,0,0,10,0,3,0,0,0,0,0,0,0,4,24,14,9,9,23,13,19,0,0,101,..,0,3,3,15,6,5,0,0,30,..,0,4,3,0,0,0,0,0,10,..,3,0,0,0,0,0,0,0,5,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3
SSC41083,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,..,0,0,3,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41084,..,0,30,101,76,100,100,60,25,488,..,5,22,15,12,4,0,0,0,52,..,0,3,0,4,3,0,0,0,19,175,..,..,..,..,..,..,..,..,175,..,70,..,..,..,..,..,..,..,70,..,28,33,16,9,3,0,0,0,88,..,7,8,0,0,0,0,0,0,15,..,3,3,3,3,6,0,0,0,20,..,8,14,0,0,5,3,0,0,32,..,0,6,8,15,14,15,21,10,84,3,3,0,0,0,0,0,0,0,11,176,131,116,137,123,126,121,83,40,1053,..,3,48,95,88,88,99,45,11,481,..,3,17,11,10,3,3,0,0,56,..,0,0,9,24,13,5,8,0,68,185,..,..,..,..,..,..,..,..,185,..,63,..,..,..,..,..,..,..,63,..,17,12,3,5,3,0,0,0,47,..,4,4,0,0,3,3,4,4,17,..,11,9,0,0,0,0,0,0,18
SSC41085,..,12,153,233,196,194,174,125,24,1125,..,19,85,57,45,22,7,4,0,244,..,0,4,12,24,10,3,10,7,67,662,..,..,..,..,..,..,..,..,662,..,150,..,..,..,..,..,..,..,150,..,135,74,19,25,5,3,0,0,257,..,21,13,11,5,9,7,0,0,78,..,17,12,13,3,3,0,0,0,51,..,28,33,16,20,23,3,3,0,120,..,8,42,55,67,64,35,27,13,320,4,15,17,11,6,3,0,4,0,67,668,415,435,422,388,337,245,175,49,3139,..,20,225,221,196,209,170,87,11,1136,..,40,89,58,46,17,3,3,0,261,..,8,53,68,75,33,20,7,8,282,572,..,..,..,..,..,..,..,..,572,..,147,..,..,..,..,..,..,..,147,..,94,56,13,9,5,0,0,0,176,..,22,3,0,4,14,7,15,3,63,..,5,8,3,0,0,0,0,0,19
SSC41086,..,3,81,106,84,97,77,38,6,491,..,5,35,26,19,12,4,0,0,102,..,0,0,9,11,9,3,0,0,38,294,..,..,..,..,..,..,..,..,294,..,77,..,..,..,..,..,..,..,77,..,52,36,17,6,0,0,0,0,109,..,18,7,9,6,0,3,0,0,37,..,0,10,7,0,0,0,0,0,22,..,7,20,6,11,5,0,0,0,47,..,8,26,27,37,45,35,18,12,203,7,4,13,9,3,3,0,0,0,41,304,180,224,215,175,179,119,58,19,1474,..,11,103,110,89,87,75,20,3,498,..,9,42,23,18,16,0,0,0,104,..,15,27,46,49,28,6,3,0,170,279,..,..,..,..,..,..,..,..,279,..,74,..,..,..,..,..,..,..,74,..,42,25,9,0,0,0,0,0,84,..,11,0,3,3,4,3,5,0,37,..,3,6,0,3,0,0,0,0,14
SSC41087,..,0,68,104,93,84,123,42,6,525,..,3,25,21,19,9,3,3,0,89,..,0,3,7,9,7,0,0,0,29,256,..,..,..,..,..,..,..,..,256,..,87,..,..,..,..,..,..,..,87,..,65,53,15,7,0,0,0,0,136,..,14,8,0,0,3,0,0,0,30,..,4,3,0,0,0,0,0,0,15,..,5,10,0,8,3,0,0,0,36,..,0,20,24,25,19,27,17,11,147,4,5,9,3,3,3,3,3,0,33,257,187,196,181,171,135,161,66,22,1377,..,11,87,96,100,91,115,27,0,534,..,9,28,27,22,8,5,0,0,95,..,0,15,34,34,29,10,3,3,140,223,..,..,..,..,..,..,..,..,223,..,85,..,..,..,..,..,..,..,85,..,37,29,3,0,0,0,0,0,68,..,9,0,0,5,10,4,3,0,31,..,0,3,0,0,0,0,0,0,6
SSC41088,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,7,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41089,..,0,7,14,25,18,28,7,0,102,..,0,0,4,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,35,..,..,..,..,..,..,..,..,35,..,12,..,..,..,..,..,..,..,12,..,13,6,0,0,0,0,0,0,24,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,5,35,27,11,25,31,23,36,8,0,199,..,0,5,21,27,20,25,3,0,105,..,0,0,3,5,0,0,0,0,11,..,5,0,0,0,0,0,0,3,8,46,..,..,..,..,..,..,..,..,46,..,10,..,..,..,..,..,..,..,10,..,3,0,0,0,0,0,0,0,10,..,0,0,0,0,0,5,0,0,5,..,0,0,0,0,0,0,0,0,0
SSC41090,..,0,154,244,268,230,218,171,35,1317,..,13,52,33,27,11,8,0,0,141,..,0,3,11,27,14,3,8,0,67,503,..,..,..,..,..,..,..,..,503,..,171,..,..,..,..,..,..,..,171,..,124,91,36,20,6,3,0,0,281,..,17,17,4,8,4,3,3,0,63,..,19,16,3,4,0,3,0,0,48,..,59,40,6,11,10,3,0,3,121,..,4,39,43,66,42,42,35,6,286,0,8,14,13,9,8,5,0,0,55,504,419,430,398,437,323,292,216,44,3056,..,11,200,250,263,244,237,118,9,1336,..,18,50,21,32,12,3,0,0,144,..,6,31,50,53,36,13,17,11,226,484,..,..,..,..,..,..,..,..,484,..,197,..,..,..,..,..,..,..,197,..,93,46,19,10,3,3,0,0,175,..,13,14,6,0,16,7,6,10,76,..,24,15,5,0,0,0,0,0,40
SSC41091,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41092,..,22,432,666,646,575,444,202,30,3020,..,34,150,91,92,48,22,5,0,442,..,0,9,35,65,41,15,13,0,177,1776,..,..,..,..,..,..,..,..,1776,..,460,..,..,..,..,..,..,..,460,..,386,315,83,52,9,0,0,0,853,..,66,47,29,31,39,12,0,8,237,..,29,46,16,18,11,3,0,0,125,..,36,89,46,50,17,10,5,0,244,..,17,78,79,113,109,93,55,15,555,15,37,50,28,18,19,7,3,0,170,1792,1091,1216,1066,1082,866,609,283,52,8065,..,63,628,664,618,532,401,137,12,3052,..,64,144,90,96,38,16,6,0,463,..,21,160,187,194,121,35,35,6,752,1581,..,..,..,..,..,..,..,..,1581,..,516,..,..,..,..,..,..,..,516,..,295,149,35,18,13,0,0,0,510,..,50,39,9,24,37,49,32,12,254,..,32,30,15,11,5,0,0,0,87
SSC41093,..,20,392,569,672,556,300,87,10,2609,..,79,209,158,123,63,15,0,0,654,..,4,25,52,47,30,10,3,7,184,1786,..,..,..,..,..,..,..,..,1786,..,491,..,..,..,..,..,..,..,491,..,453,280,73,32,6,0,0,0,847,..,74,34,27,16,20,14,8,5,212,..,39,42,26,19,15,5,0,0,140,..,26,61,19,38,13,20,3,0,181,..,18,98,103,141,121,57,16,8,568,24,34,53,42,23,19,3,0,0,192,1808,1237,1200,1069,1111,848,424,125,28,7849,..,59,527,614,636,512,225,55,3,2635,..,96,255,132,128,47,10,0,0,662,..,45,165,239,249,99,46,24,6,873,1745,..,..,..,..,..,..,..,..,1745,..,494,..,..,..,..,..,..,..,494,..,311,145,30,10,6,0,0,0,509,..,61,28,17,20,46,32,31,8,240,..,31,28,4,6,8,0,0,0,79
SSC41094,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41095,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41096,..,0,0,0,3,3,5,0,0,13,..,0,0,0,0,3,0,0,0,0,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,8,0,3,3,5,14,8,0,0,38,..,0,0,0,7,3,3,0,0,16,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41097,..,0,0,3,4,6,16,3,0,34,..,3,6,3,0,0,0,0,0,13,..,0,0,3,0,0,0,0,0,5,22,..,..,..,..,..,..,..,..,22,..,3,..,..,..,..,..,..,..,3,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,6,..,0,0,0,7,6,3,0,0,17,0,0,0,0,0,0,0,0,0,3,22,5,5,13,19,16,18,8,0,107,..,0,0,3,5,10,10,0,0,34,..,3,3,0,0,0,0,0,0,11,..,0,3,4,0,0,0,0,0,7,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41098,..,0,3,10,7,3,4,3,0,35,..,0,3,0,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,19,..,..,..,..,..,..,..,..,19,..,3,..,..,..,..,..,..,..,3,..,9,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,6,3,0,11,0,0,0,0,0,3,0,0,0,4,19,15,18,11,16,9,15,5,0,100,..,0,4,8,5,4,7,0,0,33,..,0,0,3,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,18,..,..,..,..,..,..,..,..,18,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41099,..,0,14,20,36,43,34,20,6,179,..,3,21,8,14,0,3,0,0,48,..,0,0,0,0,0,3,0,0,4,82,..,..,..,..,..,..,..,..,82,..,10,..,..,..,..,..,..,..,10,..,13,11,0,0,3,0,0,0,20,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,3,3,0,3,3,0,0,0,7,..,0,10,7,18,15,14,8,0,72,0,0,0,0,4,4,5,3,0,18,82,36,54,44,71,74,57,30,5,454,..,4,16,28,39,45,40,11,0,186,..,5,21,11,9,3,4,0,0,46,..,0,11,3,5,4,0,0,3,27,84,..,..,..,..,..,..,..,..,84,..,11,..,..,..,..,..,..,..,11,..,6,3,0,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41100,..,0,3,3,11,17,11,0,0,46,..,0,0,0,3,3,0,0,0,8,..,0,0,0,4,0,0,0,0,4,15,..,..,..,..,..,..,..,..,15,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,3,0,0,11,0,0,0,0,0,0,0,0,0,0,15,5,3,5,18,21,17,0,0,88,..,0,0,8,11,16,3,0,0,43,..,0,0,0,3,0,3,0,0,6,..,0,0,0,0,0,0,0,0,3,15,..,..,..,..,..,..,..,..,15,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41101,..,3,91,77,85,55,59,46,22,434,..,7,40,24,9,3,5,0,0,90,..,0,5,3,11,7,3,0,0,29,186,..,..,..,..,..,..,..,..,186,..,68,..,..,..,..,..,..,..,68,..,50,24,11,7,6,0,0,0,93,..,24,3,3,5,4,0,0,0,33,..,19,7,0,3,0,0,0,0,25,..,42,33,10,21,14,7,0,0,121,..,4,18,29,33,37,39,17,17,190,3,3,8,6,4,0,3,0,0,32,188,210,222,169,168,122,116,69,33,1298,..,5,109,65,81,64,52,43,10,432,..,17,44,20,5,8,3,0,0,93,..,4,7,26,40,17,11,10,5,125,163,..,..,..,..,..,..,..,..,163,..,68,..,..,..,..,..,..,..,68,..,26,14,3,8,8,0,0,0,65,..,18,11,3,0,9,0,8,3,47,..,15,5,0,0,0,0,0,0,20
SSC41102,..,0,108,179,152,123,95,55,17,728,..,14,90,52,33,33,14,3,0,241,..,0,0,7,16,4,4,0,3,35,347,..,..,..,..,..,..,..,..,347,..,93,..,..,..,..,..,..,..,93,..,30,35,12,10,5,3,0,0,96,..,15,6,4,0,3,0,0,0,28,..,7,12,0,0,0,0,0,0,19,..,49,80,10,10,7,0,0,0,158,..,21,40,36,43,35,24,17,10,224,11,11,14,3,3,0,4,0,0,41,353,246,378,311,266,211,144,74,30,2017,..,0,135,191,154,128,79,38,8,744,..,29,104,41,27,32,6,0,0,241,..,0,14,33,51,23,3,3,10,143,360,..,..,..,..,..,..,..,..,360,..,108,..,..,..,..,..,..,..,108,..,19,17,8,5,9,0,0,0,64,..,21,7,3,7,0,5,6,0,50,..,6,5,0,0,0,3,0,0,21
SSC41103,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41104,..,0,8,4,3,3,7,3,0,31,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,3,3,0,0,12,3,0,0,0,0,0,0,0,0,9,14,6,11,7,11,9,8,3,0,69,..,0,3,4,10,3,7,0,0,27,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41105,..,0,0,0,5,12,3,0,0,21,..,0,3,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,6,9,4,5,14,4,0,0,43,..,0,0,3,3,11,3,0,0,21,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
