SSC_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SSC40389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40390,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,3,0,9,3,3,0,18,0,0,3,8,10,11,0,0,30,3,11,14,13,18,23,7,0,92,0,0,0,0,0,0,0,0,4,0,3,3,0,3,3,0,0,14,3,14,18,13,22,25,7,0,108,0,0,0,0,0,0,0,0,0,3,3,0,3,12,18,8,9,58,8,16,34,24,50,66,20,7,226
SSC40391,40,12,18,3,0,0,149,0,24,15,21,9,6,0,0,84,64,230,130,58,54,24,13,0,571,23,89,71,48,59,19,9,0,321,53,126,89,99,89,46,26,7,532,13,21,9,5,7,0,0,0,54,8,11,4,9,10,5,0,0,55,75,151,103,119,106,53,26,11,645,3,4,3,4,6,0,0,3,26,48,69,46,35,67,36,46,18,366,218,638,415,297,328,142,93,38,2167
SSC40392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,3,3,0,3,0,0,0,8,0,7,5,3,5,0,0,0,25,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,8,3,5,0,0,0,26,0,0,0,0,0,0,0,0,3,4,7,3,5,4,7,0,0,35,7,13,21,15,11,10,3,0,81
SSC40393,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,7,13,10,10,7,0,0,46,0,9,14,9,12,5,3,0,49,19,31,31,33,14,14,7,5,153,4,11,3,7,0,0,0,0,18,4,0,0,0,0,0,0,0,13,27,37,38,38,15,14,6,5,191,0,3,0,3,0,0,0,0,10,21,11,11,17,16,17,8,9,108,57,76,81,75,59,41,20,15,422
SSC40394,0,3,0,0,0,0,10,0,0,0,0,6,0,0,0,14,9,28,21,15,23,13,5,0,111,6,42,32,40,29,23,3,0,169,98,186,119,110,102,57,34,6,706,36,46,20,13,12,0,0,0,134,10,10,15,17,18,0,3,0,84,152,241,153,143,129,58,32,9,921,3,3,3,4,3,3,3,0,20,60,66,51,60,58,43,45,26,416,233,381,272,260,250,140,97,37,1668
SSC40395,0,4,3,0,0,0,15,0,3,3,3,4,0,0,0,22,13,30,32,31,16,3,4,9,130,14,32,27,25,38,18,7,6,164,56,140,104,88,91,56,34,21,592,23,23,14,10,10,0,0,0,73,8,10,10,13,7,9,3,7,64,89,176,121,114,102,68,37,27,731,4,3,3,0,3,6,4,0,23,67,53,53,68,57,66,103,72,536,183,300,239,247,223,159,155,105,1610
SSC40396,3,3,0,0,0,0,11,0,0,3,0,4,0,0,0,7,3,10,9,7,8,4,4,0,53,3,15,10,12,24,10,3,3,81,48,58,36,49,38,29,17,6,280,9,19,12,3,6,0,0,0,56,3,4,6,3,5,3,3,0,32,59,81,52,59,50,35,16,6,358,0,4,0,0,3,0,0,0,6,40,38,46,51,41,38,45,13,303,106,152,129,137,120,89,70,19,825
SSC40397,4,0,0,0,0,0,18,0,0,0,0,3,0,0,0,13,0,22,16,18,5,7,3,3,83,13,41,18,13,15,5,3,0,113,53,128,66,66,62,29,20,4,431,22,28,11,8,7,3,3,0,81,8,16,10,4,10,3,0,0,50,83,175,84,81,78,35,26,5,562,3,6,0,3,0,0,0,0,15,67,56,62,54,42,36,56,16,381,169,297,190,172,158,88,91,20,1185
SSC40398,5,0,0,0,0,0,15,0,0,4,0,3,4,0,0,11,11,21,28,25,19,6,4,0,115,23,50,29,19,21,16,6,6,178,77,126,72,76,51,47,30,16,492,28,32,8,5,3,0,0,0,78,10,13,6,10,7,9,5,3,57,109,169,88,97,58,59,33,13,629,0,4,3,4,3,0,3,0,16,63,50,50,40,41,53,62,15,373,202,310,202,190,150,134,106,36,1334
SSC40399,12,0,0,0,0,0,21,0,3,0,0,3,0,0,0,8,4,22,17,7,3,5,0,0,74,10,14,17,15,14,4,0,3,82,47,60,44,46,38,24,14,4,287,24,20,14,10,5,3,0,0,75,3,11,9,13,5,5,0,0,38,76,88,69,66,52,26,18,8,402,0,5,0,0,4,3,0,3,18,48,49,60,44,33,31,55,18,340,147,196,178,138,101,78,75,30,948
SSC40400,3,7,0,0,0,0,12,0,3,3,3,3,0,0,0,12,8,34,21,22,21,17,5,0,121,4,23,27,20,22,14,6,4,128,66,99,86,96,67,39,53,14,521,14,23,12,3,4,0,0,0,58,4,11,6,6,12,9,3,0,50,84,131,102,111,80,44,58,16,630,0,4,0,3,3,3,0,0,20,51,36,46,56,48,60,89,53,439,151,234,207,218,176,139,156,72,1356
SSC40401,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,9,5,11,3,4,9,4,0,0,34,0,5,3,7,3,7,0,0,19,0,8,6,13,13,4,3,3,59,0,5,3,0,0,0,0,0,5,0,0,0,0,4,3,0,0,13,3,14,14,15,16,9,3,3,71,0,0,0,0,0,0,0,0,3,3,5,6,4,3,5,7,6,37,9,33,22,31,46,24,8,5,175
SSC40402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,4,3,0,0,0,13
SSC40403,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,12,0,0,3,3,0,3,0,0,11,0,3,0,0,5,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,3,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,4,8,27,9,7,0,57
SSC40404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,8,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,3,5,6,3,3,0,0,21
SSC40405,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,16,0,0,3,3,0,0,0,0,6,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,3,7,11,9,11,3,0,40
SSC40406,4,10,14,37,4,3,79,0,0,5,4,16,20,8,0,57,4,39,50,42,68,108,54,18,381,6,24,39,36,76,131,55,16,367,29,65,78,102,129,220,123,35,788,7,10,12,6,13,11,0,0,64,3,3,11,9,23,42,25,8,127,40,87,102,122,164,273,150,44,983,0,0,0,3,3,6,14,9,36,36,12,31,34,46,98,101,39,403,85,172,231,258,390,676,383,128,2317
SSC40407,56,21,12,6,0,0,222,0,23,14,11,8,6,0,0,64,54,268,155,69,43,24,9,4,637,31,103,81,58,45,19,13,9,352,76,146,137,96,90,47,41,19,643,13,11,14,6,8,0,0,0,52,4,13,15,15,13,3,0,0,69,90,166,158,113,106,51,37,23,755,3,10,10,7,10,0,3,4,51,46,60,58,37,35,38,42,58,381,228,761,528,320,265,142,104,95,2462
SSC40408,21,27,27,12,8,0,99,0,3,11,11,9,3,0,0,43,18,36,50,86,51,30,14,8,292,0,4,16,27,14,16,11,0,95,8,5,8,10,15,18,0,0,62,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,0,11,12,6,11,11,14,18,0,0,74,0,0,0,4,5,0,0,0,11,0,0,3,5,4,9,3,0,35,33,54,111,171,132,94,40,9,646
SSC40409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,3,0,3,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,3,0,3,7,4,0,3,0,20
SSC40410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40411,13,9,3,4,0,0,31,0,0,7,3,5,0,0,0,18,3,42,42,29,16,11,3,0,146,3,28,22,30,22,15,0,0,124,18,61,48,41,36,17,4,3,233,0,5,7,4,3,0,0,0,17,0,4,3,8,8,4,0,0,33,29,71,61,52,45,19,4,3,282,0,0,3,0,3,0,0,0,12,14,12,7,18,12,12,9,4,88,50,162,156,137,111,65,14,6,707
SSC40412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,5,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,6,3,3,0,0,0,27
SSC40413,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,8,4,5,4,5,0,34,0,3,8,11,12,5,0,0,46,16,13,25,23,25,18,11,0,122,0,3,0,4,0,0,0,0,9,0,0,7,8,3,3,3,0,19,15,17,30,28,29,24,9,0,152,0,0,0,0,0,0,0,0,6,8,7,5,10,17,5,8,4,61,20,32,53,53,61,34,31,10,297
SSC40414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,9
SSC40415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,5
SSC40416,39,25,15,3,0,0,120,3,6,3,15,9,4,0,0,41,21,85,75,48,27,9,11,0,279,11,17,18,16,28,10,0,0,101,15,24,15,39,12,8,4,0,125,3,0,0,0,0,0,0,0,7,0,4,3,5,0,4,0,0,17,12,34,25,46,19,10,7,0,148,0,0,0,3,0,0,0,0,5,0,5,5,10,9,0,13,0,43,51,193,167,153,101,40,30,3,732
SSC40417,4,3,0,4,0,0,9,0,3,4,3,5,4,0,0,19,15,45,23,19,19,6,6,0,121,9,20,28,30,21,10,3,3,119,58,104,64,64,37,18,12,10,365,14,10,3,3,3,0,0,0,37,3,5,4,20,4,6,0,0,45,78,117,75,85,43,31,14,10,445,0,8,0,3,3,0,0,0,15,20,25,14,13,15,38,27,18,175,119,222,141,150,111,84,52,26,906
SSC40418,3,0,0,0,0,0,17,0,3,0,0,0,0,0,0,9,6,40,19,17,17,7,0,0,105,8,44,29,18,19,12,0,0,126,53,122,55,49,38,24,3,0,341,13,9,7,3,0,0,0,0,35,4,8,3,4,11,4,0,0,27,72,139,60,56,47,29,3,0,408,0,0,0,0,4,0,0,0,9,17,25,13,10,6,9,8,3,90,114,263,128,92,92,50,15,3,759
SSC40419,15,11,8,4,3,0,52,0,5,10,16,12,3,0,0,38,19,64,88,48,55,26,9,3,319,13,44,74,90,61,32,21,8,333,74,142,140,145,104,60,28,10,706,8,11,3,5,4,3,5,0,40,5,7,13,20,16,12,3,0,76,91,164,158,164,119,76,36,13,823,0,0,3,5,6,3,3,0,21,24,26,25,26,38,20,40,37,234,144,319,363,368,294,175,107,58,1830
SSC40420,3,0,0,0,0,0,8,0,3,0,0,0,0,0,0,9,3,7,7,0,0,0,0,0,16,0,9,3,3,3,0,0,0,19,4,12,17,7,3,3,0,0,48,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,3,3,13,17,13,5,4,3,0,56,0,0,0,0,0,0,0,0,0,11,3,15,12,8,7,0,0,56,18,31,35,27,25,13,4,0,161
SSC40421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,12,3,0,3,7,3,3,0,0,16
SSC40422,18,3,6,0,0,0,61,0,3,8,4,3,3,0,0,18,12,63,45,24,26,4,10,0,191,0,24,19,16,13,4,7,0,92,8,25,24,13,15,17,9,5,127,3,0,0,0,0,0,0,0,3,0,0,4,3,3,0,0,3,19,12,24,27,20,17,17,10,10,150,0,3,0,0,4,0,0,0,8,9,12,12,5,3,5,8,15,83,36,162,130,75,75,44,40,35,593
SSC40423,6,4,11,6,0,0,39,0,4,11,8,4,3,0,0,34,5,35,32,43,35,13,3,3,161,3,17,23,23,32,4,0,0,100,16,19,23,34,26,17,0,5,142,3,3,4,3,0,0,0,0,17,0,3,5,7,5,3,0,0,22,25,26,28,50,35,20,0,5,185,0,3,0,0,3,0,0,0,11,3,9,3,14,10,15,10,3,59,35,95,102,136,127,57,15,10,580
SSC40424,18,15,7,7,3,0,54,3,10,10,12,10,8,0,0,51,19,85,73,47,44,49,11,0,328,12,36,60,68,61,44,13,0,297,63,136,128,133,79,76,31,7,660,4,8,10,3,3,3,0,0,33,3,4,20,13,13,13,4,0,75,71,150,157,148,99,96,38,6,768,5,3,3,3,3,3,9,0,29,24,16,32,17,31,30,22,6,172,132,308,352,307,252,241,96,18,1706
SSC40425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,6,0,0,0,17
SSC40427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,9,0,0,5,8,10,0,0,0,14,4,4,6,9,7,4,0,0,46,0,0,3,0,0,0,0,0,6,0,0,3,0,3,0,0,0,9,4,9,14,11,12,4,0,0,54,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,5,0,28,4,11,21,24,27,12,6,0,112
