SSC_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SSC40060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40061,8,0,0,0,11,0,0,0,0,3,0,0,4,0,3,0,0,5,0,7,16,3,7,0,28,9,3,13,0,27,41,6,10,0,60,18,5,10,0,28,31,31,9,0,66,22,22,6,0,49,10,16,0,0,33,22,14,6,0,43,24,34,3,0,57,13,12,0,0,27,10,8,0,0,19,6,9,0,0,12,6,13,0,0,21,14,27,6,0,53,4,4,3,0,14,250,201,85,6,544
SSC40062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,3,0,0,12
SSC40063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40064,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,23
SSC40065,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,3,0,0,0,0,3,7,0,3,0,12,21,0,4,0,28,21,3,9,0,34,23,9,8,0,33,14,16,3,0,32,18,14,3,0,35,15,15,3,0,28,20,29,6,3,60,16,22,4,0,38,5,15,0,0,27,3,10,0,0,14,8,34,0,0,42,11,28,10,0,52,4,3,0,0,4,192,202,53,4,461
SSC40066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,13
SSC40068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,3,0,0,15
SSC40069,0,0,0,0,3,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,16,3,3,0,15,7,3,15,0,23,51,3,14,0,65,37,16,21,0,69,60,28,12,0,95,40,18,10,0,72,23,31,14,0,69,20,54,6,0,86,46,100,4,0,153,33,59,3,0,93,17,39,0,0,56,5,10,3,0,21,3,21,0,0,25,28,48,4,0,84,6,3,0,0,12,401,437,115,4,959
SSC40070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,0,0,9,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,11,18,0,0,29
SSC40071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
SSC40072,0,3,0,0,4,4,0,0,0,4,3,0,7,0,13,0,0,10,0,15,30,3,14,0,43,11,4,19,0,33,79,13,25,0,121,30,11,16,5,65,34,23,13,0,67,37,30,7,0,74,14,18,5,0,44,21,21,3,0,50,33,41,10,0,80,16,25,4,0,38,8,10,0,0,19,4,10,0,0,13,12,9,0,0,18,17,27,12,0,60,11,3,8,0,20,363,239,159,4,770
SSC40073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC40075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,3,3,0,15
SSC40076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,6,0,0,17
SSC40077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6
SSC40078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,0,0,7,3,0,4,0,7,8,0,0,0,9,3,0,0,0,3,3,6,0,0,11,7,3,0,0,11,0,6,0,0,12,0,3,0,0,6,0,6,0,0,6,3,8,0,0,11,0,7,0,0,9,0,0,0,0,0,40,44,4,0,88
SSC40079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,5,5,0,17
SSC40080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,8
SSC40081,0,0,0,0,4,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,3,0,0,0,9,12,0,0,0,19,13,3,3,0,20,10,3,0,0,17,7,7,0,0,12,3,8,0,0,8,4,3,0,0,7,4,9,0,0,12,7,4,0,0,10,3,0,0,0,9,0,0,0,0,5,3,3,0,0,7,11,11,0,0,20,3,0,0,0,3,106,55,14,0,169
SSC40082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC40083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,14
SSC40084,3,0,0,0,4,3,0,0,0,4,0,0,0,0,3,0,0,0,0,0,5,3,0,0,10,8,0,4,0,12,25,0,3,0,27,9,4,4,0,22,26,9,4,0,37,16,9,9,0,39,13,9,3,0,23,13,16,5,0,33,25,27,11,0,64,27,38,4,3,72,15,34,4,0,51,23,32,0,0,56,51,122,7,0,181,14,56,5,0,77,0,6,0,0,6,277,375,57,9,723
SSC40085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40086,3,0,0,0,7,0,0,0,0,5,0,0,3,0,3,0,3,0,0,0,9,3,3,0,12,10,7,8,0,32,17,10,3,0,32,12,10,0,0,19,15,16,4,3,46,13,9,0,0,22,5,6,3,0,16,11,4,0,0,13,17,11,0,0,25,3,9,0,0,15,4,9,0,0,13,0,0,0,0,0,3,3,0,0,9,8,9,3,0,22,0,0,0,0,0,133,122,39,5,303
SSC40087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,16,7,3,0,21
SSC40088,8,0,0,0,8,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,0,5,0,14,4,0,10,0,12,50,3,12,0,66,35,11,12,0,57,46,17,9,0,74,55,28,10,0,92,34,29,11,0,78,35,35,12,0,78,59,93,11,0,162,50,64,4,0,122,28,64,0,0,91,16,60,3,0,80,41,135,3,0,180,36,77,22,0,135,5,0,0,0,4,525,612,118,11,1261
SSC40089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,3,9,0,0,16
SSC40090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,11,10,0,0,18
SSC40091,3,0,0,0,10,0,0,3,0,4,0,0,0,0,6,0,0,0,0,4,12,0,0,0,20,13,7,8,0,20,45,0,7,0,46,48,7,7,0,63,52,12,11,0,68,43,20,4,0,72,11,8,3,0,21,33,17,9,0,54,33,53,6,0,87,26,41,3,0,74,13,21,0,0,38,17,25,0,0,41,18,36,0,0,49,24,41,12,0,73,9,5,3,0,12,391,277,83,3,759
SSC40092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,4,0,0,4
SSC40093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,4,0,0,4,0,0,0,0,5,0,3,0,0,6,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,4,0,29
SSC40095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
SSC40096,4,0,3,0,11,7,0,4,0,15,3,3,5,0,17,0,0,15,0,15,23,4,31,0,62,9,8,36,0,53,94,19,26,0,140,38,19,29,0,82,49,35,27,3,112,30,35,8,0,73,28,34,6,3,74,22,27,11,0,52,43,60,5,3,105,18,30,3,0,47,10,9,0,0,20,6,7,0,0,11,8,17,0,0,26,29,34,20,3,86,18,4,9,0,33,439,347,231,23,1038
SSC40097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,0,0,10,0,3,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,17,25,0,0,38
SSC40098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,4,3,0,20
SSC40099,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,3,0,3,0,8,0,0,5,0,10,15,0,7,0,24,11,0,7,0,19,14,4,11,0,22,13,5,3,0,25,9,15,3,0,19,5,10,4,0,19,20,25,11,0,59,10,15,3,0,36,10,22,0,0,29,0,14,0,0,15,18,48,0,0,69,14,12,6,0,33,0,0,0,0,0,143,179,65,6,387
SSC40100,3,0,0,0,7,4,0,0,0,5,0,0,3,3,9,0,0,0,0,3,6,0,4,0,12,7,0,9,0,22,16,4,8,0,30,4,6,5,0,25,10,12,0,4,28,5,15,15,0,36,8,7,6,0,19,3,15,3,0,21,26,34,3,3,64,14,17,0,0,32,3,10,0,0,12,0,5,0,0,9,4,3,0,0,7,12,19,4,0,35,0,0,0,0,0,126,156,75,16,373
SSC40101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,5,0,0,5,3,0,0,0,4,5,0,0,0,5,0,3,0,0,3,4,3,0,0,4,3,11,0,0,10,0,6,0,0,5,4,4,0,0,11,0,0,0,0,3,0,5,0,0,4,3,4,3,0,13,0,0,0,0,0,26,38,3,0,72
SSC40102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,6,0,0,6,0,0,0,0,0,7,17,3,0,20
SSC40104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,9,0,0,20
SSC40106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,11
SSC40107,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,6,0,0,0,9,18,0,5,0,28,13,0,3,0,22,29,10,4,0,43,14,15,0,0,31,5,11,3,0,23,8,16,3,0,30,11,31,4,0,47,6,17,0,0,29,7,11,0,0,20,5,10,0,0,12,6,19,0,0,19,10,25,5,0,44,0,0,0,0,4,155,171,39,3,364
SSC40108,0,0,0,0,3,0,0,0,0,0,0,0,4,0,6,0,0,4,0,4,6,0,5,0,7,3,0,13,0,18,28,3,10,0,44,9,6,8,3,31,15,10,21,0,50,20,12,8,0,40,9,10,10,0,30,7,10,0,0,22,24,22,7,0,53,28,28,6,0,66,5,11,0,0,23,3,7,0,0,11,3,3,0,0,5,12,36,11,0,55,3,0,0,0,4,181,171,110,8,475
SSC40109,5,0,0,0,13,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,4,0,7,9,0,10,0,15,13,5,6,0,31,15,4,8,3,31,21,11,7,0,45,19,9,8,0,41,20,12,4,0,30,13,10,0,0,27,22,22,0,6,52,17,22,0,0,40,11,35,0,0,45,4,18,0,0,24,8,40,0,0,45,13,22,6,0,41,0,0,3,0,7,199,214,63,13,495
SSC40110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,6
SSC40111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,15
SSC40112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,12
SSC40113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,6,4,0,0,12
SSC40114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,7,7,0,0,19
SSC40115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,8
SSC40116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,9
SSC40117,3,0,5,0,4,0,0,0,0,4,0,4,4,3,11,3,0,3,0,6,15,3,9,0,21,18,0,18,0,36,49,6,10,0,65,39,10,21,0,63,65,8,7,3,89,47,23,22,0,95,31,22,13,0,68,36,31,9,3,81,47,77,15,0,142,38,74,6,0,117,19,64,4,0,82,24,37,4,0,65,22,86,4,0,105,41,54,19,0,116,5,0,3,0,11,502,507,166,11,1183
SSC40118,5,0,8,0,14,0,4,3,0,5,3,5,14,0,21,5,3,14,3,19,16,9,10,0,44,13,34,32,3,74,47,23,30,3,101,42,36,30,3,111,32,43,29,3,109,20,40,18,3,85,18,44,5,4,65,18,36,6,4,57,31,53,13,0,92,18,44,4,0,67,6,21,0,0,27,7,10,0,0,17,0,9,0,0,12,27,60,12,0,94,3,0,12,0,12,306,477,231,23,1041
