SSC_CODE_2016,M_Mng_0,M_Mng_1_15,M_Mng_16_24,M_Mng_25_34,M_Mng_35_39,M_Mng_40,M_Mng_41_48,M_Mng_49over,M_Mng_hours_NS,M_Mng_Tot,M_Pro_0,M_Pro_1_15,M_Pro_16_24,M_Pro_25_34,M_Pro_35_39,M_Pro_40,M_Pro_41_48,M_Pro_49over,M_Pro_hours_NS,M_Pro_Tot,M_TTW_0,M_TTW_1_15,M_TTW_16_24,M_TTW_25_34,M_TTW_35_39,M_TTW_40,M_TTW_41_48,M_TTW_49over,M_TTW_hours_NS,M_TTW_Tot,M_CPS_0,M_CPS_1_15,M_CPS_16_24,M_CPS_25_34,M_CPS_35_39,M_CPS_40,M_CPS_41_48,M_CPS_49over,M_CPS_hours_NS,M_CPS_Tot,M_CA_0,M_CA_1_15,M_CA_16_24,M_CA_25_34,M_CA_35_39,M_CA_40,M_CA_41_48,M_CA_49over,M_CA_hours_NS,M_CA_Tot,M_Sal_0,M_Sal_1_15,M_Sal_16_24,M_Sal_25_34,M_Sal_35_39,M_Sal_40,M_Sal_41_48,M_Sal_49over,M_Sal_hours_NS,M_Sal_Tot,M_MOD_0,M_MOD_1_15,M_MOD_16_24,M_MOD_25_34,M_MOD_35_39,M_MOD_40,M_MOD_41_48,M_MOD_49over,M_MOD_hours_NS,M_MOD_Tot,M_Lab_0,M_Lab_1_15,M_Lab_16_24,M_Lab_25_34,M_Lab_35_39,M_Lab_40,M_Lab_41_48,M_Lab_49over,M_Lab_hours_NS,M_Lab_Tot,M_ID_NS_0,M_ID_NS_1_15,M_ID_NS_16_24,M_ID_NS_25_34,M_ID_NS_35_39,M_ID_NS_40,M_ID_NS_41_48,M_ID_NS_49over,M_ID_NS_hours_NS,M_ID_NS_Tot,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_Mng_0,F_Mng_1_15,F_Mng_16_24,F_Mng_25_34,F_Mng_35_39,F_Mng_40,F_Mng_41_48,F_Mng_49over,F_Mng_hours_NS,F_Mng_Tot,F_Pro_0,F_Pro_1_15,F_Pro_16_24,F_Pro_25_34,F_Pro_35_39,F_Pro_40,F_Pro_41_48,F_Pro_49over,F_Pro_hours_NS,F_Pro_Tot,F_TTW_0,F_TTW_1_15,F_TTW_16_24,F_TTW_25_34,F_TTW_35_39,F_TTW_40,F_TTW_41_48,F_TTW_49over,F_TTW_hours_NS,F_TTW_Tot,F_CPS_0,F_CPS_1_15,F_CPS_16_24,F_CPS_25_34,F_CPS_35_39,F_CPS_40,F_CPS_41_48,F_CPS_49over,F_CPS_hours_NS,F_CPS_Tot,F_CA_0,F_CA_1_15,F_CA_16_24,F_CA_25_34,F_CA_35_39,F_CA_40,F_CA_41_48,F_CA_49over,F_CA_hours_NS,F_CA_Tot,F_Sal_0,F_Sal_1_15,F_Sal_16_24,F_Sal_25_34,F_Sal_35_39,F_Sal_40,F_Sal_41_48,F_Sal_49over,F_Sal_hours_NS,F_Sal_Tot,F_MOD_0,F_MOD_1_15,F_MOD_16_24,F_MOD_25_34,F_MOD_35_39,F_MOD_40,F_MOD_41_48,F_MOD_49over,F_MOD_hours_NS,F_MOD_Tot,F_Lab_0,F_Lab_1_15,F_Lab_16_24,F_Lab_25_34,F_Lab_35_39,F_Lab_40,F_Lab_41_48,F_Lab_49over,F_Lab_hours_NS,F_Lab_Tot,F_ID_NS_0,F_ID_NS_1_15,F_ID_NS_16_24,F_ID_NS_25_34,F_ID_NS_35_39,F_ID_NS_40,F_ID_NS_41_48,F_ID_NS_49over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_15,F_Tot_16_24,F_Tot_25_34,F_Tot_35_39,F_Tot_40,F_Tot_41_48,F_Tot_49over,F_Tot_hours_NS,F_Tot_Tot
SSC40030,0,0,0,0,6,3,5,4,0,24,0,4,0,3,16,11,0,3,0,34,6,0,6,7,13,14,7,4,0,60,0,3,4,3,7,0,0,0,0,24,0,4,0,4,5,5,0,0,0,19,0,3,3,3,10,4,0,0,0,20,3,0,0,3,14,9,3,7,0,44,0,10,3,7,13,6,3,0,4,46,0,0,0,3,6,0,0,0,0,9,11,24,11,29,90,52,24,25,4,277,0,3,0,0,4,3,0,0,0,11,0,0,8,11,16,7,3,6,0,45,0,0,0,0,6,0,0,0,0,11,0,16,19,17,10,4,3,3,0,73,3,4,0,3,11,6,0,0,0,29,0,3,0,9,3,0,0,0,0,23,0,0,0,3,3,0,0,0,0,3,0,6,8,10,12,0,0,0,0,40,0,0,0,0,0,0,0,0,3,8,10,36,37,45,72,21,16,9,4,250
SSC40031,0,3,7,10,23,30,20,47,0,145,0,0,3,4,18,18,7,7,0,58,6,4,9,11,50,54,33,53,4,228,0,4,0,0,7,3,0,8,0,21,0,0,0,7,8,4,4,5,0,32,0,9,3,0,6,4,11,9,0,44,8,0,10,13,30,19,16,36,3,132,0,32,11,12,24,18,7,13,0,124,0,0,0,0,0,3,0,0,5,17,24,61,32,53,161,159,102,181,20,791,0,3,3,9,10,9,3,9,0,51,7,9,24,17,10,13,10,9,0,98,0,12,4,7,18,4,3,0,0,50,8,23,21,23,16,10,3,0,3,103,4,20,24,60,54,25,12,3,3,201,0,33,13,17,20,3,0,0,0,92,0,3,0,0,0,0,0,0,0,10,0,10,11,16,4,11,0,0,0,46,3,0,0,0,3,0,0,0,4,12,24,105,94,149,137,82,36,34,9,674
SSC40032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC40033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40035,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC40036,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,21,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,6,0,3,0,16
SSC40037,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40038,0,3,3,3,0,4,3,12,0,25,0,3,0,3,3,3,4,0,0,18,3,3,0,3,5,8,0,17,0,48,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,4,4,0,11,0,0,3,0,6,7,12,14,0,42,3,0,7,5,4,10,5,0,0,34,0,0,0,0,0,0,0,0,0,4,7,16,12,16,16,37,30,48,0,186,0,0,0,3,0,0,3,3,0,24,0,7,3,3,3,4,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,8,4,9,4,3,0,3,0,41,4,5,6,3,5,0,0,0,0,27,0,5,3,4,3,0,4,0,0,20,0,0,0,0,0,0,0,3,0,4,0,7,3,9,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,9,36,26,38,22,10,12,19,0,172
SSC40039,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,12,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,18,0,39,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,14
SSC40040,0,0,0,0,4,5,0,16,0,24,0,0,0,3,0,5,4,5,0,17,0,0,0,3,0,5,0,5,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,4,0,0,3,0,0,3,0,9,0,0,3,0,10,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,12,11,12,11,19,10,26,4,106,0,0,4,0,3,0,0,3,0,10,4,0,7,8,9,0,0,3,0,32,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,15,0,6,0,3,7,4,3,0,0,21,0,5,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,20,15,19,17,6,3,12,0,97
SSC40041,0,0,0,0,0,3,3,14,3,28,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,8,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,7,5,3,0,3,3,5,0,3,0,27,0,0,0,0,0,0,0,0,0,0,9,3,3,8,10,16,13,32,8,90,0,0,0,3,0,0,0,0,0,13,0,3,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,6,0,3,0,5,7,0,0,0,0,13,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,17,8,18,4,8,0,6,0,64
SSC40042,0,0,0,0,0,5,3,8,0,18,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,12,5,14,0,43,0,0,0,0,0,0,3,0,0,4,0,0,3,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,5,0,30
SSC40043,0,0,0,4,19,16,8,17,0,65,9,8,9,9,62,43,17,23,0,184,9,7,11,11,38,48,29,25,0,175,3,16,15,13,18,10,9,4,0,84,0,0,3,6,26,9,4,4,0,53,0,12,8,9,15,8,7,7,0,61,3,6,7,4,29,7,12,5,3,79,3,24,17,20,33,6,9,6,0,118,0,0,0,0,3,0,0,4,4,14,24,73,64,80,229,143,98,105,9,826,0,0,6,0,17,6,8,3,0,53,14,22,23,34,57,34,29,15,3,216,4,6,0,3,10,4,3,0,0,33,14,34,18,43,23,9,3,3,3,157,9,16,19,19,68,12,12,4,0,153,3,30,19,23,12,4,6,0,4,107,0,0,0,0,3,0,0,0,0,6,3,12,14,18,11,5,4,0,0,69,0,0,0,0,0,0,0,0,5,9,44,115,99,150,196,76,67,37,17,799
SSC40044,0,3,3,0,3,4,3,7,0,21,3,0,0,0,0,0,8,0,0,14,3,0,0,0,8,0,3,3,0,18,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,4,5,11,3,11,11,12,14,0,78,0,0,0,0,0,3,0,8,0,15,0,0,0,0,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,0,0,13,0,0,0,0,5,0,0,3,0,12,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,4,8,13,6,0,10,0,69
SSC40045,0,0,0,0,13,11,0,6,0,29,0,3,5,8,15,14,4,8,0,51,3,4,3,0,11,9,4,3,0,40,0,9,3,5,8,3,0,4,3,26,0,0,0,0,7,4,0,0,0,13,0,4,4,0,3,4,3,3,0,22,0,3,0,3,0,0,0,3,0,16,0,3,7,3,3,3,3,3,0,23,0,0,0,0,0,0,0,0,3,3,8,26,16,25,55,43,26,30,12,233,0,0,0,0,3,0,4,4,0,13,3,3,7,4,16,14,3,10,0,69,3,0,0,0,3,3,0,0,0,10,0,12,0,3,11,0,0,0,0,36,3,9,6,14,13,9,4,0,0,55,0,3,6,0,7,0,0,0,0,18,0,0,0,0,3,0,0,0,0,4,0,5,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,5,3,10,32,24,26,56,25,15,25,9,216
SSC40046,3,3,0,0,6,5,3,13,0,27,0,4,0,0,5,8,3,8,0,28,0,0,6,5,6,5,3,7,0,35,0,3,0,0,0,0,0,3,0,10,0,3,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,8,3,0,0,0,0,3,0,3,0,12,0,0,0,0,4,0,0,0,0,10,0,0,0,0,3,0,0,0,0,3,4,16,9,10,21,27,18,34,0,139,0,0,0,3,7,10,0,7,0,26,0,5,5,11,4,3,3,3,0,41,0,0,0,0,0,0,0,0,0,5,0,6,3,0,0,0,0,0,0,15,0,5,4,0,7,3,0,0,0,26,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,36,11,22,24,17,9,17,0,128
SSC40047,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC40048,11,15,16,14,65,88,62,135,6,391,11,25,20,39,135,116,63,100,0,522,9,22,21,49,122,140,64,98,14,542,8,33,13,16,15,31,11,12,0,139,8,11,13,16,62,33,15,24,4,184,7,56,19,20,42,38,15,35,7,236,0,8,12,17,57,18,17,20,0,156,5,43,28,36,50,37,18,13,5,242,4,0,0,0,5,8,3,4,4,34,65,222,136,213,553,501,269,446,39,2449,14,16,18,27,54,35,22,31,0,198,31,64,105,100,136,83,49,49,0,628,0,22,18,13,24,12,4,9,0,102,14,104,58,80,54,23,13,7,4,345,23,78,119,110,143,61,21,5,7,571,13,130,58,58,39,8,7,10,0,322,0,0,3,0,0,0,0,0,0,8,3,31,19,21,4,7,0,0,0,90,3,0,3,7,7,3,0,0,12,37,92,441,397,412,457,230,123,111,26,2295
SSC40049,0,3,4,0,12,11,3,9,0,47,0,3,3,7,12,17,3,7,0,47,0,3,7,10,20,19,10,14,0,87,0,10,5,5,9,3,6,8,0,44,0,0,0,0,18,6,3,0,0,25,4,8,3,5,5,5,3,0,0,34,3,4,3,3,23,7,9,6,3,58,0,15,7,16,32,11,9,11,3,111,0,0,0,0,0,0,0,0,0,9,8,46,35,50,135,74,40,57,11,462,0,0,0,3,9,7,5,0,0,30,4,6,5,10,24,8,3,3,0,62,0,0,0,4,3,0,0,0,0,9,6,16,19,17,16,9,5,8,0,96,8,3,9,12,10,7,4,0,0,48,0,6,3,5,4,8,0,0,0,27,0,3,0,3,3,0,0,0,0,10,0,11,10,15,15,0,3,3,0,58,0,0,0,0,3,0,0,0,0,5,25,42,52,65,88,38,16,23,4,348
SSC40050,0,0,3,3,3,7,13,15,0,38,0,0,0,0,0,3,4,6,0,19,0,0,0,0,4,0,9,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,9,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,0,5,3,0,13,3,8,3,0,16,16,0,0,0,45,0,0,0,0,0,0,0,3,0,3,7,12,13,7,29,35,28,22,0,162,0,3,3,0,4,3,6,3,0,22,3,6,6,6,4,5,0,4,0,36,0,3,0,4,0,0,0,0,0,10,0,9,3,7,4,0,0,0,0,28,4,6,3,3,3,3,0,0,0,19,0,5,4,4,6,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,9,31,24,28,22,14,12,13,4,156
SSC40051,0,0,3,3,3,6,6,16,4,41,3,3,3,6,13,16,5,15,0,63,0,4,0,3,3,3,4,0,0,22,0,3,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,6,23,24,19,20,38,18,32,3,174,0,3,0,0,0,3,3,0,0,18,0,3,11,8,6,8,3,3,0,41,0,0,0,0,0,0,0,0,0,7,0,0,4,3,0,0,0,0,0,12,3,10,7,8,8,3,0,0,3,45,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,30,33,17,21,22,6,8,7,137
SSC40052,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6
SSC40053,0,0,0,3,0,3,5,15,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,16,0,31,0,3,0,0,0,0,0,0,0,12,0,3,3,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,3,3,4,0,0,28
SSC40054,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,7,5,7,7,7,3,14,0,35,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,6,7,0,9,0,35
SSC40055,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,19,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,3,0,17
SSC40056,0,3,0,0,0,0,4,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,3,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,3,5,6,4,4,19,0,44,0,0,3,3,0,0,0,3,0,8,0,0,0,3,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,11,0,3,0,0,0,0,3,0,0,14,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,12,0,3,7,3,0,41
SSC40057,0,0,0,0,0,3,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,4,9,0,31,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,9,0,6,0,24
SSC40058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
