SSC_CODE_2016,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SSC40613,13,32,46,14,19,32,25,63,88,24,99,118,100,204,302,99,95,195,317,87,401,218,98,315,275,115,385,233,48,283,192,37,227,194,20,213,248,24,274,131,5,136,56,3,57,24,3,28,24,0,22,180,12,191,28,47,74,2376,1008,3390
SSC40614,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,5,4,7,9,0,9,6,0,4,10,4,8,8,0,8,11,0,11,15,0,15,11,0,11,6,0,6,3,0,3,17,0,17,14,0,14,0,0,0,106,17,120
SSC40615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC40616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,9
SSC40617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC40618,0,0,0,0,0,0,0,3,3,0,7,7,0,9,8,3,0,3,9,0,10,15,0,15,10,4,18,14,4,13,11,0,11,5,0,5,13,0,12,0,0,0,5,0,5,0,0,0,7,0,5,8,0,8,0,0,0,100,29,125
SSC40619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5
SSC40620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40621,0,0,0,0,0,0,0,9,9,0,3,7,4,15,22,0,3,7,10,0,10,0,4,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,8,4,33,41,72
SSC40622,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,3,3,10,0,10,3,3,3,10,0,15,6,0,6,3,0,9,11,3,14,20,0,20,13,0,13,12,0,12,17,0,15,15,0,15,18,0,23,0,0,0,150,17,167
SSC40623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6
SSC40624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
SSC40625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40626,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,3,0,3,5,4,9,0,0,3,3,0,3,4,0,3,0,0,0,0,0,3,0,0,0,3,0,9,0,0,3,34,16,50
SSC40627,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,21
SSC40628,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,13,20
SSC40629,0,6,10,0,0,3,0,8,9,3,24,27,13,66,84,10,28,39,41,16,59,14,17,29,58,20,74,43,15,56,33,16,48,22,9,32,50,8,53,34,0,34,19,0,19,5,0,5,17,0,17,46,0,48,3,3,6,421,244,664
SSC40630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40631,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7
SSC40632,0,0,0,0,0,0,4,0,4,0,0,0,3,7,7,0,4,4,3,8,10,13,0,19,8,0,11,15,0,10,3,0,3,11,0,9,16,0,16,3,0,3,3,0,3,3,0,3,3,0,3,17,0,17,3,0,4,103,27,131
SSC40633,0,0,0,0,3,0,3,0,6,0,0,0,4,4,8,0,0,0,3,4,10,5,0,8,10,3,16,3,0,3,9,0,9,6,0,6,11,0,9,5,0,5,0,0,0,0,0,0,0,0,0,9,0,9,3,0,3,74,26,97
SSC40634,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,3,3,0,0,0,7,0,7,3,0,5,0,0,3,3,0,3,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,25,6,34
SSC40635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40636,0,0,4,0,0,3,0,4,9,0,15,15,8,16,23,0,12,12,6,3,12,12,14,20,15,6,23,21,13,29,14,5,21,18,0,22,31,11,44,13,0,13,25,0,28,9,4,16,79,0,79,35,10,41,3,3,4,296,117,415
SSC40637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,14
SSC40639,0,0,0,0,0,0,0,3,4,0,3,3,0,0,0,0,3,5,0,0,0,3,0,4,5,0,6,8,3,9,3,0,3,4,0,8,9,0,9,9,0,9,0,0,0,3,0,5,13,0,13,16,0,16,0,0,0,64,12,84
SSC40640,0,4,10,7,3,11,10,21,33,9,53,67,34,112,153,27,34,61,105,30,131,66,37,102,70,29,91,78,16,94,43,5,51,39,8,44,70,6,75,52,3,51,15,3,20,9,3,17,21,0,21,79,3,84,12,36,43,734,408,1143
SSC40641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,14,3,14
SSC40642,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6
SSC40643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,11,0,10
SSC40644,3,7,6,0,0,0,0,7,11,3,4,4,6,10,20,8,3,12,12,8,16,14,6,17,16,3,14,12,0,12,3,0,3,10,0,9,13,3,17,7,0,7,4,0,4,3,0,4,3,0,3,9,0,9,0,3,4,127,49,182
SSC40645,0,0,0,0,0,0,0,3,3,0,0,0,3,7,12,3,0,5,8,3,12,12,4,12,6,0,6,10,3,12,4,0,4,15,0,17,15,0,15,10,0,10,7,0,9,8,0,8,13,0,13,12,0,12,3,0,3,106,27,134
SSC40646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9
SSC40647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,13,3,12
SSC40648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC40649,0,0,0,0,0,0,0,0,6,0,0,0,8,0,8,3,0,6,3,0,3,8,0,8,0,0,0,3,0,7,0,0,0,0,0,4,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,41,8,55
SSC40650,3,3,4,3,0,4,4,3,5,0,5,10,3,13,18,4,8,9,8,3,10,19,3,19,13,3,19,24,3,30,21,3,23,15,0,15,34,0,34,26,0,26,9,0,9,8,0,13,26,0,25,31,0,29,3,3,5,266,51,320
SSC40651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,3,6,0,6,3,0,3,3,0,3,3,0,3,3,0,3,4,0,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,28,7,37
SSC40652,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8
SSC40653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40654,3,0,3,0,0,0,0,3,3,0,0,0,3,4,9,5,3,11,10,3,15,12,4,13,11,11,19,19,3,24,14,3,21,23,3,28,25,0,28,16,0,19,9,0,9,3,0,3,4,0,4,21,0,25,3,3,5,194,42,238
SSC40655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,16
SSC40656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
SSC40657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,13
SSC40659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40660,5,5,12,0,4,7,9,39,44,3,34,39,30,101,132,37,48,89,102,31,133,66,33,99,82,34,118,82,22,98,56,12,68,66,4,71,91,8,101,50,0,51,23,0,24,10,0,12,15,0,15,66,7,72,7,21,25,797,412,1206
SSC40661,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,16,10,26
SSC40662,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC40663,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,4,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,18,0,18
SSC40664,0,0,0,0,0,0,0,8,9,4,10,11,7,21,33,9,7,9,23,0,30,10,4,16,19,4,17,20,0,21,7,0,7,6,0,6,11,0,12,3,0,3,3,0,3,0,0,0,3,0,3,10,0,12,3,0,10,138,68,202
SSC40665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,15
SSC40666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,17,10,25
SSC40668,4,4,7,3,0,3,3,14,14,3,6,6,11,41,51,7,16,23,27,28,54,27,17,46,36,21,58,43,7,50,24,0,27,34,0,35,30,3,29,29,0,33,9,0,9,5,5,10,12,0,12,42,3,44,5,10,16,349,165,512
SSC40669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
SSC40670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,6,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,17,4,19
SSC40671,7,20,25,4,3,10,3,33,32,3,39,40,12,94,101,11,41,52,39,44,88,30,23,57,24,31,52,26,24,47,20,17,44,20,20,44,38,13,56,29,3,38,22,3,21,13,14,32,42,0,42,35,6,47,3,15,21,406,446,846
SSC40672,6,6,16,6,0,11,3,20,18,3,20,25,12,63,80,20,42,58,38,38,78,30,40,68,52,49,94,44,36,78,31,24,58,43,21,62,75,23,94,36,5,40,28,0,28,31,6,36,102,0,106,62,11,75,7,12,18,630,412,1038
SSC40673,13,13,26,6,9,11,5,18,18,8,19,27,16,32,49,13,22,29,23,16,45,42,32,68,39,27,63,30,18,48,26,19,47,41,9,49,62,8,76,57,0,59,41,0,41,35,5,38,146,0,144,67,9,79,9,14,18,675,270,943
SSC40674,7,16,26,0,0,4,0,21,20,0,30,30,10,35,45,6,28,34,14,7,21,14,28,40,19,23,43,20,16,40,7,13,19,13,15,21,24,23,49,8,0,8,14,0,17,15,16,26,36,4,37,19,8,29,3,5,10,229,292,520
SSC40675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,12,0,9,7,0,7,3,0,3,10,0,5,12,0,10,11,0,11,0,0,0,0,0,3,3,0,3,18,0,18,0,0,0,81,10,91
SSC40676,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,17,7,18
SSC40677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,3,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,24
SSC40678,7,3,6,0,0,3,3,3,8,0,6,6,10,11,21,3,3,11,23,6,29,16,12,25,17,0,20,24,0,29,20,0,24,30,4,37,54,4,57,27,0,27,13,0,13,13,0,13,25,0,25,45,0,43,4,0,8,329,58,389
SSC40679,3,4,11,0,0,0,6,5,11,3,5,6,3,12,19,6,12,11,22,13,33,21,15,31,23,17,34,26,9,30,14,3,18,10,0,7,24,4,30,10,0,15,8,0,8,7,0,8,9,4,12,12,4,15,0,3,6,186,120,302
SSC40680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40681,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,13,0,0,5,11,3,14,4,3,8,9,3,16,5,3,6,11,0,11,15,0,15,3,0,3,0,0,0,3,0,3,14,0,14,0,0,0,89,21,106
SSC40682,3,0,3,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,6,20
SSC40683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40684,11,13,16,8,6,8,4,18,22,3,34,36,35,83,122,35,34,66,88,14,103,62,24,82,82,29,109,83,25,104,49,7,58,65,12,73,98,13,110,99,3,98,66,0,66,33,3,33,69,0,69,84,8,96,6,18,29,974,340,1321
SSC40685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,18
SSC40686,23,18,40,13,13,23,19,69,86,19,106,126,69,164,233,81,56,135,135,54,190,105,53,164,109,40,146,105,37,142,81,20,103,64,13,80,103,26,123,45,4,58,27,3,34,12,7,21,29,7,33,97,29,125,22,41,61,1151,771,1922
SSC40687,9,0,8,0,3,3,3,15,21,3,27,25,24,52,67,15,24,41,45,23,59,38,14,50,28,26,60,34,9,43,18,8,32,39,7,50,50,5,56,23,3,24,22,0,22,6,0,6,6,0,6,36,7,45,5,9,11,405,240,641
SSC40688,3,3,5,0,0,0,4,7,8,0,4,11,6,22,29,8,10,14,15,15,32,5,3,15,20,10,27,26,9,36,11,3,21,5,0,7,23,0,23,6,0,6,6,0,6,5,0,5,9,0,9,7,0,11,8,4,9,166,93,252
SSC40689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SSC40690,3,0,3,0,4,3,3,6,7,0,9,9,0,19,17,0,18,18,9,13,19,6,4,12,9,16,18,8,3,9,9,3,12,4,0,5,10,0,14,15,0,15,11,0,11,8,3,8,29,0,29,10,0,15,4,7,7,139,98,243
SSC40691,0,5,3,3,3,4,7,24,26,3,38,41,23,68,91,26,32,59,51,20,66,40,33,73,53,26,81,52,10,59,31,10,45,34,4,37,43,5,43,21,0,24,11,0,11,7,5,10,9,0,9,44,3,46,3,14,17,451,301,754
SSC40692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,16
SSC40693,0,3,3,3,0,3,0,0,0,0,3,3,5,12,13,0,7,3,15,0,15,9,3,11,18,4,15,12,4,14,6,0,6,4,0,4,13,0,14,3,0,3,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,90,30,121
SSC40694,0,3,3,0,0,0,0,0,3,0,3,3,0,8,10,0,3,3,7,9,14,8,9,16,15,5,22,13,6,15,3,0,3,6,8,13,13,11,20,20,0,23,7,0,7,4,0,11,12,0,18,24,3,23,0,7,7,142,71,214
SSC40695,0,3,3,3,3,12,4,8,14,3,13,18,20,51,67,16,23,40,56,17,77,32,20,53,36,24,60,29,13,44,18,3,22,21,3,27,31,6,38,17,0,22,14,0,14,3,3,9,22,0,22,33,0,33,5,9,17,371,201,578
SSC40696,7,3,8,5,5,9,3,10,10,3,23,22,16,44,64,16,30,41,22,18,41,18,20,41,41,24,60,50,19,67,30,20,42,28,9,37,50,18,66,66,5,73,35,0,35,31,8,42,122,0,122,70,5,72,4,8,12,607,264,866
SSC40697,22,27,49,9,13,24,18,59,74,16,91,101,48,169,218,42,96,140,135,64,203,124,81,201,148,88,237,141,66,209,92,57,150,102,26,129,204,47,245,128,10,134,76,6,77,43,12,56,56,3,59,123,26,147,13,37,53,1539,971,2506
SSC40698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,11
SSC40699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,7,4,11,9,3,5,10,0,11,3,0,7,3,0,3,12,0,12,3,0,3,0,0,0,3,0,6,4,0,4,3,0,3,0,0,0,56,18,74
SSC40703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40704,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,8,0,8,5,3,10,0,0,3,5,0,10,0,0,0,0,0,3,11,3,12,0,0,0,3,0,3,0,0,3,0,0,0,3,0,3,0,0,0,55,25,73
SSC40705,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,3,0,3,3,0,3,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,24,4,30
SSC40706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,19
SSC40707,0,0,0,0,0,0,0,3,3,3,0,3,6,0,6,3,0,3,3,0,7,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,23,31,13,47
SSC40708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,14,3,22
SSC40710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,23
SSC40711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8
SSC40712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,3,0,3,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,16,6,22
SSC40713,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,18,3,24
SSC40714,0,0,0,0,0,0,0,0,0,0,4,6,3,0,4,0,0,0,6,7,12,3,3,11,7,3,10,8,3,11,3,0,3,6,0,5,7,0,7,8,0,8,3,0,3,0,0,0,3,0,3,5,0,5,0,0,0,61,25,82
SSC40715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
