SSC_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SSC40405,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,3,0,21
SSC40406,14,12,3,17,9,4,3,0,0,59,3,9,5,25,14,5,3,5,0,68,27,14,98,58,25,31,16,32,3,306,0,4,7,8,3,8,0,4,0,28,3,0,0,15,10,4,3,0,0,36,0,0,0,0,0,0,0,0,0,3,4,4,3,4,0,5,0,3,0,25,80,186,122,144,69,56,29,59,3,751
SSC40407,11,18,9,12,14,3,6,4,0,83,21,28,24,35,28,3,13,12,0,154,39,27,157,62,54,28,18,45,7,427,0,0,3,4,4,4,0,0,0,24,3,3,0,14,3,5,0,4,0,35,5,3,3,9,3,3,0,8,0,33,0,12,8,3,3,3,3,8,3,46,154,431,252,204,182,88,80,139,17,1533
SSC40408,5,9,0,3,11,0,0,0,0,42,11,3,0,3,4,0,0,0,0,17,9,0,11,9,4,6,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,76,222,18,30,54,24,5,3,3,444
SSC40409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,4,0,17
SSC40410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40411,3,17,3,13,3,5,0,0,0,40,5,10,3,11,10,0,0,4,4,51,12,10,68,15,22,8,11,11,3,170,0,0,5,4,5,0,0,0,0,14,3,0,3,0,0,0,4,4,0,16,0,0,3,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,7,47,132,96,65,59,25,14,23,13,482
SSC40412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,3,0,0,0,0,0,14
SSC40413,0,0,3,3,0,0,0,3,0,10,3,4,4,5,0,3,0,3,0,20,11,0,23,14,3,4,10,11,0,81,3,0,0,0,3,0,0,0,0,5,3,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,3,5,0,3,0,3,0,3,0,0,11,25,18,36,25,11,8,17,21,0,163
SSC40414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40416,0,11,3,3,3,0,0,0,0,28,18,9,3,5,3,0,0,0,0,37,17,7,32,10,12,7,0,8,0,93,0,0,0,0,0,3,0,0,0,6,0,0,0,3,6,3,0,0,0,11,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,92,239,53,47,44,22,3,24,3,536
SSC40417,4,5,0,5,3,0,0,0,0,26,11,10,3,25,12,3,0,0,0,57,21,6,83,39,25,20,14,26,6,240,0,0,0,3,3,3,0,3,0,13,0,0,0,5,6,0,3,3,0,24,0,3,0,0,0,0,0,0,0,7,0,0,0,4,4,5,0,3,0,19,48,81,97,98,66,36,17,40,10,488
SSC40418,0,10,4,4,6,0,0,0,0,27,7,10,5,19,6,7,0,6,0,68,18,11,91,44,28,17,18,25,0,257,0,0,3,0,3,5,0,6,0,23,3,0,0,7,6,4,0,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,7,40,84,124,87,65,41,23,42,7,509
SSC40419,17,23,8,22,10,4,4,7,4,92,22,14,13,49,29,10,3,8,0,150,53,28,166,93,58,32,27,45,15,524,3,0,3,3,6,9,0,7,0,30,3,0,3,11,10,9,3,3,0,40,3,4,0,4,3,0,0,0,0,9,4,3,3,9,8,0,0,6,0,32,135,306,204,218,139,76,40,73,20,1215
SSC40420,0,0,0,0,0,0,0,0,0,4,4,3,0,3,0,0,0,0,0,13,3,6,17,3,3,0,0,3,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,26,13,16,11,0,3,7,4,80
SSC40421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9
SSC40422,0,9,0,4,8,0,0,0,0,21,4,8,0,5,8,3,0,6,0,39,8,7,21,16,5,10,3,10,0,78,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,0,0,4,43,139,32,54,40,17,4,24,4,362
SSC40423,3,9,4,6,3,0,0,0,0,29,3,4,3,15,9,7,0,0,0,43,4,3,34,21,14,11,7,7,3,103,0,0,0,3,0,0,0,3,0,12,0,7,3,8,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,9,35,130,55,62,50,27,10,19,5,395
SSC40424,11,23,8,20,14,3,0,0,0,85,22,26,13,32,21,11,3,4,0,133,43,26,193,74,44,30,25,45,5,483,3,3,0,4,9,4,0,0,0,26,6,3,8,7,8,7,0,3,0,45,0,0,0,0,5,0,0,0,0,14,3,0,3,3,3,0,0,0,3,20,126,287,240,161,133,56,36,62,9,1118
SSC40425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3
SSC40426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,11
SSC40427,3,3,0,3,0,0,0,0,0,8,0,0,0,0,4,0,0,3,0,5,10,0,12,3,0,0,0,5,0,32,0,0,0,0,4,0,0,3,0,5,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,8,12,4,7,3,0,10,4,70
SSC40428,3,10,3,11,3,0,0,0,0,34,8,12,4,13,5,4,3,5,4,56,8,13,42,24,16,12,6,11,3,133,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,7,0,0,0,23,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,0,0,0,0,12,72,254,63,79,79,35,12,35,9,643
SSC40429,9,17,10,12,8,3,3,5,0,65,6,3,11,23,15,10,0,17,3,92,23,5,76,38,23,19,25,32,4,250,0,0,0,3,0,4,3,4,0,17,3,3,3,4,8,4,0,3,0,35,0,3,3,0,0,3,0,3,0,11,0,3,4,10,0,6,4,13,4,45,68,237,132,137,103,65,59,131,12,944
SSC40430,3,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,3,3,0,0,0,3,0,28
SSC40431,11,28,12,18,20,4,9,14,0,127,36,31,27,51,31,10,10,7,0,197,46,20,207,60,74,32,35,55,3,528,0,4,0,8,11,0,4,3,0,31,3,0,4,9,19,11,0,4,0,50,3,6,3,0,8,4,0,4,0,31,5,4,7,7,9,4,5,8,12,53,175,431,294,227,251,107,78,143,25,1732
SSC40432,0,0,3,0,0,0,0,0,0,7,3,3,0,0,4,0,0,0,0,13,6,0,19,4,0,3,4,0,0,39,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,20,18,12,8,3,6,8,0,90
SSC40433,3,6,0,7,6,3,0,0,0,26,9,6,3,12,6,0,0,0,0,40,8,7,38,15,10,3,3,4,0,90,0,0,0,0,3,0,0,3,0,6,3,0,0,0,3,0,0,3,0,12,0,4,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,10,71,176,58,59,58,28,14,28,0,483
SSC40434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,3,0,0,16
SSC40435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,4,0,11
SSC40436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,11
SSC40437,9,3,0,0,0,0,0,0,0,9,3,3,0,0,6,4,0,0,0,22,10,6,19,5,5,7,0,0,0,54,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9,53,115,24,15,42,18,3,4,0,272
SSC40438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40439,59,91,31,60,52,19,4,3,3,315,62,71,49,79,76,18,7,14,4,380,130,61,388,144,131,89,43,62,12,1070,3,3,6,7,19,10,7,6,0,63,11,7,9,16,25,9,0,4,3,91,8,4,4,4,12,0,0,0,0,39,10,13,8,4,8,7,0,0,3,53,499,1144,537,417,469,205,80,119,38,3513
SSC40440,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,7,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,18,5,5,3,9,3,3,0,59
SSC40441,3,0,0,0,3,0,0,0,0,12,4,0,0,3,0,0,0,0,0,14,3,3,14,3,0,0,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,24,15,11,5,9,3,3,12,0,87
SSC40442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40443,16,30,10,13,18,5,3,3,0,100,28,30,20,34,30,8,3,8,0,160,37,19,183,48,51,31,23,40,6,449,0,0,3,5,3,3,0,0,0,17,10,3,3,8,25,3,4,5,0,61,0,11,0,0,0,0,0,0,0,11,0,10,3,0,7,7,0,0,10,39,159,434,259,163,196,82,46,75,26,1443
SSC40444,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,27
SSC40445,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10
SSC40446,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,4,3,3,3,0,0,30
SSC40447,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,7,4,3,5,4,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,30,15,8,3,0,0,3,0,79
SSC40448,4,11,0,8,0,3,0,0,0,28,6,5,8,15,10,10,0,3,3,56,13,11,24,7,17,6,3,4,4,97,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,8,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,5,77,251,46,54,62,40,4,14,19,569
SSC40449,0,3,0,0,4,0,0,0,0,6,6,0,0,3,0,0,0,0,0,8,11,5,24,10,7,3,7,3,0,63,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,39,26,17,19,4,5,10,3,145
SSC40450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40451,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,14
SSC40452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,9
SSC40454,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,5,0,13
SSC40455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,0,0,3,0,15
SSC40457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC40460,10,9,3,8,7,0,0,4,0,38,7,4,3,23,8,3,4,3,0,54,33,9,107,54,33,12,32,36,3,325,0,0,0,3,6,0,5,8,0,19,3,0,3,7,9,3,3,3,0,25,0,0,0,0,0,0,3,0,0,6,3,0,6,3,0,4,3,3,0,23,70,96,126,101,67,31,47,56,5,599
SSC40461,0,15,0,4,3,6,0,0,0,31,0,6,0,3,5,0,0,0,0,16,5,3,11,3,3,0,0,8,0,35,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,11,0,0,0,3,3,0,0,0,0,10,53,156,20,26,41,13,0,14,3,336
SSC40462,4,21,3,12,10,3,3,3,0,57,7,19,12,9,18,5,0,0,0,71,31,7,95,18,23,17,11,20,0,228,0,0,0,0,0,0,3,4,0,12,5,6,4,7,13,4,0,0,0,31,4,0,0,0,3,0,0,0,0,4,0,0,4,3,0,3,0,3,3,15,108,268,124,81,89,50,19,36,6,786
SSC40463,17,36,16,23,28,4,3,3,0,131,29,33,15,37,36,5,5,9,3,170,38,28,176,55,55,35,28,40,6,462,0,0,3,10,7,3,0,0,3,36,6,3,9,21,16,10,4,3,0,63,3,6,0,0,7,0,3,6,0,26,8,9,13,6,7,11,3,3,5,62,232,582,253,206,249,113,55,70,27,1787
SSC40464,12,40,9,7,13,4,0,4,0,92,19,24,17,18,13,8,0,3,0,103,21,21,57,31,20,13,0,19,0,186,0,0,0,0,4,3,0,0,0,14,0,4,0,9,3,7,0,0,0,24,3,6,3,0,3,3,0,0,0,20,7,5,0,3,3,5,0,0,3,24,213,712,106,119,155,53,17,45,16,1430
SSC40465,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,11,0,3,3,0,0,0,7,0,31
SSC40466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40469,0,3,0,4,3,0,0,0,0,6,0,0,6,0,6,0,0,0,0,13,3,0,13,6,6,4,3,3,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,10,46,20,10,15,13,6,13,3,136
SSC40470,0,6,3,3,0,0,0,0,0,14,9,7,3,7,10,0,0,0,0,39,16,13,57,14,10,6,9,17,3,142,0,0,0,0,0,0,0,3,0,4,0,0,3,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,19,34,65,71,27,36,16,16,28,3,291
SSC40471,24,43,11,24,17,3,0,0,0,132,34,32,16,42,23,18,4,9,6,188,39,36,191,86,71,47,47,54,10,584,7,0,3,4,15,4,3,7,0,48,9,0,6,13,15,5,3,9,0,60,3,3,3,0,0,0,0,0,0,10,0,7,6,9,0,9,9,8,4,46,176,391,240,213,180,97,69,93,30,1484
SSC40472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40473,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,8,3,3,0,0,5,0,34
SSC40474,9,10,3,9,9,0,0,4,0,46,21,14,9,19,11,12,0,0,0,92,25,9,105,41,31,15,17,23,5,275,3,0,0,10,3,0,0,10,0,30,3,0,4,6,3,3,0,3,0,27,0,3,3,0,0,0,0,0,0,10,0,0,0,3,0,0,5,0,0,9,74,166,132,108,69,38,26,52,9,667
SSC40475,0,3,0,5,0,0,0,0,0,10,3,0,3,3,3,0,0,3,0,18,4,3,31,8,14,8,9,4,3,82,0,0,0,0,0,0,0,0,0,6,0,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,3,3,0,17,12,34,34,29,23,11,13,11,7,170
SSC40476,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,0,0,0,0,0,0,26
SSC40477,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,4,3,0,3,3,0,39
SSC40478,0,0,3,6,0,0,0,0,0,8,0,0,0,3,3,3,4,7,0,14,6,0,10,12,5,3,7,4,0,54,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,6,20,18,33,15,12,12,21,0,145
SSC40479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,3,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,3,0,0,0,3,0,26
SSC40480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
