SSC_CODE_2016,F_ID_NS_0,F_ID_NS_1_15,F_ID_NS_16_24,F_ID_NS_25_34,F_ID_NS_35_39,F_ID_NS_40,F_ID_NS_41_48,F_ID_NS_49over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_15,F_Tot_16_24,F_Tot_25_34,F_Tot_35_39,F_Tot_40,F_Tot_41_48,F_Tot_49over,F_Tot_hours_NS,F_Tot_Tot,P_AgriForestFish_0,P_AgriForestFish_1_15,P_AgriForestFish_16_24,P_AgriForestFish_25_34,P_AgriForestFish_35_39,P_AgriForestFish_40,P_AgriForestFish_41_48,P_AgriForestFish_49over,P_AgriForestFish_hours_NS,P_AgriForestFish_Tot,P_Min_0,P_Min_1_15,P_Min_16_24,P_Min_25_34,P_Min_35_39,P_Min_40,P_Min_41_48,P_Min_49over,P_Min_hours_NS,P_Min_Tot,P_Mnfg_0,P_Mnfg_1_15,P_Mnfg_16_24,P_Mnfg_25_34,P_Mnfg_35_39,P_Mnfg_40,P_Mnfg_41_48,P_Mnfg_49over,P_Mnfg_hours_NS,P_Mnfg_Tot,P_EGW_WS_0,P_EGW_WS_1_15,P_EGW_WS_16_24,P_EGW_WS_25_34,P_EGW_WS_35_39,P_EGW_WS_40,P_EGW_WS_41_48,P_EGW_WS_49over,P_EGW_WS_hours_NS,P_EGW_WS_Tot,P_Cnstn_0,P_Cnstn_1_15,P_Cnstn_16_24,P_Cnstn_25_34,P_Cnstn_35_39,P_Cnstn_40,P_Cnstn_41_48,P_Cnstn_49over,P_Cnstn_hours_NS,P_Cnstn_Tot,P_WTrade_0,P_WTrade_1_15,P_WTrade_16_24,P_WTrade_25_34,P_WTrade_35_39,P_WTrade_40,P_WTrade_41_48,P_WTrade_49over,P_WTrade_hours_NS,P_WTrade_Tot,P_RTrade_0,P_RTrade_1_15,P_RTrade_16_24,P_RTrade_25_34,P_RTrade_35_39,P_RTrade_40,P_RTrade_41_48,P_RTrade_49over,P_RTrade_hours_NS,P_RTrade_Tot,P_AccomFoodS_0,P_AccomFoodS_1_15,P_AccomFoodS_16_24,P_AccomFoodS_25_34,P_AccomFoodS_35_39,P_AccomFoodS_40,P_AccomFoodS_41_48,P_AccomFoodS_49over,P_AccomFoodS_hours_NS,P_AccomFoodS_Tot,P_TransPostWhse_0,P_TransPostWhse_1_15,P_TransPostWhse_16_24,P_TransPostWhse_25_34,P_TransPostWhse_35_39,P_TransPostWhse_40,P_TransPostWhse_41_48,P_TransPostWhse_49over,P_TransPostWhse_hours_NS,P_TransPostWhse_Tot,P_InfoMedTelecom_0,P_InfoMedTelecom_1_15,P_InfoMedTelecom_16_24,P_InfoMedTelecom_25_34,P_InfoMedTelecom_35_39,P_InfoMedTelecom_40,P_InfoMedTelecom_41_48,P_InfoMedTelecom_49over,P_InfoMedTelecom_hours_NS,P_InfoMedTelecom_Tot,P_FinInsurS_0,P_FinInsurS_1_15,P_FinInsurS_16_24,P_FinInsurS_25_34,P_FinInsurS_35_39,P_FinInsurS_40,P_FinInsurS_41_48,P_FinInsurS_49over,P_FinInsurS_hours_NS,P_FinInsurS_Tot,P_RentHirREserv_0,P_RentHirREserv_1_15,P_RentHirREserv_16_24,P_RentHirREserv_25_34,P_RentHirREserv_35_39,P_RentHirREserv_40,P_RentHirREserv_41_48,P_RentHirREserv_49over,P_RentHirREserv_hours_NS,P_RentHirREserv_Tot,P_ProScieTechServ_0,P_ProScieTechServ_1_15,P_ProScieTechServ_16_24,P_ProScieTechServ_25_34,P_ProScieTechServ_35_39,P_ProScieTechServ_40,P_ProScieTechServ_41_48,P_ProScieTechServ_49over,P_ProScieTechServ_hours_NS,P_ProScieTechServ_Tot,P_AdminSupServ_0,P_AdminSupServ_1_15,P_AdminSupServ_16_24,P_AdminSupServ_25_34,P_AdminSupServ_35_39,P_AdminSupServ_40,P_AdminSupServ_41_48,P_AdminSupServ_49over,P_AdminSupServ_hours_NS,P_AdminSupServ_Tot,P_PubAdmiSafety_0,P_PubAdmiSafety_1_15,P_PubAdmiSafety_16_24,P_PubAdmiSafety_25_34,P_PubAdmiSafety_35_39,P_PubAdmiSafety_40,P_PubAdmiSafety_41_48,P_PubAdmiSafety_49over,P_PubAdmiSafety_hours_NS,P_PubAdmiSafety_Tot,P_EducTrain_0,P_EducTrain_1_15,P_EducTrain_16_24,P_EducTrain_25_34,P_EducTrain_35_39,P_EducTrain_40,P_EducTrain_41_48,P_EducTrain_49over,P_EducTrain_hours_NS,P_EducTrain_Tot,P_HealthCareSocA_0,P_HealthCareSocA_1_15,P_HealthCareSocA_16_24,P_HealthCareSocA_25_34,P_HealthCareSocA_35_39,P_HealthCareSocA_40,P_HealthCareSocA_41_48,P_HealthCareSocA_49over,P_HealthCareSocA_hours_NS,P_HealthCareSocA_Tot,P_ArtRecServ_0,P_ArtRecServ_1_15,P_ArtRecServ_16_24,P_ArtRecServ_25_34,P_ArtRecServ_35_39,P_ArtRecServ_40,P_ArtRecServ_41_48,P_ArtRecServ_49over,P_ArtRecServ_hours_NS,P_ArtRecServ_Tot
SSC40490,0,4,5,0,0,0,4,0,4,18,21,108,107,133,157,69,49,28,10,686,0,0,0,0,0,3,4,0,0,8,0,0,0,0,0,0,3,3,0,5,0,6,3,13,52,25,17,10,0,127,0,0,0,3,3,7,5,0,0,19,0,4,3,4,21,24,14,8,0,88,0,3,3,3,17,10,3,3,0,47,7,40,16,23,27,14,15,9,3,147,4,36,15,17,13,4,12,11,0,112,0,3,6,7,14,5,12,12,0,63,0,0,0,0,7,3,0,0,0,15,7,3,0,3,17,7,8,3,0,52,0,0,0,0,3,0,0,0,0,7,0,10,8,5,29,19,10,6,0,87,0,17,17,3,17,3,4,5,0,63,0,0,3,15,49,22,16,5,0,108,3,15,10,19,31,15,7,8,0,109,3,20,51,54,54,21,10,13,4,236,0,8,3,0,0,0,3,0,0,24
SSC40491,0,0,0,0,0,0,0,0,0,0,0,5,3,0,6,3,0,3,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC40492,0,0,0,0,0,0,0,0,0,3,4,31,23,25,14,6,8,13,0,125,0,0,3,4,3,3,3,20,0,43,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,9,0,0,0,19,0,0,0,0,0,4,0,0,0,7,0,0,0,3,4,4,0,0,0,12,0,0,3,0,0,4,3,0,0,17,0,7,4,8,3,0,0,0,0,21,0,6,0,0,0,0,0,3,0,8,4,5,3,3,4,3,3,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,8,0,4,0,3,3,0,5,0,0,18,3,4,6,5,3,0,0,8,0,36,0,5,11,7,3,0,0,3,0,36,0,0,0,0,0,0,0,0,0,0
SSC40493,0,0,0,3,0,4,0,0,10,15,29,115,113,134,135,91,53,57,16,740,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,3,4,5,0,18,0,8,3,0,23,24,14,20,0,86,0,0,0,0,12,3,3,6,0,22,5,12,9,3,10,24,17,17,0,93,0,0,3,0,9,13,5,4,5,37,5,38,22,20,22,18,13,10,0,149,5,32,28,23,15,13,12,11,0,133,0,0,3,6,13,6,3,10,0,51,0,3,0,3,5,0,4,0,0,22,3,0,3,6,14,8,3,9,0,53,0,0,3,3,3,3,0,0,0,15,0,9,15,11,20,28,15,14,0,116,4,8,5,7,13,6,5,9,0,53,7,3,8,19,36,32,12,12,0,142,3,22,19,26,27,32,9,33,0,175,12,27,39,49,39,28,13,14,0,212,0,16,6,6,6,0,0,0,0,37
SSC40494,0,0,0,0,0,0,0,0,0,3,12,19,20,26,33,19,5,10,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,11,4,4,4,0,25,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,4,0,4,0,20,0,0,0,3,0,3,3,3,0,11,3,3,0,3,4,7,0,0,0,26,5,0,3,3,0,0,0,0,0,17,0,0,6,4,3,3,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,9,0,0,0,0,17,10,8,3,0,35,3,0,7,3,3,10,3,4,0,28,0,3,5,10,13,3,4,6,0,47,0,3,0,4,0,0,0,0,0,13
SSC40495,0,7,3,0,0,3,0,4,3,20,19,88,53,71,65,55,29,42,9,432,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,7,0,11,0,0,3,9,9,0,6,5,0,28,0,0,0,0,0,3,3,3,0,7,4,7,3,5,7,5,3,9,0,50,3,3,0,0,9,4,3,7,0,22,3,25,16,9,10,5,5,14,0,83,3,20,3,7,0,3,0,12,0,49,0,0,3,3,0,0,3,3,0,14,0,0,0,0,3,0,8,4,0,12,0,0,0,3,6,7,0,9,0,31,0,0,0,4,0,4,4,0,0,16,3,8,14,11,17,12,9,25,0,105,0,12,0,0,3,4,0,3,0,21,0,3,0,3,7,9,7,4,0,42,3,19,15,7,13,19,5,24,0,106,10,19,18,25,24,20,12,21,3,156,0,8,0,0,3,0,0,0,3,14
SSC40496,0,0,0,0,0,0,0,0,3,10,21,75,80,96,83,48,22,37,3,466,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,4,4,5,12,8,6,0,46,0,0,0,3,3,7,0,0,0,15,3,3,9,8,3,9,9,20,0,64,0,0,3,0,3,3,3,4,0,20,0,19,7,10,11,11,8,4,0,70,0,16,8,9,0,5,3,0,0,41,0,3,0,0,3,4,3,3,0,20,0,0,0,0,0,3,0,0,0,9,0,0,5,3,8,6,3,3,0,36,0,0,3,0,0,3,0,0,0,8,0,10,14,6,18,15,8,16,0,87,0,5,0,3,7,4,0,4,0,31,8,3,12,11,33,21,12,13,0,102,3,15,16,31,19,21,17,30,0,152,8,22,27,36,39,23,13,9,0,169,0,0,4,3,3,3,0,4,0,20
SSC40497,0,0,0,0,0,0,0,0,0,5,3,23,18,14,11,6,10,11,0,94,0,0,0,0,0,0,3,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,19,0,0,0,0,0,0,0,4,0,8,3,11,4,0,3,0,0,3,0,21,0,3,4,0,0,0,0,3,0,9,3,0,0,0,0,6,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,5,0,3,3,9,0,0,0,7,0,18,3,7,6,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3
SSC40498,0,0,0,0,0,0,0,0,0,0,4,23,26,26,21,11,12,13,0,140,0,3,8,9,3,3,3,26,0,58,0,0,0,0,0,0,0,0,0,3,3,0,0,6,6,13,6,8,0,40,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,6,3,0,19,0,0,0,0,0,3,3,3,0,10,0,6,4,3,8,0,3,7,0,31,0,3,3,3,0,0,0,0,0,9,0,0,0,3,0,5,0,11,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,3,3,10,3,0,0,0,21,3,3,3,7,3,0,4,3,0,21,5,3,12,6,0,3,0,0,0,27,0,0,0,0,0,0,0,0,0,3
SSC40499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40500,0,3,0,0,0,0,0,0,11,25,28,116,80,107,136,96,48,77,22,713,0,0,3,0,0,3,0,0,0,11,0,0,3,0,0,3,3,13,0,26,3,5,5,4,11,16,16,18,0,77,0,0,0,0,4,7,3,5,0,20,3,5,9,10,13,23,3,15,0,87,3,0,0,0,6,8,5,11,0,37,10,27,19,17,31,17,15,20,7,154,3,40,17,16,15,10,16,14,0,134,3,3,10,8,4,6,5,3,0,51,0,0,0,4,4,3,0,0,0,21,5,4,3,7,10,20,8,7,0,75,0,10,0,4,0,4,7,7,0,29,0,16,11,10,25,31,9,20,0,117,0,15,3,8,14,11,3,13,0,67,7,4,0,9,24,19,18,19,3,109,10,21,18,14,17,15,11,17,0,117,11,20,17,32,42,26,14,28,0,189,0,16,3,5,3,3,0,9,0,34
SSC40501,0,7,3,6,4,0,0,3,3,24,38,167,161,180,198,131,71,77,11,1034,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,4,3,10,0,21,6,10,5,14,26,24,18,13,0,111,0,3,0,0,3,10,0,4,0,22,5,15,5,9,25,38,16,27,0,137,0,4,0,3,20,16,8,16,0,68,4,50,24,29,18,14,6,20,0,163,6,47,22,27,19,18,11,8,3,170,0,0,7,6,21,8,7,19,0,73,0,3,7,7,3,5,0,7,0,32,3,8,9,6,26,25,12,13,0,108,7,5,3,0,7,6,5,17,0,49,5,11,17,15,23,39,9,32,3,162,0,8,5,15,19,11,9,10,0,71,4,9,6,18,45,42,30,11,0,171,8,12,29,20,29,28,15,25,5,178,12,31,47,60,62,32,24,22,0,290,3,11,3,3,13,5,3,10,0,48
SSC40502,0,0,3,0,3,8,0,3,9,31,71,244,204,295,330,206,104,124,24,1595,0,3,0,3,0,9,4,0,0,14,0,0,0,0,3,4,0,13,0,25,5,15,17,19,38,33,34,31,0,184,0,3,0,0,12,15,0,6,0,39,12,11,14,31,43,67,36,79,3,288,0,9,0,7,24,22,17,17,0,102,15,66,34,44,42,34,20,27,3,288,6,64,34,26,36,13,17,25,0,231,6,6,11,18,20,24,15,27,0,142,0,7,8,12,19,15,5,12,0,75,9,6,6,19,28,33,14,26,0,138,5,11,7,3,17,24,3,16,4,91,8,27,16,24,46,51,27,52,0,250,0,16,0,16,20,16,13,17,0,108,5,3,16,17,69,66,24,19,0,225,9,35,34,35,49,50,23,46,0,290,26,52,62,106,113,54,28,25,4,482,3,16,10,9,9,11,3,5,0,72
SSC40503,0,0,0,3,0,4,0,0,4,14,22,89,85,104,102,65,30,52,7,554,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,3,5,0,11,0,5,6,0,15,15,6,7,0,53,0,0,0,3,8,0,4,3,0,13,0,0,4,7,15,11,18,15,0,75,0,0,0,0,0,5,3,4,0,17,0,16,24,21,15,12,7,15,0,111,0,28,8,18,10,8,7,15,3,96,0,3,3,3,7,3,0,8,0,28,0,3,0,0,9,3,3,3,0,17,3,0,0,4,5,3,5,12,0,39,3,3,3,4,8,3,0,10,0,28,3,6,9,9,10,17,13,17,0,81,0,5,6,0,9,4,0,4,0,25,7,5,10,6,23,16,16,7,3,94,4,10,16,16,18,17,14,21,0,110,8,21,26,35,37,23,6,14,0,170,0,4,0,4,0,3,0,3,0,21
SSC40504,0,0,0,3,0,0,3,0,5,19,67,216,210,227,292,171,78,73,6,1344,0,3,0,0,0,0,4,6,0,16,5,0,0,0,0,6,3,7,0,25,3,9,5,8,43,43,11,23,0,144,4,0,4,0,5,12,3,4,0,32,7,12,13,6,41,57,21,53,3,220,0,11,3,3,13,14,16,11,0,74,4,68,26,33,33,21,18,31,0,242,4,48,24,30,22,11,8,7,0,159,0,8,5,14,23,11,10,14,0,75,0,3,0,4,18,7,4,10,0,40,9,11,23,23,34,22,17,22,0,155,3,5,0,3,16,10,4,12,0,56,3,14,20,21,41,36,20,30,0,194,4,10,7,23,13,6,6,10,0,81,14,6,9,25,71,58,24,22,0,228,12,43,32,32,46,45,24,49,0,285,27,39,66,83,92,44,17,14,3,377,0,23,11,13,10,6,3,4,0,64
SSC40505,0,0,0,0,0,0,0,0,0,0,3,3,6,8,0,3,0,3,0,25,0,0,0,0,0,3,10,10,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40506,0,3,3,3,0,0,0,0,3,7,14,85,43,77,106,47,28,35,6,442,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,4,0,14,0,4,0,0,6,8,3,3,0,27,0,0,0,0,4,3,0,0,0,6,0,4,3,3,7,14,3,7,0,38,0,0,0,7,5,8,0,7,0,24,3,25,12,14,19,8,5,4,0,83,0,15,7,9,3,8,4,0,0,43,0,0,0,6,13,0,3,5,0,29,0,0,0,0,8,3,0,0,0,9,6,0,4,4,14,5,6,3,0,36,3,0,0,0,6,4,3,3,0,26,3,16,12,3,19,27,15,22,0,121,0,12,3,3,5,3,3,7,0,28,3,3,3,3,16,13,9,0,0,56,3,26,10,23,19,6,3,21,0,112,3,21,17,29,35,11,15,9,0,132,0,0,4,3,3,0,0,0,0,12
SSC40507,0,0,0,3,3,3,0,0,0,7,15,87,79,53,84,55,20,32,4,430,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,3,3,0,9,0,3,3,0,7,11,3,10,0,40,0,3,0,0,4,0,0,3,0,16,0,0,3,6,10,9,3,11,0,42,0,0,3,0,8,4,3,9,0,28,3,25,16,6,3,3,3,14,0,80,3,35,3,4,11,3,7,9,0,64,0,3,7,7,9,3,0,8,0,33,0,0,0,0,5,4,0,0,0,16,4,4,4,3,9,5,4,8,0,43,0,0,3,0,0,3,0,3,0,15,0,7,18,9,12,27,14,21,0,103,0,0,0,0,3,4,0,6,0,16,0,3,7,4,23,16,8,10,0,60,5,11,16,10,21,14,5,8,0,83,8,25,29,21,35,21,12,18,0,168,0,4,0,0,8,5,0,0,0,24
SSC40508,0,0,0,0,0,0,0,0,0,5,4,7,11,20,13,9,3,5,0,69,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,5,3,0,7,0,3,0,16,0,6,0,3,3,0,0,0,0,8,0,0,0,0,0,4,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,0,0,0,0,16,0,0,0,0,0,3,0,0,0,10,0,0,5,4,3,0,0,0,0,13,0,5,0,0,0,3,0,0,0,7
SSC40509,3,3,0,0,0,0,0,0,0,7,14,34,28,44,40,21,7,17,6,212,4,6,7,7,7,7,7,17,0,66,0,0,0,0,0,0,0,0,0,4,4,3,0,5,9,22,4,11,0,54,0,0,0,0,0,6,5,3,0,11,0,0,0,0,7,3,3,6,0,29,0,3,0,3,0,0,0,0,0,10,0,13,3,6,9,0,0,3,6,44,0,14,3,6,8,3,0,3,0,32,0,3,4,0,4,3,3,12,0,29,0,0,0,0,3,0,3,0,0,3,0,0,0,3,3,0,3,0,0,12,0,0,0,0,0,3,0,0,0,3,0,0,4,3,4,3,0,3,0,20,0,0,0,5,3,0,0,3,0,11,3,0,0,0,4,3,0,0,0,17,0,5,3,3,3,4,0,3,0,22,5,4,8,8,10,0,0,3,0,44,0,0,0,0,0,0,0,0,0,0
SSC40510,0,6,0,0,5,3,3,0,7,17,15,50,49,66,95,40,13,25,8,360,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,7,8,8,4,3,0,41,0,0,0,0,3,0,3,0,0,5,0,4,6,12,10,18,3,9,0,58,0,0,6,0,8,3,3,3,0,25,4,10,15,10,16,13,0,6,0,80,0,10,4,8,5,6,3,3,0,42,0,0,0,0,7,3,3,6,0,21,0,0,0,0,8,3,0,3,0,13,0,0,5,3,10,6,0,3,0,22,0,0,0,0,3,3,0,0,0,6,3,3,0,4,15,17,6,5,0,57,4,3,5,3,7,6,0,0,0,28,3,4,3,5,25,11,7,3,0,52,4,11,7,11,10,11,3,9,0,74,3,14,13,28,38,10,3,5,0,116,0,0,0,0,0,0,0,4,0,8
SSC40511,3,8,3,4,6,10,3,0,11,56,106,435,395,452,541,299,152,161,29,2570,3,0,4,0,5,3,0,6,0,20,0,0,0,0,4,5,0,14,0,31,10,10,21,22,116,105,57,53,0,400,0,5,5,3,22,13,14,10,0,78,6,15,22,37,69,98,55,79,3,390,0,5,7,12,37,35,30,36,3,170,19,187,82,87,95,52,39,57,3,623,4,114,46,34,18,19,11,27,3,268,4,10,10,13,41,33,23,44,0,186,0,0,4,5,22,18,8,8,3,74,7,8,25,17,56,35,18,25,0,199,0,7,3,0,29,14,9,12,0,81,10,31,23,15,66,70,24,37,0,276,0,25,30,19,38,22,12,19,0,165,24,13,29,49,179,131,66,48,3,541,18,77,62,71,85,71,53,79,0,509,26,67,106,163,174,86,34,41,7,698,0,27,10,9,10,7,4,0,0,70
SSC40512,0,0,0,0,0,0,0,0,0,0,8,7,11,8,5,8,0,3,0,51,6,3,3,0,4,9,3,5,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,3,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,10,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,3,0,3,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0
SSC40513,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,3,0,15,0,3,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SSC40514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40515,0,3,0,3,6,0,0,0,8,20,45,99,116,125,152,88,66,82,8,777,0,0,0,0,0,0,0,0,3,8,0,0,3,4,6,3,0,7,0,21,0,0,3,3,9,9,12,13,0,49,0,0,0,0,3,4,0,3,0,15,3,3,3,4,6,14,14,27,0,69,0,3,0,4,10,12,8,15,0,56,4,20,19,31,19,16,12,19,0,140,7,25,19,22,9,4,3,15,3,101,0,0,3,3,3,0,0,4,0,20,0,4,7,3,5,5,0,0,0,24,0,0,0,4,20,14,8,9,0,51,0,3,0,7,6,7,3,3,0,31,4,21,24,10,37,25,23,36,0,181,5,4,12,9,8,6,3,3,0,50,11,5,8,7,39,27,12,21,3,131,9,35,23,27,37,24,25,42,0,221,11,21,39,44,49,21,29,30,3,246,0,9,3,5,0,6,0,0,0,29
SSC40516,0,0,0,0,0,0,0,0,5,15,13,66,56,57,51,20,13,18,6,304,3,4,0,3,4,3,0,0,0,17,3,0,0,0,0,0,0,3,0,6,0,0,5,4,5,9,0,9,0,26,0,0,0,3,0,3,0,0,0,7,0,5,0,8,3,6,7,8,0,47,0,0,0,0,0,0,0,0,0,0,0,20,12,21,12,3,7,8,0,73,0,19,16,12,13,4,3,4,3,64,0,3,0,4,0,0,0,8,0,19,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,0,0,0,0,9,0,3,0,0,3,0,0,0,0,7,0,3,0,0,0,3,0,0,0,16,0,3,3,3,3,0,0,0,0,18,3,0,3,0,16,0,4,3,0,37,6,6,9,12,3,3,0,5,0,39,3,22,12,16,14,5,3,8,0,96,0,0,0,0,3,4,0,4,0,11
SSC40517,0,3,0,0,0,0,0,0,3,9,24,77,47,73,41,18,12,13,4,314,0,4,0,0,0,4,3,0,0,13,0,0,0,0,0,3,0,3,0,10,0,3,4,9,4,10,5,0,0,39,0,0,0,0,0,0,0,0,0,8,0,3,3,9,13,20,4,21,3,85,0,3,0,0,0,3,0,3,0,12,4,18,5,18,19,0,6,3,0,74,3,25,6,3,6,0,4,0,0,51,0,5,4,5,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,4,0,18,0,0,3,0,3,0,3,0,0,13,0,3,0,4,0,0,0,0,0,18,3,7,6,7,4,0,0,3,0,27,3,3,0,3,14,7,0,4,0,40,3,3,6,11,4,3,3,8,0,47,9,22,16,33,21,6,3,4,0,111,0,3,0,0,0,0,0,3,0,5
