SSC_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
SSC41260,4,4,3,6,0,4,3,0,39,0,0,0,0,0,0,0,0,0,0,0,6,4,4,4,3,6,0,7,8,0,48,8,3,3,0,0,0,0,0,3,0,24,4,3,6,4,0,6,4,9,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,4,0,6,4,9,0,0,32,0,0,0,0,0,0,0,0,0,0,0,13,5,12,4,0,6,4,5,4,3,59,20,0,5,0,3,0,0,0,0,0,29,6,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,28,0,3,0,3,0,0,3,0,0,40,29,0,0,0,3,0,0,0,0,0,31,8,0,0,0
SSC41261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0
SSC41262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41263,30,3,7,8,9,3,0,8,83,0,0,0,0,0,0,0,0,0,0,0,13,15,38,7,7,8,9,6,3,8,103,30,3,10,3,0,3,0,0,0,0,46,35,12,20,0,9,7,0,0,0,0,82,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,35,12,21,0,10,8,0,4,0,0,92,0,0,0,0,0,0,0,0,0,0,0,65,15,30,6,10,15,0,4,0,0,139,53,9,3,0,0,0,0,0,0,0,68,33,0,3,0,0,0,0,3,0,3,53,15,3,3,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,52,7,9,0,3,0,0,3,0,6,76,0,0,0,0,0,0,0,0,0,0,0,104,13,8,3,0,0,0,3,0,8,147,50,4,0,0,0,0,0,0,0,0,56,52,0,0,0
SSC41264,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,7,0,3,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,15,17,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,26,23,0,0,0,0,0,0,0,0,0,23,0,0,0,0
SSC41265,11,3,0,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,15,6,16,3,0,3,0,0,0,0,36,11,0,0,0,0,0,0,0,0,0,22,27,11,8,0,0,3,0,3,0,0,45,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,27,12,3,0,0,5,0,3,0,0,54,0,0,0,0,0,0,0,0,0,0,0,32,14,8,0,4,5,0,3,0,3,74,23,3,0,0,0,0,0,0,0,3,31,13,11,3,0,0,0,0,0,0,0,30,0,0,7,0,0,0,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,12,14,9,0,3,0,4,4,0,0,44,0,0,0,0,0,0,0,0,0,0,0,39,14,5,0,3,0,4,4,0,3,74,25,3,0,0,0,0,0,0,0,0,24,34,0,0,0
SSC41266,89,15,18,12,15,22,13,3,234,0,0,0,0,0,0,0,0,0,0,0,54,32,95,19,17,16,20,22,14,3,287,46,23,10,3,3,7,0,0,0,0,91,55,37,71,19,30,7,16,16,3,3,244,0,3,12,6,3,0,4,4,3,0,41,0,0,0,0,0,0,0,0,0,0,3,56,35,87,25,34,7,20,21,8,4,291,0,0,0,0,0,0,0,0,0,0,0,107,58,101,27,36,9,25,20,5,4,384,74,13,9,0,0,0,0,3,0,3,101,108,38,34,6,8,3,3,5,0,7,210,0,0,10,0,4,4,0,0,0,0,28,0,0,3,0,0,0,0,0,0,0,4,115,40,41,9,15,3,8,4,0,4,241,0,0,0,0,0,0,0,0,0,0,0,186,54,52,9,15,3,8,9,0,11,345,122,6,0,0,0,0,0,0,0,3,130,144,14,6,3
SSC41267,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSC41268,12,5,5,3,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,16,15,38,12,17,6,0,3,0,3,114,19,7,15,5,4,3,0,0,0,0,50,10,3,30,6,5,0,5,3,3,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,36,6,5,0,5,3,3,0,70,0,0,0,0,0,0,0,0,0,0,0,27,7,46,15,9,9,5,3,0,0,121,39,0,10,3,0,0,0,0,0,0,57,9,11,9,4,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,9,4,0,0,0,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,49,15,24,9,4,0,0,6,0,0,96,42,0,4,0,0,0,0,0,0,0,48,9,0,3,0
SSC41269,21,6,5,7,8,6,5,0,81,0,0,0,0,0,0,0,0,0,0,0,29,11,28,4,3,11,10,6,5,0,109,14,0,4,0,3,0,0,0,0,0,19,24,15,21,3,0,0,0,0,0,3,72,3,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,27,11,26,3,0,0,0,0,0,3,75,0,0,0,0,0,0,0,0,0,0,0,41,15,28,3,5,3,0,0,0,3,100,28,0,4,0,3,0,0,0,0,0,37,33,5,6,0,0,0,0,0,0,0,49,4,5,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,40,11,11,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,69,11,14,0,3,0,0,0,0,3,103,42,0,0,0,0,0,0,0,0,0,47,46,0,0,0
SSC41270,7,3,0,0,0,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,0,0,0,8,0,0,25,13,0,0,0,0,0,0,0,0,0,14,3,5,4,0,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,0,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,13,4,9,0,0,3,0,0,0,0,41,12,0,0,3,0,0,0,0,0,0,18,7,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,18,0,5,4,0,0,0,0,0,0,34,32,0,0,0,0,0,0,0,0,0,37,7,0,0,0
SSC41271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSC41272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,14,0,0,0,0,0,0,0,0,0,11,0,0,0,0
SSC41274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41275,171,37,57,68,58,62,46,10,573,0,0,0,0,0,0,0,0,0,0,0,52,31,176,37,57,69,59,62,47,9,608,24,5,6,3,0,0,0,0,0,3,42,47,31,69,10,16,15,15,18,5,6,226,5,7,37,14,10,14,13,13,18,0,130,0,0,0,0,0,0,0,0,0,0,0,49,36,104,22,30,31,31,30,24,4,364,0,0,0,0,0,0,0,0,0,0,0,75,42,108,26,30,34,35,30,24,7,406,96,7,3,0,0,0,0,0,0,5,107,62,9,29,0,3,3,3,5,0,3,120,21,6,38,16,8,22,7,7,3,0,136,0,0,3,0,0,0,0,0,0,0,0,86,14,69,16,7,25,16,13,3,3,259,0,0,0,0,0,0,0,0,0,0,0,183,24,70,15,7,31,16,13,3,12,370,155,0,8,3,0,0,0,0,0,6,173,62,3,8,0
SSC41276,91,27,19,21,11,18,9,4,272,0,0,0,0,0,0,0,0,0,0,0,58,42,105,27,22,22,17,18,9,3,315,24,8,4,0,0,0,0,0,0,0,39,59,37,64,4,7,3,4,7,0,3,186,22,8,26,8,0,3,5,4,3,0,79,0,0,0,0,0,0,0,0,0,0,0,79,46,91,11,9,9,5,9,3,3,270,0,0,0,0,0,0,0,0,0,0,0,101,50,100,11,9,9,5,10,3,7,312,90,3,0,0,3,0,0,0,0,0,105,59,11,27,5,3,3,0,3,0,8,115,33,14,16,11,4,0,0,0,0,6,81,0,0,0,0,0,0,0,0,0,0,0,92,20,39,12,4,3,5,3,0,12,198,0,0,0,0,0,0,0,0,0,0,0,182,27,39,12,6,5,3,6,0,14,299,131,0,0,0,0,0,0,0,0,0,138,90,3,3,4
SSC41277,69,21,15,13,14,17,9,5,202,0,0,0,0,0,0,0,0,0,0,0,51,18,79,21,21,13,13,17,12,5,255,41,11,10,0,0,0,0,0,0,3,61,32,17,57,9,5,4,4,0,0,4,140,3,5,20,12,6,6,7,3,4,0,66,0,0,0,0,0,0,0,0,0,0,0,32,26,79,13,9,16,16,5,0,4,203,0,0,0,0,0,0,0,0,0,0,0,72,33,87,16,12,16,16,5,0,9,264,192,10,0,0,0,3,0,0,0,11,217,42,19,17,0,0,3,0,0,0,0,89,5,14,21,3,5,4,0,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,48,27,40,0,5,6,0,3,0,3,139,0,0,0,0,0,0,0,0,0,0,0,246,42,43,3,5,10,0,3,0,13,351,274,0,0,3,0,0,0,0,0,3,279,63,0,4,0
SSC41278,9,4,3,3,6,0,3,0,38,0,0,0,0,0,0,0,0,0,0,0,26,7,12,4,3,3,4,3,3,0,68,33,8,3,0,0,3,0,0,0,0,48,18,5,13,4,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,5,13,4,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,53,16,14,8,0,8,0,0,0,0,94,160,9,16,3,0,0,0,0,0,3,190,23,6,6,0,0,0,0,0,0,0,30,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,24,6,9,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,184,19,18,3,0,0,0,0,0,3,229,243,8,0,0,0,0,0,0,0,4,257,43,0,0,0
SSC41279,140,20,20,20,16,20,15,8,337,0,0,0,0,0,0,0,0,0,0,0,61,46,150,25,20,20,22,25,18,10,395,33,3,13,3,0,0,3,0,0,4,62,45,41,71,9,9,3,3,0,4,5,194,5,10,24,4,11,7,9,9,7,0,98,0,0,0,0,0,0,0,0,0,0,4,54,51,95,22,18,14,13,14,14,6,300,0,0,0,0,0,0,0,0,0,0,0,88,55,111,19,18,14,19,18,14,9,360,137,9,3,0,0,0,0,0,0,4,156,56,15,14,4,3,7,0,0,3,5,105,28,6,35,3,3,7,5,3,5,4,102,0,0,0,0,0,0,0,0,0,0,0,82,26,44,11,3,15,5,4,4,6,206,0,0,0,0,0,0,0,0,0,0,0,220,37,45,13,3,15,5,4,4,12,368,185,0,0,0,0,0,0,0,0,10,193,80,8,5,0
SSC41280,28,12,0,4,0,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,9,5,32,13,0,4,0,3,0,0,58,10,0,0,0,0,0,0,0,0,0,11,3,4,7,7,0,0,0,0,0,0,21,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,9,5,4,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,16,3,9,5,4,0,0,0,0,3,46,56,3,4,0,0,0,0,0,0,0,65,3,7,3,0,0,0,0,0,0,0,11,3,0,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,8,7,13,3,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,63,9,14,3,0,0,0,0,0,3,87,80,0,0,0,0,0,0,0,0,0,87,14,0,0,0
SSC41281,17,4,3,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,3,18,3,3,3,0,0,0,0,32,7,0,0,0,0,0,0,0,0,0,11,0,3,9,0,3,0,0,0,0,0,19,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,3,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,7,10,15,0,3,3,0,0,0,0,34,30,0,0,0,0,0,0,0,0,0,26,11,0,3,0,0,0,0,0,0,0,14,4,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,13,3,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,37,0,14,3,0,0,0,0,0,0,53,36,0,0,0,0,0,0,0,0,0,36,13,0,0,0
SSC41282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSC41283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0
SSC41285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
