SSC_CODE_2016,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
SSC41463,21,193,222,61,44,543,9,554
SSC41464,17,189,340,179,113,830,35,869
SSC41465,0,0,0,0,0,4,0,5
SSC41466,0,0,4,0,0,4,0,4
SSC41467,0,0,0,0,0,0,0,0
SSC41468,0,12,34,26,29,96,0,103
SSC41469,0,0,0,0,0,0,0,0
SSC41470,0,0,3,0,3,7,0,7
SSC41471,0,0,7,5,0,8,0,8
SSC41472,88,356,314,89,45,898,32,928
SSC41473,0,10,25,5,12,48,3,50
SSC41474,172,729,566,127,50,1649,32,1683
SSC41475,20,127,233,90,37,506,12,523
SSC41476,0,0,0,0,0,0,0,0
SSC41477,0,14,41,18,14,94,0,94
SSC41478,7,75,170,60,31,345,0,348
SSC41479,7,44,83,41,16,199,7,203
SSC41480,0,0,10,0,3,20,0,20
SSC41481,8,124,149,58,15,358,8,369
SSC41482,0,0,0,0,3,5,0,5
SSC41483,47,317,328,99,41,835,17,854
SSC41484,83,838,950,257,101,2237,46,2282
SSC41485,0,0,3,0,0,3,0,3
SSC41486,0,12,8,5,0,30,0,32
SSC41487,0,17,30,9,9,77,0,77
SSC41488,0,0,7,10,9,31,0,29
SSC41489,210,886,532,139,79,1855,76,1932
SSC41490,0,6,7,6,9,32,0,31
SSC41491,17,160,225,112,71,581,25,608
SSC41492,9,105,165,53,28,360,11,371
SSC41493,0,8,9,3,6,27,3,32
SSC41494,0,3,4,0,4,12,0,8
SSC41495,81,399,357,148,83,1065,38,1103
SSC41496,3,29,50,23,20,118,0,118
SSC41497,3,18,17,6,4,46,0,49
SSC41498,112,448,324,127,39,1043,37,1080
SSC41499,65,377,510,156,60,1177,35,1210
SSC41500,0,4,14,4,0,26,0,26
SSC41501,0,3,0,0,0,9,0,9
SSC41502,113,602,501,145,79,1435,66,1502
SSC41503,8,55,65,24,4,153,10,159
SSC41504,0,0,12,6,3,21,0,21
SSC41505,0,0,0,0,0,0,0,0
SSC41506,0,0,0,0,0,3,0,3
SSC41507,0,3,5,0,0,9,0,9
SSC41508,0,0,0,0,0,0,0,0
SSC41509,0,3,14,0,4,18,0,18
SSC41510,0,4,4,0,4,14,0,11
SSC41511,0,6,7,3,14,30,0,30
SSC41512,0,0,0,0,3,3,0,3
SSC41513,4,9,18,11,11,59,0,58
SSC41514,0,27,25,11,10,83,3,85
SSC41515,0,4,10,9,5,27,3,31
SSC41516,0,0,22,8,0,27,0,29
SSC41517,0,3,0,4,0,8,0,8
SSC41518,0,3,10,3,6,21,0,21
SSC41519,0,6,16,13,11,42,3,45
SSC41520,0,7,3,4,4,20,3,20
SSC41521,0,10,28,17,16,71,0,73
SSC41522,0,0,0,0,0,0,0,0
SSC41523,3,40,50,23,18,135,7,144
SSC41524,157,861,761,220,93,2092,59,2147
SSC41525,0,13,12,8,6,38,3,46
SSC41526,0,3,0,0,0,7,0,7
SSC41527,0,3,3,0,3,6,3,12
SSC41528,0,34,116,40,22,210,6,215
SSC41529,0,0,0,0,0,0,0,0
SSC41530,0,0,0,0,11,13,0,13
SSC41531,0,5,20,14,3,47,3,47
SSC41532,3,6,12,4,11,31,0,31
SSC41533,16,205,121,53,38,428,16,451
SSC41534,0,31,56,20,12,114,0,115
SSC41535,0,0,0,0,0,0,0,0
SSC41536,0,5,14,9,15,50,0,50
SSC41537,19,184,286,94,40,629,14,638
SSC41538,0,3,9,8,7,21,0,22
SSC41539,0,0,4,3,0,6,0,5
SSC41540,0,3,5,0,8,17,0,17
SSC41541,66,314,220,43,28,669,17,690
SSC41542,0,6,3,3,0,25,0,24
SSC41543,0,0,0,0,0,0,0,0
SSC41544,0,21,24,4,3,49,4,55
SSC41545,0,4,3,5,7,20,0,26
SSC41546,27,129,111,33,17,324,12,333
SSC41547,0,22,35,15,8,80,3,83
SSC41548,3,21,27,10,3,67,3,68
SSC41549,0,0,9,0,0,11,0,11
SSC41550,94,690,786,234,96,1898,54,1952
SSC41551,0,0,0,0,0,0,0,0
SSC41552,129,531,596,143,71,1467,40,1506
SSC41553,69,264,210,50,18,610,19,628
SSC41554,122,920,911,292,131,2373,61,2433
SSC41555,53,389,506,143,79,1172,35,1207
SSC41556,0,0,0,5,3,11,0,11
SSC41557,44,169,122,31,15,381,13,389
SSC41558,0,0,6,0,0,6,0,6
SSC41559,60,304,348,104,47,864,15,874
SSC41560,0,9,7,12,13,41,0,40
SSC41561,0,0,3,0,3,8,0,8
SSC41562,0,0,0,0,3,11,0,11
SSC41563,0,6,12,5,10,39,0,41
SSC41564,0,0,0,3,3,9,0,9
SSC41565,3,22,28,7,8,60,0,60
SSC41566,0,0,0,0,0,3,0,3
SSC41567,0,3,5,3,0,17,0,17
SSC41568,0,0,8,0,0,8,0,9
SSC41569,0,21,46,23,15,110,4,116
SSC41570,0,4,5,4,0,14,0,14
SSC41571,109,488,518,186,77,1380,46,1430
SSC41572,0,0,0,0,0,0,0,0
SSC41573,26,220,275,92,40,654,14,671
SSC41574,365,1055,763,262,90,2538,110,2650
SSC41575,73,349,388,130,67,1013,44,1055
SSC41576,528,1126,701,234,82,2674,171,2844
SSC41577,0,5,8,7,0,19,0,20
SSC41578,0,6,3,3,0,14,0,14
SSC41579,0,0,0,0,3,3,0,3
SSC41580,0,9,13,20,14,57,3,57
SSC41581,0,11,11,4,6,32,4,37
SSC41582,0,0,3,0,0,6,0,8
SSC41583,0,0,8,4,3,16,0,16
SSC41584,0,5,18,10,14,48,0,49
SSC41585,0,0,12,3,4,20,0,20
SSC41586,75,553,517,172,60,1381,29,1411
SSC41587,0,0,0,0,0,0,3,9
SSC41588,4,211,420,158,120,913,30,936
SSC41589,0,0,0,0,3,4,0,4
SSC41590,0,0,3,0,0,3,0,3
SSC41591,0,0,0,4,0,4,0,4
SSC41592,0,3,3,0,4,14,0,11
SSC41593,0,0,3,0,8,12,0,12
SSC41594,0,0,0,0,0,0,0,0
SSC41595,22,237,357,133,75,826,27,848
SSC41596,0,6,18,10,9,46,0,49
SSC41597,0,36,62,32,17,139,3,144
SSC41598,0,24,45,25,28,118,3,121
SSC41599,0,53,86,41,32,212,6,223
SSC41600,0,10,25,12,6,53,3,59
SSC41601,165,838,797,172,63,2042,56,2095
SSC41602,21,75,39,22,10,165,11,181
SSC41603,0,19,53,37,16,122,8,125
SSC41604,0,0,0,0,0,0,0,0
SSC41605,0,0,4,4,3,9,0,9
SSC41606,3,49,59,38,19,174,3,174
SSC41607,0,0,0,0,0,0,0,0
SSC41608,0,5,3,0,4,8,0,8
SSC41609,5,36,12,0,4,58,0,65
SSC41610,0,9,14,11,4,35,0,38
SSC41611,0,8,21,7,0,42,0,45
SSC41612,3,16,46,21,12,101,7,102
SSC41613,0,0,0,0,0,3,0,3
SSC41614,0,0,4,5,9,17,0,24
SSC41615,3,21,17,15,13,68,0,64
SSC41616,0,0,0,0,0,0,0,0
SSC41617,0,12,9,6,3,26,3,33
SSC41618,0,5,7,3,9,19,0,19
SSC41619,0,0,0,0,0,0,0,0
SSC41620,0,0,9,5,3,18,0,18
SSC41621,0,13,37,24,18,85,4,88
SSC41622,127,1333,1638,553,317,3971,78,4049
SSC41623,0,50,90,25,18,190,0,195
SSC41624,0,3,19,4,0,27,0,31
SSC41625,0,3,9,3,3,19,0,25
SSC41626,0,20,25,9,8,70,0,70
SSC41627,26,275,365,143,83,891,19,908
SSC41628,94,319,226,79,44,769,33,798
SSC41629,138,372,208,65,28,818,49,868
SSC41630,111,366,290,83,38,894,42,934
SSC41631,62,210,233,67,40,606,23,632
SSC41632,115,444,423,138,53,1166,43,1212
SSC41633,108,458,412,105,54,1142,51,1195
SSC41634,0,34,22,8,3,68,0,71
SSC41635,0,0,3,0,4,6,0,6
SSC41636,0,0,0,9,5,13,0,13
SSC41637,0,0,7,0,4,10,0,10
SSC41638,0,0,12,3,6,16,0,22
SSC41639,0,3,0,0,0,6,0,6
SSC41640,0,32,25,6,3,67,0,70
SSC41641,0,4,0,0,0,4,0,4
SSC41642,0,44,120,65,49,286,10,293
SSC41643,0,0,3,3,3,13,0,13
SSC41644,14,73,80,48,18,237,10,246
SSC41645,0,0,6,7,13,21,0,21
SSC41646,0,6,15,13,8,33,0,36
SSC41647,0,12,11,3,11,35,0,35
SSC41648,141,882,1198,434,227,2880,74,2949
SSC41649,0,17,24,3,0,46,0,50
SSC41650,3,18,19,11,9,49,0,54
SSC41651,6,37,105,54,42,253,5,265
SSC41652,0,0,3,3,3,4,0,4
SSC41653,21,21,5,3,0,53,5,59
SSC41654,0,7,13,4,5,30,0,29
SSC41655,0,0,0,0,0,0,0,0
SSC41656,0,0,0,0,0,3,0,3
SSC41657,0,0,0,0,0,0,0,0
SSC41658,0,3,17,14,3,32,0,30
SSC41659,13,147,118,51,18,339,18,360
SSC41660,0,0,0,6,0,4,0,6
SSC41661,0,0,0,0,0,0,0,0
SSC41662,0,0,0,0,0,3,0,3
SSC41663,0,0,0,0,0,0,0,0
SSC41664,0,14,37,12,20,79,0,79
SSC41665,0,3,0,3,0,7,0,7
SSC41666,4,10,37,19,30,93,3,92
SSC41667,0,0,8,14,5,29,0,28
SSC41668,0,0,0,0,0,0,0,0
SSC41669,0,3,5,0,0,10,0,10
SSC41670,0,4,4,5,0,6,0,6
SSC41671,0,14,7,10,0,32,3,37
SSC41672,0,0,6,3,0,8,0,8
SSC41673,27,147,155,51,26,412,10,424
SSC41674,0,37,39,16,9,96,5,101
SSC41675,0,0,0,0,0,0,0,0
SSC41676,0,3,3,7,4,23,0,26
SSC41677,0,0,0,0,0,0,0,0
SSC41678,0,12,20,12,9,50,3,58
SSC41679,0,9,10,5,4,35,4,38
SSC41680,0,0,3,3,0,4,0,4
SSC49494,0,0,0,0,0,0,0,0
SSC49797,0,0,0,0,0,0,0,0
