SSC_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SSC40882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC40883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,14,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,4,0,0,3,0,0,24
SSC40884,3,0,0,16,3,13,4,5,0,48,3,16,5,14,12,13,3,7,0,68,11,79,9,14,15,7,0,5,0,138,26,74,13,11,19,10,3,4,0,159,37,70,10,14,29,7,0,8,4,180,38,75,10,16,36,0,3,6,0,182,4,23,3,6,4,3,3,3,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,123,339,51,93,106,55,16,37,7,821
SSC40885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,11,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,6,3,0,0,0,29
SSC40886,0,3,5,21,0,45,0,22,0,99,16,32,31,66,16,49,8,35,3,259,61,204,79,78,69,47,26,56,10,623,34,137,53,62,71,31,24,41,12,465,30,58,52,51,63,25,19,56,9,360,27,43,41,46,64,20,22,43,3,302,3,9,6,5,14,7,3,4,0,55,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,175,492,262,333,299,216,100,259,37,2180
SSC40887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,17
SSC40888,0,0,4,21,0,36,0,19,3,84,3,5,21,22,12,30,7,20,0,122,27,50,56,43,24,14,11,18,0,240,21,62,54,28,34,18,18,15,0,250,36,53,53,41,51,35,12,23,3,320,27,51,40,37,48,14,11,21,4,251,11,4,3,0,0,3,3,3,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,129,225,229,205,168,150,68,117,15,1296
SSC40889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40890,0,0,0,0,0,3,0,3,0,4,0,0,0,3,0,5,3,0,0,14,0,0,0,0,0,0,3,0,0,13,11,3,3,0,4,0,3,0,0,27,7,0,0,4,4,0,3,13,0,30,8,3,3,0,8,0,0,0,0,23,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,12,9,5,18,8,12,23,3,121
SSC40891,0,0,7,12,3,28,3,28,0,89,7,21,33,53,22,34,13,26,4,225,46,147,95,88,87,51,39,60,8,624,56,96,75,58,73,40,28,66,3,494,38,51,62,55,66,20,45,45,4,383,31,45,46,37,56,22,26,47,4,313,7,5,15,9,13,9,4,8,0,73,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,192,372,333,317,323,212,157,278,21,2204
SSC40892,0,0,22,22,9,71,8,45,4,177,9,27,57,38,35,49,16,46,3,276,52,150,128,86,97,62,38,62,9,685,92,154,120,92,129,40,41,60,16,738,79,117,109,85,161,57,52,62,6,735,61,87,72,61,155,65,44,60,6,604,12,16,15,6,19,8,9,18,5,106,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,303,554,522,390,601,352,211,353,46,3334
SSC40893,3,3,8,23,3,53,3,30,6,131,6,27,47,41,23,48,8,34,0,225,40,118,110,68,92,40,30,63,11,568,68,151,97,80,117,34,36,48,14,641,73,92,89,73,100,40,34,57,11,565,37,80,49,51,109,37,29,45,3,434,9,18,18,3,27,13,13,5,0,106,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,231,493,426,338,466,261,155,277,42,2691
SSC40894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11
SSC40895,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,3,3,0,3,0,3,3,0,13,3,0,9,0,3,0,0,0,4,16,4,4,3,4,0,0,4,3,0,23,0,0,7,0,0,0,0,3,0,8,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,12,19,8,11,4,6,15,3,83
SSC40896,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,3,0,3,0,0,3,0,14,3,0,0,0,0,0,0,0,0,15,3,3,3,0,3,0,5,0,0,15,7,0,3,0,3,0,3,3,0,18,3,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,8,3,12,4,10,10,0,68
SSC40897,0,0,4,7,3,11,0,7,0,40,0,3,9,0,3,8,0,11,0,33,11,11,10,12,8,7,6,9,0,61,14,14,15,15,17,9,7,20,0,113,23,27,13,16,22,11,18,27,0,157,28,21,18,21,17,9,13,27,3,146,14,3,3,5,0,0,0,4,0,34,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,97,69,79,71,65,55,50,106,5,599
SSC40898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,3,0,4,3,0,3,0,0,20,4,0,0,0,3,6,0,0,0,12,11,0,0,0,0,0,0,4,0,15,13,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,9,3,3,3,4,3,8,0,64
SSC40899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40900,0,0,0,0,3,3,0,3,0,7,0,0,3,5,0,0,0,3,0,10,0,5,0,0,0,0,0,0,0,8,9,12,0,3,6,0,0,3,0,38,6,9,3,3,3,0,0,0,0,36,4,16,0,0,0,0,0,4,0,28,4,3,5,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,27,45,16,9,16,7,7,14,8,142
SSC40901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,8
SSC40902,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,0,0,10,0,0,0,3,0,0,0,0,0,3,6,3,3,0,0,0,0,3,0,18,5,0,3,0,0,0,4,0,0,17,0,0,4,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,6,11,7,11,7,3,14,0,70
SSC40903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SSC40904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,14
SSC40905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40906,0,0,0,0,0,5,0,3,0,13,0,0,0,3,3,3,0,0,0,11,0,3,8,4,3,0,0,0,0,23,7,8,6,12,3,0,3,3,0,41,0,5,3,13,9,3,4,3,0,36,14,11,12,4,9,3,0,0,0,49,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,29,28,34,22,13,12,20,0,183
SSC40907,0,0,14,11,4,19,0,23,0,63,4,4,19,3,0,3,0,11,0,53,8,29,28,21,10,10,14,5,0,126,22,20,16,15,18,10,9,19,0,131,26,29,34,23,31,22,11,34,0,211,21,16,17,24,25,8,16,25,3,154,6,8,6,3,9,3,0,11,0,42,4,0,0,0,0,0,0,3,0,7,3,0,0,0,0,0,0,0,0,3,93,99,130,104,95,72,52,130,14,790
SSC40908,0,0,0,0,0,4,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,3,0,4,0,3,0,15,3,0,3,4,3,0,0,8,0,18,0,3,3,5,3,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15,13,6,9,3,13,0,67
SSC40909,0,0,3,3,4,9,0,6,0,28,0,0,3,3,3,9,0,0,0,23,4,4,6,3,5,0,4,8,0,38,10,10,11,9,12,7,3,12,0,74,16,22,19,9,16,3,6,10,3,115,15,10,6,10,8,4,14,8,0,81,12,7,0,3,0,0,3,0,0,26,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,58,57,52,38,56,29,41,40,7,383
SSC40910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,3,0,18
SSC40911,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,4,0,0,0,0,0,0,3,0,4,0,3,0,0,4,3,0,5,0,18,3,0,3,3,3,0,0,8,0,26,3,3,0,0,3,0,3,4,0,18,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,8,8,8,6,4,26,0,73
SSC40912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,3,0,0,12,3,0,0,0,0,3,3,7,0,16,8,3,0,0,3,3,4,3,3,27,3,3,0,0,3,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,3,10,4,17,14,4,76
SSC40913,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,15,3,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,3,0,0,0,3,7,0,44
SSC40914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,12
SSC40915,0,0,0,4,0,0,0,3,0,10,0,0,0,3,0,0,0,0,0,6,3,0,4,4,0,3,0,3,3,20,8,3,3,7,0,0,0,7,0,27,7,3,5,3,5,8,0,3,0,38,10,0,5,3,10,0,6,8,0,48,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,24,20,16,10,14,36,3,158
SSC40916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11
SSC40917,7,0,48,54,20,179,19,125,3,462,51,67,205,148,89,189,35,159,6,955,185,324,495,345,300,250,144,273,37,2364,187,264,345,288,307,173,159,225,28,1987,181,209,282,337,323,163,209,251,33,1983,130,164,228,238,287,110,161,239,13,1563,27,30,45,45,74,33,27,53,6,350,3,3,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,772,1068,1659,1460,1395,1107,755,1319,136,9671
SSC40918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40919,3,0,5,15,4,14,0,7,0,58,7,23,25,20,22,21,0,20,0,138,38,98,54,45,44,30,5,29,4,353,38,70,38,42,42,21,11,24,0,283,26,50,28,26,46,13,10,25,0,220,19,46,16,18,34,15,16,14,7,187,3,8,7,6,17,5,7,5,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,294,172,179,206,123,45,129,18,1298
SSC40920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,9
SSC40921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,13
SSC40922,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,11,0,0,3,0,0,0,0,0,0,6,4,0,3,0,0,0,0,0,0,17,9,0,0,0,0,0,0,0,0,18,4,4,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,28,9,5,0,3,7,3,4,4,68
SSC40923,10,8,28,78,11,160,11,99,0,405,35,45,106,118,46,159,23,95,10,638,139,294,275,169,181,125,73,135,16,1401,226,340,193,160,217,109,72,106,24,1455,198,281,169,164,216,98,68,138,18,1355,104,185,114,115,159,74,63,89,10,914,32,55,15,20,32,24,25,25,8,240,3,3,3,0,8,3,0,0,0,24,0,0,0,0,0,0,0,0,0,6,744,1215,912,820,874,761,337,687,89,6434
SSC40924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40925,0,0,0,3,0,0,0,8,0,11,0,0,0,0,0,4,3,0,0,3,3,0,0,0,0,0,0,0,0,5,0,5,0,3,0,0,0,0,0,13,10,6,3,6,7,3,0,0,0,38,0,9,0,0,0,7,0,0,0,19,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,9,13,8,14,3,12,0,92
SSC40926,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,4,0,0,0,0,0,0,0,12,3,4,0,3,3,0,0,3,0,13,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,5,3,6,4,7,4,0,50
SSC40927,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,3,3,3,0,4,0,0,3,0,4,0,13,5,0,0,0,3,0,0,6,0,11,11,3,0,3,0,0,0,6,0,17,3,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26,3,9,3,3,7,0,19,3,68
SSC40928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,9,3,3,0,0,0,3,0,0,0,13,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,7,5,8,4,0,4,3,50
SSC40929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC40930,0,0,5,0,0,4,0,3,0,6,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,6,3,3,0,23,3,3,3,0,0,3,6,9,0,31,4,3,3,4,0,0,5,8,0,31,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16,4,5,13,17,34,0,111
SSC40931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,3,0,0,0,4,0,25
SSC40932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40933,0,0,4,7,0,8,3,5,0,36,3,3,13,15,4,5,3,4,0,56,3,19,17,18,12,9,9,12,3,105,18,27,30,20,24,14,12,15,0,158,29,16,29,22,22,10,19,21,3,166,16,16,27,22,17,12,14,14,0,129,0,5,5,0,6,0,0,0,0,22,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,78,86,122,107,87,55,56,77,7,681
SSC40934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9
SSC40935,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,0,0,0,15,3,8,0,0,0,0,0,4,0,15,5,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,15,3,4,5,7,3,9,0,69
SSC40936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,4,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,4,0,18
SSC40937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC40938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,14
SSC40939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,8,9,0,4,0,20,3,0,43,0,7,8,0,3,0,17,4,0,42,0,0,4,0,0,0,13,0,0,23,3,0,6,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,28,0,8,0,52,10,0,128
SSC40940,8,6,91,110,35,292,11,189,8,748,51,100,211,141,78,179,69,177,10,1029,150,416,453,286,236,225,202,264,26,2268,253,376,315,277,268,240,221,227,36,2225,303,365,265,325,338,255,284,320,36,2498,216,274,240,241,276,171,242,283,25,1971,53,56,29,37,50,43,49,54,8,383,13,4,7,3,7,0,3,11,6,57,3,0,0,0,0,0,0,0,3,6,1056,1603,1618,1417,1294,1401,1097,1535,153,11181
SSC40941,0,0,0,0,0,0,0,0,0,4,0,3,6,0,0,0,0,0,0,5,3,6,0,4,0,0,0,0,3,16,3,4,3,5,3,0,0,3,0,21,6,9,6,0,3,0,0,4,0,29,10,16,4,0,8,0,3,0,4,39,6,3,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,41,14,11,12,4,3,9,3,126
SSC40942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,5,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,25
