SSC_CODE_2016,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
SSC40027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,4,3,0,0,0,14,0,0
SSC40028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,9,0,0
SSC40029,0,0,9,0,0,0,3,0,13,0,0,0,4,0,0,0,0,10,3,12,22,27,9,11,6,0,91,0,0,5,12,18,10,3,0,49,6,45,32,37,40,19,8,8,205,0,0,3,5,0,0,0,0,6,0,3,8,5,4,3,0,0,18,7,46,44,48,50,17,10,8,231,0,0,0,3,4,0,3,0,12,11,5,10,12,6,4,11,3,61,21,64,95,104,89,55,33,7,473,0,4,3,3,5,4,0,0,23,0,3,6,11,3,0,0,0,21,3,20,33,18,18,13,3,3,105,0,13,18,23,18,15,3,0,92,16,26,24,24,21,14,0,0,119,3,9,0,0,0,0,0,0,16,0,0,5,4,4,6,0,0,24,17,35,36,25,26,16,0,0,160,0,0,0,3,0,3,0,0,7,14,12,3,6,12,4,9,3,75,37,80,107,95,80,50,21,10,474,0,4
SSC40030,0,3,13,0,0,0,0,0,15,0,0,0,3,0,0,0,0,3,0,23,13,5,8,0,0,0,52,0,8,13,5,3,5,4,0,42,8,14,22,11,11,8,3,4,86,3,4,0,0,0,0,0,0,9,0,0,6,4,0,0,0,0,11,17,24,29,16,17,12,3,4,108,0,0,0,0,0,0,0,0,3,4,3,9,10,5,5,3,7,41,18,68,78,40,30,15,13,5,265,0,16,9,0,0,0,0,0,22,0,0,5,3,0,0,0,0,8,5,30,23,3,4,3,3,0,73,3,17,11,3,4,5,3,0,44,13,25,16,11,4,3,0,0,72,0,0,0,0,0,3,0,0,10,0,4,3,3,0,0,0,0,12,11,27,18,15,5,5,0,0,90,0,0,4,0,0,0,0,0,7,5,5,3,7,4,3,6,25,68,23,88,72,39,28,16,10,25,313,0,18
SSC40031,0,0,3,3,3,0,0,0,12,0,0,0,0,3,0,0,0,5,4,9,13,7,4,0,0,0,38,0,10,31,21,15,9,0,0,86,38,59,80,89,54,39,19,3,380,6,0,0,0,0,0,0,0,10,0,4,3,0,3,0,0,0,11,46,68,84,93,58,39,19,3,400,0,0,3,10,0,3,0,0,14,11,5,12,12,12,8,11,4,62,61,91,141,146,91,55,30,6,621,0,3,8,3,0,0,0,0,8,0,0,7,6,4,3,0,0,21,3,27,40,15,7,4,0,0,98,0,17,39,37,13,8,4,0,131,31,40,47,48,14,7,0,0,183,4,9,0,11,0,0,0,0,23,3,3,10,4,3,3,0,0,18,38,45,54,56,19,13,0,0,231,3,0,0,0,0,0,0,0,5,11,12,12,10,3,13,3,0,74,60,102,163,134,52,39,7,4,561,0,3
SSC40032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,4,0,0
SSC40033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0
SSC40034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SSC40035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SSC40036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,4,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,4,3,7,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,0,0,0,17,0,0
SSC40037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40038,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,5,3,5,3,0,3,3,0,0,17,0,3,0,3,6,9,0,3,23,0,20,9,16,31,30,9,0,126,3,3,0,0,0,0,0,0,9,0,0,0,0,0,3,3,0,9,4,22,15,14,31,35,12,0,142,0,0,0,0,0,0,0,0,0,0,3,0,3,12,15,15,11,59,14,32,21,25,55,54,28,10,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,11,7,3,0,36,0,3,0,5,14,9,7,3,41,8,8,8,6,17,7,0,0,57,0,3,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,6,8,14,8,10,16,11,3,0,69,0,0,0,0,0,0,3,0,3,3,3,0,4,14,14,9,7,50,9,26,24,27,51,35,23,14,200,0,0
SSC40039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,9,3,5,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,8,3,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,6,0,0
SSC40040,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,8,0,3,0,3,0,22,0,0,4,3,0,3,0,0,13,4,3,6,7,7,4,3,0,42,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,10,8,8,4,3,0,48,0,0,0,0,0,0,0,0,3,0,3,3,0,4,3,0,0,13,6,10,24,14,21,13,4,0,98,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,8,6,3,6,3,0,0,26,0,0,3,3,0,7,0,0,16,0,8,3,5,7,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,7,8,5,7,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,16,20,10,21,18,0,0,86,0,0
SSC40041,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,3,0,0,3,0,0,0,3,5,8,4,6,12,5,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,4,10,12,5,0,0,45,0,0,0,0,0,0,0,0,0,0,4,3,3,3,9,0,0,22,5,13,12,16,15,17,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,3,0,0,0,13,0,0,3,0,0,3,0,0,11,0,7,5,3,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,16,0,17,11,8,15,9,0,0,59,0,0
SSC40042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,5,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,3,7,3,11,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,11,8,7,3,0,0,30,0,0
SSC40043,0,44,28,3,6,0,0,0,81,0,4,3,0,0,0,0,0,10,30,92,75,21,26,12,0,0,250,8,30,22,12,14,7,0,0,93,29,72,46,51,37,24,12,5,266,7,6,0,3,0,0,0,0,13,0,3,4,3,0,3,0,0,21,33,80,54,56,38,22,18,5,301,0,0,7,4,0,0,0,0,14,13,28,16,15,4,12,3,0,90,92,272,194,108,85,61,20,4,844,0,39,24,7,9,0,0,0,83,3,16,3,6,3,3,0,0,37,45,128,67,29,15,6,6,4,305,8,33,44,25,22,9,5,0,146,25,41,15,22,19,5,6,0,138,9,0,3,3,4,4,0,0,21,0,5,3,0,4,3,0,0,20,33,47,24,28,32,17,9,0,178,0,4,3,0,0,0,0,0,9,8,18,13,14,7,13,12,4,98,101,294,179,105,83,51,32,12,853,0,82
SSC40044,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,4,4,0,0,12,0,0,0,3,3,5,0,0,10,6,3,10,10,9,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,10,8,12,0,0,0,37,0,0,0,0,0,0,0,0,3,3,0,4,3,0,5,0,0,12,10,5,14,17,25,15,0,0,80,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,9,0,0,3,3,4,0,0,0,14,4,0,4,7,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,7,10,3,0,0,22,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,20,12,8,10,19,18,8,0,0,69,0,0
SSC40045,0,6,9,3,0,3,4,0,30,0,3,3,0,3,0,0,0,10,4,32,24,8,3,0,3,0,76,0,5,3,0,4,6,4,0,31,11,16,8,14,8,5,3,3,71,0,3,0,0,0,0,0,0,3,0,0,3,0,3,3,0,4,9,14,22,10,14,12,13,3,9,89,0,0,3,0,0,0,3,0,9,0,4,0,5,3,3,4,6,33,20,73,49,32,25,23,19,17,260,0,15,6,4,5,0,3,0,32,0,6,0,3,3,0,0,0,16,11,39,17,12,7,4,4,0,85,3,9,8,6,3,6,5,0,45,3,6,3,6,3,3,0,3,37,0,3,0,0,0,0,0,0,3,0,0,0,3,3,3,4,0,9,3,11,9,12,3,3,4,3,46,0,0,0,0,0,0,0,0,3,3,7,3,5,3,8,3,9,40,20,79,44,40,24,27,20,13,266,0,29
SSC40046,0,0,0,6,6,3,0,0,19,0,0,0,0,0,0,0,0,3,3,5,4,8,10,9,0,0,41,0,0,3,7,8,7,0,0,24,5,4,5,6,13,3,6,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,6,13,5,6,0,51,0,0,0,0,0,0,0,0,3,8,0,3,0,4,0,0,0,17,15,15,17,32,38,29,8,0,154,0,0,0,3,4,0,0,0,7,0,0,0,4,0,0,0,0,6,4,8,18,11,7,8,0,0,62,0,3,3,3,11,3,0,0,26,0,4,3,3,8,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,4,3,6,7,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,3,6,0,0,0,14,6,15,21,32,37,16,3,0,134,0,0
SSC40047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8,0,0
SSC40048,0,29,41,38,39,24,7,3,168,4,13,14,21,17,20,5,0,82,43,129,137,126,105,57,19,0,617,12,40,61,89,76,60,26,5,359,71,123,136,181,135,122,60,6,834,6,3,12,0,3,0,0,0,28,0,6,5,10,14,7,0,0,49,76,132,154,189,156,131,62,9,911,3,3,4,12,3,9,0,0,32,21,15,18,18,16,20,25,5,139,157,353,431,491,407,321,141,25,2314,3,34,42,31,24,14,4,0,150,0,18,23,30,21,15,0,3,110,59,171,196,124,97,54,12,6,720,19,51,95,102,93,52,18,0,429,57,65,64,100,62,33,10,3,395,13,3,6,8,3,3,0,0,41,3,9,13,17,11,20,4,0,83,73,79,88,129,79,53,11,4,518,0,4,8,9,10,5,0,0,37,16,6,20,31,15,32,22,3,150,164,374,470,454,341,227,74,14,2113,3,58
SSC40049,3,7,11,0,0,0,0,0,20,0,6,0,0,0,0,0,0,13,14,40,22,6,4,0,0,0,81,3,25,8,10,4,5,0,0,60,24,41,33,25,17,3,4,3,146,0,5,3,0,0,0,0,0,10,0,0,3,0,0,0,0,0,6,24,50,33,29,17,3,4,3,162,0,5,0,0,5,0,0,0,14,13,16,5,9,0,9,4,0,66,49,144,85,64,28,20,7,6,413,0,11,8,0,3,0,0,0,29,0,3,3,3,0,0,0,0,8,8,42,35,13,3,0,0,0,103,12,18,11,6,6,3,0,0,53,15,24,17,12,5,3,0,0,74,4,3,3,0,0,0,0,0,11,0,10,7,0,3,0,0,0,19,22,35,23,12,6,4,0,0,104,0,0,0,0,4,0,0,0,6,12,12,9,10,12,12,3,3,64,51,127,84,45,31,18,3,3,368,4,16
SSC40050,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,4,0,6,3,6,8,6,0,0,25,0,0,3,4,6,3,0,0,16,3,14,11,15,8,15,3,0,67,3,3,0,0,0,0,0,0,6,3,0,0,0,0,3,0,0,7,8,16,11,15,17,17,3,0,81,0,0,0,0,0,0,0,0,0,0,4,0,5,9,11,4,3,42,8,26,17,38,42,33,8,3,171,0,0,0,0,8,0,0,0,6,0,6,0,4,0,3,0,0,14,0,8,5,11,3,6,0,3,36,0,4,3,7,10,6,0,3,37,3,3,6,11,8,0,0,0,28,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,4,8,3,6,13,9,0,0,0,36,0,0,0,0,0,0,0,0,3,0,6,3,8,14,5,3,0,46,7,31,19,42,48,26,4,8,180,0,0
SSC40051,0,4,3,0,9,3,4,0,29,0,0,0,0,3,0,0,0,5,7,18,6,8,11,10,3,0,66,0,0,5,3,6,3,5,0,25,0,3,0,3,14,4,0,0,33,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,7,12,5,0,0,35,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,10,7,24,19,25,51,30,17,4,176,0,3,8,0,3,5,0,0,20,0,3,0,0,3,0,0,0,9,3,17,13,10,18,3,0,0,63,0,0,4,3,10,6,0,3,26,0,0,0,7,4,0,0,0,23,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,4,6,3,3,7,7,3,0,0,27,0,0,0,0,3,0,0,0,4,0,0,0,3,3,3,3,0,13,8,21,25,20,50,20,3,6,157,0,3
SSC40052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
