SSC_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
SSC40027,0,0,0,0,3,3,0,0,0,14,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,6,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,6,4,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,10,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40028,0,0,3,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,8,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,0,0,0,17,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40029,7,20,66,86,112,77,13,3,0,386,13,17,6,19,9,25,16,3,0,112,0,0,3,6,8,3,0,0,0,27,3,0,0,0,3,0,0,0,0,9,22,36,79,111,136,110,30,4,3,532,0,3,0,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,3,0,0,0,14,30,41,80,109,136,108,30,4,3,545,34,7,9,6,10,30,82,61,15,248,4,3,5,6,8,5,3,9,0,38,62,45,100,127,154,146,112,72,17,833,3,7,24,36,59,34,3,0,0,167,30,15,28,67,65,52,17,0,0,265,0,0,3,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,5,32,20,62,112,125,84,20,0,0,460,0,0,3,0,0,3,0,0,0,5,0,0,3,7,0,0,0,0,0,12,0,0,4,6,0,3,0,0,0,15
SSC40030,0,7,60,69,40,16,4,0,0,197,3,11,19,13,14,9,0,0,0,70,0,0,5,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,4,3,23,77,89,59,30,5,0,0,277,0,3,4,4,0,4,0,0,0,22,3,3,3,0,0,3,0,0,0,13,4,10,10,4,0,5,0,0,0,37,12,31,85,88,60,35,5,0,0,310,16,11,11,15,33,47,39,25,30,243,0,3,6,5,4,0,5,3,4,34,30,47,103,111,95,82,53,31,37,583,0,5,46,36,22,4,0,0,0,113,6,15,45,29,15,11,0,0,0,124,0,0,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,10,23,92,60,41,19,0,0,0,250,0,0,0,3,5,0,0,0,0,14,4,3,3,0,0,0,0,0,0,16,6,3,6,7,5,0,0,0,0,27
SSC40031,10,48,102,167,187,85,11,0,0,609,36,19,13,16,25,23,12,0,0,143,0,0,3,3,5,7,0,0,0,24,4,3,0,4,3,3,0,0,0,20,49,68,121,187,220,123,17,0,0,791,7,10,0,4,7,4,0,0,0,30,10,0,0,0,3,0,0,0,0,15,17,8,0,4,7,4,0,0,0,47,66,79,126,191,229,128,17,0,0,844,47,11,5,12,16,23,68,46,14,247,3,5,5,12,7,4,4,0,0,38,112,99,138,212,258,155,88,51,14,1129,9,26,43,82,87,26,7,0,0,286,39,32,49,96,92,44,3,0,0,355,0,0,8,4,6,0,0,0,0,24,0,0,0,4,3,0,0,0,0,9,48,59,98,190,188,70,9,0,0,674,4,0,3,0,4,0,0,0,0,17,8,9,0,5,0,0,0,0,0,19,12,9,0,8,10,0,0,0,0,36
SSC40032,0,0,3,0,4,0,0,0,0,7,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,12,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,7,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40034,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40035,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40036,0,0,3,3,4,3,0,0,0,12,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,7,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,6,0,0,0,21,3,0,0,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,6,6,9,11,4,0,0,41,0,0,0,3,0,4,0,0,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40037,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40038,0,7,31,22,26,35,6,0,0,131,3,6,4,4,4,20,3,0,0,52,0,0,4,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,12,34,22,41,59,9,0,0,186,0,0,7,4,0,6,0,0,0,12,0,4,0,0,0,0,0,0,0,9,0,3,8,6,0,6,0,0,0,22,6,17,41,32,41,64,12,0,0,211,11,3,7,4,15,41,93,64,28,280,0,4,0,0,3,7,8,4,3,31,23,24,51,35,57,113,110,77,28,520,0,8,10,9,15,22,0,0,0,62,8,3,17,15,17,35,0,0,0,96,0,0,4,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,10,26,28,37,57,5,0,0,172,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,7,0,0,3,0,0,3,0,0,0,9
SSC40039,0,0,15,8,6,6,0,0,0,36,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,4,8,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,4,8,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,14,14,4,8,0,0,0,40,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40040,3,3,7,20,18,16,3,0,0,73,8,0,4,5,4,3,8,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,11,3,15,24,21,18,11,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,15,27,27,18,11,0,0,110,4,0,0,0,4,3,16,4,0,26,0,0,0,3,0,3,0,0,0,7,10,3,17,28,25,23,25,4,0,144,0,0,7,8,13,11,0,0,0,39,3,0,8,14,3,12,4,0,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,18,23,13,29,6,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40041,0,5,6,12,13,21,3,0,0,63,5,0,3,0,3,3,0,0,0,12,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,3,0,0,8,3,5,9,14,17,28,11,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,3,5,9,14,20,28,11,0,0,95,0,4,0,0,3,5,15,8,0,34,0,0,4,0,3,3,0,0,0,15,6,12,14,15,24,36,26,8,0,144,0,0,4,0,8,8,0,0,0,22,5,0,5,8,8,6,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,9,18,17,3,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40042,0,0,4,11,11,7,4,0,0,34,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,11,9,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,11,9,0,0,0,43,0,0,0,0,0,8,5,0,0,14,0,0,0,0,0,0,0,0,0,3,5,0,5,12,14,18,8,3,0,60,0,0,3,0,5,3,0,0,0,17,0,0,0,3,6,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,10,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40043,4,60,197,155,86,63,4,0,0,574,24,52,51,40,26,22,8,3,0,216,3,3,4,0,10,0,0,0,0,24,0,0,7,4,0,0,0,0,0,9,30,121,258,201,118,88,12,6,0,826,3,14,12,15,15,3,0,0,0,56,10,5,3,0,0,0,0,0,0,21,9,17,15,15,14,10,0,0,0,80,43,140,276,208,131,96,12,6,0,909,30,30,48,24,37,49,86,51,22,372,0,8,24,13,12,3,6,3,0,68,70,176,339,251,182,151,107,52,21,1349,4,55,135,74,66,38,11,0,0,378,31,77,96,65,48,44,13,0,0,370,0,0,15,11,3,4,0,0,0,44,4,3,3,3,0,3,0,0,0,17,39,129,246,155,121,88,19,0,0,799,0,6,5,6,4,10,0,0,0,32,10,13,11,3,6,3,0,0,0,41,10,14,15,9,9,13,0,0,0,69
SSC40044,0,8,3,8,13,15,4,0,0,48,4,0,0,6,3,5,3,0,0,22,0,0,0,0,3,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,9,7,9,19,22,7,0,0,78,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,12,7,9,22,24,7,0,0,83,3,0,0,3,0,5,13,0,0,26,0,3,0,5,3,0,0,0,0,12,11,10,5,15,24,34,15,0,0,124,0,0,3,5,15,14,3,0,0,41,0,6,0,4,3,9,3,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,8,6,19,20,6,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC40045,0,7,56,38,25,21,3,0,0,155,6,6,16,7,8,10,3,3,0,66,0,0,0,0,0,0,0,0,0,8,0,3,3,0,0,0,0,0,0,12,3,23,81,53,34,31,6,3,0,233,0,3,0,4,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,3,3,6,0,4,0,0,0,0,0,11,7,25,83,52,35,31,6,3,0,249,7,14,7,8,11,7,29,25,24,124,0,0,3,0,3,3,0,3,8,25,18,41,96,59,48,42,36,33,29,394,3,10,49,17,25,17,3,0,0,119,6,13,21,17,10,8,4,0,0,80,0,0,3,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,8,25,70,38,37,28,7,0,0,216,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,10,0,3,0,8,3,0,0,0,0,13
SSC40046,0,12,12,16,29,29,3,0,0,92,6,0,4,0,4,11,3,0,0,32,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,16,13,20,33,41,14,0,0,139,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,12,10,18,13,15,32,44,14,0,0,149,6,3,3,0,0,4,19,7,4,56,0,0,0,6,3,4,0,0,0,13,22,21,19,26,41,54,33,7,4,219,0,4,9,9,14,13,8,0,0,59,5,9,5,13,11,20,6,0,0,66,0,0,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,11,20,21,27,38,12,0,0,128,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,9
SSC40047,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,3,3,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40048,14,124,323,373,506,366,63,7,0,1776,75,114,76,70,81,87,59,6,0,566,4,6,7,16,15,19,3,0,0,65,0,12,6,6,7,3,0,0,0,39,91,258,409,469,607,479,126,13,0,2449,3,12,25,14,16,15,0,0,0,94,22,13,0,8,4,7,0,0,0,55,27,25,28,17,25,17,3,0,0,150,118,281,437,482,633,494,130,12,0,2597,180,49,33,39,55,126,335,233,48,1094,4,10,11,21,8,12,11,6,3,84,309,346,475,538,697,629,478,252,48,3772,3,76,191,189,263,188,19,0,0,920,134,121,141,262,311,236,52,3,0,1255,7,3,23,26,17,20,4,3,0,92,0,7,5,3,3,5,3,0,0,26,141,204,358,478,603,442,71,11,0,2295,3,18,4,7,10,7,0,0,0,46,27,11,5,21,6,8,0,0,0,80,31,26,8,28,17,13,0,0,0,128
SSC40049,0,26,109,93,58,22,3,0,0,313,8,24,38,22,18,16,3,0,0,128,0,0,3,6,0,0,0,0,0,8,0,0,3,3,0,0,0,0,0,11,8,54,154,117,82,49,7,0,0,462,0,10,15,8,3,3,0,0,0,42,5,4,11,4,4,3,0,0,0,28,5,18,23,8,7,6,0,0,0,70,10,65,176,123,88,55,7,0,0,527,44,16,24,14,34,31,39,23,12,243,3,5,14,4,3,3,4,0,0,37,59,90,209,144,125,85,57,23,13,809,0,14,64,42,35,8,0,0,0,169,7,23,45,45,20,12,3,0,0,157,0,4,14,0,5,0,0,0,0,25,0,0,0,3,0,0,0,0,0,4,11,40,122,89,58,24,3,0,0,348,3,0,0,3,3,0,0,0,0,11,9,5,3,4,6,3,0,0,0,32,15,5,7,9,6,3,0,0,0,42
SSC40050,3,7,25,18,41,27,8,0,0,123,7,0,6,0,3,8,3,3,0,29,0,0,0,0,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,6,25,20,42,40,14,3,0,162,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,6,32,20,47,47,14,3,0,169,4,0,0,4,4,19,32,18,3,93,0,0,3,0,5,5,5,0,0,29,12,6,37,29,54,75,47,19,5,290,0,4,9,13,12,14,0,0,0,54,3,4,11,12,28,22,4,3,0,85,0,0,3,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,4,3,8,26,24,42,43,7,3,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SSC40051,0,0,21,20,18,32,9,0,0,104,4,9,10,7,9,9,9,3,0,59,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,11,27,23,29,45,22,9,0,174,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,6,17,28,23,29,45,22,9,0,174,20,11,6,0,0,14,16,18,4,88,0,0,0,0,0,0,3,0,0,6,26,23,37,24,27,64,42,25,4,272,3,0,9,10,5,20,3,0,0,50,6,8,11,12,14,20,10,0,0,77,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,7,6,5,17,23,23,41,17,0,0,137,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6
SSC40052,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,16,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40053,0,0,3,8,8,10,0,0,0,28,0,0,0,4,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,10,6,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,10,6,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,4,3,11,8,12,7,0,0,43,0,0,3,4,3,0,0,0,0,12,0,0,7,4,8,0,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,9,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
