SSC_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SSC40183,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,4,0,3,0,3,0,11
SSC40184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC40186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,3,10,0,28
SSC40187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,3,8,3,11,8,0,45
SSC40189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC40190,0,0,3,0,3,0,0,4,0,5,0,0,0,0,0,0,0,0,4,5,3,0,7,8,14,13,9,15,4,74
SSC40191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40192,0,7,3,4,7,10,4,8,0,42,0,3,5,5,6,3,0,4,3,40,37,202,150,165,196,219,116,216,11,1303
SSC40193,0,0,5,0,0,3,0,6,0,21,0,3,0,4,0,0,0,3,3,18,12,69,49,62,49,59,46,67,11,424
SSC40194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
SSC40195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,5,10,9,5,5,11,3,58
SSC40196,4,17,8,22,24,14,18,5,0,110,5,14,6,16,27,21,3,4,30,128,106,307,232,339,738,436,255,250,62,2720
SSC40197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,22,14,10,8,31,10,30,0,136
SSC40198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,5,0,19,0,37
SSC40199,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,9,16,12,25,26,28,6,24,0,149
SSC40200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,4,10,0,27
SSC40201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4
SSC40202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8
SSC40203,0,3,6,0,5,5,0,0,0,17,0,0,0,0,3,4,0,0,7,12,5,38,28,46,57,48,11,48,10,288
SSC40204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,9,0,7,0,27
SSC40205,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,3,8,6,4,16,7,7,14,3,68
SSC40206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,4,4,13,18,0,46
SSC40207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,6
SSC40208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,20
SSC40209,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,3,13,13,14,16,22,15,23,0,124
SSC40210,3,6,10,8,17,16,3,8,0,75,0,3,4,3,9,3,0,3,9,37,68,177,181,197,389,280,153,150,20,1621
SSC40211,0,23,11,26,38,21,10,14,3,154,5,10,10,9,20,17,0,9,38,114,107,408,371,474,729,519,274,328,80,3291
SSC40212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,3,3,3,0,4,4,10,0,27
SSC40213,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,11,4,13,3,13,10,26,0,85
SSC40214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,6,0,26
SSC40216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,9
SSC40217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,9
SSC40218,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,6,5,5,3,0,10,3,29
SSC40219,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,4,4,0,0,9,0,30
SSC40220,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,16,16,7,10,0,4,21,0,83
SSC40221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,12,0,18
SSC40222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC40224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,3,4,0,18
SSC40225,0,0,0,4,0,3,0,0,0,5,0,4,0,0,0,0,0,0,0,12,7,21,21,31,33,31,23,44,0,215
SSC40226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12
SSC40227,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,3,7,0,0,0,0,25
SSC40228,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,7,5,29,16,29,14,19,4,14,6,134
SSC40229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,4,4,0,11,0,25
SSC40230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,6,3,8,3,11,0,49
SSC40231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
SSC40232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,4,0,19
SSC40233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,16
SSC40234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SSC40235,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,3,3,3,4,5,4,5,5,3,33
SSC40236,0,0,3,3,0,12,4,10,0,39,5,3,3,0,0,0,3,3,12,26,46,81,69,94,154,132,83,127,19,808
SSC40237,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,8,4,9,10,20,15,7,10,4,85
SSC40238,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,10,10,9,7,33,13,10,19,6,111
SSC40239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,3,0,14
SSC40240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,9,0,21
SSC40241,0,3,0,0,0,0,3,8,0,21,0,0,0,0,0,3,0,0,0,11,15,54,43,54,61,64,27,60,0,389
SSC40242,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,10,13,5,10,3,11,0,62
SSC40243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,17
SSC40244,0,0,0,3,4,6,0,0,0,12,3,0,0,0,0,0,0,0,4,10,13,41,28,36,48,47,24,58,7,308
SSC40245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,15
SSC40246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,16
SSC40247,0,8,3,3,3,6,8,3,0,42,4,3,3,4,11,0,0,4,0,33,46,135,113,142,251,161,88,109,14,1067
SSC40248,0,3,0,0,0,3,3,3,0,17,0,0,0,0,3,0,3,3,0,14,5,61,32,37,43,50,29,51,3,317
SSC40249,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,5,4,13,9,7,9,10,5,3,64
SSC40250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,9
SSC40251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40254,0,7,9,12,25,18,9,8,0,87,3,3,0,8,14,10,3,3,29,66,72,214,180,225,396,187,118,108,53,1559
SSC40255,3,17,10,13,29,13,9,3,0,83,0,5,4,8,17,14,4,12,27,92,77,268,193,287,499,286,179,203,55,2059
SSC40256,0,3,0,3,8,3,0,0,0,18,0,0,0,4,4,0,0,7,0,15,30,113,116,102,158,112,79,115,9,833
SSC40257,4,11,5,4,15,14,7,15,0,74,0,4,3,3,8,6,3,8,14,51,70,176,163,205,209,227,147,235,37,1461
SSC40258,0,10,6,6,7,9,8,5,0,45,0,3,5,3,4,3,0,0,7,29,43,154,149,164,209,194,122,156,20,1209
SSC40259,0,8,7,12,9,4,4,12,0,52,0,3,3,4,6,8,3,8,7,32,49,178,142,173,267,214,108,182,13,1329
SSC40260,0,0,3,0,0,7,0,3,0,16,0,0,0,0,3,0,0,3,0,13,17,33,45,52,56,57,32,47,4,338
SSC40261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,4,0,12
SSC40262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4
SSC40263,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,19,14,15,19,15,12,12,3,107
SSC40264,3,12,11,9,12,16,10,4,0,77,3,10,7,3,12,10,3,3,8,50,53,179,158,201,406,270,155,170,28,1621
SSC40265,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SSC40266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,3,4,6,3,8,0,34
SSC40267,0,3,0,0,0,11,0,8,0,27,3,0,0,0,0,3,0,0,9,12,18,46,33,69,59,64,42,89,14,429
SSC40268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,6,0,12
SSC40269,0,3,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,3,3,9,5,3,18,8,8,18,0,72
SSC40270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,5,3,19
SSC40271,0,10,6,3,14,3,4,6,0,50,3,11,3,4,5,13,3,0,15,53,59,216,152,185,366,219,130,124,27,1477
SSC40272,0,0,0,0,0,0,3,0,0,8,0,0,0,0,3,0,0,0,0,9,3,19,16,34,36,29,7,28,3,180
SSC40273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40274,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,5,5,5,4,7,3,8,0,44
SSC40275,0,0,0,3,0,0,0,0,0,8,0,0,0,0,3,3,0,0,6,22,13,51,34,50,56,57,33,47,11,354
SSC40276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,18,3,34
SSC40277,0,0,0,0,4,0,0,3,0,9,0,0,0,0,0,0,3,0,0,4,10,36,20,26,41,33,20,38,3,227
SSC40278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,7,0,13,3,39
SSC40279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,3,5,0,22
SSC40280,0,0,3,4,3,0,0,0,0,11,0,0,3,0,3,0,0,3,4,13,11,62,34,47,44,56,27,89,6,374
SSC40281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,3,3,8,0,27
SSC40282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC40283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40284,0,0,3,4,7,3,7,0,0,23,0,0,0,7,4,0,0,3,3,22,21,75,62,99,175,110,66,117,7,733
SSC40285,0,12,5,5,11,9,7,5,0,57,0,6,8,4,10,8,0,9,5,48,73,265,198,245,272,301,182,252,21,1802
SSC40286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,8,0,21
SSC40287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,0,3,0,16
SSC40288,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,8,10,7,15,13,11,14,0,87
SSC40289,0,0,0,3,3,3,3,3,0,22,0,5,0,0,0,3,0,3,0,13,18,47,32,56,55,60,40,68,5,383
SSC40290,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,3,0,3,8,4,15,3,10,6,13,7,13,3,70
SSC40291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,0,9,0,27
SSC40292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,4,12,0,33
SSC40293,3,0,0,0,3,0,0,0,0,13,3,3,0,0,0,0,0,6,20,41,41,48,54,72,137,97,52,115,30,643
SSC40294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,15,7,10,13,10,7,11,0,80
SSC40295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,3,0,3,12,0,33
SSC40296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40297,0,0,0,0,3,0,0,0,0,9,0,0,0,6,0,0,0,0,0,12,4,17,15,30,24,25,12,36,6,159
SSC40298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,4,4,6,7,18,0,57
SSC40299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,5,19,0,41
SSC40300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,7
SSC40301,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,6,9,0,13,7,7,10,0,59
SSC40302,0,0,0,0,0,5,0,0,0,3,0,7,0,0,0,0,0,0,0,4,0,21,12,19,6,17,26,49,6,163
SSC40303,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,6,5,5,8,5,11,0,48
SSC40304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,12,16,18,9,29,3,88
SSC40305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,3,14,0,32
SSC40306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,16
SSC40307,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,4,0,20
SSC40308,0,0,0,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,0,16
SSC40309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,6,6,3,4,19,0,41
SSC40310,0,5,0,0,0,0,0,0,0,9,3,0,0,0,4,3,0,0,3,15,7,28,24,22,16,22,16,31,3,171
SSC40311,5,19,10,13,13,24,10,18,0,114,3,5,3,4,4,10,0,7,10,45,80,289,280,298,368,350,221,277,26,2192
SSC40312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,3,3,9,0,28
SSC40313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
SSC40314,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,10,9,16,4,6,7,20,0,76
SSC40315,0,3,0,3,3,0,3,0,0,22,0,0,0,0,0,3,0,0,0,13,14,80,64,92,116,96,46,71,8,597
SSC40316,0,3,0,0,7,0,0,3,0,10,0,3,0,0,3,0,0,3,9,13,26,63,44,52,62,52,27,115,14,461
SSC40317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,8,4,18,0,44
SSC40318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,10,0,23
SSC40319,0,7,3,4,5,0,0,0,0,18,0,3,9,3,3,3,0,6,0,30,33,149,109,148,132,149,91,188,6,999
SSC40320,0,3,4,0,0,4,0,5,0,13,0,0,0,4,0,0,0,3,0,11,18,88,64,83,94,100,63,109,3,625
SSC40321,0,3,5,7,4,7,3,0,0,38,0,3,0,0,6,10,4,3,0,24,43,159,143,164,219,211,125,188,8,1259
SSC40322,10,19,12,25,28,42,23,18,5,174,3,12,7,13,37,33,10,11,47,169,172,529,469,692,1231,777,484,492,79,4928
SSC40323,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,10,10,21,16,29,8,13,0,103
SSC40324,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,11,13,13,13,8,15,9,9,0,99
SSC40325,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,5,11,3,4,0,3,0,37
SSC40326,0,3,3,3,11,10,0,3,0,27,0,3,0,3,3,7,0,0,4,15,28,63,66,69,106,104,60,66,11,572
SSC40327,0,15,5,5,21,11,4,4,0,61,3,6,9,3,3,8,3,3,24,65,56,212,176,190,371,232,106,157,38,1535
SSC40328,0,3,3,0,7,7,3,4,0,20,0,3,0,0,6,4,0,5,5,22,31,83,73,58,69,102,54,99,11,574
SSC40329,0,0,0,3,0,5,0,0,3,12,0,0,0,0,3,0,0,3,0,12,8,36,25,37,46,37,21,31,10,250
SSC40330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,8,5,21,0,51
SSC40331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40332,0,0,3,3,7,7,6,8,0,41,3,5,9,3,9,4,0,3,4,36,43,168,159,160,236,215,132,167,12,1302
SSC40333,0,3,0,4,4,6,4,3,0,19,0,0,0,0,0,0,0,0,8,12,19,62,58,59,68,85,42,74,10,464
SSC40334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,13
SSC40335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,6,0,10,0,31
SSC40336,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,18,0,11,0,38
SSC40337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC40338,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,5,4,21,14,16,10,20,10,42,3,147
SSC40339,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,9,34,26,23,38,28,15,39,8,207
SSC40340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6
SSC40341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,9,6,3,5,0,43
SSC40343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC40345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,7,10,3,11,0,44
SSC40347,0,0,0,0,13,3,0,6,0,17,0,0,0,0,10,0,0,4,12,33,15,78,51,70,135,83,46,69,15,570
SSC40348,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,14
SSC40349,0,3,0,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,3,4,4,3,3,12,3,3,4,0,33
SSC40350,3,8,0,5,18,10,8,9,0,57,5,6,13,10,24,8,5,4,24,100,46,186,167,246,393,196,118,121,50,1517
SSC40351,3,3,5,0,12,5,3,6,0,41,0,3,3,3,6,3,0,3,6,26,50,142,133,162,292,178,119,144,19,1238
SSC40352,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,8,13,23,32,18,17,18,17,0,148
SSC40353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC40354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC40355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,16
SSC40356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9
SSC40357,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,4,12,6,10,13,9,4,12,0,75
SSC40358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,12,13,3,10,0,53
SSC40359,3,17,13,22,17,12,6,10,0,93,0,3,4,4,9,11,3,11,17,65,56,241,178,220,412,301,161,181,21,1784
SSC40360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,4,0,12
SSC40361,0,0,0,3,6,0,0,0,0,10,0,0,0,0,4,0,0,0,3,10,13,42,44,62,111,72,36,41,13,434
SSC40362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,3,10,3,0,3,0,36
SSC40363,0,0,3,4,5,4,0,0,0,17,0,0,0,3,3,3,0,0,3,6,12,26,20,39,97,48,36,30,3,325
SSC40364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,7,0,0,10,0,31
SSC40365,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,8,3,4,4,11,5,3,0,37
SSC40366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40367,0,11,7,9,14,8,9,3,0,63,0,6,0,7,9,9,3,4,6,37,45,173,135,163,269,187,121,109,21,1230
SSC40368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,3,11,3,3,0,34
SSC40369,0,0,0,0,3,4,0,0,0,6,0,0,0,0,0,0,0,0,3,13,3,15,9,10,25,13,9,8,3,88
SSC40370,0,0,0,0,7,3,0,0,0,7,0,3,0,0,4,0,4,0,0,10,3,19,17,28,35,27,15,25,3,167
SSC40371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,8,6,7,4,3,0,42
SSC40372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,0,7,0,5,0,32
SSC40373,0,0,0,0,4,3,0,0,0,12,0,3,0,0,3,6,0,0,11,25,3,28,23,22,58,27,11,24,10,209
SSC40374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC40375,0,0,0,4,5,7,4,4,0,27,0,3,4,3,3,3,0,6,3,28,42,118,79,113,144,112,76,149,6,842
SSC40376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,7,3,8,0,13,3,42
SSC40377,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,3,6,11,14,7,15,0,60
SSC40378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10
SSC40379,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,3,9,6,13,10,8,3,10,8,67
SSC40380,0,0,3,3,0,3,0,4,0,13,0,0,3,0,0,7,0,3,0,15,10,43,42,39,65,75,42,78,7,391
SSC40381,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8
SSC40382,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,3,3,10
SSC40383,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,13,10,7,16,17,6,19,3,87
SSC40384,0,3,0,3,11,0,5,3,0,23,0,6,0,0,0,7,0,3,3,24,30,80,67,68,80,81,65,110,10,596
SSC40385,6,7,4,3,14,7,4,9,0,50,0,9,4,8,5,3,5,9,3,43,55,252,161,200,252,209,113,209,4,1464
SSC40386,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,6,20,20,23,21,31,16,36,9,177
SSC40387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,5,7,14,5,16,4,70
SSC40388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,6,0,7,22,84,54,44,3,237
