SSC_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SSC40389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40390,0,3,0,0,0,3,0,3,0,10,3,0,0,0,0,0,0,0,3,5,9,18,13,12,17,18,8,31,4,134
SSC40391,0,13,14,9,20,14,12,14,0,89,3,0,0,4,9,11,3,7,21,53,78,251,217,279,441,291,187,180,38,1956
SSC40392,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,8,8,5,6,8,4,21,0,66
SSC40393,3,3,0,8,0,3,0,0,0,18,0,0,0,3,0,0,0,3,0,9,17,52,41,41,80,23,21,29,5,304
SSC40394,0,8,3,4,14,12,9,3,0,63,3,0,3,4,15,8,0,3,18,61,63,186,161,196,334,160,131,114,45,1386
SSC40395,3,5,3,4,11,4,3,3,0,39,0,7,4,0,14,9,5,3,22,64,39,161,130,185,280,154,100,95,32,1175
SSC40396,0,4,5,0,4,3,0,3,0,19,0,3,0,5,10,5,3,7,17,48,29,70,52,85,144,64,47,53,23,566
SSC40397,0,3,4,4,15,6,0,4,0,38,3,4,9,3,10,6,3,8,8,53,20,97,100,150,243,97,65,69,20,854
SSC40398,3,0,4,4,9,7,0,3,0,35,0,8,3,4,4,4,3,7,17,52,43,111,99,149,291,126,69,82,35,1002
SSC40399,0,6,6,3,10,3,3,0,0,30,0,0,4,7,12,4,4,0,9,37,23,83,71,101,142,75,42,49,15,609
SSC40400,3,5,3,6,13,12,3,5,0,53,3,0,3,8,20,3,3,7,12,58,30,107,91,166,265,112,81,81,27,955
SSC40401,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,22,14,30,18,28,7,21,6,156
SSC40402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,7,4,3,4,3,37
SSC40403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,15,11,3,3,6,0,56
SSC40404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,5,9,0,28
SSC40405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,8,5,5,6,0,11,0,38
SSC40406,0,15,4,9,5,13,3,7,0,58,0,7,4,3,3,0,0,6,5,36,65,242,169,203,195,122,80,127,18,1220
SSC40407,0,10,9,11,22,16,10,5,3,90,0,9,4,10,25,7,13,6,18,97,73,283,238,269,611,329,179,208,41,2223
SSC40408,0,0,0,0,0,3,0,0,0,9,0,3,0,0,0,0,0,3,0,13,12,95,59,79,72,106,43,104,5,583
SSC40409,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,3,4,3,25
SSC40410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40411,0,5,3,4,9,7,0,0,0,31,3,3,0,3,0,4,0,0,6,22,31,66,58,115,188,121,69,65,12,722
SSC40412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,8,0,3,0,24
SSC40413,0,0,0,0,5,0,0,0,0,7,3,0,0,4,0,3,0,0,7,16,15,40,31,51,56,41,24,71,10,335
SSC40414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6
SSC40415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40416,0,0,4,0,4,3,3,8,0,22,0,5,6,3,0,5,0,0,10,27,23,87,94,84,123,125,79,94,12,718
SSC40417,0,4,0,3,6,4,7,5,0,42,0,3,0,0,3,4,4,7,7,27,31,113,87,130,179,117,80,80,16,831
SSC40418,0,6,7,3,16,12,3,5,0,52,0,3,0,9,9,3,5,0,4,29,48,87,85,117,186,128,87,89,17,840
SSC40419,0,4,4,8,9,13,3,7,0,60,0,4,4,5,14,3,0,6,19,54,78,217,178,250,430,308,210,231,33,1942
SSC40420,0,0,0,0,3,3,3,0,0,4,0,0,0,0,0,0,0,0,0,6,8,18,13,19,25,25,11,16,4,139
SSC40421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,13
SSC40422,0,0,0,4,4,0,3,0,0,16,0,0,0,0,0,0,0,3,0,14,17,58,66,63,90,99,45,50,7,491
SSC40423,0,0,0,0,0,3,0,3,0,7,0,0,0,0,3,3,0,3,9,20,21,71,58,88,117,80,53,48,9,547
SSC40424,4,12,7,16,11,10,14,6,0,89,0,3,9,8,4,4,5,6,13,53,67,213,172,210,404,274,178,225,26,1778
SSC40425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,9
SSC40426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,9,0,25
SSC40427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,16,11,23,26,0,26,0,120
SSC40428,3,11,0,3,5,7,3,5,0,44,0,6,3,4,4,6,0,0,8,33,25,127,96,124,174,149,62,109,14,877
SSC40429,0,11,7,9,31,11,10,9,0,81,4,8,4,9,21,5,3,4,17,78,41,197,162,212,464,210,125,158,36,1614
SSC40430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,3,7,3,14,0,42
SSC40431,3,16,16,12,39,29,16,17,4,147,12,9,9,11,19,11,4,14,18,102,89,350,281,363,675,427,253,255,59,2749
SSC40432,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,4,4,23,19,17,13,26,6,29,3,137
SSC40433,0,4,3,3,4,3,0,3,0,20,0,0,4,0,5,3,0,0,0,18,20,95,72,99,131,105,58,78,7,670
SSC40434,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,4,10,3,0,9,0,29
SSC40435,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,0,0,19
SSC40436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,8,3,0,0,3,0,25
SSC40437,0,0,0,0,0,0,3,0,0,15,0,6,0,0,0,3,0,0,5,15,14,56,29,52,62,83,36,57,9,394
SSC40438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40439,5,39,30,22,49,44,21,43,0,247,6,16,6,9,23,18,3,18,11,114,168,655,527,668,1013,847,512,679,51,5122
SSC40440,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,3,4,16,11,15,13,12,4,15,3,90
SSC40441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,20,11,22,13,20,8,26,0,129
SSC40442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40443,4,13,16,9,24,21,16,11,4,118,3,10,5,0,16,7,5,0,14,75,96,308,249,290,508,404,190,215,45,2309
SSC40444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,8,5,16,0,46
SSC40445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,13
SSC40446,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,4,3,19,0,45
SSC40447,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,14,8,13,16,22,10,29,0,118
SSC40448,0,0,6,5,4,3,5,3,0,35,0,3,0,4,0,0,0,0,3,15,37,94,67,110,152,119,62,92,6,737
SSC40449,0,3,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,11,6,20,21,24,34,35,21,39,0,206
SSC40450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,11,0,20
SSC40452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,15
SSC40454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,7,3,9,0,27
SSC40455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,8,7,0,9,13,4,7,4,46
SSC40457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40460,0,0,0,5,13,5,6,6,0,38,0,0,0,0,8,6,3,3,10,31,31,97,93,141,221,162,118,154,20,1044
SSC40461,3,3,0,4,5,3,0,3,0,19,0,3,0,0,0,3,6,0,0,13,17,61,38,62,91,62,28,61,7,436
SSC40462,0,10,4,3,3,9,4,6,0,40,0,6,4,0,5,0,0,3,7,31,55,173,146,169,212,173,106,145,15,1190
SSC40463,3,15,18,13,29,16,7,8,0,113,4,6,13,16,14,16,9,8,22,108,93,388,310,373,652,466,244,321,55,2904
SSC40464,4,8,3,4,6,8,8,9,0,61,0,0,3,3,8,6,0,8,4,38,49,256,186,203,320,304,184,277,16,1810
SSC40465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,9,11,13,14,5,18,0,71
SSC40466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12
SSC40467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8
SSC40468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40469,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,6,26,23,38,47,30,9,25,0,208
SSC40470,0,0,3,7,3,0,6,3,0,21,0,0,0,0,3,10,0,0,3,20,19,57,47,73,81,78,42,75,8,475
SSC40471,0,16,9,20,13,18,11,10,0,94,6,6,3,5,8,11,5,6,11,64,85,285,244,366,478,360,244,297,33,2392
SSC40472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40473,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,0,8,11,12,0,17,0,7,0,54
SSC40474,4,12,3,3,12,8,8,6,0,57,0,0,4,4,8,3,8,3,13,41,29,125,128,152,247,162,103,148,20,1107
SSC40475,0,0,0,0,0,4,0,0,0,8,0,0,0,0,7,0,0,3,0,9,10,53,22,47,83,52,32,34,3,322
SSC40476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,3,9,3,5,9,0,45
SSC40477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,9,4,7,10,11,3,59
SSC40478,0,0,0,3,3,4,0,0,0,13,0,0,3,4,4,0,0,0,3,15,13,24,26,38,58,31,18,27,3,229
SSC40479,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,11,3,6,0,3,3,13,0,55
SSC40480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC40481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7
SSC40482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,3,0,3,0,7,0,26
SSC40483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC40484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40485,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,3,11,3,3,0,7,0,6,101,4,137
SSC40486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,9,3,0,4,0,23
SSC40487,0,3,3,0,4,3,0,0,0,14,3,9,0,3,0,3,0,7,3,20,30,122,78,67,105,109,77,117,7,702
SSC40488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,11
SSC40489,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,10,11,6,3,11,5,5,0,55
SSC40490,0,11,12,9,15,10,3,3,0,65,0,6,8,11,6,4,3,0,5,48,33,183,168,206,373,202,139,115,20,1435
SSC40491,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3,0,13,5,3,3,0,42
SSC40492,0,0,0,0,3,3,0,4,0,14,0,7,0,0,0,4,0,0,0,10,11,42,30,32,37,39,25,50,0,274
SSC40493,0,5,6,3,12,4,3,7,0,44,0,6,3,3,3,4,3,3,13,46,50,192,170,198,282,262,134,186,24,1504
SSC40494,0,3,0,4,0,5,0,0,0,9,0,0,0,0,3,3,0,0,0,4,17,22,25,46,71,53,27,36,6,295
SSC40495,0,4,0,0,4,3,0,5,0,19,0,5,3,0,0,5,0,4,13,34,30,143,87,105,123,119,68,149,21,842
SSC40496,0,0,3,3,3,3,4,5,0,30,0,0,0,0,0,0,4,6,8,16,33,116,116,123,167,158,91,131,10,941
SSC40497,0,0,4,0,3,0,0,0,0,7,0,0,0,0,3,0,0,5,0,10,8,29,22,24,20,20,21,46,3,189
SSC40498,0,3,0,3,9,0,0,6,0,18,0,0,3,0,0,0,0,0,0,3,15,34,35,44,45,39,28,63,0,306
SSC40499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40500,0,5,9,5,12,7,3,10,0,45,3,8,3,4,12,12,0,10,23,62,61,190,124,164,257,242,127,243,31,1453
SSC40501,0,14,12,8,12,7,5,17,0,76,0,5,14,10,11,17,4,10,9,77,58,262,225,250,389,346,190,285,25,2027
SSC40502,3,13,10,26,29,29,5,9,7,126,4,7,6,6,5,20,4,19,12,92,112,380,292,426,633,593,307,473,38,3258
SSC40503,0,7,5,7,8,5,3,4,0,45,0,6,5,3,3,10,4,9,4,44,31,135,125,146,201,161,103,169,17,1087
SSC40504,3,7,9,14,13,12,13,6,0,81,0,7,3,5,10,3,6,5,9,54,99,339,265,331,538,426,245,341,21,2606
SSC40505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,8,5,3,10,12,0,51
SSC40506,0,0,0,3,10,7,3,6,0,30,0,4,3,6,0,3,0,3,4,25,27,133,68,120,197,124,84,109,10,866
SSC40507,0,3,0,0,6,0,0,0,0,15,0,3,4,3,4,10,0,3,0,22,25,138,120,85,170,140,67,134,10,884
SSC40508,0,0,0,0,0,0,0,3,0,6,0,0,0,0,7,0,0,0,3,10,5,18,16,25,33,25,11,17,3,147
SSC40509,0,0,3,3,3,5,3,3,0,23,0,3,0,0,0,3,3,4,8,24,21,47,50,66,79,74,28,75,15,462
SSC40510,0,0,5,0,9,10,0,0,0,26,0,8,3,0,3,3,3,0,13,32,22,84,67,98,186,117,46,71,14,709
SSC40511,4,28,19,32,38,28,14,28,0,194,8,19,5,8,27,25,12,16,25,146,154,653,516,596,1132,868,503,652,55,5125
SSC40512,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,13,11,9,14,19,23,4,15,7,117
SSC40513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,4,0,0,6,0,27
SSC40514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7
SSC40515,0,5,10,8,6,10,3,7,0,46,0,3,0,4,7,3,7,0,11,36,58,172,162,198,285,215,169,250,21,1526
SSC40516,0,3,3,3,6,3,0,3,0,21,0,8,3,0,0,3,0,4,12,32,23,98,74,100,92,56,29,72,17,557
SSC40517,0,6,0,3,7,3,0,5,0,33,0,5,3,0,0,3,0,3,4,21,44,114,75,121,104,72,42,71,7,643
SSC40518,0,6,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,3,7,20,49,28,57,35,43,20,46,4,305
SSC40519,3,3,0,0,0,3,0,0,0,10,0,0,0,3,0,0,0,0,0,5,13,51,46,55,40,29,29,29,11,301
SSC40520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,18
SSC40521,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,7,19,16,22,26,19,14,17,0,140
SSC40522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,15
SSC40523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,10,7,8,0,33
SSC40524,8,7,14,14,23,16,14,13,0,118,6,9,5,5,7,14,8,13,17,88,127,350,300,288,480,454,279,338,38,2661
SSC40525,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,10,3,10,17,10,8,7,0,67
SSC40526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,6,3,3,0,38
SSC40527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,6,3,0,3,7,0,25
SSC40528,5,5,8,6,14,7,3,4,0,51,0,7,4,5,5,7,5,0,11,49,47,151,136,158,362,207,79,104,27,1263
SSC40529,0,0,0,0,0,3,3,0,0,5,0,4,0,0,0,3,0,0,0,8,11,30,17,28,49,42,21,32,0,232
SSC40530,0,3,3,0,0,0,0,4,0,13,3,3,0,3,3,3,0,4,4,21,27,57,57,66,89,105,43,106,9,560
SSC40531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,11,0,23
SSC40532,5,16,18,29,40,36,21,36,0,197,4,8,9,8,14,21,7,12,14,112,156,580,490,602,992,807,492,600,48,4773
SSC40533,0,12,9,20,17,14,6,18,0,103,3,8,4,9,11,15,3,8,11,65,63,263,199,277,464,314,166,239,25,2009
SSC40534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,14,0,31
SSC40535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8
SSC40536,3,0,0,0,8,3,0,3,0,21,0,0,0,0,0,4,4,0,3,11,17,47,40,39,69,64,45,46,10,381
SSC40537,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,4,8,8,10,3,7,0,41
SSC40538,0,7,7,14,22,13,7,20,3,91,3,3,5,6,13,0,3,11,9,51,60,208,140,243,415,205,148,134,21,1583
SSC40539,0,8,0,13,15,10,0,11,0,56,0,0,0,8,12,5,0,3,17,49,33,161,130,203,284,125,93,93,32,1159
SSC40540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,16
SSC40541,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,6,12,40,25,31,37,22,21,35,3,224
SSC40542,4,12,8,5,15,9,6,9,3,63,0,4,0,0,3,3,3,6,7,27,37,185,134,141,174,182,108,187,20,1160
SSC40543,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,4,13,8,8,7,13,5,25,4,79
SSC40544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,13,3,10,7,20,0,73
SSC40545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,6,10,3,8,4,25,0,66
SSC40548,4,39,26,31,60,41,24,31,6,262,16,23,7,13,27,36,11,24,32,180,254,760,665,855,1432,1089,576,705,102,6431
SSC40549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,0,8,7,0,8,0,40
SSC40551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8
SSC40552,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,3,3,8,8,34,33,34,54,36,32,29,8,275
SSC40553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC40554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,3,0,8,0,22
SSC40555,0,4,6,3,12,11,7,3,0,41,0,0,0,0,8,4,0,0,3,24,16,85,85,89,179,116,56,61,11,688
SSC40556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,11,0,9,0,24
SSC40557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,4,0,10
SSC40558,8,31,16,46,56,48,35,27,0,267,0,16,13,19,25,23,18,13,25,156,198,694,574,711,1223,907,554,602,58,5515
SSC40559,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,3,5,6,9,6,3,4,3,47
SSC40560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40561,0,0,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,14,19,22,30,37,36,17,27,0,211
SSC40562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,8,0,22
SSC40563,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,3,5,13,12,12,14,9,11,0,79
SSC40564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,0,4,0,24
SSC40565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,16,3,3,14,11,0,67
SSC40566,0,0,0,0,0,3,0,3,0,9,0,3,0,0,0,0,0,0,0,3,7,30,9,13,15,23,12,47,5,148
SSC40567,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,5,8,13,9,14,3,5,0,62
SSC40568,0,0,7,7,3,5,7,3,0,33,0,3,0,0,0,0,3,3,3,18,38,169,156,147,169,135,97,164,12,1081
SSC40569,3,3,3,6,0,11,4,4,0,46,0,3,3,7,4,4,3,7,7,35,54,230,196,224,273,240,160,206,22,1609
SSC40570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,11,0,0,7,0,29
SSC40571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,15
SSC40572,3,6,3,3,8,5,3,10,0,39,0,0,0,0,0,3,0,0,4,13,36,150,114,138,141,99,50,79,14,829
SSC40573,0,3,3,0,6,0,6,3,0,22,0,3,3,5,5,3,0,3,0,22,23,148,106,107,126,148,95,153,3,912
SSC40574,0,3,3,0,6,0,0,0,0,18,0,0,0,0,4,3,0,5,3,23,19,65,48,63,79,69,38,96,7,473
SSC40575,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,7,38,25,25,28,48,18,43,0,241
SSC40576,0,13,8,11,25,11,10,7,0,95,3,7,5,8,11,10,0,3,13,59,61,243,184,231,428,243,134,162,25,1714
SSC40577,0,0,0,0,4,3,3,0,0,20,0,3,0,0,5,3,0,0,3,16,12,56,49,53,135,71,50,47,15,485
SSC40578,0,12,11,18,19,13,5,19,0,104,3,5,3,8,10,16,0,17,8,69,113,387,320,378,550,488,287,474,30,3028
SSC40579,4,3,3,7,15,14,6,12,5,61,0,5,4,3,6,0,4,8,9,41,52,183,136,158,236,213,134,194,16,1327
SSC40580,0,4,13,5,3,5,8,3,0,42,0,7,4,3,5,7,3,4,5,38,53,183,143,202,283,262,164,235,16,1541
SSC40581,0,23,18,23,34,24,19,15,0,147,0,13,13,7,15,8,3,14,17,92,89,449,350,409,663,618,326,387,33,3322
SSC40582,0,4,3,3,3,4,0,0,0,28,0,5,3,0,0,0,0,6,0,22,35,122,88,104,154,137,70,103,3,813
SSC40583,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,3,10,5,25,18,29,32,26,16,17,3,162
SSC40584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,7,0,12,6,5,4,8,12,16,3,60
SSC40585,7,17,9,3,36,20,13,8,3,108,3,12,3,10,17,15,6,11,23,94,93,275,223,296,599,399,231,238,52,2413
SSC40586,0,10,3,7,15,5,5,10,0,66,0,10,4,9,7,9,3,3,12,58,66,164,182,194,409,240,149,154,26,1574
SSC40587,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,6,4,29,17,28,22,25,11,30,4,168
SSC40588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,8,0,12,0,28
SSC40589,0,0,0,0,6,3,3,3,0,13,0,5,0,3,0,0,0,0,0,19,13,53,38,65,94,74,34,40,6,413
SSC40590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40591,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,11,10,17,21,20,7,8,0,99
SSC40592,0,4,3,0,7,0,0,3,0,22,0,0,0,3,0,4,0,7,4,10,23,79,67,63,68,64,34,70,10,492
SSC40593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,7,0,11,0,37
SSC40594,0,0,0,3,0,6,0,0,0,7,0,0,0,0,0,0,0,0,7,10,13,43,23,46,24,25,19,41,4,241
