SSC_CODE_2016,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
SSC41350,0,15,0,0,3,0,0,0,0,23,0,3,0,0,0,0,0,0,0,3,3,9,0,0,8,0,0,0,0,21,3,11,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,40,3,5,18,3,0,0,0,80,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,37,0,0,3,0,0,0,0,48,0,3,0,0,0,0,0,0,0,3,15,18,0,0,8,10,0,0,3,52,10,18,0,3,4,0,0,0,0,30,3,0,0,0,0,0,0,0,0,4
SSC41351,3,6,0,5,0,0,0,0,0,15,3,9,0,3,0,0,0,0,0,11,3,0,0,0,0,3,0,0,0,13,0,0,0,6,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,23,3,17,12,6,0,9,0,83,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,4,16,3,0,0,12,4,0,46,0,3,5,0,0,0,0,0,0,10,10,3,7,0,3,0,0,10,0,29,3,7,0,5,0,0,0,0,0,16,3,7,0,3,0,0,0,0,0,12,5,6,0,0,0,7,0,3,0,27,0,3,0,12,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,3
SSC41352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41353,0,76,7,30,13,3,0,3,0,132,5,42,0,9,6,0,0,0,0,67,24,18,3,14,90,21,0,6,3,178,6,14,0,61,32,4,0,4,0,122,3,9,0,5,0,3,0,0,0,21,0,0,11,12,9,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,4,3,0,0,3,12,48,184,28,142,164,51,9,15,5,640,3,21,7,4,5,3,0,3,0,51,3,18,4,3,6,3,4,3,0,43,18,23,123,8,13,8,29,9,4,237,14,4,55,4,3,8,3,6,3,104,3,10,9,4,4,3,0,3,3,37,5,92,9,31,13,3,0,3,0,161,9,64,0,13,8,0,0,0,0,103,54,39,7,22,103,34,8,14,3,276,8,31,0,78,36,9,3,3,0,171,5,19,0,3,5,4,0,0,0,45
SSC41354,4,57,0,10,8,0,0,0,0,84,3,21,0,9,0,0,0,0,0,32,9,18,0,7,36,10,0,3,3,93,9,17,3,26,14,3,0,4,0,74,0,4,0,0,0,0,0,0,0,12,0,0,3,4,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,36,148,13,57,71,21,5,14,3,369,4,20,5,0,3,0,0,0,0,31,9,13,3,0,3,0,3,0,0,29,11,31,26,0,8,0,11,7,0,104,6,4,19,6,3,5,0,4,0,40,3,0,3,0,0,0,0,0,0,12,7,72,3,15,8,0,0,0,0,109,4,32,0,9,0,0,0,0,0,49,30,47,12,18,42,19,3,8,5,177,9,30,3,37,19,4,0,4,0,106,4,9,4,0,0,3,0,3,0,21
SSC41355,3,60,0,7,8,3,0,0,4,78,0,19,0,0,3,0,0,0,0,22,14,21,0,3,19,0,0,0,0,63,9,24,3,0,8,0,0,0,3,42,3,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,40,137,11,17,47,14,0,3,6,266,4,13,0,0,0,0,0,0,0,28,5,17,3,0,0,0,0,0,0,22,17,20,10,3,3,0,0,3,0,59,15,3,7,3,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,3,4,105,0,11,8,3,0,0,3,129,3,20,0,0,3,0,0,0,0,32,36,51,3,3,28,8,0,3,0,131,10,43,3,7,11,0,0,0,3,70,3,3,0,0,4,0,0,0,0,12
SSC41356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC41357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41360,6,69,4,18,3,0,0,3,0,107,4,37,3,3,0,0,0,4,0,49,10,20,0,7,39,10,0,8,0,91,5,18,0,26,9,3,0,3,0,75,0,9,0,7,0,0,0,0,0,16,3,0,8,3,3,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,32,164,18,70,71,22,0,28,4,409,3,17,3,3,3,3,0,7,0,36,10,14,5,8,3,0,0,0,0,44,10,25,56,5,4,10,14,17,0,139,4,4,30,0,0,0,0,9,0,48,0,3,9,0,0,3,0,8,0,21,6,92,4,24,8,0,0,3,0,133,7,41,7,7,3,0,0,4,0,64,22,33,5,7,55,18,3,14,3,158,8,38,3,34,21,8,0,8,0,113,0,11,4,9,0,3,0,0,0,37
SSC41361,5,47,0,4,3,0,0,0,0,64,0,21,0,0,3,3,0,0,0,31,21,15,0,3,17,3,0,0,0,63,3,10,0,8,8,3,0,6,0,43,0,3,0,3,3,0,0,0,0,9,0,0,3,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,8,36,107,6,32,41,11,0,6,0,246,0,8,0,0,0,0,0,3,0,17,3,8,0,0,0,0,0,0,0,12,9,13,22,4,6,0,0,0,0,63,6,3,14,3,4,0,0,5,0,30,0,3,5,0,0,0,0,0,0,10,7,54,0,13,3,0,0,0,0,79,6,32,0,3,3,3,0,0,0,47,20,37,3,5,24,6,0,0,0,107,7,18,0,21,13,3,0,4,0,71,3,7,0,3,5,3,0,0,0,22
SSC41362,6,129,5,13,14,0,0,0,0,165,9,43,0,3,12,0,0,0,0,74,31,29,0,7,42,12,0,0,0,129,10,45,0,15,18,7,0,0,3,105,7,17,4,3,4,0,0,0,0,45,3,0,4,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,0,0,17,0,0,0,3,0,0,0,0,0,3,78,314,25,57,107,25,0,7,6,611,3,34,3,6,3,0,0,0,0,60,8,21,3,0,0,3,0,0,0,42,35,46,38,3,4,5,4,8,3,141,12,12,10,3,3,4,0,7,0,53,3,4,6,0,0,0,0,0,0,21,14,234,5,19,14,0,0,0,0,280,14,65,0,3,12,0,0,0,0,96,75,82,3,13,64,21,4,3,4,264,26,91,3,18,28,7,0,0,3,179,11,29,9,9,9,8,4,5,0,72
SSC41363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41364,4,4,0,0,0,0,0,0,0,9,0,8,0,3,0,0,0,0,0,15,7,3,0,0,7,0,0,0,0,19,0,0,3,5,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,18,6,4,14,0,0,3,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3,4,0,19,0,0,0,0,0,0,0,0,0,4,9,4,3,0,0,0,0,3,0,24,4,4,0,0,0,0,0,0,0,9,0,8,0,3,0,0,0,0,0,15,8,5,3,0,14,0,0,0,0,25,3,0,3,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
SSC41365,0,0,0,3,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,11,3,3,0,0,3,3,0,0,0,16,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,15,9,5,0,4,0,49,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,12,4,0,0,4,5,0,27,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,7,0,3,0,3,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,12,7,5,0,0,3,3,0,3,0,16,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
SSC41366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC41367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41369,0,29,0,0,3,3,0,0,0,38,8,15,0,0,0,0,0,0,0,19,6,11,0,3,10,0,0,0,0,34,3,24,0,9,7,0,0,0,0,40,3,14,0,0,0,4,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,24,105,9,19,28,9,0,0,4,186,0,9,0,0,0,0,0,0,0,17,3,3,3,0,0,0,0,0,0,10,6,4,11,0,0,0,0,0,0,23,4,13,3,0,3,0,0,0,0,23,3,3,0,0,0,0,0,0,0,4,0,44,0,3,3,3,0,0,0,58,9,15,0,0,0,0,0,0,0,25,14,19,3,3,23,3,3,0,0,74,4,37,5,13,7,0,0,0,0,62,9,20,3,0,3,5,4,0,0,42
SSC41370,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,11,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC41371,10,95,3,16,14,0,0,0,3,139,0,57,0,4,3,3,0,0,0,67,29,33,0,3,28,4,0,0,3,98,11,48,0,22,23,3,0,0,0,110,3,15,8,0,3,3,0,0,0,34,4,0,3,3,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,3,0,0,0,3,0,0,0,0,7,72,279,25,49,92,17,0,3,9,539,14,30,0,0,5,0,0,0,0,53,3,7,3,3,3,3,0,0,0,25,20,41,28,0,8,5,3,5,0,121,9,13,9,0,4,3,0,0,0,43,9,7,9,3,0,0,0,0,0,28,15,145,3,18,18,0,0,0,3,203,10,74,0,4,6,3,0,0,0,93,73,76,4,6,39,16,0,3,3,230,21,84,7,28,25,8,0,3,0,173,11,27,6,3,0,5,0,0,0,51
SSC41372,4,33,0,11,5,3,0,4,0,60,3,32,0,10,3,0,0,3,0,51,10,10,0,4,28,12,0,3,0,72,3,10,0,36,13,0,0,3,0,63,0,3,0,0,0,0,0,0,0,8,0,0,11,6,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,3,0,10,26,92,16,68,57,24,0,14,3,296,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,5,6,85,3,9,7,33,11,7,164,4,3,22,0,7,0,5,4,0,42,0,0,3,0,0,0,0,0,0,8,4,41,0,18,5,3,0,4,0,74,9,33,0,7,3,0,0,3,0,64,16,17,3,5,33,14,0,3,0,96,3,12,0,49,15,0,0,3,0,87,3,3,0,3,0,0,0,0,0,14
SSC41373,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,9,4,3,7,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,3,6,0,0,18,0,0,4,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC41374,0,3,0,3,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,9,3,3,0,0,10,0,0,0,0,13,0,0,0,7,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,13,9,9,14,0,0,0,0,59,0,4,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,3,0,18,0,0,0,4,8,0,37,0,0,3,0,0,0,0,0,0,6,3,0,0,0,0,0,0,7,0,11,0,3,0,3,0,0,0,0,0,14,0,5,0,0,0,0,0,0,0,12,4,5,0,0,10,0,0,0,0,24,0,0,0,6,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0
SSC41375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
