SSC_CODE_2016,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
SSC40384,11,12,13,7,0,0,65,4,13,4,14,6,3,0,0,48,0,5,0,0,0,0,0,0,4,3,3,0,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,3,3,0,0,21,26,54,48,74,62,31,3,0,287,0,0,0,6,9,0,0,0,25,0,0,0,0,3,0,0,0,8,4,19,16,31,14,18,0,0,101,6,9,0,12,3,0,0,0,32,0,10,10,7,7,0,0,0,24,5,9,14,20,21,4,0,0,81,0,7,8,13,15,13,0,0,46,8,18,13,21,20,12,0,0,90,9,14,10,18,11,9,0,0,74,0,5,3,0,3,3,0,0,16,3,4,5,7,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,7,6,13,6,11,10,0,0,56,40,104,85,141
SSC40385,25,33,13,18,3,0,114,9,16,48,44,32,31,3,0,184,3,9,10,12,6,3,0,0,40,4,7,7,7,9,4,0,0,38,0,0,0,0,0,0,0,0,3,0,0,3,3,3,5,0,0,15,15,0,3,20,7,11,10,5,71,63,108,170,200,144,137,37,9,871,8,12,15,16,10,14,5,0,85,3,7,14,12,5,3,0,0,35,15,26,34,54,33,33,13,11,213,9,14,19,16,21,6,5,3,93,4,4,13,8,7,3,0,0,38,10,40,45,57,56,25,17,4,247,7,21,32,33,44,63,13,7,207,15,25,46,52,42,30,10,0,226,15,29,60,58,44,46,9,0,270,10,9,18,21,9,4,3,0,76,10,12,14,10,11,7,0,0,54,0,0,0,0,0,0,0,0,5,0,4,6,3,6,6,0,0,28,33,11,10,33,21,18,17,12,153,140,222,318,372
SSC40386,3,5,0,0,0,0,15,0,0,3,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,9,4,11,16,14,25,9,3,0,84,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,6,10,10,0,0,36,0,3,0,0,0,0,0,0,8,0,0,3,3,3,4,0,0,13,0,0,4,0,4,3,3,0,18,0,0,0,3,6,5,0,0,18,3,3,3,3,8,4,0,0,26,0,0,4,5,6,4,0,0,20,0,0,0,0,3,0,0,0,7,0,3,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,3,3,0,6,0,0,0,19,7,24,24,28
SSC40387,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,3,7,4,7,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,5,3,13,11,9
SSC40388,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,12,10,3,0,0,0,0,0,17,4,3,0,0,0,0,0,0,8,5,3,0,0,0,0,0,0,6,21,14,0,5,0,0,0,0,34,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,11,5,3,0,0,0,0,0,18,5,3,3,0,0,0,0,0,10,4,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,8,20,6,3,0,0,0,0,0,36,83,51,10,9
SSC40389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40390,0,3,3,0,0,0,12,0,0,3,3,4,4,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,6,3,21,0,15,12,14,27,19,9,3,99,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,9,22,7,3,58,0,0,0,3,4,5,0,0,14,0,0,4,0,0,3,0,0,10,0,0,4,3,5,0,3,0,14,0,0,3,3,9,8,0,0,27,0,5,3,3,5,0,0,0,19,0,3,3,3,6,8,0,0,23,0,0,0,0,0,3,0,0,3,0,3,4,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,14,8,10,49,8,16,34,24
SSC40391,54,34,25,3,3,0,237,28,63,35,25,32,13,0,0,206,9,12,4,3,3,0,0,0,40,19,13,14,7,10,5,0,0,72,3,0,0,0,0,0,0,0,3,0,3,7,0,3,0,0,0,16,20,26,26,17,27,16,20,8,162,129,311,214,139,156,73,40,14,1080,15,23,16,10,0,8,0,0,72,4,36,22,10,8,0,0,0,68,11,74,57,42,57,32,22,12,298,8,23,15,14,8,3,11,3,79,0,8,9,8,4,0,0,0,26,18,65,34,27,33,15,7,0,208,3,32,23,23,29,16,7,4,136,34,149,89,49,42,6,9,3,384,44,91,47,44,49,22,4,0,303,11,22,22,11,11,0,0,0,77,21,41,18,16,14,8,0,0,124,3,0,0,0,3,0,0,0,9,4,4,6,7,4,0,0,0,33,48,72,45,39,60,26,42,13,342,218,638,415,297
SSC40392,4,0,4,0,0,0,10,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,0,0,13,0,9,14,8,7,4,0,0,42,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,14,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,0,0,4,0,3,0,9,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,5,3,7,0,0,28,7,13,21,15
SSC40393,3,3,3,0,0,0,30,4,4,13,7,3,0,0,0,32,0,3,0,0,0,0,0,0,3,3,9,3,0,4,0,0,0,17,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,3,6,6,8,11,3,5,47,28,33,35,33,26,17,9,7,186,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,12,5,3,11,10,7,9,7,3,63,3,3,3,0,5,3,0,3,21,0,0,5,3,0,0,0,0,9,4,3,6,5,9,3,0,0,26,0,0,4,3,6,6,0,0,17,14,17,11,8,3,0,0,0,52,4,7,13,14,5,3,0,0,51,0,3,0,0,0,0,0,0,6,5,8,4,0,4,0,0,0,25,0,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,7,21,7,11,19,14,15,8,11,109,57,76,81,75
SSC40394,27,22,13,10,3,0,149,32,43,39,45,40,5,3,0,208,0,8,4,0,0,0,0,0,13,17,28,16,12,8,0,0,0,77,3,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,5,25,28,15,26,27,22,31,11,193,123,194,130,136,124,56,48,13,828,0,3,3,0,3,4,3,0,22,5,7,9,0,8,0,0,0,25,20,54,38,43,46,31,26,4,260,12,19,6,7,11,12,5,0,64,3,8,4,4,7,0,0,0,26,11,28,22,20,19,10,8,0,111,3,10,4,11,16,8,3,0,58,44,76,44,31,25,14,3,0,234,37,63,55,53,53,12,6,0,274,3,8,3,4,5,0,0,0,26,24,36,23,18,10,6,3,0,123,3,0,0,0,0,0,0,0,14,3,5,3,0,3,4,0,0,15,66,70,56,66,52,40,45,26,420,233,381,272,260
SSC40395,22,12,17,5,0,8,115,25,29,36,26,19,13,3,0,155,4,4,0,0,0,3,0,0,16,4,20,5,8,4,0,0,0,40,0,3,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,5,28,25,24,31,27,33,52,46,270,97,160,111,112,108,59,75,61,777,0,7,3,7,0,0,0,0,19,5,3,9,6,4,4,0,0,31,9,39,31,35,41,32,38,13,243,11,14,11,7,12,12,8,5,86,0,9,4,8,9,0,0,0,27,11,26,12,14,24,12,9,5,107,7,10,12,6,17,4,3,3,59,21,39,36,29,28,11,5,8,175,29,51,44,41,27,13,4,3,211,4,14,3,0,3,3,0,0,29,12,24,11,9,9,3,7,0,70,0,3,0,5,0,0,0,0,10,0,4,7,3,0,5,0,0,20,65,62,53,70,59,55,92,64,517,183,300,239,247
SSC40396,6,6,11,0,3,0,54,6,21,14,17,14,3,0,0,78,0,0,0,0,0,0,0,0,0,7,9,3,0,4,0,3,0,29,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,24,19,24,19,10,20,33,5,155,60,81,62,61,48,42,42,7,406,0,3,4,0,0,0,0,0,4,3,6,3,3,3,0,0,0,22,9,16,8,17,17,18,15,3,110,4,4,4,0,4,4,3,0,29,4,3,0,3,4,0,0,0,16,3,10,7,11,6,7,3,0,51,0,3,7,3,6,0,0,0,24,17,22,16,9,16,3,3,0,89,12,29,28,19,19,3,5,0,115,0,0,0,0,0,3,0,0,6,11,11,3,7,8,5,3,0,43,0,3,0,0,3,3,5,0,12,0,0,4,0,0,0,0,0,6,35,35,39,51,37,41,39,12,298,106,152,129,137
SSC40397,21,9,5,7,3,0,99,8,42,29,19,19,7,0,0,136,3,0,0,3,0,0,0,0,10,9,20,8,3,3,4,0,0,46,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,34,20,31,18,18,17,31,3,181,89,148,99,82,70,42,42,8,583,0,8,0,0,0,3,0,0,10,5,8,3,0,0,0,0,0,20,11,40,22,33,32,11,11,5,165,12,10,4,7,12,4,8,0,54,5,3,9,7,4,4,0,0,25,9,22,6,12,10,3,0,0,61,3,3,9,4,8,4,5,0,36,26,55,32,10,13,7,3,0,143,15,60,38,25,23,11,4,0,177,3,0,3,6,5,0,3,0,23,15,29,14,8,8,3,3,0,74,0,3,0,3,0,0,0,0,4,0,5,0,0,0,0,0,0,9,66,61,63,48,46,33,52,16,384,169,297,190,172
SSC40398,16,15,4,4,3,3,100,29,51,29,23,18,10,0,0,163,3,0,0,0,0,0,0,0,7,20,19,15,3,3,3,0,0,64,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,38,32,27,17,23,21,35,4,190,112,172,108,89,70,62,47,18,681,0,3,0,3,0,0,0,0,11,3,15,8,3,0,0,0,0,30,19,34,21,41,22,34,16,11,196,9,8,4,4,11,7,7,0,51,3,12,9,5,0,0,0,0,22,15,18,15,16,13,5,3,5,96,3,4,3,6,12,10,7,0,56,25,65,32,18,13,8,7,3,166,35,63,46,41,18,14,0,0,216,5,7,3,3,0,3,0,0,16,24,33,19,4,3,3,4,0,89,3,3,0,0,0,0,0,0,11,0,0,0,4,3,0,0,0,10,59,53,52,34,44,45,53,16,360,202,310,202,190
SSC40399,15,14,9,0,0,4,80,5,31,20,15,14,7,0,0,95,0,0,0,0,0,0,0,0,5,12,11,5,0,4,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,31,23,22,18,19,43,11,181,75,112,87,64,60,35,47,13,491,0,8,3,4,3,0,0,0,16,3,6,4,0,0,0,0,0,20,12,17,19,20,18,21,4,5,112,5,8,7,5,3,3,5,3,37,0,5,0,4,3,0,0,0,15,6,16,10,16,3,3,0,5,55,4,7,4,3,0,4,0,3,22,31,29,22,21,7,3,4,4,121,11,34,28,20,19,8,0,0,124,9,3,7,0,0,0,0,0,18,12,20,11,5,3,3,0,0,56,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,8,52,50,58,43,30,30,57,16,334,147,196,178,138
SSC40400,21,14,10,4,3,3,78,20,31,23,28,20,10,3,0,131,0,5,3,3,0,0,0,0,9,10,10,6,10,3,4,3,0,47,0,0,0,3,0,4,0,0,6,4,3,0,0,0,0,0,0,5,23,21,17,26,26,30,54,31,239,75,116,98,105,79,68,77,44,675,0,3,3,8,7,0,0,0,21,3,4,8,3,0,0,0,0,18,17,36,31,38,37,21,41,14,228,9,10,9,7,5,4,13,0,58,0,11,5,4,0,4,0,0,27,8,20,14,14,16,7,5,3,89,0,3,9,8,9,17,6,0,51,14,35,26,26,15,10,5,3,130,23,41,31,40,30,14,3,3,182,0,13,5,3,0,4,0,0,24,14,24,12,9,5,9,4,0,75,3,0,0,3,0,4,0,0,13,4,5,0,0,0,0,0,4,11,52,42,45,53,44,47,80,49,425,151,234,207,218
SSC40401,0,3,0,0,0,0,10,0,0,0,4,5,4,0,0,13,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,0,17,9,22,10,13,17,10,3,5,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,25,0,0,3,3,3,0,0,0,9,0,8,0,3,0,0,3,0,12,0,7,3,3,5,6,0,0,28,3,3,6,0,5,0,0,0,14,0,4,0,3,3,4,0,0,17,0,3,3,6,7,4,0,0,17,0,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,6,6,3,6,32,9,33,22,31
SSC40402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,4
SSC40403,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,9,9,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,4,3,0,0,10,0,0,0,0,8,0,0,0,8,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,4,0,3,4,8
SSC40404,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,3,5,6
SSC40405,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,7,3,5,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,3,0,3,0,0,6,0,0,3,0,0,0,0,0,13,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,3,3,7,11
SSC40406,21,27,43,54,21,9,210,8,18,33,30,39,37,14,3,170,0,3,3,3,3,4,4,0,18,3,8,12,8,10,26,3,0,72,0,0,0,0,0,4,3,0,7,0,0,0,0,0,4,0,0,9,22,6,14,19,16,40,42,17,177,47,90,133,131,219,302,142,52,1125,0,3,0,3,4,19,9,0,43,3,0,4,0,4,3,4,0,22,5,16,22,32,51,148,103,33,413,0,7,9,14,19,40,23,5,127,0,4,10,11,9,5,6,0,42,0,26,33,30,62,75,41,17,291,0,13,18,27,52,80,28,6,224,18,25,35,40,62,111,50,10,359,5,30,43,38,53,56,22,5,255,0,7,10,3,5,14,4,4,41,3,18,24,27,21,27,8,4,124,0,0,0,0,0,4,3,0,7,0,0,0,3,6,14,3,0,25,35,12,27,35,37,75,84,31,348,85,172,231,258
SSC40407,47,36,18,13,0,3,222,18,66,59,26,18,9,0,0,200,4,16,3,3,3,0,0,0,31,12,25,14,10,5,0,3,0,69,0,0,0,0,0,0,0,0,3,0,10,5,3,5,0,0,0,19,23,23,24,15,17,13,25,42,185,98,379,248,142,124,66,45,49,1153,3,22,33,11,13,3,0,0,77,15,43,21,9,0,0,0,0,92,24,107,73,66,51,28,28,10,399,14,32,19,5,15,8,5,3,115,3,9,10,4,4,0,3,0,32,21,88,53,27,35,17,10,0,247,9,49,26,27,21,17,3,7,161,31,158,102,57,34,17,4,3,405,25,96,76,53,38,9,0,0,299,9,22,19,9,3,3,0,0,72,28,49,28,12,14,3,4,3,138,5,5,0,3,0,0,0,0,13,3,17,14,3,5,0,0,3,43,47,64,53,31,34,32,41,55,358,228,761,528,320
SSC40408,15,17,14,4,0,0,57,0,13,11,7,4,4,0,0,42,0,3,3,3,0,3,0,0,19,0,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,3,4,0,13,19,30,59,93,67,32,22,7,322,3,0,7,5,10,4,5,0,31,0,0,3,5,0,0,0,0,8,3,3,8,13,13,21,6,0,75,0,0,3,6,3,0,0,0,21,0,3,0,5,0,0,0,0,10,7,6,26,41,32,15,13,0,142,3,3,4,18,14,10,7,0,65,5,12,30,41,27,22,4,0,139,3,18,14,18,11,7,0,0,75,0,5,6,3,8,4,0,0,29,0,0,3,3,5,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,14,0,0,3,5,5,9,3,0,28,33,54,111,171
SSC40409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,3,7
