SSC_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SSC40443,54,44,28,19,24,19,7,190,17,19,14,9,11,9,0,79,25,7,7,3,3,0,3,51,154,166,107,70,83,42,11,637,0,0,0,0,0,0,0,0,241,239,158,104,122,64,24,955,6,5,3,7,5,3,0,30,4,4,3,0,4,0,0,17,4,0,0,0,0,0,3,10,9,28,15,11,16,6,3,94,0,3,0,0,0,0,0,3,25,38,26,19,24,14,8,150,269,279,184,124,146,78,33,1109
SSC40444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,8
SSC40445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SSC40446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,8,4,0,0,4,0,0,15,0,0,0,0,0,0,0,0,4,6,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,4,0,0,17
SSC40447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,19,7,9,4,0,0,46,0,0,0,0,0,0,0,0,15,19,7,10,10,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,7,10,10,3,0,57
SSC40448,13,15,4,0,0,0,0,35,4,3,3,5,0,4,0,19,13,8,4,0,4,0,0,28,48,53,23,11,22,10,3,173,0,0,0,0,0,0,0,0,72,80,31,12,29,20,7,250,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,4,9,3,12,0,3,0,0,30,0,0,0,0,0,0,0,0,11,12,15,3,3,3,0,44,84,86,42,13,27,26,7,294
SSC40449,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,10,15,11,12,10,6,3,56,0,0,0,0,0,0,0,0,15,12,14,11,18,5,3,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,12,9,14,17,5,3,76
SSC40450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3
SSC40451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9
SSC40454,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,3,0,0,12,0,0,0,0,0,0,0,0,5,6,6,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,3,3,0,0,14
SSC40455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,15,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,4,7,8,0,0,3,0,0,20
SSC40457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6
SSC40459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40460,4,4,3,0,0,0,0,11,12,11,9,3,7,0,0,34,6,6,0,0,3,0,0,21,116,138,73,53,52,15,7,444,0,0,0,0,0,0,0,4,132,163,80,54,63,15,5,511,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,16,24,18,6,20,3,0,96,0,3,0,0,0,0,0,5,16,27,22,6,23,3,0,102,154,187,109,61,82,18,7,615
SSC40461,7,20,15,12,14,4,3,86,0,0,5,4,0,3,0,11,6,3,0,0,0,0,0,12,22,21,6,6,13,8,0,83,0,0,0,0,0,0,0,0,39,46,28,22,33,19,3,194,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,6,0,3,23,0,0,0,0,0,0,0,0,3,8,4,3,8,0,0,32,39,52,32,33,43,19,7,224
SSC40462,29,26,5,5,7,5,3,83,10,18,5,5,8,3,3,53,3,8,6,7,6,0,0,34,73,79,48,37,44,35,14,330,0,0,0,0,0,0,0,3,115,129,77,48,62,45,21,501,3,3,3,0,3,0,0,15,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,3,3,7,3,10,12,5,3,42,0,0,0,0,3,0,0,3,7,10,12,8,18,5,3,72,125,146,87,63,86,50,25,576
SSC40463,55,67,43,32,44,23,18,275,16,16,6,3,10,11,4,68,27,11,11,10,10,3,3,74,133,199,81,65,97,56,35,667,0,5,0,0,0,0,0,6,234,292,144,110,159,94,62,1093,5,3,5,3,3,3,3,23,0,0,0,0,3,4,3,16,0,3,3,0,0,0,0,9,16,27,10,12,16,8,4,98,0,0,0,4,0,0,0,4,21,32,22,16,24,18,6,139,248,327,163,128,183,111,70,1230
SSC40464,36,37,44,22,29,12,6,178,7,21,6,10,11,5,10,64,15,16,4,3,3,0,8,43,93,110,64,43,55,26,22,407,0,0,0,0,0,0,0,3,157,179,115,73,98,44,39,706,0,9,3,10,15,0,0,35,3,6,0,3,4,9,0,25,0,0,0,3,4,0,0,7,7,20,11,6,6,10,3,60,0,0,0,0,0,0,0,0,13,35,16,22,27,20,4,131,172,211,134,91,125,61,43,836
SSC40465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,17,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,4,0,3,0,0,21
SSC40466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5
SSC40467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40469,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,16,11,11,10,8,4,0,57,0,0,0,0,0,0,0,0,15,18,12,7,12,4,0,70,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,8,6,3,5,0,3,0,0,19,0,0,0,0,0,0,0,0,6,8,3,6,3,3,3,30,22,24,14,17,11,8,3,98
SSC40470,0,0,3,7,3,0,0,13,6,3,4,0,3,3,0,17,0,0,0,3,0,0,0,7,23,49,30,25,28,8,3,173,0,0,0,0,0,0,0,0,32,53,39,34,39,10,9,211,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,9,5,0,5,3,0,0,19,0,0,0,0,0,0,0,3,10,5,4,5,7,0,0,24,35,58,47,34,44,10,9,237
SSC40471,9,18,10,15,15,8,0,77,14,16,11,12,12,11,4,82,15,11,0,5,12,8,3,42,170,195,92,49,77,39,9,629,0,0,3,0,0,0,0,3,198,236,120,80,117,63,22,835,0,4,4,0,0,3,0,6,6,5,8,0,8,0,3,25,0,3,3,4,3,3,0,16,31,42,27,12,30,10,0,153,0,0,0,0,0,0,0,4,38,50,38,20,40,10,3,208,239,291,159,103,154,74,27,1040
SSC40472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,3,0,0,0,26,0,0,0,0,0,0,0,0,4,8,7,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,5,8,14,3,3,0,0,31
SSC40474,0,0,0,6,7,7,0,23,0,3,3,0,5,8,4,27,0,0,4,0,8,0,0,12,61,79,52,31,46,17,4,284,0,0,0,0,0,0,0,0,62,84,57,36,63,35,15,348,0,3,0,0,0,0,0,3,0,3,3,0,3,0,3,13,0,0,0,0,5,0,0,4,17,20,15,8,22,5,3,89,0,0,0,0,0,0,0,3,23,26,16,8,25,7,6,111,83,108,76,48,86,41,15,456
SSC40475,3,4,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,10,23,25,11,9,5,0,0,78,0,0,0,0,0,0,0,0,29,36,14,13,5,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,15,16,8,6,19,3,0,66,0,0,0,0,0,0,0,0,17,19,9,13,16,3,0,80,47,54,18,19,29,4,0,176
SSC40476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10
SSC40477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,3,0,0,19,0,0,0,0,0,0,0,0,6,3,3,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,4,7,5,5,3,0,0,29
SSC40478,21,12,6,6,9,5,0,62,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,9,12,0,4,7,0,0,35,0,0,0,0,0,0,0,0,26,30,11,16,11,9,4,106,0,5,0,0,3,0,5,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,4,4,0,0,0,18,0,0,0,0,0,0,0,0,3,7,4,3,4,3,5,40,32,37,12,17,19,14,10,143
SSC40479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,3,0,0,0,25,0,0,0,0,0,0,0,0,3,6,4,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,3,0,0,0,22
SSC40480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC40481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC40482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,15
SSC40483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3
SSC40486,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3
SSC40487,9,9,10,3,0,0,0,31,0,0,0,0,0,0,0,5,3,3,4,0,3,3,4,22,26,35,19,12,14,13,7,130,0,0,0,0,0,0,0,0,35,52,32,18,23,15,13,187,0,0,3,3,0,0,0,11,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,13,0,0,0,0,0,0,0,0,4,4,5,5,3,0,3,27,43,57,37,22,26,20,12,211
SSC40488,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7
SSC40489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,6,3,0,0,0,0,21,0,0,0,0,0,0,0,0,6,6,7,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,7,0,0,0,0,25
SSC40490,107,85,55,41,44,35,13,380,9,5,9,3,3,0,0,27,7,10,0,0,0,0,0,12,65,60,22,16,25,10,3,194,0,0,0,0,0,0,0,0,189,156,89,56,70,44,16,619,10,6,3,4,7,7,4,42,0,0,8,0,3,0,0,16,0,0,0,0,3,0,0,3,18,39,14,10,16,8,5,109,5,0,0,0,0,0,0,3,27,49,23,15,30,18,7,169,217,206,107,76,95,57,28,790
SSC40491,0,0,4,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,4,5,0,0,15
SSC40492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,17,23,27,18,11,14,4,0,91,0,0,0,0,0,0,0,0,27,28,29,7,11,4,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,3,7,5,3,3,0,0,25,0,0,0,0,0,0,0,3,4,8,10,6,4,3,0,38,31,38,36,21,17,4,0,145
SSC40493,35,34,5,13,7,3,7,104,18,17,15,5,11,6,3,72,13,9,3,0,3,0,0,23,64,84,59,37,37,27,12,328,0,0,0,0,0,0,0,3,126,143,84,54,57,38,21,525,3,3,3,0,0,0,0,7,7,3,0,0,4,0,0,15,0,0,0,0,3,4,0,10,3,9,8,4,17,10,3,62,0,0,0,0,0,0,0,4,13,20,12,5,23,14,6,98,139,159,95,60,82,54,27,623
SSC40494,0,0,0,0,0,0,0,10,3,3,0,0,0,0,0,7,3,0,0,0,0,0,0,7,12,15,12,8,3,3,0,55,0,0,0,0,0,0,0,0,19,24,11,10,3,3,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,0,3,9,0,0,26,0,0,0,0,0,0,0,0,3,12,4,3,4,0,0,27,24,31,15,13,10,7,0,101
SSC40495,35,35,28,14,14,13,6,141,3,3,0,4,10,11,3,31,9,9,4,6,3,3,3,34,29,42,21,16,38,20,10,185,0,0,0,0,0,0,0,0,72,90,57,40,59,40,24,389,3,6,0,0,6,5,3,30,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,4,3,12,3,3,0,0,30,0,0,0,0,0,0,0,0,6,15,14,6,10,5,4,66,83,99,72,48,78,48,30,453
SSC40496,8,7,9,6,10,3,0,49,9,15,3,3,7,3,3,48,8,8,0,0,0,3,3,21,77,87,35,29,28,19,12,285,0,0,0,0,0,0,0,0,101,123,57,38,42,27,13,403,0,5,0,0,3,0,0,8,3,4,0,0,4,0,0,14,4,0,3,5,3,0,0,17,7,11,0,4,8,0,3,34,0,0,0,0,0,0,0,0,12,14,6,5,14,0,4,69,117,142,64,47,65,28,17,474
SSC40497,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,3,0,0,0,0,3,17,26,12,9,10,0,0,79,0,0,0,0,0,0,0,0,18,25,18,14,17,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,12,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,14,21,30,18,13,16,3,0,101
SSC40498,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,33,35,24,16,17,4,0,118,0,0,0,0,0,0,0,0,35,36,26,17,16,3,3,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,13,3,3,3,0,0,0,21,0,0,0,0,0,0,0,0,13,5,3,3,0,0,0,25,43,43,31,26,17,3,3,164
SSC40499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
