SSC_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SSC40420,0,3,3,3,4,8,4,0,5,16,11,24,22,14,37,0,0,0,4,0,4,10,9,21,18,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,8,5,0,0,0,0,0,4,0,0,0,3,0,5,37,23,58,80,58,135
SSC40421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,4,9,10
SSC40422,4,3,6,31,36,65,5,10,18,4,3,10,43,48,87,9,13,20,4,4,8,9,10,14,22,23,43,5,0,5,8,3,11,0,0,3,3,9,11,0,0,0,18,13,33,15,28,44,15,15,26,0,3,3,3,9,12,0,0,0,40,45,86,3,0,6,3,0,3,0,0,0,6,3,12,35,32,67,159,179,334
SSC40423,7,6,10,25,25,49,9,8,22,0,0,0,39,34,69,12,16,25,3,7,14,0,3,0,13,25,43,0,0,5,0,3,4,3,3,4,0,6,10,0,0,0,9,15,19,0,16,20,3,5,16,0,0,0,9,14,21,0,0,0,20,41,58,0,0,0,3,4,5,0,0,0,3,5,5,21,32,55,108,152,262
SSC40424,13,16,29,130,125,255,23,27,53,28,23,53,186,172,357,68,56,120,19,20,39,19,27,47,105,102,202,7,8,13,3,3,7,11,12,16,21,17,39,0,0,0,37,34,73,31,38,71,6,14,18,3,7,9,14,26,40,0,0,0,51,87,145,0,3,6,13,16,27,0,0,0,12,14,30,77,81,164,485,515,1002
SSC40425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,3
SSC40427,0,0,3,5,4,9,0,7,3,4,3,9,11,18,20,10,10,17,0,0,0,0,0,0,10,10,17,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,13,25,36,39,71
SSC40428,17,12,20,56,49,103,18,21,41,3,3,3,81,68,152,31,23,51,16,21,40,7,4,16,51,53,107,3,3,10,3,4,13,0,0,3,4,8,13,0,0,0,15,22,38,37,47,83,17,32,45,3,0,0,13,16,27,0,0,0,65,97,160,0,0,3,7,10,17,0,0,0,6,9,18,63,86,144,293,349,636
SSC40429,29,23,56,105,106,213,63,81,144,13,8,26,187,192,376,49,71,122,43,54,99,17,16,28,113,138,251,12,13,21,21,26,49,8,3,9,17,18,35,0,0,0,56,61,117,69,86,157,22,31,53,3,5,8,14,22,33,0,0,0,111,144,252,9,14,20,5,11,19,3,0,4,17,28,44,122,139,264,629,726,1357
SSC40430,0,0,0,10,7,8,0,0,0,0,0,0,10,7,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,14,10,32
SSC40431,41,40,79,125,109,229,91,82,173,16,12,26,227,204,431,91,72,164,68,74,144,10,11,21,174,157,329,8,20,29,30,13,49,14,7,18,18,36,49,0,0,3,71,78,150,79,83,161,34,39,79,6,12,18,22,27,51,0,4,4,143,166,314,10,8,18,20,13,34,0,0,0,27,20,47,172,176,350,846,846,1696
SSC40432,4,0,5,5,10,11,3,0,3,7,0,10,17,7,25,9,5,14,0,0,0,0,4,4,5,6,17,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,10,20,45,31,75
SSC40433,11,12,24,51,30,82,9,16,24,3,3,4,64,50,116,25,17,43,6,10,16,0,9,12,37,26,64,5,4,8,0,3,3,3,3,6,5,6,10,0,0,0,10,18,26,35,36,74,20,15,33,3,4,6,3,12,20,0,0,0,65,66,128,0,3,3,3,6,12,0,0,0,4,6,14,21,34,49,208,211,425
SSC40434,0,0,0,0,4,5,0,0,0,0,0,0,0,4,6,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16
SSC40435,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,3,11
SSC40436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,16,12,11,28
SSC40437,3,6,5,8,17,19,9,5,18,5,5,13,24,28,48,5,6,5,8,10,18,13,12,24,20,29,51,0,0,0,0,3,3,3,4,5,0,0,0,0,0,0,3,5,8,18,18,37,9,3,7,3,0,4,8,5,14,0,0,0,32,29,60,0,0,0,3,0,3,0,0,0,3,0,7,24,25,54,111,126,240
SSC40438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40439,72,52,123,322,313,630,60,48,112,107,83,191,488,450,933,151,169,318,69,53,124,109,119,225,325,337,667,6,11,17,13,15,25,29,17,46,25,51,70,0,0,0,77,88,163,130,166,295,31,50,79,19,28,44,38,68,104,0,0,0,217,309,530,3,8,13,18,33,46,0,0,0,17,36,57,200,177,372,1398,1441,2840
SSC40440,0,0,0,3,3,8,0,0,0,7,0,8,10,4,17,3,3,5,0,0,3,0,3,6,6,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,25,26,49
SSC40441,0,3,3,10,7,23,0,0,0,5,7,10,21,14,31,4,11,9,0,0,0,3,6,5,3,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,11,9,27,44,49,91
SSC40442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40443,23,21,43,151,123,274,71,90,161,19,12,34,240,226,467,47,55,103,60,74,137,14,23,34,125,150,277,6,5,11,11,3,19,6,9,16,14,20,31,3,0,3,42,33,78,59,69,130,16,26,42,5,12,16,19,12,38,0,0,0,100,127,225,5,9,14,4,9,19,0,0,0,10,23,33,94,115,217,640,699,1339
SSC40444,0,0,3,5,4,5,0,0,0,0,0,0,5,4,5,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,35,26,20,44
SSC40445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40446,0,0,0,3,7,3,0,0,0,0,0,0,3,7,3,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,9,19
SSC40447,3,0,3,10,6,17,0,0,0,0,3,5,15,11,20,9,5,14,0,0,0,3,3,7,12,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,9,10,12,36,34,73
SSC40448,12,10,26,43,27,69,15,10,26,13,9,23,79,49,125,9,8,20,9,8,11,7,10,17,26,26,50,3,0,3,6,4,12,3,0,3,3,8,9,0,0,0,17,13,27,36,36,69,15,18,28,0,0,3,18,18,30,0,0,0,62,74,132,3,0,3,3,3,4,0,0,0,5,4,7,44,34,80,240,209,449
SSC40449,0,0,3,7,3,15,0,0,0,5,8,12,11,16,23,6,3,12,0,0,0,4,8,14,14,13,21,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,3,6,6,6,12,0,0,0,0,0,0,0,0,3,0,0,0,3,12,15,0,0,0,0,0,0,0,0,0,0,0,0,13,20,35,49,63,106
SSC40450,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0
SSC40452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,7,9,11
SSC40454,0,0,0,3,4,7,0,0,0,0,0,0,3,4,7,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,14
SSC40455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40456,0,0,3,4,0,9,0,0,0,0,0,0,4,0,9,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,8,10,20
SSC40457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SSC40459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40460,10,12,27,145,110,252,3,3,7,10,11,21,159,123,287,51,47,98,14,6,17,6,6,8,76,57,133,6,3,3,0,4,9,8,9,18,7,14,24,0,0,0,25,29,53,3,17,20,0,8,8,0,3,4,6,16,16,0,0,0,10,37,49,3,3,3,0,3,7,0,0,0,3,10,14,65,60,127,353,325,678
SSC40461,10,3,15,37,29,71,9,6,10,3,4,7,48,39,89,33,22,52,6,12,14,3,7,9,40,44,79,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,3,4,14,26,12,40,4,13,17,0,0,0,6,10,11,0,0,0,35,33,69,0,0,0,5,3,8,0,0,0,5,3,6,18,23,44,163,158,314
SSC40462,13,22,31,87,55,141,37,27,63,11,12,23,130,97,226,51,43,88,23,25,50,10,5,12,84,68,156,3,3,8,0,7,9,3,3,7,3,13,19,0,0,0,13,25,41,28,38,66,7,17,23,0,9,6,16,8,30,0,0,0,52,71,123,3,3,6,5,7,9,0,0,0,7,6,12,65,63,130,359,356,718
SSC40463,32,29,61,136,141,281,90,84,172,23,23,40,244,253,499,87,78,162,59,63,118,20,18,34,165,153,320,15,9,25,3,0,7,15,7,23,18,30,40,0,0,0,49,44,91,87,94,183,17,21,35,12,9,22,18,40,61,0,0,0,137,164,299,8,10,11,3,17,22,0,0,0,9,27,34,138,153,289,779,821,1596
SSC40464,29,21,49,110,118,224,8,16,28,48,32,82,165,164,336,49,47,98,19,19,45,45,55,95,116,119,243,7,12,18,5,5,11,3,4,3,13,27,42,0,0,0,27,52,77,92,71,163,33,31,63,10,4,13,22,39,61,0,0,0,158,149,310,11,3,10,5,11,19,0,0,0,14,18,33,81,95,171,593,624,1213
SSC40465,0,0,0,3,6,6,0,0,0,0,0,0,3,6,6,0,3,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,14,13,26
SSC40466,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3
SSC40467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40469,3,0,4,15,8,23,0,3,3,3,14,15,15,24,39,4,7,4,3,7,9,8,9,14,11,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,4,3,0,7,0,0,0,0,3,8,0,0,0,9,9,16,0,0,0,0,0,0,0,0,0,0,0,0,30,28,64,69,91,163
SSC40470,7,7,11,24,32,50,6,14,18,23,11,28,51,50,98,10,7,10,22,26,48,13,11,20,39,40,79,0,0,3,0,0,0,0,3,4,0,0,3,0,0,0,3,12,14,5,12,14,0,3,3,0,0,0,0,3,3,0,0,0,11,15,27,0,0,0,0,0,0,0,0,0,0,0,0,63,60,120,171,174,350
SSC40471,29,20,47,109,126,236,28,30,57,52,72,130,186,229,418,53,35,80,50,58,107,54,37,95,155,127,285,16,6,18,3,11,17,18,13,29,12,31,41,0,0,0,47,64,109,36,50,82,9,7,16,8,11,14,17,24,39,0,0,0,70,95,157,0,8,5,4,11,20,0,0,0,7,16,24,166,139,309,657,688,1348
SSC40472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40473,0,0,0,3,0,4,4,0,5,3,8,7,11,10,19,0,0,0,5,3,8,3,0,3,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,19,15,34
SSC40474,14,6,22,33,44,85,19,10,32,27,32,64,82,94,174,27,27,56,18,21,35,25,29,54,72,71,149,0,3,8,0,4,10,14,5,19,12,9,26,0,0,3,36,28,59,17,41,62,4,14,19,5,3,6,3,11,12,0,0,0,30,65,96,0,0,3,0,12,12,0,0,0,0,15,15,92,101,195,332,372,704
SSC40475,8,0,6,24,24,52,3,3,8,3,11,16,39,37,73,15,21,42,3,4,6,0,3,3,18,31,52,3,0,5,0,3,4,0,3,0,0,10,12,0,0,0,6,15,22,0,0,4,0,3,3,0,0,3,0,4,8,0,0,0,6,13,14,0,0,0,0,3,4,0,0,0,0,0,4,42,39,83,119,140,258
SSC40476,0,0,0,3,0,9,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,10,9,17
SSC40477,0,0,0,3,8,12,0,3,3,0,0,0,3,6,11,0,8,10,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,17,15,21,40
SSC40478,4,4,5,11,20,30,4,3,10,3,4,4,25,25,46,10,11,21,8,10,15,0,0,0,13,21,36,3,5,11,0,3,7,0,3,0,0,7,10,0,0,0,7,20,22,5,15,16,6,6,12,0,0,0,0,0,0,0,0,0,9,22,31,3,0,3,0,0,0,0,0,0,3,0,3,20,16,29,77,99,180
SSC40479,0,0,0,3,10,17,0,0,0,0,0,0,3,10,17,3,0,3,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,17,16,32
SSC40480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6
SSC40481,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11
SSC40482,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11
SSC40483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3
SSC40484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3
SSC40485,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,39,41,6,43
SSC40486,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SSC40487,9,4,16,16,26,36,0,11,12,11,18,32,29,52,79,5,3,10,8,9,15,24,14,38,32,21,56,0,3,3,4,0,4,0,0,0,3,3,7,0,0,0,6,7,11,42,47,89,12,13,23,8,3,6,13,8,22,0,0,0,78,67,148,0,3,3,7,6,8,0,0,0,7,10,11,58,55,117,224,212,437
SSC40488,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,4,3,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,6,11
SSC40489,0,0,0,8,0,7,3,7,6,0,0,4,8,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,15,25
SSC40490,21,30,48,87,89,170,36,25,62,29,27,56,158,136,294,62,51,115,17,18,39,22,16,32,100,80,186,13,13,19,4,19,23,7,4,10,21,20,42,0,0,0,37,56,99,59,44,102,27,17,47,0,0,0,16,27,40,0,0,0,106,90,191,4,12,14,9,13,21,0,0,0,18,24,41,107,103,214,545,519,1062
SSC40491,0,0,0,0,0,0,0,0,0,4,0,4,3,0,4,0,0,0,4,0,8,0,0,3,10,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,14,16,31
SSC40492,5,3,8,29,24,48,13,11,30,0,3,3,45,43,84,13,17,26,0,0,3,0,0,3,13,20,35,0,3,3,0,6,6,0,0,0,0,3,4,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,34,25,54,91,102,197
