SSC_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC40459,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
SSC40460,..,0,0,0,0,3,0,0,0,10,..,3,3,9,7,18,8,8,7,63,0,4,3,0,0,0,3,0,0,12,231,126,158,147,144,128,65,23,7,1037,..,8,155,194,174,165,98,25,4,832,..,28,64,38,35,19,4,0,0,196,..,0,15,21,29,18,4,3,0,92,509,..,..,..,..,..,..,..,..,509,..,112,..,..,..,..,..,..,..,112,..,79,23,5,4,0,0,0,0,122,..,7,9,0,4,4,5,3,0,31,..,12,0,0,3,0,0,0,0,19,..,3,0,0,3,5,0,0,0,11,..,7,15,13,27,33,15,11,8,128,0,6,6,0,3,0,5,0,0,20,508,262,294,283,282,254,129,40,12,2072
SSC40461,..,3,10,0,0,0,0,0,0,13,..,0,7,0,10,3,11,6,0,50,5,0,6,0,0,0,0,0,0,10,78,46,65,66,66,35,37,13,3,409,..,3,21,89,86,40,35,8,0,288,..,3,21,12,6,0,3,0,0,56,..,0,0,11,12,7,0,0,0,36,157,..,..,..,..,..,..,..,..,157,..,65,..,..,..,..,..,..,..,65,..,10,14,3,0,0,0,0,0,26,..,0,0,0,0,0,3,4,0,11,..,3,3,0,0,0,0,0,0,7,..,21,19,0,3,3,0,0,0,48,..,0,18,7,13,15,16,8,5,86,3,0,7,0,0,0,0,0,0,18,158,107,112,125,134,71,63,18,4,801
SSC40462,..,0,5,0,0,3,3,0,0,17,..,0,15,9,8,25,24,49,48,186,0,4,0,0,0,5,0,0,0,20,200,138,133,144,178,164,109,138,76,1281,..,0,119,181,229,212,150,149,52,1089,..,3,28,32,39,18,3,0,0,128,..,0,3,19,21,26,3,16,4,99,413,..,..,..,..,..,..,..,..,413,..,160,..,..,..,..,..,..,..,160,..,89,49,13,22,10,0,0,0,178,..,10,6,0,4,0,7,5,3,27,..,5,3,0,3,0,0,0,0,14,..,4,12,4,3,7,3,0,0,40,..,7,21,21,36,51,43,64,65,308,3,3,3,8,5,6,4,0,0,30,419,281,242,273,365,333,205,240,123,2478
SSC40463,..,22,17,3,8,11,0,0,0,52,..,6,12,19,30,45,74,98,51,340,8,8,3,5,9,6,7,4,3,53,441,338,292,366,464,352,409,277,85,3036,..,9,224,462,627,478,596,324,58,2786,..,6,72,47,46,22,7,8,0,213,..,4,12,38,68,32,28,30,10,229,867,..,..,..,..,..,..,..,..,867,..,368,..,..,..,..,..,..,..,368,..,210,157,67,52,15,0,0,0,501,..,29,19,7,10,14,9,9,6,104,..,20,10,5,3,0,0,0,0,38,..,55,35,5,15,13,4,0,0,138,..,13,27,57,79,71,104,135,72,550,19,16,16,7,16,10,13,9,3,106,883,730,594,701,923,660,757,514,148,5908
SSC40464,..,22,15,4,3,7,4,3,0,56,..,10,37,30,38,59,91,93,49,402,9,8,3,3,3,0,9,4,0,32,308,200,221,260,262,247,217,155,67,1935,..,0,139,302,316,261,222,115,40,1395,..,22,84,48,33,31,18,4,0,236,..,0,12,37,48,23,3,7,7,137,606,..,..,..,..,..,..,..,..,606,..,229,..,..,..,..,..,..,..,229,..,77,54,8,12,4,0,0,0,153,..,14,12,0,4,7,4,0,0,46,..,9,13,0,0,0,0,0,0,26,..,50,40,9,12,12,7,5,0,130,..,11,56,54,88,99,131,119,59,627,11,12,4,6,3,3,7,4,4,52,617,431,408,472,514,443,394,255,105,3630
SSC40465,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,8,0,5,3,5,17,3,6,0,46,..,0,5,5,6,16,8,7,0,53,..,0,5,0,0,3,0,0,0,11,..,0,0,0,0,0,0,0,0,3,21,..,..,..,..,..,..,..,..,21,..,5,..,..,..,..,..,..,..,5,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,4,0,12,0,3,0,0,0,0,0,0,0,3,21,6,11,9,13,27,11,3,0,99
SSC40466,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,..,0,3,3,0,0,3,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,17
SSC40467,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,13
SSC40468,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC40469,..,0,0,0,4,0,0,0,0,4,..,0,0,4,3,14,24,30,23,112,0,0,4,0,0,3,0,0,0,15,45,30,26,23,32,52,49,43,23,326,..,0,19,18,27,43,46,26,3,181,..,6,9,0,9,6,3,0,0,43,..,0,7,3,8,3,0,0,0,23,77,..,..,..,..,..,..,..,..,77,..,21,..,..,..,..,..,..,..,21,..,11,0,3,0,0,0,0,0,17,..,3,0,0,0,3,4,3,0,15,..,3,0,0,0,0,0,0,0,4,..,0,3,0,5,0,0,0,0,9,..,0,8,11,13,35,40,39,27,166,8,0,5,3,0,3,3,0,0,25,82,51,43,47,62,92,104,68,37,585
SSC40470,..,0,0,0,0,3,0,0,0,3,..,0,0,0,5,4,0,0,0,11,0,4,0,5,0,0,0,0,0,10,84,61,22,70,83,51,21,10,4,412,..,0,12,82,130,85,33,20,3,366,..,0,12,13,15,10,3,0,0,53,..,4,0,12,4,3,0,0,0,31,179,..,..,..,..,..,..,..,..,179,..,61,..,..,..,..,..,..,..,61,..,45,11,3,0,0,0,0,0,63,..,0,0,0,0,0,3,3,0,8,..,0,0,0,4,3,0,0,0,11,..,0,0,0,0,3,3,0,0,4,..,0,0,5,7,4,5,6,0,22,3,8,6,3,3,0,3,0,0,23,178,125,43,115,166,109,50,27,6,817
SSC40471,..,11,5,0,3,3,0,0,0,32,..,8,12,19,31,56,51,55,42,270,10,11,5,7,6,4,4,0,3,43,413,287,248,282,381,372,241,146,75,2443,..,12,195,305,469,473,371,179,52,2053,..,55,117,69,73,46,20,0,0,385,..,7,24,53,62,47,5,4,7,218,786,..,..,..,..,..,..,..,..,786,..,249,..,..,..,..,..,..,..,249,..,226,77,21,19,5,0,0,0,345,..,22,7,5,12,12,7,4,5,81,..,6,0,3,3,3,0,0,0,21,..,18,17,14,12,6,0,0,0,64,..,10,42,48,63,94,77,77,54,468,16,25,18,13,9,3,9,0,5,97,802,642,492,525,718,694,497,277,132,4777
SSC40472,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40473,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,6,8,8,9,12,0,0,51,..,0,4,10,8,9,6,7,0,44,..,0,0,0,0,3,7,0,0,6,..,0,0,0,0,0,0,0,0,3,26,..,..,..,..,..,..,..,..,26,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,4,..,0,0,3,0,0,3,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26,11,9,18,12,15,17,7,0,108
SSC40474,..,8,3,0,6,9,3,0,0,30,..,8,13,16,22,34,34,45,27,206,0,9,0,5,3,4,3,3,0,23,156,183,129,134,189,155,107,91,40,1181,..,3,82,107,220,170,117,72,17,790,..,38,43,31,33,17,8,3,0,180,..,5,18,30,44,21,10,6,0,136,319,..,..,..,..,..,..,..,..,319,..,142,..,..,..,..,..,..,..,142,..,113,51,9,13,3,3,0,0,187,..,12,3,3,3,3,0,9,3,36,..,7,4,0,0,0,0,0,0,12,..,13,13,8,13,16,7,0,0,70,..,11,18,42,47,85,63,65,38,367,3,15,3,12,3,7,4,3,0,53,318,360,248,250,369,317,207,162,64,2298
SSC40475,..,0,0,0,7,6,7,0,0,17,..,7,5,11,14,21,28,10,5,93,5,3,0,3,0,0,0,3,0,16,78,63,53,48,65,69,59,28,7,470,..,0,42,33,43,61,41,26,3,250,..,10,17,6,3,3,3,0,0,47,..,3,10,17,22,12,3,0,0,75,146,..,..,..,..,..,..,..,..,146,..,32,..,..,..,..,..,..,..,32,..,34,18,9,3,0,0,0,0,66,..,3,0,0,4,3,4,7,0,16,..,3,0,0,0,0,0,0,0,5,..,10,3,0,6,9,3,0,0,37,..,5,12,18,31,38,35,20,11,175,5,4,8,3,0,3,0,3,0,31,146,114,110,88,121,139,95,46,22,881
SSC40476,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,8,4,0,0,35,..,0,3,3,6,17,8,0,0,45,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,9,..,..,..,..,..,..,..,..,9,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,6,6,3,19,25,8,0,0,77
SSC40477,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,16,7,3,12,10,15,12,3,0,74,..,0,3,13,12,17,17,3,0,63,..,0,0,0,4,3,0,0,0,10,..,0,3,3,0,0,0,0,0,6,24,..,..,..,..,..,..,..,..,24,..,3,..,..,..,..,..,..,..,3,..,9,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,8,0,0,0,0,13,..,0,0,3,3,5,7,3,0,20,0,0,0,0,0,3,0,0,0,5,28,9,5,21,25,27,26,9,0,156
SSC40478,..,0,0,0,0,0,0,0,0,7,..,0,5,0,0,3,9,5,0,27,0,4,0,0,3,0,0,0,0,4,50,45,40,40,33,25,52,20,0,313,..,3,34,44,42,30,67,26,0,249,..,4,11,8,3,0,0,0,0,29,..,0,8,8,10,5,8,3,0,36,100,..,..,..,..,..,..,..,..,100,..,38,..,..,..,..,..,..,..,38,..,19,15,15,3,3,0,0,0,50,..,7,0,0,0,3,0,0,0,17,..,4,3,0,0,0,0,0,0,10,..,0,7,5,4,3,3,0,0,20,..,0,5,0,4,5,13,5,0,46,0,4,0,3,3,0,3,0,0,11,100,86,83,80,71,47,89,38,9,610
SSC40479,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,4,3,3,6,9,9,3,0,53,..,0,0,3,8,15,4,10,0,44,..,0,3,0,0,0,0,0,0,10,..,0,0,0,3,0,0,0,0,3,19,..,..,..,..,..,..,..,..,19,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,..,0,5,0,3,4,3,0,0,13,0,0,0,0,0,0,0,0,0,4,19,3,11,4,16,20,13,10,0,98
SSC40480,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,9
SSC40481,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,17,..,0,0,3,0,0,0,0,0,3,..,0,0,4,6,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,4,0,3,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,5,7,6,0,12,8,0,4,0,0,39
SSC40482,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,15,..,0,6,0,5,0,0,0,0,19,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,5,7,3,10,7,0,5,0,44
SSC40483,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
SSC40484,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40485,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,..,0,0,4,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,13
SSC40486,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,3,3,0,0,16,..,0,0,3,3,3,4,0,0,14,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,7,4,5,0,0,32
SSC40487,..,18,19,6,3,3,0,0,0,48,..,15,6,7,13,19,18,16,10,112,0,3,3,0,0,5,0,0,0,13,84,86,77,70,85,105,73,39,10,626,..,3,44,72,97,128,98,45,4,485,..,13,38,13,5,11,9,3,0,91,..,0,0,8,13,8,3,0,0,31,158,..,..,..,..,..,..,..,..,158,..,53,..,..,..,..,..,..,..,53,..,20,13,4,0,0,0,0,0,38,..,3,4,3,8,4,0,3,0,20,..,5,0,0,0,0,0,0,0,9,..,47,38,13,9,6,3,0,0,115,..,23,27,37,47,50,37,29,13,257,0,4,10,3,3,4,0,0,0,26,159,180,180,154,180,203,145,82,18,1304
SSC40488,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,7,0,0,0,15,..,0,3,0,0,5,0,0,0,10,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,7,0,0,0,21
SSC40489,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,3,3,8,8,13,6,0,0,43,..,0,4,13,8,13,5,0,0,46,..,0,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,3,21,..,..,..,..,..,..,..,..,21,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,5,0,0,0,0,0,5,0,0,0,4,21,7,3,14,8,19,9,4,0,86
SSC40490,..,12,21,9,12,10,4,0,0,67,..,3,23,23,35,37,62,34,13,233,3,3,3,5,6,4,9,3,0,33,294,174,280,279,208,188,163,78,19,1677,..,25,231,318,191,166,160,68,9,1176,..,25,76,39,28,18,5,0,0,193,..,3,23,47,57,34,18,8,3,197,606,..,..,..,..,..,..,..,..,606,..,185,..,..,..,..,..,..,..,185,..,103,65,27,20,6,0,0,0,219,..,22,10,3,9,12,11,3,7,77,..,13,18,3,7,0,0,0,0,43,..,30,49,26,19,27,8,0,0,160,..,9,45,46,75,89,96,46,17,422,7,5,13,12,12,4,11,0,0,65,615,423,531,522,414,352,314,126,37,3334
SSC40491,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,7,0,0,12,0,0,0,0,0,0,0,0,0,0,8,4,8,4,7,7,10,0,0,43,..,0,3,3,6,5,0,0,0,19,..,0,3,0,3,0,0,0,0,5,..,0,0,0,3,0,0,0,0,3,12,..,..,..,..,..,..,..,..,12,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,3,3,3,6,0,0,18,0,0,0,0,0,0,0,0,0,0,12,11,11,8,14,16,8,0,0,82
SSC40492,..,0,0,0,0,3,0,0,0,3,..,4,3,4,0,10,10,11,0,40,0,0,0,3,0,0,0,0,0,6,68,40,23,32,47,51,54,18,9,343,..,4,17,28,57,71,78,24,5,292,..,6,15,6,8,7,9,0,0,59,..,0,3,4,7,3,0,3,3,25,126,..,..,..,..,..,..,..,..,126,..,23,..,..,..,..,..,..,..,23,..,20,5,0,0,3,0,0,0,30,..,4,3,0,0,3,0,0,0,13,..,0,0,0,0,0,0,0,0,4,..,3,0,3,0,6,0,0,0,10,..,3,13,4,13,16,22,11,4,92,3,4,3,3,3,6,0,0,0,24,126,70,57,60,103,113,113,41,9,693
SSC40493,..,33,27,3,0,5,6,0,0,75,..,3,18,12,19,53,49,28,23,217,0,8,5,0,4,3,3,0,0,27,225,197,195,194,196,195,115,51,29,1401,..,5,157,241,236,196,105,36,10,994,..,13,42,50,46,17,7,0,0,182,..,0,8,24,43,17,10,5,0,119,462,..,..,..,..,..,..,..,..,462,..,164,..,..,..,..,..,..,..,164,..,79,42,8,13,3,0,0,0,151,..,26,18,0,3,12,3,3,0,73,..,22,12,4,0,0,0,0,0,41,..,64,69,15,16,14,6,3,0,181,..,16,31,33,47,98,78,37,31,372,8,16,9,6,3,7,3,0,0,54,468,408,391,393,405,366,216,86,50,2783
SSC40494,..,3,0,0,5,0,3,3,0,12,..,0,6,8,14,11,15,13,0,64,0,0,0,0,3,0,0,0,0,12,37,25,35,45,54,36,44,23,3,314,..,0,26,33,32,25,38,13,0,169,..,10,9,17,13,13,4,0,0,74,..,0,0,15,10,6,0,3,0,37,85,..,..,..,..,..,..,..,..,85,..,18,..,..,..,..,..,..,..,18,..,18,14,10,3,4,0,0,0,42,..,4,3,3,3,3,7,0,0,21,..,0,3,0,0,0,0,0,0,10,..,3,0,3,3,3,3,3,0,20,..,3,7,18,27,24,23,14,3,122,3,8,4,3,5,4,0,0,0,26,83,55,71,98,102,85,83,35,6,621
