SSC_CODE_2016,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
SSC40314,0,0,0,0,0,0,0,0,0,0,3,3,10,11,7,9,0,0,0,34,0,0,6,4,5,14,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SSC40315,0,0,0,0,0,3,0,0,0,7,10,30,86,60,54,38,5,0,0,289,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,16,11,8,6,0,0,0,46,0,0,4,3,3,0,0,0,0,8,0,3,10,10,9,4,0,0,0,36,0,0,7,5,5,0,0,0,0,19,11,15,12,9,12,3,0,0,0,58,8,21,17,12,8,0,0,0,0,67,0,0,8,0,7,3,3,0,0,27,0,0,3,0,0,3,0,0,0,13,0,0,5,3,3,0,0,0,0,15,0,0,3,0,0,3,0,0,0,8,0,0,10,16,4,6,0,0,0,36,0,0,11,10,5,4,0,0,0,29,0,4,6,12,18,3,0,0,0,43,0,7,10,9,0,5,0,0,0,36,3,0,31,22,18,13,3,0,0,100,0,0,4,0,3,0,0,0,0,8
SSC40316,0,0,0,0,0,0,0,0,0,3,6,13,34,35,58,41,9,0,0,207,3,7,15,16,16,14,13,3,0,94,0,0,7,5,13,8,0,0,0,38,0,0,3,5,4,3,0,0,0,8,0,0,0,5,0,3,0,0,0,10,0,3,6,11,11,7,4,0,0,47,0,0,0,3,0,4,0,0,0,17,8,4,5,15,8,4,0,0,0,42,0,10,4,7,6,0,3,0,0,40,0,0,0,0,10,7,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,3,0,0,0,6,0,0,0,3,3,3,0,0,0,17,0,0,6,6,4,3,3,0,0,30,0,3,3,5,15,20,3,0,0,48,0,0,0,0,0,0,0,0,0,3
SSC40317,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,6,0,0,0,18,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC40318,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,5,0,0,0,12,0,3,3,0,6,4,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC40319,0,0,0,3,3,3,0,0,0,7,17,26,63,105,129,99,33,5,0,466,0,0,0,0,0,4,0,0,0,3,0,0,3,8,3,0,0,0,0,13,0,9,3,13,10,11,11,0,0,54,0,0,0,5,0,3,0,0,0,9,4,4,10,19,31,14,6,3,0,85,0,0,4,7,7,9,4,0,0,30,12,18,8,7,21,13,6,0,0,89,18,17,10,5,7,10,0,0,0,62,0,5,3,12,5,5,0,0,0,29,0,0,0,6,3,9,0,0,0,17,0,0,3,11,8,3,4,0,0,29,0,0,4,0,3,0,0,0,0,14,0,3,3,32,32,23,5,3,0,104,0,0,0,7,5,6,3,0,0,22,0,0,9,14,15,20,4,0,0,66,3,5,11,16,42,41,10,0,0,131,0,5,26,31,42,42,13,0,0,163,0,0,3,3,5,3,0,0,0,13
SSC40320,0,0,0,3,0,3,0,0,0,5,15,14,39,75,92,55,13,3,0,308,0,0,0,3,0,0,0,0,0,5,0,0,3,3,5,0,0,0,0,5,0,3,3,6,11,3,3,0,0,30,0,0,0,3,5,4,0,0,0,12,0,4,11,6,15,4,0,0,0,42,0,0,0,5,10,3,0,0,0,15,8,0,11,15,6,5,3,0,0,49,8,8,0,4,3,0,0,0,0,34,0,0,0,0,6,0,0,0,0,7,0,0,0,0,3,0,0,0,0,12,0,0,0,3,11,3,0,0,0,16,0,0,0,3,0,0,4,0,0,12,0,0,5,25,28,14,7,3,0,79,0,0,0,3,5,3,0,0,0,8,0,0,0,10,12,8,3,0,0,39,0,3,8,19,29,31,3,0,0,100,0,3,20,36,33,25,9,0,0,115,0,0,3,0,0,5,0,0,0,13
SSC40321,0,0,3,4,0,0,0,0,0,10,43,42,79,170,169,88,12,0,0,603,0,3,0,3,3,0,0,0,0,11,0,0,0,5,5,3,0,0,0,18,3,0,4,19,21,13,7,0,0,67,0,0,0,4,7,8,0,0,0,16,5,12,12,23,23,13,3,0,0,98,0,4,9,7,13,11,0,0,0,43,22,19,12,24,27,13,3,0,0,123,28,15,5,6,0,0,0,0,0,58,0,3,3,7,6,6,0,0,0,29,3,0,0,4,4,3,0,0,0,14,0,0,16,18,19,7,3,0,0,67,0,0,0,0,3,3,0,0,0,16,3,0,10,38,27,19,5,0,0,100,0,4,0,4,9,3,0,0,0,25,0,3,13,43,46,17,3,0,0,119,3,12,16,36,45,33,0,0,0,136,4,16,33,70,64,53,4,0,0,238,3,3,4,3,3,0,0,0,0,14
SSC40322,10,4,6,8,22,4,4,0,4,55,146,242,439,491,609,356,37,0,4,2331,0,6,11,16,7,10,0,0,0,46,0,0,0,11,7,0,0,0,0,21,17,29,127,143,185,81,3,0,0,586,0,0,15,15,19,7,0,0,0,56,20,40,103,84,100,54,3,0,0,407,5,11,23,57,44,22,3,0,0,165,98,118,129,115,119,84,4,0,0,672,112,60,45,26,23,19,0,0,0,282,6,19,44,69,68,76,16,0,0,286,0,8,9,9,5,6,0,0,0,42,0,3,28,32,33,12,0,0,0,107,0,8,12,9,6,10,0,0,0,53,10,16,28,32,35,17,0,0,0,137,3,16,28,50,59,40,11,0,0,202,3,18,85,102,136,70,9,0,0,425,7,30,63,66,106,65,8,0,0,346,17,60,122,162,193,132,18,0,0,704,7,6,3,11,3,7,0,0,0,38
SSC40323,0,0,0,0,0,0,0,0,0,0,4,0,5,11,17,5,0,0,0,50,0,0,0,9,0,7,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,6,0,0,3,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,4,7,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0
SSC40324,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,12,10,0,0,43,0,0,0,0,3,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,7,0,0,0,0,3,3,0,0,0,9,0,0,0,4,0,0,0,0,0,4,0,0,0,3,3,0,3,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,8,0,0,0,3,0,3,3,0,0,10,0,0,0,3,4,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0
SSC40325,0,0,0,0,0,0,0,0,0,0,0,3,0,6,8,0,0,0,0,19,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SSC40326,3,0,0,0,0,0,0,0,0,4,11,32,39,67,75,43,8,0,0,273,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,3,3,11,11,0,0,0,33,0,0,0,3,0,0,0,0,0,7,0,3,0,13,10,4,0,0,0,29,0,0,0,3,6,3,0,0,0,18,11,18,15,6,12,10,0,0,0,68,10,6,6,4,0,6,0,0,0,32,0,0,4,6,8,3,0,0,0,14,3,0,9,0,3,0,0,0,0,16,0,0,3,3,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,8,0,3,3,16,10,0,0,0,0,34,0,3,3,3,4,3,0,0,0,20,0,3,8,21,25,14,0,0,0,71,0,5,4,17,25,11,0,0,0,59,0,14,10,18,24,12,3,0,0,83,0,3,3,3,3,0,0,0,0,19
SSC40327,4,3,10,0,7,4,0,0,0,24,27,86,206,125,144,80,11,0,0,686,0,0,3,7,6,6,0,0,0,17,0,0,4,3,0,3,0,0,0,9,0,14,43,51,49,36,4,0,0,201,0,0,9,3,3,0,0,0,0,18,3,10,36,20,15,7,0,0,0,88,0,0,14,11,14,8,0,0,0,44,18,37,51,27,34,9,0,0,0,190,21,45,53,16,33,10,0,0,0,177,0,5,29,14,18,6,3,0,0,74,3,0,9,11,3,0,0,0,0,25,0,0,13,10,0,3,0,0,0,30,0,3,5,4,4,3,0,0,0,23,0,9,24,8,7,3,0,0,0,55,3,5,24,11,10,7,0,0,0,54,0,6,27,24,19,12,3,0,0,90,0,8,27,19,18,16,6,0,0,86,0,17,70,41,52,28,13,0,0,216,0,4,3,5,3,3,0,0,0,15
SSC40328,0,4,0,0,3,3,0,0,0,12,14,24,45,47,84,61,13,0,0,290,0,0,12,11,12,10,13,0,0,56,0,0,4,4,3,0,0,0,0,16,0,4,7,3,7,6,0,0,0,27,0,5,10,6,3,7,0,0,0,39,0,3,3,10,5,3,0,0,0,24,0,3,3,8,7,3,0,0,0,28,7,0,10,4,16,3,0,0,0,40,3,0,4,3,3,4,3,0,0,26,0,0,5,0,5,8,0,0,0,28,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,0,8,0,0,4,3,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,6,0,0,0,8,8,8,0,0,0,26,0,3,18,12,20,12,0,0,0,71,5,14,13,10,30,36,3,0,0,118,0,0,0,0,0,0,0,0,0,3
SSC40329,0,0,0,3,0,0,0,0,0,3,7,18,6,13,39,27,4,0,0,122,0,0,0,3,3,3,3,0,0,14,0,0,0,0,0,0,0,0,0,3,0,4,3,3,8,0,4,0,0,24,0,0,0,0,3,0,0,0,0,0,0,3,0,3,9,9,0,0,0,26,0,0,0,0,3,3,0,0,0,6,3,7,0,3,3,0,0,0,0,23,8,0,0,0,3,3,0,0,0,12,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,8,3,0,0,13,0,0,0,0,4,0,0,0,0,7,0,0,0,5,15,11,0,0,0,32,0,3,4,0,4,9,3,0,0,21,0,0,0,7,7,13,0,0,0,31,3,3,0,0,0,0,0,0,0,12
SSC40330,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,12,0,0,0,21,0,0,3,8,4,12,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SSC40331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40332,0,0,3,5,3,0,3,0,0,17,40,64,124,155,169,98,20,4,0,675,0,0,3,8,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,7,3,5,5,10,19,11,0,0,0,54,0,0,6,6,4,3,0,0,0,21,5,10,19,26,25,16,8,0,0,94,0,3,5,10,10,7,0,0,0,39,27,29,17,6,23,7,4,3,0,114,20,17,15,10,3,0,0,0,0,60,0,0,7,11,7,0,4,0,0,32,4,0,6,8,9,3,3,0,0,31,0,0,12,19,14,8,0,0,0,55,0,0,7,9,7,4,0,0,0,22,0,3,30,27,31,16,6,0,0,112,0,0,8,14,7,7,0,0,0,36,0,5,12,25,51,25,3,0,0,115,0,10,27,37,31,34,6,0,0,148,3,19,45,54,63,41,6,0,0,229,10,7,8,3,3,0,4,0,0,37
SSC40333,0,0,0,0,0,0,0,0,0,3,17,18,38,49,55,35,16,7,0,223,0,4,16,27,43,23,19,6,0,134,0,0,3,0,0,0,0,0,0,5,0,7,4,4,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,9,3,4,3,0,0,0,24,0,8,5,9,6,8,0,0,0,39,9,4,3,14,4,6,0,0,0,34,6,0,0,0,0,4,0,0,0,18,0,0,0,0,10,4,5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,3,0,0,3,0,3,0,0,9,0,0,5,0,9,4,0,0,0,21,0,0,10,10,14,5,3,0,0,40,3,3,10,12,14,8,3,0,0,46,0,0,0,0,0,0,0,0,0,4
SSC40334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,3,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40335,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,0,0,0,0,18,0,0,3,3,10,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SSC40336,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,17,0,4,0,4,3,9,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40338,0,0,0,0,0,0,0,0,0,3,0,6,12,10,12,15,5,0,0,59,0,0,12,12,16,15,7,5,0,63,0,0,0,0,3,5,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,8,0,3,0,3,4,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0
SSC40339,0,3,0,0,0,0,0,0,0,6,8,8,9,20,32,12,10,0,0,110,0,3,0,8,9,4,8,0,0,34,0,0,0,0,3,0,0,0,0,5,0,0,0,3,7,4,0,0,0,22,0,0,0,3,0,3,0,0,0,7,3,3,5,3,5,0,0,0,0,22,0,0,0,0,3,0,3,0,0,8,8,0,3,0,6,0,0,0,0,15,7,5,0,0,3,3,0,0,0,14,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,3,0,0,0,6,0,0,0,3,3,0,0,0,0,8,0,0,4,3,4,0,0,0,0,14,0,0,0,3,10,7,0,0,0,25,0,0,0,0,0,0,0,0,0,5
SSC40340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
